term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	fdr	rank_pos_all	rank_pos_barrier	is_barrier	cohort	universe
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.5495028866009112	2.762652840147087	0.000999000999000999	199	2.011162450690889	ECI1,MTX2,NDUFAB1,MRPS15,UQCRQ,ATP6V0B,NDUFB1,NDUFB4,ATP5PD,ATP5MF,NDUFV2,NDUFS3,NDUFA7,NDUFC1,TIMM9,TIMM8B,NDUFB2,SLC25A4,COX7A2,NDUFS6,NDUFA2,FH,MRPL15,ATP5PF,MRPL11	104	0.003518220909525257	1.0		False	OncoSG_LUAD	context
HALLMARK_MYC_TARGETS_V1	0.4891477988648881	2.492279750891695	0.000999000999000999	195	1.6942802736721059	SNRPG,NDUFAB1,HSPE1,LSM2,NME1,IFRD1,CBX3,PPIA,RANBP1,SNRPA1,TUFM,ERH,MRPL9,NOP16,SSBP1,SRSF2,COPS5,GLO1,NHP2,LSM7,DUT,RNPS1,COX5A,C1QBP,PSMD14	107	0.003518220909525257	2.0		False	OncoSG_LUAD	context
HALLMARK_E2F_TARGETS	0.4526972719702289	2.3219241059780282	0.000999000999000999	198	1.3863903304360636	POP7,NME1,RFC2,KIF22,RANBP1,RPA3,SRSF2,CKS2,SLBP,CKS1B,PHF5A,UBE2T,RAD1,DUT,NAA38,AK2,WDR90,DONSON,TBRG4,RNASEH2A,TUBG1,MXD3,ASF1A,NASP,CDKN2A	90	0.003518220909525257	3.0		False	OncoSG_LUAD	context
KRT_EPITHELIAL	0.7657139352169275	2.3200426908430867	0.000999000999000999	17	3.311118560260335	KRT10,KRT19,KRT16,KRT18,KRT7,KRT14,KRT8,KRT6A,KRT17,KRT15,KRT6B,KRT6C	12	0.003518220909525257	4.0	1.0	True	OncoSG_LUAD	context
HALLMARK_GLYCOLYSIS	0.4417542120631839	2.2682881676012308	0.000999000999000999	199	1.3620361201284747	MIF,GALE,FAM162A,SLC25A10,PPIA,NOL3,IDUA,SOD1,MET,SRD5A3,TXN,AGRN,SDC1,ABCB6,B3GAT3,B3GNT3,ELF3,B4GALT7,ADORA2B,HAX1,CTH,CLDN9,EFNA3,TSTA3,ALG1	84	0.003518220909525257	5.0		False	OncoSG_LUAD	context
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.7019471335002285	2.234800758831178	0.000999000999000999	19	2.839621550704523	KDF1,SFN,CLDN4,LSR,MET,KRT16,CLDN1,STMN1,TMEM79,TP63,FA2H	11	0.003518220909525257	6.0	2.0	True	OncoSG_LUAD	context
HALLMARK_DNA_REPAIR	0.4321023422822195	2.103406189374459	0.000999000999000999	148	1.2918798149444561	POLB,NME3,RBX1,POLR2H,MPG,NME1,RFC2,GUK1,POLR2K,RPA3,DGUOK,SAC3D1,MPC2,GTF2A2,DUT,CSTF3,TARBP2,POLR2I,GTF2H5,COX17,POLR1C,RFC4,GPX4,NME4,SURF1	66	0.003518220909525257	7.0		False	OncoSG_LUAD	context
HALLMARK_MYC_TARGETS_V2	0.4842091459262642	2.023216576508553	0.000999000999000999	58	1.5568867320575996	HSPE1,CBX3,MRTO4,NOP16,SLC29A2,WDR74,TBRG4,MPHOSPH10,GNL3,EXOSC5,NIP7,AIMP2,BYSL,DCTPP1,NOC4L,UNG,SRM,HSPD1,PRMT3,RRP9,MCM4,SUPV3L1,PHB,TFB2M,FARSA	25	0.003518220909525257	8.0		False	OncoSG_LUAD	context
CUSTOM_EPITHELIAL_ADHESION	0.6205332563143235	2.019400694222785	0.001998001998001998	22	2.748999732313887	NECTIN4,CLDN4,JUP,CLDN7,EPCAM,CDH1,CLDN1,CLDN3,DSG2,NECTIN2,CGN,TJP3	12	0.005580626270281442	9.0	3.0	True	OncoSG_LUAD	context
GOBP_KERATINIZATION	0.4474131355281587	1.9128113519102083	0.000999000999000999	70	1.3625146624631748	SFN,PPL,KRT16,CNFN,KRT7,KRT80,CDH3,KRT6A,KRT17,SHARPIN,IVL,KRT81,SPRR3,TMEM79,SPRR1B,ABCA12,EVPL,KRT78,CDSN,KRT6B,KRT6C,SPRR2D,SPRR1A	23	0.003518220909525257	10.0	4.0	True	OncoSG_LUAD	context
