family	immune_family	score_family	k	cohorts	n_patients	rho_CLDN	p_CLDN	I2_CLDN	stouffer_z_CLDN	stouffer_p_CLDN	cldn4_negative	is_full_family	n_family_units
tls/b/mean	b	mean	2	GSE207422+GSE253013	24	-0.0658251770543567	0.788539753104428	6.572456101581866	-0.30085304503517685	0.7635265569881349	True	False	5
tls/b/mean	b	mean	4	GSE131907+GSE148071+GSE207422+GSE253013	97	-0.03782362671046963	0.8172294453080371	47.96407345435008	-0.21839656613050246	0.8271201408004504	True	False	5
tls/b/mean	b	mean	2	GSE131907+GSE148071	73	-0.0392180044526879	0.8825303755930537	78.46324915120469	-0.09005176705190242	0.9282460777374764	True	False	5
tls/b/mean	b	mean	4	GSE148071+GSE154826+GSE207422+GSE253013	95	-0.01607458036644105	0.9140872032054749	37.188467585516065	0.0074909340248193	0.9940231552931923	True	False	5
tls/b/mean	b	mean	2	GSE148071+GSE154826	71	-0.008322511474449604	0.9721089901788457	72.11093463776983	0.16678417740646104	0.867539868899679	True	False	5
author/cd8/pct	cd8	pct	2	GSE131907+GSE205335	43	-0.4722791995256018	0.0018057129935643104	0.0	-3.086762047260108	0.0020234950558579317	True	False	4
author/cd8/pct	cd8	pct	1	GSE131907	21	-0.5727272727272726	0.006656520496826817	0.0	-2.713556554795182	0.006656520496826821	True	False	4
author/cd8/pct	cd8	pct	1	GSE205335	22	-0.36420101637492946	0.09564628896671849	0.0	-1.666337111487879	0.0956462889667185	True	False	4
author/cd8/mean	cd8	mean	2	GSE131907+GSE205335	43	-0.26539568734274394	0.09814216257947353	0.0	-1.6630874510663611	0.09629493146913147	True	False	4
author/cd8/mean	cd8	mean	3	GSE131907+GSE205335+GSE241934_IIT	54	-0.23836226256223972	0.10302928841722397	0.0	-1.6426523774373492	0.10045487718704671	True	False	4
author/cd8/pct	cd8	pct	3	GSE131907+GSE205335+GSE241934_IIT	54	-0.3345290271841368	0.10336383280363155	48.28526417085799	-2.573369932405566	0.01007134943554952	True	False	4
author/cd8/mean	cd8	mean	1	GSE131907	21	-0.3532467532467533	0.11623101293161814	0.0	-1.5707918191913093	0.1162310129316181	True	False	4
author/cd8/mean	cd8	mean	2	GSE131907+GSE241934_IIT	32	-0.28145812793957287	0.1402212544817849	0.0	-1.4840865717460636	0.13778595516394956	True	False	4
author/cd8/pct	cd8	pct	3	GSE131907+GSE205335+GSE241934_Real	67	-0.2882466670434029	0.19615301365746574	67.19071452577083	-2.121980616014284	0.033839365851484296	True	False	4
author/cd8/pct	cd8	pct	4	GSE131907+GSE205335+GSE241934_IIT+GSE241934_Real	78	-0.2056255097336779	0.29941581802992057	60.65991296325836	-1.8029423245421872	0.07139727303535331	True	True	4
author/cd8/mean	cd8	mean	4	GSE131907+GSE205335+GSE241934_IIT+GSE241934_Real	78	-0.10648887216626961	0.3987464877005392	4.987436638091024	-0.8676207800178295	0.3856019668013704	True	True	4
author/cd8/mean	cd8	mean	2	GSE205335+GSE241934_IIT	33	-0.15763706436462502	0.40880750581338765	0.0	-0.8381089507553443	0.401969516361532	True	False	4
author/cd8/mean	cd8	mean	1	GSE205335	22	-0.17786561264822137	0.42841247523808007	0.0	-0.7919111669188107	0.4284124752380799	True	False	4
author/cd8/mean	cd8	mean	3	GSE131907+GSE205335+GSE241934_Real	67	-0.11069390881247583	0.500864445309101	36.656129087002896	-0.806944133707736	0.4196986703200416	True	False	4
author/cd8/pct	cd8	pct	2	GSE131907+GSE241934_Real	45	-0.2534067610661267	0.5036571496240694	82.81328723057734	-1.4246806538674226	0.1542495338858078	True	False	4
author/cd8/pct	cd8	pct	2	GSE131907+GSE241934_IIT	32	-0.2686578318336844	0.5075702713870434	74.13061154833838	-1.9610231337290933	0.0498763243397707	True	False	4
author/cd8/pct	cd8	pct	2	GSE205335+GSE241934_IIT	33	-0.16148009552370668	0.5542545080844359	44.47007658612017	-1.1065966481349354	0.26846835713798045	True	False	4
author/cd8/pct	cd8	pct	2	GSE205335+GSE241934_Real	46	-0.12364672794579544	0.6224698061526209	60.68202893749174	-0.7348939530163457	0.46240408139284017	True	False	4
author/cd8/pct	cd8	pct	3	GSE131907+GSE241934_IIT+GSE241934_Real	56	-0.13601226265666236	0.629304676042357	71.345134013132	-1.0770346584621235	0.28146478230933414	True	False	4
author/cd8/mean	cd8	mean	3	GSE131907+GSE241934_IIT+GSE241934_Real	56	-0.08452984540743544	0.6450533614650421	33.61190061058645	-0.5246360848538352	0.5998361967289647	True	False	4
marker/cd8/pct	cd8	pct	1	GSE207422	7	-0.1785714285714286	0.7016579425162727	0.0	-0.38308337962752337	0.7016579425162726	True	True	1
author/cd8/mean	cd8	mean	1	GSE241934_IIT	11	-0.10909090909090911	0.7495085962341481	0.0	-0.31928738704203585	0.7495085962341481	True	False	4
author/cd8/pct	cd8	pct	3	GSE205335+GSE241934_IIT+GSE241934_Real	57	-0.05689779024320016	0.7599306405949916	36.413197923007665	-0.4524300364131267	0.6509592126791492	True	False	4
author/cd8/mean	cd8	mean	2	GSE131907+GSE241934_Real	45	-0.083558592589861	0.7633491920294768	66.688226263372	-0.43132802976980517	0.6662298722756461	True	False	4
marker/cd8/mean	cd8	mean	1	GSE207422	7	-0.07142857142857144	0.879048193148154	0.0	-0.15217591069445277	0.879048193148154	True	True	1
author/cd8/mean	cd8	mean	3	GSE205335+GSE241934_IIT+GSE241934_Real	57	-0.007437551595241035	0.9589033411522134	0.0	-0.05546593274727095	0.9557672698813567	True	False	4
tls/cxcl13_mean/mean	cxcl13_mean	mean	3	GSE148071+GSE207422+GSE253013	65	-0.36913379235579774	0.0037413425302130396	0.0	-2.8954728537386907	0.0037858777306626567	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	2	GSE207422+GSE253013	24	-0.5524242690107906	0.00833120277818764	0.0	-2.630951103227276	0.008514628554105567	True	False	5
author/cxcl13_mean/mean	cxcl13_mean	mean	1	GSE241934_IIT	11	-0.7272727272727273	0.011204967253592074	0.0	-2.5362407512315905	0.011204967253592072	True	False	2
tls/cxcl13_mean/mean	cxcl13_mean	mean	4	GSE131907+GSE148071+GSE207422+GSE253013	97	-0.28901098503435	0.011746780625841145	10.857716016805307	-2.659129106020295	0.007834293544098769	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	2	GSE148071+GSE207422	56	-0.32510415263911585	0.017061387108892555	0.0	-2.384935091127254	0.017082135021178474	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	3	GSE131907+GSE148071+GSE207422	88	-0.24424259721384461	0.026714982867824037	0.0	-2.2178027458199865	0.0265682848307682	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	1	GSE253013	9	-0.6666666666666667	0.049867230568885125	0.0	-1.9611010989877087	0.049867230568885056	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	3	GSE131907+GSE148071+GSE253013	82	-0.25497214944914137	0.06073239838238081	21.490690906523024	-2.1251718025924844	0.033572279966607985	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	1	GSE207422	15	-0.48571428571428565	0.06642631232518953	0.0	-1.83553598487305	0.06642631232518958	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	3	GSE131907+GSE207422+GSE253013	56	-0.3559251798021497	0.07305349181501138	40.392987621636095	-2.0436275222208296	0.040990358222006085	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	2	GSE148071+GSE253013	50	-0.3865381279769697	0.07418807471143002	30.869115861984753	-2.307956519149532	0.0210015549902935	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	1	GSE148071	41	-0.2695398536231323	0.08833887458890977	0.0	-1.7042259947752332	0.08833887458890968	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	2	GSE131907+GSE148071	73	-0.196341777619158	0.1034677376377737	0.0	-1.6314237377954117	0.10280093946606211	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	2	GSE131907+GSE207422	47	-0.25198475198168196	0.21790611674927118	37.15755964049984	-1.4378461289046258	0.1504777176425921	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	2	GSE131907+GSE253013	41	-0.34313099403111097	0.29436820636938443	59.78878323296204	-1.2934107609968943	0.19586903026445912	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	5	GSE131907+GSE148071+GSE154826+GSE207422+GSE253013	127	-0.18570913638373648	0.3048315631273588	69.67721602826582	-1.2897999359814243	0.19712013018975816	True	True	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	4	GSE148071+GSE154826+GSE207422+GSE253013	95	-0.23332179420181123	0.34569557098555215	77.21864835413118	-1.1856444772746	0.2357627297328012	True	False	5
author/cxcl13_mean/mean	cxcl13_mean	mean	2	GSE241934_IIT+GSE241934_Real	35	-0.3752048070771984	0.41820294414658676	81.94355263065009	-1.1157479847590241	0.2645300244595997	True	True	2
tls/cxcl13_mean/mean	cxcl13_mean	mean	4	GSE131907+GSE154826+GSE207422+GSE253013	86	-0.1802698575494869	0.462019319952945	74.60407610277909	-0.3655296448933672	0.7147160820366953	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	3	GSE154826+GSE207422+GSE253013	54	-0.25352610623914296	0.516897743099918	82.85700568462238	-0.044152007788316336	0.9647832369539041	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	4	GSE131907+GSE148071+GSE154826+GSE253013	112	-0.11676120388734082	0.565552939324902	72.58876116670795	-0.729147631669331	0.46591136091794727	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	4	GSE131907+GSE148071+GSE154826+GSE207422	118	-0.1006989809055431	0.5852772868851113	70.68190321016039	-0.8592249662103971	0.39021641178118804	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	1	GSE131907	32	-0.0971407624633431	0.5968734614273277	0.0	-0.5289019611939364	0.5968734614273277	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	3	GSE148071+GSE154826+GSE253013	80	-0.15430974447084075	0.6159147983780959	81.68324448114495	-0.5273170081775507	0.5979734651039705	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	3	GSE148071+GSE154826+GSE207422	86	-0.11176007821977857	0.6796915274736026	80.43840918020432	-0.6835398945637071	0.4942657500726998	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	3	GSE131907+GSE154826+GSE253013	71	-0.07424432021649228	0.7942019282170525	76.18114037797139	0.408188348443357	0.6831354016398867	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	2	GSE154826+GSE253013	39	-0.14569720927296373	0.8074101173031929	86.05701602980234	1.0553114084711623	0.29128292512555753	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	3	GSE131907+GSE154826+GSE207422	77	-0.041159088979807135	0.8699280538256194	75.04682488142299	0.20121872649858544	0.8405275493245071	True	False	5
tls/cxcl13_mean/mean	cxcl13_mean	mean	2	GSE154826+GSE207422	45	-0.0384316525677854	0.9343177105070859	86.21425778567331	0.721780272053552	0.4704295803453199	True	False	5
tls/cxcl13pos/mean	cxcl13pos	mean	3	GSE148071+GSE207422+GSE253013	60	-0.42464120111880826	0.001205818284719484	0.0	-3.23142524531714	0.001231745383918288	True	False	5
tls/cxcl13pos/mean	cxcl13pos	mean	2	GSE148071+GSE207422	51	-0.42788077236348104	0.002157425808967354	0.0	-3.050609304981056	0.002283775359486054	True	False	5
tls/cxcl13pos/mean	cxcl13pos	mean	2	GSE148071+GSE253013	45	-0.3964125014548456	0.00881722538857077	0.0	-2.616156124151913	0.008892588667821182	True	False	5
tls/cxcl13pos/mean	cxcl13pos	mean	1	GSE148071	36	-0.39575892189971157	0.01688432431553232	0.0	-2.3892170436459628	0.016884324315532304	True	False	5
tls/cxcl13pos/mean	cxcl13pos	mean	2	GSE207422+GSE253013	24	-0.47539165548935014	0.028271226103989106	0.0	-2.204284033906293	0.027504375083023874	True	False	5
author/cxcl13pos/mean	cxcl13pos	mean	1	GSE241934_IIT	11	-0.6545454545454547	0.028864598957001903	0.0	-2.1853308232705047	0.028864598957001886	True	False	2
tls/cxcl13pos/mean	cxcl13pos	mean	1	GSE207422	15	-0.5107142857142856	0.051725498368269354	0.0	-1.9454112787405877	0.05172549836826929	True	False	5
tls/cxcl13pos/mean	cxcl13pos	mean	4	GSE131907+GSE148071+GSE207422+GSE253013	92	-0.28196878145496695	0.06091674899082376	40.130811437976064	-2.3929175725434746	0.01671499576109882	True	False	5
tls/cxcl13pos/mean	cxcl13pos	mean	3	GSE131907+GSE148071+GSE207422	83	-0.27154764479491644	0.1401242487481877	58.799321208014796	-2.1842957651934922	0.028940521759515173	True	False	5
tls/cxcl13pos/mean	cxcl13pos	mean	3	GSE131907+GSE148071+GSE253013	77	-0.22007640961444386	0.21730082554344177	47.07095360235133	-1.7782473220116448	0.07536324392903819	True	False	5
tls/cxcl13pos/mean	cxcl13pos	mean	3	GSE131907+GSE207422+GSE253013	56	-0.23690126573874468	0.2743441324502941	46.53925041485692	-1.119936591203737	0.2627407839611856	True	False	5
tls/cxcl13pos/mean	cxcl13pos	mean	1	GSE253013	9	-0.39999999999999997	0.286105101908313	0.0	-1.0667049262500525	0.2861051019083132	True	False	5
author/cxcl13pos/mean	cxcl13pos	mean	2	GSE241934_IIT+GSE241934_Real	35	-0.31574005127669696	0.4210050130067956	74.20266924219503	-1.0104881660815606	0.3122614662582557	True	True	2
tls/cxcl13pos/mean	cxcl13pos	mean	2	GSE131907+GSE148071	68	-0.1829887687544892	0.43657821885950987	71.38945332436109	-1.5304684084200393	0.12590082740303402	True	False	5
tls/cxcl13pos/mean	cxcl13pos	mean	4	GSE148071+GSE154826+GSE207422+GSE253013	90	-0.2042638594908827	0.4470747862542708	79.80653367773691	-1.2228914508712572	0.22137069798993225	True	False	5
tls/cxcl13pos/mean	cxcl13pos	mean	2	GSE131907+GSE207422	47	-0.21068533110337717	0.48736136068239944	69.44365709543888	-0.7910225509302702	0.42893083209807426	True	False	5
tls/cxcl13pos/mean	cxcl13pos	mean	5	GSE131907+GSE148071+GSE154826+GSE207422+GSE253013	122	-0.1378916312365394	0.49331165710480795	74.45871458578802	-0.8822628782031299	0.37763466598465756	True	True	5
tls/cxcl13pos/mean	cxcl13pos	mean	3	GSE148071+GSE154826+GSE207422	81	-0.15791382330805848	0.6279924199225808	86.03873628948992	-0.9648945890000686	0.33459761193117776	True	False	5
tls/cxcl13pos/mean	cxcl13pos	mean	4	GSE131907+GSE148071+GSE154826+GSE207422	113	-0.0968090977620229	0.669602671750742	79.9086739639712	-0.648099105414054	0.5169208525723635	True	False	5
tls/cxcl13pos/mean	cxcl13pos	mean	3	GSE154826+GSE207422+GSE253013	54	-0.135171451846211	0.7181092883766438	80.67131613120615	0.43599183227860827	0.662842655588135	True	False	5
tls/cxcl13pos/mean	cxcl13pos	mean	3	GSE148071+GSE154826+GSE253013	75	-0.09803014644782256	0.7699489532286496	83.7192596593698	-0.49989700989863295	0.6171475978064318	True	False	5
tls/cxcl13pos/mean	cxcl13pos	mean	2	GSE131907+GSE253013	41	-0.04573394971142523	0.8165675158979374	13.020637609681474	-0.1586855021010254	0.8739166610847499	True	False	5
tls/cxcl13pos/mean	cxcl13pos	mean	4	GSE131907+GSE154826+GSE207422+GSE253013	86	-0.05343447073217242	0.8177334976486474	71.0127362182303	0.5346006650112269	0.5929260236840528	True	False	5
tls/cxcl13pos/mean	cxcl13pos	mean	4	GSE131907+GSE148071+GSE154826+GSE253013	107	-0.045434659429735465	0.8383518210566134	76.12111876445915	-0.24491086379344976	0.8065254497272059	True	False	5
tls/cxcl13pos/mean	cxcl13pos	mean	2	GSE154826+GSE207422	45	-0.03014052760566757	0.9528947993943068	88.47070908871139	0.8867264490196695	0.3752261949062332	True	False	5
author/cyto/mean	cyto	mean	2	GSE205335+GSE241934_IIT	33	-0.24557375148496133	0.19269090381438236	0.0	-1.3202799901371796	0.18674155381036506	True	False	4
author/cyto/mean	cyto	mean	3	GSE205335+GSE207422+GSE241934_IIT	45	-0.20774449881407564	0.20591516573138646	0.0	-1.2838862355415233	0.19918176405511212	True	False	4
author/cyto/mean	cyto	mean	1	GSE205335	22	-0.24562394127611523	0.27054137518067206	0.0	-1.101816684866014	0.2705413751806721	True	False	4
author/cyto/mean	cyto	mean	2	GSE205335+GSE207422	34	-0.19685029531049997	0.2912378290943404	0.0	-1.066927360835932	0.28600463851978153	True	False	4
author/cyto/mean	cyto	mean	1	GSE241934_IIT	11	-0.24545454545454545	0.4669223669820161	0.0	-0.7274956698589448	0.46692236698201617	True	False	4
author/cyto/mean	cyto	mean	2	GSE207422+GSE241934_IIT	23	-0.16466402031419897	0.49323971350132934	0.0	-0.70350121801128	0.4817434479678133	True	False	4
author/cyto/mean	cyto	mean	4	GSE205335+GSE207422+GSE241934_IIT+GSE241934_Real	74	-0.0575879105960932	0.6498648668607293	0.0	-0.46451716741084487	0.642277262743727	True	True	4
author/cyto/mean	cyto	mean	3	GSE205335+GSE241934_IIT+GSE241934_Real	62	-0.05699531750035169	0.6935135610069321	7.994747595800708	-0.386624725830626	0.6990340502334869	True	False	4
author/cyto/mean	cyto	mean	1	GSE207422	12	-0.09090909090909093	0.7787253962454419	0.0	-0.2809804479489153	0.7787253962454419	True	False	4
author/cyto/mean	cyto	mean	3	GSE205335+GSE207422+GSE241934_Real	63	-0.029062998873247526	0.8308366055922703	0.0	-0.21772471222575468	0.8276436079734177	True	False	4
author/cyto/mean	cyto	mean	2	GSE205335+GSE241934_Real	51	-0.030670107013207926	0.8791795935076036	44.509970000334576	-0.1128471960323102	0.9101517002683154	True	False	4
author/tnk/pct	tnk	pct	2	GSE131907+GSE205335	43	-0.4787109080847739	0.0015191063422345722	0.0	-3.144426482866681	0.001664127187209751	True	False	4
author/tnk/pct	tnk	pct	3	GSE131907+GSE205335+GSE241934_IIT	54	-0.38904432939966405	0.011002242398705666	13.009594559201362	-2.7840956837864295	0.005367719665531067	True	False	4
author/tnk/pct	tnk	pct	1	GSE131907	21	-0.5220779220779221	0.015195754492505785	0.0	-2.4276797550940232	0.015195754492505776	True	False	4
marker/tnk/pct	tnk	pct	1	GSE291670	6	-0.8857142857142858	0.01884548104956266	0.0	-2.3485734665250915	0.018845481049562653	True	False	3
marker/tnk/pct	tnk	pct	2	GSE253013+GSE291670	15	-0.7138342906922605	0.021746934493141492	23.203165014556042	-2.5632836110818227	0.010368731173552442	True	False	3
primary_mixed	tnk	mean	4	GSE205335+GSE291670+GSE253013+GSE131907	73	-0.26462919791467115	0.03424287575307891	0.0	-2.1315115491285965	0.033047022012966755	True	False	8
primary_mixed	tnk	mean	5	GSE205335+GSE291670+GSE253013+GSE131907+GSE325414	98	-0.22695961790626687	0.03534856125466948	0.0	-2.119571911890522	0.034042163299099565	True	False	8
primary_mixed	tnk	mean	6	GSE207422+GSE205335+GSE291670+GSE253013+GSE131907+GSE325414	110	-0.21394647503450187	0.03713271312699482	0.0	-2.101112222706319	0.03563111620837563	True	False	8
author/tnk/pct	tnk	pct	3	GSE131907+GSE205335+GSE241934_Real	67	-0.33713573190808144	0.037672160529729735	39.388463018036056	-2.606131652090487	0.00915712573822073	True	False	4
primary_mixed	tnk	mean	5	GSE207422+GSE205335+GSE291670+GSE253013+GSE131907	85	-0.24298808267314664	0.03803516625158858	0.0	-2.0905240091457027	0.036570753968969694	True	False	8
primary_mixed	tnk	mean	6	GSE205335+GSE241934_IIT+GSE291670+GSE253013+GSE131907+GSE325414	109	-0.21296724750662083	0.03909780325122899	0.0	-2.079374280985454	0.037582962525143655	True	False	8
primary_mixed	tnk	mean	5	GSE205335+GSE241934_IIT+GSE291670+GSE253013+GSE131907	84	-0.24213257833637333	0.04016441675107497	0.0	-2.0674325646838057	0.038693412386694555	True	False	8
primary_mixed	tnk	mean	7	GSE207422+GSE205335+GSE241934_IIT+GSE291670+GSE253013+GSE131907+GSE325414	121	-0.20219207674693132	0.04034783019484503	0.0	-2.0678907754348743	0.03865029503452888	True	False	8
primary_mixed	tnk	mean	1	GSE291670	6	-0.8285714285714287	0.04156268221574335	0.0	-2.037872532264634	0.04156268221574339	True	False	8
marker/tnk/mean	tnk	mean	1	GSE291670	6	-0.8285714285714287	0.04156268221574335	0.0	-2.037872532264634	0.04156268221574339	True	False	3
marker_epi/tnk/mean	tnk	mean	1	GSE291670	6	-0.8285714285714287	0.04156268221574335	0.0	-2.037872532264634	0.04156268221574339	True	False	3
author/tnk/pct	tnk	pct	1	GSE205335	22	-0.43534726143421804	0.042861326301676765	0.0	-2.0250588048345772	0.04286132630167677	True	False	4
primary_mixed	tnk	mean	6	GSE207422+GSE205335+GSE241934_IIT+GSE291670+GSE253013+GSE131907	96	-0.2251289760336249	0.04307973982927924	0.0	-2.0399472192813297	0.04135558298400475	True	False	8
primary_mixed	tnk	mean	4	GSE205335+GSE291670+GSE131907+GSE325414	89	-0.21857143875094653	0.0519672335882946	0.4213812833671923	-1.9559097130595577	0.050475790926109564	True	False	8
primary_mixed	tnk	mean	5	GSE207422+GSE205335+GSE291670+GSE131907+GSE325414	101	-0.20532404803977833	0.05341477490035937	0.0	-1.94163469519955	0.05218133959057191	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE205335+GSE291670+GSE131907	76	-0.23426844797247515	0.056183668388460714	0.0	-1.9179247108966413	0.055120558408944025	True	False	8
primary_mixed	tnk	mean	5	GSE205335+GSE241934_IIT+GSE291670+GSE131907+GSE325414	100	-0.20417004171479863	0.056238273616245095	0.0	-1.9186181540741103	0.05503267637803953	True	False	8
author/tnk/pct	tnk	pct	4	GSE131907+GSE205335+GSE241934_IIT+GSE241934_Real	78	-0.2820641290422947	0.05640109487543986	32.148529410150616	-2.387628960546794	0.016957452210432416	True	True	4
primary_mixed	tnk	mean	6	GSE207422+GSE205335+GSE241934_IIT+GSE291670+GSE131907+GSE325414	112	-0.19351031317115353	0.057418550762791	0.0	-1.9114016660517559	0.055952982768090395	True	False	8
