pitch_um,spec,r2_krt,r2_full,delta,median_section_delta,n_sections_delta_pos
220,frac_both,0.1060416189585045,0.1586719238909745,0.05263030493247001,0.05813305752984671,8
300,frac_mean,0.12044521934147279,0.1702331463078095,0.049787926966336715,0.03829103533194067,7
220,quad,0.08383194456403653,0.133536133081678,0.04970418851764147,0.07197237582971833,8
220,mean_q75,0.08383194456403653,0.1292105739161289,0.04537862935209236,0.07475046997161627,8
220,mean,0.08383194456403653,0.12916123488643427,0.04532929032239774,0.054896625956317724,8
300,frac_both,0.12044521934147279,0.16492490791510173,0.04447968857362894,0.04607402180269482,6
160,frac_both,0.08080844259205755,0.12348109110151362,0.04267264850945607,0.026565543551134774,6
220,frac_mean,0.1060416189585045,0.1473545618629748,0.041312942904470296,0.041767020619889406,8
160,mean_q75,0.08890114866611776,0.12903300652824556,0.04013185786212781,0.03739501224095626,8
160,quad,0.08890114866611776,0.1279881553802399,0.03908700671412213,0.03166146883272292,8
300,quad,0.07582762114843555,0.11417658995515723,0.03834896880672167,0.058240403302676824,7
120,frac_both,0.06518305909901123,0.10308513620964666,0.037902077110635424,0.02287394223065392,8
160,frac_mean,0.08080844259205755,0.11438732771971116,0.03357888512765361,0.02392187101141119,8
120,mean_q75,0.07560224686899408,0.10850920858484137,0.03290696171584728,0.027073063484454207,8
120,quad,0.07560224686899408,0.10815843044436657,0.03255618357537249,0.027298291003435005,8
160,mean,0.08890114866611776,0.12106469048589019,0.032163541819772434,0.030851263453063438,7
300,mean,0.07582762114843555,0.10794487770505923,0.032117256556623675,0.040239515942932125,7
220,ge_med,0.08383194456403653,0.11525342379423886,0.03142147923020233,0.03421930236880877,5
300,mean_q75,0.07582762114843555,0.10703956353297694,0.03121194238454139,0.04957313645087319,7
300,frac_q75,0.12044521934147279,0.15099281899939876,0.030547599657925972,0.032334586290773015,6
300,q75,0.07582762114843555,0.10611691830523484,0.03028929715679929,0.03304424699541375,6
120,frac_mean,0.06518305909901123,0.09308266227801787,0.027899603179006638,0.02292634265400595,8
80,quad,0.042504360469083347,0.06947595676962626,0.02697159630054291,0.016216515791364683,5
300,ge_med,0.07582762114843555,0.10268490363657179,0.026857282488136236,0.03548665836529269,6
120,mean,0.07560224686899408,0.102096511845719,0.026494264976724913,0.02584389506915652,7
220,q75,0.08383194456403653,0.10963281721799745,0.025800872653960916,0.028239836027824206,6
160,ge_med,0.08890114866611776,0.11280161255054899,0.023900463884431233,0.01958640134005457,5
80,mean_q75,0.042504360469083347,0.06547670946334894,0.02297234899426559,0.009798222535513712,6
80,frac_both,0.03474856905330448,0.05719841086371302,0.022449841810408544,0.008324397973910602,5
160,q75,0.08890114866611776,0.1095848725204166,0.02068372385429884,0.028348656665336314,7
220,frac_q75,0.1060416189585045,0.12617975998264597,0.020138141024141465,0.03729817737631663,6
120,ge_med,0.07560224686899408,0.09504436985884224,0.019442122989848154,0.009829217887122155,6
80,ge_med,0.042504360469083347,0.058514155514337696,0.01600979504525435,0.0015039022219045517,4
80,mean,0.042504360469083347,0.05680465919931943,0.014300298730236083,0.008832577647451767,6
80,frac_mean,0.03474856905330448,0.04887940855691708,0.014130839503612602,0.008164396293155629,6
120,q75,0.07560224686899408,0.0887116205966687,0.013109373727674623,0.014420223168249313,8
120,frac_q75,0.06518305909901123,0.0749910298448292,0.009807970745817962,0.010991187420766768,7
160,frac_q75,0.08080844259205755,0.09046351257704577,0.009655069984988218,0.017168988654674033,6
80,q75,0.042504360469083347,0.04729017714160966,0.004785816672526311,0.007915690611014325,5
80,frac_q75,0.03474856905330448,0.037510365485401875,0.0027617964320973964,0.003109782749975698,6
