spec,loso_r2_krt,loso_r2_full,loso_delta,loso_median_section_delta,within_r2_krt,within_r2_full,within_delta,insample_median_delta
mean,-0.022974228135235863,-0.13517723537215476,-0.1122030072369189,0.09169605455974139,0.04639249966933723,-0.3712622859387771,-0.4176547856081143,0.03354137612324848
q75,-0.022974228135235863,-0.04905990578384278,-0.02608567764860692,-0.27408447708907935,0.04639249966933723,0.07010148263528115,0.023708982965943926,0.027242065945645988
ge_median,-0.022974228135235863,0.04738112727822674,0.0703553554134626,0.12115742066322788,0.04639249966933723,-0.4986168012127725,-0.5450093008821097,0.009798168145219333
p90,-0.022974228135235863,-0.07889123160428846,-0.055917003469052595,0.08901764868430156,0.04639249966933723,-0.3218631846493647,-0.3682556843187019,0.027801241233135487
frac_mean,-0.0031750065817715,-0.058519988922489885,-0.055344982340718385,0.007668796222740859,0.19539242716388971,-0.7165782301944421,-0.9119706573583318,0.05389845242948538
frac_q75,-0.0031750065817715,-0.02176113336055363,-0.01858612677878213,-0.07016761636552427,0.19539242716388971,0.23559189018955362,0.040199463025663906,0.012502998377238062
interact_mean,0.00029176306633027504,-0.054518136621939606,-0.05480989968826988,-0.0690691194518942,0.04639249966933723,-0.37542913914980547,-0.4218216388191427,0.03354137612324887
interact_q75,0.00029176306633027504,-0.012972067398583587,-0.013263830464913862,-0.020018113628415657,0.04639249966933723,0.07010148263528115,0.023708982965943926,0.02724206594564582
interact_q75_frac,0.010971004488264824,0.0043996776336773236,-0.0065713268545875,-0.038866087258155435,0.1953924271638896,0.23559189018955362,0.04019946302566402,0.012502998377238228
