sample,r2_krt,r2_full,delta_r2,n_bins,patient,partial_spearman
LUAD-5 R1,0.0442327297256831,0.2182869415166937,0.1740542117910105,149,Lung5,0.44441501904589154
LUAD-5 R2,0.0855836327537067,0.2292453987773385,0.1436617660236318,150,Lung5,0.37782834792657455
LUAD-5 R3,-0.0182285149058092,0.2568299905997968,0.275058505505606,147,Lung5,0.4582089777784494
LUSC-6,0.0765986336495379,0.0552496261480791,-0.0213490075014587,334,Lung6,0.06488757056278731
LUAD-9 R1,0.0526345837846303,0.2658588474833658,0.2132242636987354,211,Lung9,-0.3493644690282445
LUAD-9 R2,0.2449585674176453,0.4150835972480642,0.1701250298304188,534,Lung9,-0.3760378300072954
LUAD-12,0.0561071440459899,0.0883182303837563,0.0322110863377663,256,Lung12,-0.24789783131151286
LUAD-13,-0.0374177725521447,-0.0732598123752188,-0.0358420398230741,229,Lung13,0.09467688587331251
