sample,r2_krt,r2_full,delta_r2,n
LUAD-5 R1,-0.223120707816012,-0.18017575411869413,0.04294495369731788,149
LUAD-5 R2,-0.20109190299396795,-0.0890570565688169,0.11203484642515105,150
LUAD-5 R3,-0.2849868584545623,-0.20335417385761168,0.08163268459695061,147
LUSC-6,-1.9894588064389875,-7.493189780545713,-5.503730974106725,334
LUAD-9 R1,-0.022177063602387026,-0.10126492971788581,-0.07908786611549878,211
LUAD-9 R2,-0.015364302059257762,-0.13607831027031092,-0.12071400821105316,534
LUAD-12,0.04335742160465206,-0.14243857844971508,-0.18579600005436714,256
LUAD-13,-2.0002285395710167,-1.6922910165322316,0.3079375230387851,229
