sample,r2_krt,r2_full,delta_r2,n
LUAD-5 R1,-0.040677962645673915,-0.19421555709905958,-0.15353759445338566,209
LUAD-5 R2,0.042339034288455646,-0.029724032597878258,-0.0720630668863339,213
LUAD-5 R3,-0.07731012614324584,-0.246917383334313,-0.16960725719106717,213
LUSC-6,0.07352658954003521,-0.14746901192868012,-0.22099560146871533,482
LUAD-9 R1,0.030340509741686672,0.029410226828265218,-0.0009302829134214541,295
LUAD-9 R2,-0.11356667127201159,-0.3091276611608087,-0.1955609898887971,805
LUAD-12,0.09193785524659215,0.09625013000004123,0.004312274753449086,392
LUAD-13,-0.44800969591900097,-0.5296041535871403,-0.08159445766813933,312
