pitch,ring,y,spec,kind,r2_krt,r2_full,delta,median_section_delta,n_pos
220,450,y_log,intra_ring,gbm,0.029587536076004284,0.08971608211577775,0.06012854603977347,0.0712757771166102,8
220,450,y_frac,intra,ridge,0.1060416189585045,0.1586719238909745,0.05263030493247001,0.05813305752984671,8
220,450,y_log,intra,ridge,0.08383194456403653,0.1292105739161289,0.04537862935209236,0.07475046997161627,8
300,600,y_frac,intra,ridge,0.12044521934147279,0.16492490791510173,0.04447968857362894,0.04607402180269482,6
160,350,y_frac,intra,ridge,0.08080844259205755,0.12348109110151362,0.04267264850945607,0.026565543551134774,6
160,350,y_log,intra,ridge,0.08890114866611776,0.12903300652824556,0.04013185786212781,0.03739501224095626,8
220,450,y_frac,intra_ring,ridge,0.10428054466440417,0.14373902924502002,0.03945848458061585,0.05223499089868999,6
220,450,y_frac,intra_ring,gbm,0.051791104785686826,0.09088411435107835,0.03909300956539152,0.019955459019757815,6
220,450,y_log,intra_ring,ridge,0.09356918810416548,0.13086103167131402,0.03729184356714854,0.04693814418833042,8
160,350,y_log,intra_ring,ridge,0.09333588525502357,0.12702797708385094,0.033692091828827375,0.01594646898954094,7
300,600,y_log,intra,ridge,0.07582762114843555,0.10703956353297694,0.03121194238454139,0.04957313645087319,7
160,350,y_frac,intra_ring,ridge,0.08211133554246319,0.11211904162913822,0.030007706086675023,0.00852240769482504,6
300,600,y_frac,intra_ring,ridge,0.11640899938706717,0.14157703947412004,0.025168040087052868,0.023152110280150295,6
160,350,y_frac,intra_ring,gbm,0.02812570873179787,0.05210814692042309,0.02398243818862522,0.006712794196997496,4
160,350,y_log,intra_ring,gbm,0.056790696304976684,0.07982555394567037,0.023034857640693684,0.02808169890088935,6
160,350,y_frac,intra,gbm,0.04864295463040247,0.06848991647525693,0.01984696184485446,-0.011373859269169617,3
220,450,y_frac,intra,gbm,0.05887543947965512,0.07847526584202202,0.0195998263623669,0.02152638116512995,5
300,600,y_log,intra_ring,ridge,0.08338319569870645,0.1018858816433077,0.01850268594460125,0.02915755699803646,6
160,350,y_log,intra,gbm,0.06471738516528203,0.07997368584921416,0.015256300683932134,0.0041627176590062764,4
220,450,y_log,intra,gbm,0.03409086133350392,0.04823342247555251,0.014142561142048593,0.020939838932065857,6
220,450,y_log,ring_only,ridge,0.07834632331532831,0.09247172332825682,0.014125400012928502,0.006417848326217945,5
300,600,y_log,ring_only,ridge,0.06729253439007887,0.07486037719097705,0.007567842800898172,-0.003263416847470002,3
160,350,y_log,ring_only,ridge,0.06076646164293786,0.06803085122797314,0.00726438958503528,0.00037115486381078533,4
300,600,y_frac,ring_only,ridge,0.06589016957462479,0.07027417178987827,0.00438400221525348,-0.0021520456153405476,4
220,450,y_frac,ring_only,ridge,0.06845163542851673,0.0721625863509151,0.0037109509223983705,0.004151835425586503,4
160,350,y_frac,ring_only,ridge,0.05347525208169435,0.052308301386781,-0.001166950694913349,-0.002116125746520481,4
300,600,y_log,intra_ring,gbm,0.020134866354795222,0.017065963343508628,-0.0030689030112865945,-0.004101026551517339,4
160,350,y_log,ring_only,gbm,0.030562923179312307,0.026855888183428767,-0.0037070349958835402,-0.007121569692453478,3
160,350,y_frac,ring_only,gbm,0.01020021997269338,0.00616334417243436,-0.004036875800259021,-0.0005848388012481553,4
220,450,y_log,ring_only,gbm,0.0339857254092234,0.027308276875126936,-0.006677448534096464,-0.01593301253476248,3
220,450,y_frac,ring_only,gbm,0.03296643143069611,0.021595294990050307,-0.011371136440645802,-0.02205088586554632,3
300,600,y_frac,intra,gbm,0.07667708110610416,0.061526354724697585,-0.015150726381406576,-0.00727499543760457,4
300,600,y_frac,ring_only,gbm,0.01301269102178626,-0.005094081280550888,-0.01810677230233715,-0.0063863296043976114,3
300,600,y_log,intra,gbm,0.01374060428864432,-0.01428311576386787,-0.02802372005251219,0.0013123998646039081,5
300,600,y_log,ring_only,gbm,0.018191089939085248,-0.010464439293181638,-0.028655529232266885,-0.023847292026577094,1
300,600,y_frac,intra_ring,gbm,0.07207754176638081,0.02381266016541439,-0.048264881600966425,-0.01807956505138708,3
