sample,compartment,TACSTD2
tilTemra_001,tumor_TIL,0.0
pTemra_001,blood,0.038092
pTemra_004,blood,0.0
tilTemra_002,tumor_TIL,0.0
pTemra_002,blood,0.0375824
pTemra_005,blood,0.0
tilTemra_003,tumor_TIL,3.53464
pTemra_003,blood,0.0372083
pTemra_006,blood,0.0
