stem	cell_line	gse_id	cancer_type	cancer_group	is_lung	is_llc	is_kl	is_kp	n_baseline	n_icb	mean_baseline	mean_icb	median_baseline	median_icb	delta_mean	delta_median	treatments	marker
4T1_RTM28723893	4T1	RTM28723893	Mammary carcinoma	Mammary	False	False	False	False	3	3	5.3125844703144205	5.983425144140817	5.30776344859416	5.9287088221809	0.6708406738263966	0.6209453735867401		Tacstd2
4T1_XW33589424	4T1	XW33589424	Mammary carcinoma	Mammary	False	False	False	False	7	8	5.335442894140097	5.053909329472814	5.27094464234732	4.879445554674625	-0.2815335646672823	-0.39149908767269537		Tacstd2
B16_GSE106390	B16	GSE106390	Melanoma	Melanoma	False	False	False	False	3	3	0.0024503689583942998	0.0022642299185395664	0.0024275010708868	0.00227756734557	-0.00018613903985473332	-0.0001499337253168002		Tacstd2
B16_GSE107670	B16	GSE107670	Melanoma	Melanoma	False	False	False	False	3	3	0.036148924038230605	0.003961712188137967	0.0038984612858426	0.003901338886657	-0.032187211850092635	2.8776008144000553e-06		Tacstd2
B16_GSE149824	B16	GSE149824	Melanoma	Melanoma	False	False	False	False	2	6	0.0039599720928174004	0.004028104198881817	0.0039599720928174004	0.0040317431347602	6.813210606441619e-05	7.177104194279992e-05		Tacstd2
B16_GSE85535	B16	GSE85535	Melanoma	Melanoma	False	False	False	False	4	3	0.0027687034562633005	0.0027038999124645666	0.0027591079283878998	0.002795335798482	-6.48035437987339e-05	3.622787009410029e-05		Tacstd2
B16_SSG33589424	B16	SSG33589424	Melanoma	Melanoma	False	False	False	False	4	12	0.003346082663835125	0.00515281155617315	0.00354235490029725	0.0026703841797996	0.0018067288923380252	-0.00087197072049765		Tacstd2
CT26_RTM28723893	CT26	RTM28723893	Colorectal carcinoma	Colorectal	False	False	False	False	3	3	0.0	0.0	0.0	0.0	0.0	0.0		Tacstd2
EMT6_XW33589424	EMT6	XW33589424	Mammary carcinoma	Mammary	False	False	False	False	4	2	0.0	0.0	0.0	0.0	0.0	0.0		Tacstd2
KPC_RTM28723893	KPC	RTM28723893	Unknown	Other	False	False	False	False	3	3	0.0	0.0	0.0	0.0	0.0	0.0		Tacstd2
LLC_RTM28723893	LLC	RTM28723893	Lung carcinoma	Lung	True	True	False	False	9	11	0.0	0.0	0.0	0.0	0.0	0.0		Tacstd2
MC38_RTM28723893	MC38	RTM28723893	Colorectal carcinoma	Colorectal	False	False	False	False	12	12	0.0	0.0	0.0	0.0	0.0	0.0		Tacstd2
MOC1_RU31562203_LZ5733	MOC1	RU31562203_LZ5733	Unknown	Other	False	False	False	False	9	9	6.94170077652903	7.037712591300288	7.06174522682479	7.2148633270694	0.09601181477125742	0.15311810024461003		Tacstd2
