stem	cell_line	cancer_group	is_lung	is_llc	Tacstd2_delta_mean	Tacstd2_delta_median	Tacstd2_mean_naive	Tacstd2_mean_icb	Cldn4_delta_mean	Cldn4_delta_median	Cldn4_mean_naive	Cldn4_mean_icb	TJ_delta_mean	TJ_delta_median	TJ_mean_naive	TJ_mean_icb
402230_GSE148856_antiPD1	402230	Sarcoma	False	False	0.23804778373791413	0.32515281045090444	0.35402865800400896	0.5920764417419231	0.09927756322286346	0.12018949304256545	0.062426122840972154	0.16170368606383562	0.09993001115399958	0.0665973885173825	0.9030737881518403	1.0030037993058398
402230_GSE148856_radiation_antiPD1	402230	Sarcoma	False	False	0.18562829636519473	0.2589354026985835	0.7853871758966535	0.9710154722618483	-0.08367406932837057	-0.1549655184573305	0.23825551047153581	0.15458144114316524	-0.00038445881777682267	-0.039457429935607635	1.091382066720111	1.0909976079023342
4T1_GSE130472_old_antiCTLA4	4T1	Mammary	False	False	-0.4132634957277683	-0.5730247659236147	2.514297489980687	2.101033994252919	-0.013239553734247345	0.006145505000709761	6.069634781563109	6.056395227828862	-0.0919218982688248	-0.0034439330601703233	4.449373242673232	4.357451344404407
4T1_GSE130472_old_antiPDL1	4T1	Mammary	False	False	-0.5961262457263146	-0.5917225682123748	2.514297489980687	1.9181712442543726	-0.15977351106892623	-0.45088725781007977	6.069634781563109	5.909861270494183	-0.14299329106847836	-0.09775885421393848	4.449373242673232	4.306379951604754
4T1_GSE130472_young_antiCTLA4	4T1	Mammary	False	False	0.1943267067539738	0.03791517945817491	1.828002337047947	2.022329043801921	-0.41531658218773604	-0.35321508031567994	5.477910590715585	5.062594008527849	-0.22884394251695772	-0.20326318121664766	4.123195280018256	3.894351337501298
4T1_GSE130472_young_antiPDL1	4T1	Mammary	False	False	-0.3140224897515851	-0.5349758056815102	1.828002337047947	1.513979847296362	0.13052614589219846	0.17048104745352965	5.477910590715585	5.608436736607784	-0.0019486306433043055	0.024663937778312217	4.123195280018256	4.121246649374951
4T1_GSE132529_antiPD1	4T1	Mammary	False	False	0.011692352408712914	-0.21045925304261992	4.60635116464027	4.618043517048983	-0.013089217227410188	0.26615196327848967	6.870862547908357	6.8577733306809465	0.17287257065194916	0.1745591882555968	3.499735559605918	3.672608130257867
4T1_GSE137818_Brca1_KO_antiPD1	4T1	Mammary	False	False	-0.12875531751893554	-0.0015989862217500317	4.13363209798346	4.004876780464524	-0.07883773655259496	-0.02934200885176974	8.041262329779764	7.962424593227169	-0.08038225453075132	-0.058666288248325316	4.384231441627226	4.303849187096475
4T1_GSE137818_Brca2_KO_antiPD1	4T1	Mammary	False	False	0.05797231164456296	0.3304956326994999	4.16174288745599	4.219715199100553	0.0745643624230814	0.12474512013041039	7.650635802905315	7.725200165328396	0.02949164636152446	0.03405477997856643	4.656648997337583	4.686140643699107
B16_GSE109485_intra&extracranial_antiCTLA4&antiPD1	B16	Melanoma	False	False	0.0035001252860444665	0.0077528188424745	0.004121673363300867	0.0076217986493453335	0.0005918980905810334	0.0005535795256006	0.0	0.0005918980905810334	0.14850269714631203	0.13437264317795516	0.6703276072071079	0.81883030435342
