gene	logFC	AveExpr	t	p	se	df	fdr	compartment	cohort	contrast	n_q1	n_q4	family
CCL5	-3.2175101478138934	4.4575553679989035	-5.175113923608577	0.00011301178180017193	0.6217274045187284	15	0.07237951451795839	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
GZMA	-2.9111175556397675	3.3497219749578293	-4.967432227979981	0.0001686965077795155	0.5860407192356565	15	0.07237951451795839	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
GBP2	-3.485187963631784	4.348434029781093	-4.955453217197523	0.00017266761333011032	0.703303575046719	15	0.07237951451795839	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
OAS2	-3.129622933611574	3.2164970598266187	-4.867085231222164	0.0002051071520719877	0.643017901871774	15	0.0743703704174932	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
PSME2	-1.0359272667962598	7.8214240287383205	-4.858446610335655	0.0002085986080896697	0.21322191018678105	15	0.0743703704174932	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
CASP1	-2.569399821076644	3.4856533267462395	-4.473068085619001	0.00044665573691873167	0.5744155402725287	15	0.09239867165817199	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
IL15RA	-2.3754534748011396	2.9422836011372895	-4.390087473494047	0.0005272738541425136	0.5410947934735635	15	0.09239867165817199	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
SAMD9L	-2.455664269856206	3.577852462188073	-4.348938092471293	0.0005726310127893606	0.5646583643274558	15	0.09239867165817199	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
EPSTI1	-2.873881864253851	3.7668082057641348	-4.302031260401267	0.0006292278269227467	0.6680290519287843	15	0.09704716102598476	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
TNFSF10	-2.2256296116693566	5.500373426889232	-4.0595944197326945	0.0010270925295081438	0.5482394006778402	15	0.12162805107311378	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
MYD88	-1.0494614043296029	3.8310651951648222	-3.9766404645165734	0.0012157485027733377	0.26390653459720864	15	0.12326691182328389	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
IFI35	-1.5884369564125531	5.147294621503448	-3.9761331287462696	0.0012170045699354283	0.39949290050894487	15	0.12326691182328389	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
XAF1	-3.0657314213625084	3.74815964079338	-3.905150183493598	0.0014063781271607923	0.7850482765863477	15	0.12763094591579213	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
CD69	-3.077607487425935	3.633880416055557	-3.821053124536625	0.0016698039301152965	0.8054343624963741	15	0.13706117155560613	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
GBP4	-2.9270947745473115	3.2537238788558103	-3.8165004372842266	0.0016854124723346218	0.7669577988127246	15	0.13706117155560613	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
CSF2RB	-1.5959315696386729	1.1504827627177583	-3.7292611952356123	0.0020146834006398245	0.4279484557631912	15	0.14331407658564618	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
PECAM1	-2.3764742421174994	2.8458918750041216	-3.7227622287581044	0.0020416686676636036	0.6383631551215883	15	0.14331407658564618	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	TJ
TAP1	-2.0074390512581397	6.040189322617928	-3.661990853849053	0.002312317353781903	0.5481824317360477	15	0.1493369266572731	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN|MHC-I/APM
HLA-B	-2.4996188326963615	10.331913850775855	-3.635014754631096	0.0024437671613324313	0.6876502576810142	15	0.1507395601097238	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN|MHC-I/APM
IFI44L	-2.9079719004062374	3.44714785384883	-3.5992793997014596	0.0026295439298205337	0.8079316933960274	15	0.1550188614375302	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
VIM	-3.4099821171510967	7.677655888935032	-3.5710556430655527	0.0027862491811771724	0.9548947028514562	15	0.15954795674366082	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	TJ
HLA-DQA1	-3.027455694229853	4.506778294428356	-3.5412220296878267	0.0029620968304246553	0.8549183498942413	15	0.15954795674366082	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
RSAD2	-1.445533842923522	2.667833084838277	-3.534886522161305	0.003000850109088209	0.40893359202933954	15	0.15954795674366082	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
KRT6A	-4.51283533466917	2.639201268896764	-3.5336254684505644	0.003008624224714995	1.2771119562504094	15	0.15954795674366082	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	keratin
OASL	-2.2093939868993613	2.4398087619137194	-3.533157019286856	0.0030115172503111707	0.6253313891340477	15	0.15954795674366082	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
TAP2	-2.058563731972583	4.8387031611077775	-3.4718889887152313	0.0034149490381863747	0.592923258394374	15	0.16988520564054077	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	MHC-I/APM
PSMB9	-2.1571823740633143	6.9001490319388585	-3.45718565804514	0.003519558416264151	0.623970647640338	15	0.1699555487870772	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN|MHC-I/APM
SLAMF7	-2.109201373894594	1.9982479859557927	-3.431150321944279	0.0037127136617830436	0.6147213546445276	15	0.17264070842304285	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
SAMD9	-1.8114009801063562	3.841683775634367	-3.420811154521423	0.0037923267867770467	0.5295238170958824	15	0.1736584137773685	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
TMEM140	-1.6646331948946194	2.3374059676134826	-3.4013147250757507	0.003947120512007899	0.48940875204000606	15	0.17434862108202442	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
MX1	-2.1979430289591635	5.119021363796645	-3.381505519189442	0.0041108581524538605	0.6499894844134448	15	0.17903345398022555	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
TBCD	0.8628416509920195	4.509476844827904	3.3767093250794513	0.0041515107160817735	0.25552736937809045	15	0.17922391277641286	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	TJ
STAT4	-1.6020459867944925	1.8602279149122036	-3.3156544980412623	0.0047054080833450855	0.48317639480859914	15	0.18802250238918444	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
IDO1	-2.711210501006418	2.310822039397201	-3.2922021148788114	0.004937216190072192	0.8235249253845461	15	0.19103326932852974	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
ACTR3	-0.9175125722622479	6.868977143638719	-3.279735361280325	0.005065027367330195	0.27975201386494625	15	0.19249675075736633	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	TJ
SSPN	-2.1041322382110375	2.6702503114082385	-3.2443545382203145	0.00544594005436339	0.6485518809437072	15	0.19508972816755363	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
STAT1	-1.0808673621657203	6.261583452585721	-3.241886302527913	0.005473550560694661	0.33340693081151446	15	0.19561084987074426	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
STAT2	-0.9856313513671737	4.7348280173219734	-3.2191507896911813	0.00573449909379751	0.30617744112003126	15	0.2002432680986137	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
BST2	-3.1826223716668895	6.329830476577037	-3.201361641451991	0.005947245525608356	0.9941464689454447	15	0.2020837665824171	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
ACTR2	-0.7103731066606435	6.652150077992247	-3.1741860364404086	0.00628743587079112	0.22379693518445098	15	0.20601327074228937	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	TJ
CLDN3	1.9378085642785465	7.258186219824089	3.1360687081121448	0.006797267890301955	0.6179101112376685	15	0.21248912189849994	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	TJ
IL10RA	-1.851146388798937	2.4316545027441467	-3.114888460423825	0.0070980044786152965	0.5942897835086725	15	0.2147182203288595	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
IFIT1	-1.672872893944329	2.9906411593216267	-3.043147475850344	0.008217511188459245	0.5497179835087945	15	0.22416772743949606	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	IFN
MYH9	-1.1614345409865476	6.788380718692978	-3.0143150335773106	0.008714906488229274	0.38530628950491197	15	0.22864305835251272	malignant	GSE123902+GSE205335	q4q1_combined	9.0	9.0	TJ
