gene	logFC	AveExpr	t	p	se	df	fdr	compartment	cohort	contrast	n_q1	n_q4	family
FZD5	2.064959568110862	3.596181494199681	8.122692456872857	0.00045892682178243097	0.25422107005462663	5	0.4138918758567634	malignant	GSE123902	q4q1_single	4.0	3.0	TJ
TBCD	1.3376993835278872	4.0678957171486925	6.8853397783766805	0.0009890416544964576	0.19428226152744338	5	0.43201158734451767	malignant	GSE123902	q4q1_single	4.0	3.0	TJ
IL15RA	-2.8376696214139203	3.218345238406669	-5.949913817731746	0.001916647412530506	0.4769261720997011	5	0.43866410502405717	malignant	GSE123902	q4q1_single	4.0	3.0	IFN
ARID5B	-1.9883144021650514	5.903681835421453	-5.628989683671021	0.0024517338691024456	0.353227579708113	5	0.4407750425615441	malignant	GSE123902	q4q1_single	4.0	3.0	IFN
EIF4E3	1.132147095600564	3.3771866957376013	5.345164058530733	0.00307628299346746	0.21180773559114405	5	0.45303541530564756	malignant	GSE123902	q4q1_single	4.0	3.0	IFN
RAB13	-0.814999004628737	7.305380522473504	-4.9004354569127635	0.004472771060816942	0.16631154757462718	5	0.4947816999936264	malignant	GSE123902	q4q1_single	4.0	3.0	TJ
CLDN3	1.8875194648146432	6.876480847129353	4.807626574619528	0.004850950899662258	0.392609416625504	5	0.502876107765	malignant	GSE123902	q4q1_single	4.0	3.0	TJ
CSF2RB	-3.033635714011652	2.3613716570327634	-4.593866260515919	0.005872943394452054	0.6603665718537823	5	0.502876107765	malignant	GSE123902	q4q1_single	4.0	3.0	IFN
B2M	-1.4502902753379923	12.346508949547408	-4.322614064622062	0.007551908155239842	0.3355123204747161	5	0.502876107765	malignant	GSE123902	q4q1_single	4.0	3.0	IFN|MHC-I/APM
CFH	-3.03017324027374	4.1202385523275415	-4.184459405379276	0.008617755537528584	0.7241492739488262	5	0.502876107765	malignant	GSE123902	q4q1_single	4.0	3.0	IFN
ILDR1	1.4820779500555326	2.2393479679398998	4.149931750230184	0.008910665519093412	0.3571330901943932	5	0.502876107765	malignant	GSE123902	q4q1_single	4.0	3.0	TJ
SAMHD1	-1.4060287586571623	4.148507704386378	-4.040815697035411	0.009914746907359896	0.3479566661970529	5	0.502876107765	malignant	GSE123902	q4q1_single	4.0	3.0	IFN
ARPC2	-0.9103969213952929	8.217186355371117	-3.8850317795454115	0.011582879198376257	0.23433448503266008	5	0.502876107765	malignant	GSE123902	q4q1_single	4.0	3.0	TJ
ELF1	-0.9729705602785172	5.670299926883246	-3.7912936074322756	0.012741525646351119	0.25663287020850906	5	0.502876107765	malignant	GSE123902	q4q1_single	4.0	3.0	IFN
ZEB1	-3.2816943195396626	3.056781407005569	-3.745622149672468	0.01335385706401821	0.8761413160231943	5	0.5074350395445835	malignant	GSE123902	q4q1_single	4.0	3.0	TJ
FGL2	-2.3452475346850217	3.112875105115218	-3.7272504149748444	0.013609628937961403	0.6292165198406316	5	0.5074350395445835	malignant	GSE123902	q4q1_single	4.0	3.0	IFN
WAS	-1.8790059224881035	2.578786421741925	-3.6949633299295828	0.014072839673522039	0.5085316834589297	5	0.5074350395445835	malignant	GSE123902	q4q1_single	4.0	3.0	TJ
F11R	0.7713394159598473	5.4815914616900505	3.6597638915984017	0.014598506479251523	0.21076207067089373	5	0.5083362637379254	malignant	GSE123902	q4q1_single	4.0	3.0	TJ
CLDN12	1.206214813242295	4.127567830078075	3.3127452331730765	0.021176406397110714	0.3641133646993238	5	0.5332620961415604	malignant	GSE123902	q4q1_single	4.0	3.0	TJ
HCLS1	-2.5524753563782037	3.9643006233005016	-3.3053979110449787	0.02134824717836873	0.7722142462331429	5	0.5332620961415604	malignant	GSE123902	q4q1_single	4.0	3.0	TJ
PRKAB1	1.793475722916941	4.304471818131146	3.280788678881062	0.021935409111083166	0.5466599340767719	5	0.5332620961415604	malignant	GSE123902	q4q1_single	4.0	3.0	TJ
RAPGEF6	1.3238135707036547	2.647431547463973	3.2350324200624656	0.023076310301523833	0.40921184050393317	5	0.5352322751807846	malignant	GSE123902	q4q1_single	4.0	3.0	IFN|TJ
ERBB2	1.9221010701715695	4.68164725017094	3.1787705253425087	0.024572053995479466	0.6046680799534799	5	0.5444501596640388	malignant	GSE123902	q4q1_single	4.0	3.0	TJ
TNFAIP2	-1.2209100813504254	4.949586014248331	-3.156258083598483	0.02520092656188602	0.3868220053660672	5	0.5444501596640388	malignant	GSE123902	q4q1_single	4.0	3.0	IFN
OASL	-1.7132188314823755	2.1565519412667173	-3.0936004917852347	0.027048726414241327	0.5537944657145184	5	0.5568594939421161	malignant	GSE123902	q4q1_single	4.0	3.0	IFN
LPAR6	-1.5184499867452996	3.037016190496325	-3.0929366227148876	0.027069102875342158	0.49094119019239696	5	0.5568594939421161	malignant	GSE123902	q4q1_single	4.0	3.0	IFN
MVB12A	-1.146684149305279	4.869296870809886	-3.0467368339807326	0.02853038434882881	0.3763646851661526	5	0.5619403588372769	malignant	GSE123902	q4q1_single	4.0	3.0	IFN
EPSTI1	-2.414494226201427	3.763144917864941	-3.046663237213781	0.028532781695003746	0.7925044674151508	5	0.5619403588372769	malignant	GSE123902	q4q1_single	4.0	3.0	IFN
