col,ccle,lineage,lineage_subtype,primary_disease,cell_line_name,s1_tissue,TACSTD2,CLDN4
MDAMB468_BREAST_TenPx01,MDAMB468_BREAST,breast,breast_carcinoma,Breast Cancer,MDA-MB-468,Breast,2.93002585547433,
SH4_SKIN_TenPx01,SH4_SKIN,skin,melanoma,Skin Cancer,SH-4,Skin,-0.636010924226019,
AU565_BREAST_TenPx01,AU565_BREAST,breast,breast_adenocarcinoma,Breast Cancer,AU565,Breast,1.16379529640108,
KMRC1_KIDNEY_TenPx01,KMRC1_KIDNEY,kidney,renal_cell_carcinoma,Kidney Cancer,KMRC-1,Kidney,-0.890359208090747,
CAL51_BREAST_TenPx01,CAL51_BREAST,breast,breast_carcinoma,Breast Cancer,CAL-51,Breast,-0.901678918627687,
RPMI7951_SKIN_TenPx01,RPMI7951_SKIN,skin,melanoma,Skin Cancer,RPMI-7951,Skin,-0.754966504621859,
RERFLCMS_LUNG_TenPx01,RERFLCMS_LUNG,lung,NSCLC,Lung Cancer,RERF-LC-MS,Lung,-0.745382022943137,
IGR37_SKIN_TenPx01,IGR37_SKIN,skin,melanoma,Skin Cancer,IGR-37,Skin,-0.671329045533273,
VMRCRCW_KIDNEY_TenPx01,VMRCRCW_KIDNEY,kidney,renal_cell_carcinoma,Kidney Cancer,VMRC-RCW,Kidney,-0.777701274556089,
HEP3B217_LIVER_TenPx02,HEP3B217_LIVER,liver,hepatocellular_carcinoma,Liver Cancer,Hep 3B2.1-7,Liver,-0.718195805997591,-0.883644373618235
HEPG2_LIVER_TenPx02,HEPG2_LIVER,liver,hepatocellular_carcinoma,Liver Cancer,Hep G2,Liver,-0.707173037177753,-0.536043900812571
SKHEP1_LIVER_TenPx02,SKHEP1_LIVER,liver,hepatocellular_carcinoma,Liver Cancer,SK-HEP-1,Liver,-0.80148383935703,-1.1174275911269
WM2664_SKIN_TenPx02,WM2664_SKIN,skin,melanoma,Skin Cancer,WM-266-4,Skin,-1.08464046861626,-0.504979529830404
KMRC20_KIDNEY_TenPx02,KMRC20_KIDNEY,kidney,renal_cell_carcinoma,Kidney Cancer,KMRC-20,Kidney,-0.294875912255166,2.69535665171946
HS294T_SKIN_TenPx02,HS294T_SKIN,skin,melanoma,Skin Cancer,Hs 294T,Skin,-0.759029475467566,-0.725149890385826
CAOV3_OVARY_TenPx02,CAOV3_OVARY,ovary,ovary_adenocarcinoma,Ovarian Cancer,Caov-3,Ovary,2.72595328025301,1.69756791573409
CAL120_BREAST_TenPx02,CAL120_BREAST,breast,breast_carcinoma,Breast Cancer,CAL-120,Breast,1.15291700408749,-0.859761641295037
JMSU1_URINARY_TRACT_TenPx02,JMSU1_URINARY_TRACT,urinary_tract,bladder_carcinoma,Bladder Cancer,JMSU-1,Urinary Tract,-0.0353680539974464,-1.04302966999202
PATU8988T_PANCREAS_TenPx03,PATU8988T_PANCREAS,pancreas,exocrine,Pancreatic Cancer,PA-TU-8988T,Pancreas,-0.79632643623226,-1.87442867567847
JIMT1_BREAST_TenPx03,JIMT1_BREAST,breast,breast_ductal_carcinoma,Breast Cancer,JIMT-1,Breast,2.69838947485612,1.64100719002434
COV362_OVARY_TenPx03,COV362_OVARY,ovary,ovary_adenocarcinoma,Ovarian Cancer,COV362,Ovary,0.575564077425705,1.55363198632517
KPL1_BREAST_TenPx03,KPL1_BREAST,breast,breast_carcinoma,Breast Cancer,KPL-1,Breast,1.12805811605665,2.37110505182721
A375_SKIN_TenPx03,A375_SKIN,skin,melanoma,Skin Cancer,A-375,Skin,-0.926785275190976,-1.39159234424401
A2058_SKIN_TenPx03,A2058_SKIN,skin,melanoma,Skin Cancer,A2058,Skin,-0.756302185930209,-1.66946530158521
SW620_LARGE_INTESTINE_TenPx03,SW620_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma,Colon/Colorectal Cancer,SW 620,Large Intestine,-0.828935768923095,0.747977703379114
MDST8_LARGE_INTESTINE_TenPx03,MDST8_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma,Colon/Colorectal Cancer,MDST8,Large Intestine,-0.774084966506386,-1.65533601424674
HUH1_LIVER_TenPx03,HUH1_LIVER,liver,hepatocellular_carcinoma,Liver Cancer,huH-1,Liver,-0.898240276052207,0.329550756878222
HCT116_LARGE_INTESTINE_TenPx04,HCT116_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma,Colon/Colorectal Cancer,HCT 116,Large Intestine,-0.100966942931505,0.974120729667632
HLF_LIVER_TenPx04,HLF_LIVER,liver,hepatocellular_carcinoma,Liver Cancer,HLF,Liver,-1.20684930281594,-2.03392956319339
HT29_LARGE_INTESTINE_TenPx04,HT29_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma,Colon/Colorectal Cancer,HT-29,Large Intestine,0.463930252101874,2.01118033645608
ABC1_LUNG_TenPx04,ABC1_LUNG,lung,NSCLC,Lung Cancer,ABC-1,Lung,2.42004783204824,1.35907839420605
CAMA1_BREAST_TenPx04,CAMA1_BREAST,breast,breast_carcinoma,Breast Cancer,CAMA-1,Breast,0.716952434979612,-1.13816659597181
RKO_LARGE_INTESTINE_TenPx04,RKO_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma,Colon/Colorectal Cancer,RKO,Large Intestine,-1.18303629732981,-2.02585937882949
HT115_LARGE_INTESTINE_TenPx04,HT115_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma,Colon/Colorectal Cancer,HT115,Large Intestine,-1.00340741850578,2.18016247958044
JHH5_LIVER_TenPx04,JHH5_LIVER,liver,hepatocellular_carcinoma,Liver Cancer,JHH-5,Liver,-0.0160936783725505,0.982331705080002
SKMEL3_SKIN_TenPx04,SKMEL3_SKIN,skin,melanoma,Skin Cancer,SK-MEL-3,Skin,-1.0679363538424,-2.09432536789765
NCIH358_LUNG_TenPx06,NCIH358_LUNG,lung,NSCLC,Lung Cancer,NCI-H358,Lung,2.02092051722455,2.27815904368953
HT1197_URINARY_TRACT_TenPx06,HT1197_URINARY_TRACT,urinary_tract,bladder_carcinoma,Bladder Cancer,HT-1197,Urinary Tract,2.44366817135894,2.18094264269453
HUH7_LIVER_TenPx06,HUH7_LIVER,liver,hepatocellular_carcinoma,Liver Cancer,HuH-7,Liver,-0.603866082274068,-2.10874202709648
HGC27_STOMACH_TenPx06,HGC27_STOMACH,gastric,gastric_adenocarcinoma,Gastric Cancer,HGC-27,Stomach,-0.950890982285332,-2.26479266714604
DMS273_LUNG_TenPx06,DMS273_LUNG,lung,SCLC,Lung Cancer,DMS 273,Lung,-1.24638140571614,-1.3415908617903
NCIH1299_LUNG_TenPx06,NCIH1299_LUNG,lung,NSCLC,Lung Cancer,NCI-H1299,Lung,-0.834182839388835,-1.26831048249319
