cluster	n_cells	frac_cells	label	label_fine	rule	author_malignant_frac	n_datasets	datasets	score_malignant	score_T	score_NK	score_myeloid	score_B	score_endothelial	score_fibroblast	top_markers
18	121	0.005341455877808678	malignant	malignant (marker epithelium)	EPCAM/KRT/CLDN4 score=1.687	0.3884297520661157	4	GSE123902,GSE131907,GSE189357,GSE205335	1.687274186702938	0.07648573626576441	0.09564435771639447	0.34658720832712586	0.033150796927194214	0.045719520106923414	0.06561728404429239	CAPS,TPPP3,RSPH1,MORN2,PIFO
19	176	0.007769390367721714	other	other (low marker scores)	top myeloid=0.097<0.15	0.0	2	GSE123902,GSE131907	0.07700375091253704	0.032661592604086694	0.030632360926133095	0.09730945759165377	0.0	0.010776932458078316	0.025669863567767483	MBP,CRYAB,PTGDS,S100B,GPM6B
2	1972	0.08705248752924558	malignant	malignant (author)	author_malignant_frac=0.74≥0.50	0.7449290060851927	4	GSE123902,GSE131907,GSE189357,GSE205335	1.378135211905201	0.05664439985211163	0.05616753582016057	0.25903269078037144	0.00666726366448993	0.01637387776940754	0.06530412563425163	RPLP0,GAPDH,RPL8,KRT8,KRT18
20	438	0.019335187392398357	malignant	malignant (author)	author_malignant_frac=0.97≥0.50	0.9657534246575342	4	GSE123902,GSE131907,GSE189357,GSE205335	2.56457658654074	0.01651202869691946	0.03312204236720028	0.12119938591497562	0.00217012045880258	0.002296900942829977	1.1874021770519454	KRT19,SEC61G,ERO1A,CST6,S100A6
21	289	0.012757692137906678	malignant	malignant (author)	author_malignant_frac=0.98≥0.50	0.9792387543252595	3	GSE123902,GSE131907,GSE205335	1.7254609561969567	0.003930688078676222	0.007887135028792704	0.013071436481266444	0.0018323728995009042	0.0	0.19715204385894988	DEFB1,AGR2,TMEM176A,HMGB3,CP
22	223	0.009844170750011035	malignant	malignant (author)	author_malignant_frac=0.87≥0.50	0.8654708520179372	4	GSE123902,GSE131907,GSE189357,GSE205335	1.92000639999308	0.03755398049102839	0.06723302070032691	0.1519755119814042	0.007883589419952569	0.011339648459023377	0.04856872946445237	EFEMP1,SPINT2,SOX4,TACSTD2,IGF2BP2
23	466	0.02057122676908136	malignant	malignant (marker epithelium)	EPCAM/KRT/CLDN4 score=1.993	0.4570815450643777	4	GSE123902,GSE131907,GSE189357,GSE205335	1.9926834095202095	0.008860191072978588	0.04734546365502517	0.11249507437985048	0.0008215396290034212	0.024017167905131167	0.25383472635446763	MDK,PDCD6,EPHX1,KRT7,CYB5A
24	320	0.014126164304948572	malignant	malignant (author)	author_malignant_frac=0.92≥0.50	0.915625	2	GSE131907,GSE205335	0.8312972294097859	0.020418916962998197	0.0075116565744823794	0.009022207466359485	0.0013753901771583357	0.0024709730872788725	0.26995728599528757	MAP1B,STMN1,CKB,H1FX,HMGN2
25	329	0.01452346267602525	malignant	malignant (author)	author_malignant_frac=0.91≥0.50	0.9057750759878419	2	GSE189357,GSE205335	1.2481642779804933	0.0	0.0	0.005232114183092094	0.0	0.0	0.020224823281951354	RBP1,H3F3A,TUBA1A,STMN1,PSIP1
3	218	0.009623449432746215	malignant	malignant (author)	author_malignant_frac=0.97≥0.50	0.9678899082568807	2	GSE131907,GSE205335	1.428954068620463	0.014936270385983181	0.03701307360542052	0.04855999735578114	0.0	0.00709343322428156	0.07146056508539761	PERP,SFN,KLF5,FXYD3,S100A2
4	902	0.039818125634573785	malignant	malignant (marker epithelium)	EPCAM/KRT/CLDN4 score=1.574	0.4035476718403548	4	GSE123902,GSE131907,GSE189357,GSE205335	1.5740756312416795	0.07200862247452224	0.04962261661993248	0.2994687878549456	0.020474013017050048	0.05565003377742233	0.5659232839148113	SFTPB,SFTA2,NAPSA,MUC1,SLC34A2
5	1621	0.07155785105725511	NK	NK	NK score=2.992	0.0	4	GSE123902,GSE131907,GSE189357,GSE205335	0.05482261212885372	0.9522405901503266	2.991699944352601	0.12858619154579573	0.021337371327942705	0.09060390364876408	0.012299623552858222	NKG7,CST7,CCL5,GNLY,KLRD1
6	626	0.027634308921555644	malignant	malignant (author)	author_malignant_frac=0.82≥0.50	0.8242811501597445	4	GSE123902,GSE131907,GSE189357,GSE205335	2.072039408171316	0.02242340902863377	0.025574929978236516	0.25533623597002014	0.005094627007033645	0.022827977327355475	0.25402017565858903	MUC1,S100P,SLPI,GPRC5A,TM4SF1
7	376	0.01659824305831457	myeloid	myeloid	myeloid score=0.336	0.0	4	GSE123902,GSE131907,GSE189357,GSE205335	0.11058549884899196	0.09190905852316547	0.08443953030888061	0.3364742329540274	0.01474727033905435	0.02731322061317537	0.009119516262633649	HPGDS,SRGN,LAPTM4A,CLU,VIM
8	3181	0.1404229020438794	myeloid	myeloid	myeloid score=2.261	0.0012574662055957245	4	GSE123902,GSE131907,GSE189357,GSE205335	0.11095772582134411	0.0668037720035834	0.0949227238533819	2.2609628268951467	0.017490468355727457	0.34488167647894996	0.041325772056831835	TYROBP,FTL,AIF1,FCER1G,CD68
9	630	0.027810885975367503	myeloid	myeloid	myeloid score=2.321	0.0	4	GSE123902,GSE131907,GSE189357,GSE205335	0.06832657298246976	0.04086812632046594	0.09803765160169811	2.320768090858875	0.017373719687681487	0.514421885863374	0.0299642304603717	S100A9,S100A8,LST1,LYZ,TYROBP
