cluster	n_cells	frac_cells	label	label_fine	rule	author_malignant_frac	n_datasets	datasets	score_malignant	score_T	score_NK	score_myeloid	score_B	score_endothelial	score_fibroblast	top_markers
0	3436	0.1516796892243853	T	T	T score=1.501	0.002328288707799767	4	GSE123902,GSE131907,GSE189357,GSE205335	0.0549660920367179	1.5007632017438346	0.1773179162403388	0.09714081152766349	0.02754835994223763	0.03040554623701292	0.02130442188310793	IL7R,RPS12,RPS15A,RPS27A,RPS27
1	2254	0.0995011698229815	T	T	T score=1.932	0.0075421472937000885	4	GSE123902,GSE131907,GSE189357,GSE205335	0.069277964544489	1.9317422134542581	1.293325414239448	0.09731895388536123	0.04988303377439475	0.17547725995961494	0.019701432171587124	CCL5,GZMA,CD3D,NKG7,IL32
10	862	0.038052355096455215	malignant	malignant (author)	author_malignant_frac=0.88≥0.50	0.8781902552204176	4	GSE123902,GSE131907,GSE189357,GSE205335	1.9810517595060078	0.0113253739572334	0.013191640289802084	0.14088382164481306	0.0025450620325568945	0.014891213100913665	0.15011844122360946	EPCAM,MDK,ELF3,CLDN3,KRT8
11	373	0.01646581026795568	other	fibroblast	COL1A1 score=2.258	0.005361930294906166	4	GSE123902,GSE131907,GSE189357,GSE205335	0.16995449629440268	0.14131823140719454	0.12851766973439632	0.42478319864949404	0.05331479304879047	0.0721636983772619	2.2575270472246145	DCN,IGFBP7,MGP,CALD1,COL1A2
12	1663	0.07341191012227961	B	B	B score=2.007	0.0012026458208057728	4	GSE123902,GSE131907,GSE189357,GSE205335	0.045235174850504836	0.05164125356197983	0.04783678905240908	0.13443731142305848	2.0066511085783825	0.046280444153049	0.026914933732360587	MS4A1,CD37,HLA-DRA,CD74,RPS23
13	210	0.0092702953251225	other	endothelial	PECAM1/VWF score=1.911	0.0	4	GSE123902,GSE131907,GSE189357,GSE205335	0.10387118414976462	0.13637410148884163	0.13255696005546364	0.2213119181250139	0.04690687364786103	1.911057259531781	0.02901362111479526	RAMP2,GNG11,CLDN5,SPARCL1,EPAS1
14	795	0.03509468944510661	T	T	T score=1.888	0.0	4	GSE123902,GSE131907,GSE189357,GSE205335	0.05762041823903084	1.8878462130150178	0.07340776892868436	0.10132319026356115	0.01723111910624729	0.00929739868930171	0.034836397381537314	IL32,B2M,CD3D,TRAC,HLA-A
15	518	0.0228667284686355	other	mixed endothelial/myeloid	mixed: endothelial=0.215 vs myeloid=0.175 (Δ<0.05)	0.0	4	GSE123902,GSE131907,GSE189357,GSE205335	0.07277802408170239	0.1365885901503547	0.1088861621262752	0.17510234270549097	0.04478349115301235	0.21490328775730774	0.04761949516829146	MZB1,IGKC,SSR4,JCHAIN,DERL3
16	135	0.0059594755661501785	T	T	T score=1.423	0.26666666666666666	4	GSE123902,GSE131907,GSE189357,GSE205335	0.047039376458398424	1.4228856560538692	0.8106119551957947	0.12222137051922327	0.41756181623033545	0.11688258895865433	0.018996969543598707	HMGB2,HMGB1,TUBA1B,TUBB,STMN1
17	519	0.022910872732088465	malignant	malignant (author)	author_malignant_frac=0.56≥0.50	0.5606936416184971	4	GSE123902,GSE131907,GSE189357,GSE205335	1.8457162966341953	0.02668807441467527	0.05637420627862262	0.16850919205957565	0.002895356582338937	0.12880061475713991	0.6017257804284271	S100A6,NAPSA,MGST1,SLC9A3R2,S100A16
