leiden	n_cells	n_units	n_GSE123902	n_GSE205335	n_normal	top_subtype	mean_CLDN4	mean_IFN	mean_barrier_keratin	mean_AT2	mean_palantir	mean_dpt
19	200	5	196	4	196	NORMAL_AT2like	1.7157161609961866	0.25823376931063263	2.1761718600445294	0.2726946764917349	0.0060839342992058485	0.12856203317642212
10	284	5	22	262	22	Malignant cells	1.5184305631572275	0.16281115018159267	1.3580845331161766	0.10243402267499675	0.042395456205134546	0.08305277675390244
13	347	3	4	343	0	Malignant cells	2.3044198632085178	0.18228103323371841	1.0073671854300714	0.7054879471720373	0.0635235808482509	0.03186272457242012
9	618	26	499	119	217	marker_malignant	0.926896173867407	0.2697231448265498	0.8796047625869255	2.3819052713407114	0.06974014385913223	0.0109443673864007
3	284	8	53	231	0	Malignant cells	1.4684410710994893	0.3417467942788605	1.6518093511325425	0.535872738154424	0.07605835052690105	0.02901904098689556
11	339	4	10	329	0	Malignant cells	1.821217331567406	0.2545169322830999	1.8955069076607616	0.44587020828565976	0.07837093943131405	0.035434797406196594
5	663	20	261	402	0	Malignant cells	2.100636272442893	0.43199174555035824	1.8517117521889792	1.0743605293974074	0.08193225327846217	0.03512970730662346
14	220	23	120	100	58	marker_malignant	2.2681927571360916	0.36541433151371244	1.7492121243009344	0.6284951351099276	0.08403025585025865	0.03709710016846657
18	403	4	75	328	0	Malignant cells	0.5842422126137856	0.30436977719909275	1.1428434133503627	0.01226961230829484	0.08436672251945189	0.047654978930950165
0	878	31	239	639	5	Malignant cells	0.6747619756693287	0.20850146372798986	1.4315073867964783	0.3986262520179378	0.08463400673788013	0.04092959314584732
23	508	3	174	334	0	Malignant cells	1.8346017850144625	0.2559219495259132	1.3322217342477662	0.2834508079120089	0.08486945251927885	0.10503848642110825
25	71	1	0	71	0	Malignant cells	2.5610385005359984	0.5099571616124094	1.797061803566026	0.08628173364722354	0.0890473613989144	0.06923206895589828
21	418	2	0	418	0	Malignant cells	0.7579552483129703	0.31272722008125403	1.3662868679799178	0.06115215835246697	0.09247707140462688	0.07463492453098297
20	327	2	2	325	0	Malignant cells	0.9299129474155237	0.16027632390141727	0.7112334282149657	0.0031811597791137616	0.09330436851423289	0.1047409251332283
22	314	2	167	147	0	marker_malignant	1.763953102415041	0.3411087033952202	1.9165635041007283	0.06037799344536679	0.09404702688529895	0.05599964037537575
17	478	5	24	454	0	Malignant cells	0.9752495492303631	0.4014584794150389	2.2472900778280653	0.0787747439424373	0.09596917936701288	0.0545022077858448
6	372	10	22	350	2	Malignant cells	0.9318424616826181	0.16624720547406957	0.8058864340146747	0.040142088436854836	0.12096574642846647	0.08005166053771973
4	265	25	197	68	73	marker_malignant	0.43105823886846056	0.3925716633505259	0.7089969433804432	0.26655303105482714	0.14360691588749078	0.10626115649938583
7	280	24	164	116	7	marker_malignant	0.01703297452466725	0.2974278932232993	0.22015566917928256	0.041992349926118396	0.20386674181938128	0.15882672369480133
2	902	35	280	622	51	Non-malignant cells	0.07576661940476001	0.4028881385283702	0.296193984120249	0.059413276214572625	0.22248164713793397	0.17029061913490295
1	335	2	0	335	0	Malignant cells	0.9780656031989012	0.15588568959294644	0.7869969401855664	0.02244271255609594	0.23841365985192717	0.3647542893886566
8	174	16	164	10	4	marker_malignant	0.04836251806592251	0.3977124286112712	0.4291356518036466	0.07038610981622467	0.24254324554714182	0.2972649037837982
15	370	22	143	227	116	Malignant cells	2.0007262908141485	0.35460769184513274	1.2507215369208933	0.13336083157399728	0.24396101009058446	0.2939993441104889
26	349	1	0	349	0	Malignant cells	1.5888636653886412	0.2346141759627912	0.5783646974562263	0.09280696310761873	0.2487264595217529	0.3217904567718506
16	291	1	291	0	0	marker_malignant	0.6041941601312795	0.4033375077883869	1.3819672766231792	1.9749405657112376	0.2764582847025944	0.28226321935653687
27	347	1	0	347	0	Malignant cells	1.711826755321382	0.16610745577450278	0.62617105467016	0.008793555186094232	0.2778968228449948	0.8269919157028198
24	233	1	233	0	0	marker_malignant	1.2321435227471786	0.30236310118847826	1.7108083696118	1.8537769879582617	0.6534215450677763	0.4611198306083679
12	64	11	63	1	4	marker_malignant	0.04912044331682125	0.42282719180045003	0.4564773340765105	0.06554059716779301	0.9623195230654651	0.29416877031326294
