gene_a	gene_b	pair_level	scale	rho	p	I2	ci_lo	ci_hi	k	N	rho_GSE123902	rho_GSE131907	rho_GSE205335	rho_GSE189357
ELF3	TACSTD2	primary	mean_log1p	0.6067046992639004	0.008971061462998873	0.717260043761619	0.17409488120891134	0.8430119567198436	4	65	0.34065934065934067	0.36883116883116884	0.4861660079051384	0.9500000000000001
ELF3	TACSTD2	primary	pct	0.5754881196262929	0.0043316711332985185	0.6120362822624219	0.20239077755067905	0.8026994776408863	4	65	0.38461538461538464	0.5727272727272726	0.29192546583850937	0.9166666666666666
ELF3	CLDN4	primary	mean_log1p	0.8180451489256089	1.9170227753615973e-06	0.6489079876113545	0.5896862277174986	0.9252849183761757	4	65	0.9065934065934067	0.696103896103896	0.6137775268210052	0.9500000000000001
ELF3	CLDN4	primary	pct	0.8224492196576269	1.3813351058634408e-06	0.6474546218533872	0.599026216432004	0.9270594526846927	4	65	0.9175824175824175	0.7766233766233767	0.557312252964427	0.9333333333333332
ELF3	CLDN7	primary	mean_log1p	0.7252623368268009	2.2633790347355968e-11	0.0	0.5712875678367506	0.8299219456920313	4	65	0.8626373626373626	0.5727272727272726	0.7459062676453981	0.7333333333333334
ELF3	CLDN7	primary	pct	0.8215095131225255	0.000510701571231172	0.8171912038159972	0.46711256659050493	0.9484897861690441	4	65	0.9725274725274725	0.5623376623376624	0.6521739130434784	0.8333333333333333
TACSTD2	CLDN4	primary	mean_log1p	0.544874572110059	0.0004803855701562185	0.3444203623677312	0.2617913986630118	0.7416310238161048	4	65	0.2967032967032967	0.5857142857142857	0.409373235460192	0.8666666666666667
TACSTD2	CLDN4	primary	pct	0.5345059199554321	0.005829909525383323	0.5628293689797423	0.17075904984767584	0.77003589875585	4	65	0.3021978021978022	0.6714285714285714	0.2173913043478261	0.8499999999999999
TACSTD2	CLDN7	primary	mean_log1p	0.42651683558134595	0.0020442935249041943	0.11385796690268313	0.16452485727471236	0.6322936954993637	4	65	0.24725274725274726	0.287012987012987	0.4590626764539809	0.7999999999999999
TACSTD2	CLDN7	primary	pct	0.5351195992857825	0.008731264901151278	0.6050478921161025	0.14973748320366606	0.7793494811818533	4	65	0.3516483516483516	0.3103896103896104	0.4319593450028233	0.9166666666666666
CLDN4	CLDN7	primary	mean_log1p	0.5834581291998587	1.1688012488401834e-06	0.0	0.37863308930326084	0.7338022945753256	4	65	0.8131868131868131	0.5194805194805194	0.45567476002258617	0.6166666666666666
CLDN4	CLDN7	primary	pct	0.6634141406166981	0.003681481580240285	0.7290997385366872	0.2540500096488357	0.8711998768685516	4	65	0.9120879120879121	0.45194805194805193	0.3167701863354037	0.7666666666666667
ELF3	GRHL2	primary	mean_log1p	0.5270678691845977	1.9838492743778812e-05	0.0	0.3066556538334003	0.6938298072658646	4	65	0.6492440804992607	0.3942838791906181	0.5911914172783739	0.45
ELF3	GRHL2	primary	pct	0.527779613607947	1.9210108957292574e-05	0.0	0.30754869482028857	0.6943408158811879	4	65	0.6987626968085263	0.44235143612654193	0.4963297571993225	0.5333333333333333
GRHL2	CLDN4	primary	mean_log1p	0.5177798942506435	2.9969368461690884e-05	0.0	0.2950372979996005	0.6871459222115502	4	65	0.6712523544144899	0.5151023331106428	0.479390175042349	0.33333333333333337
GRHL2	CLDN4	primary	pct	0.41282980704590583	0.0013930055334886496	0.0	0.16817786818387628	0.6095747061712212	4	65	0.5832192587535732	0.5449821658005414	0.13382269904009036	0.4666666666666666
GRHL2	TACSTD2	primary	mean_log1p	0.680595652208525	1.5023359789203108e-09	0.0	0.5087161633410268	0.8003012171191508	4	65	0.654746148978068	0.7236116003597176	0.6781479390175044	0.5833333333333334
GRHL2	TACSTD2	primary	pct	0.6679880339708893	1.7818859056703185e-08	0.06713866033831377	0.4824848560374497	0.7961412736211514	4	65	0.6767544228932972	0.7950633741833881	0.4635798983625071	0.7166666666666667
GRHL2	CLDN7	primary	mean_log1p	0.4956324438632467	0.01693961078535973	0.6044623709187671	0.09710713740616614	0.7571853311798608	4	65	0.607978566908206	-0.01948684740645559	0.6600790513833994	0.6833333333333333
GRHL2	CLDN7	primary	pct	0.5386870523884173	0.00571401575917417	0.5691497785323621	0.17339253577864558	0.7736859974561723	4	65	0.6464930462598572	0.06300747328087308	0.6295878035008471	0.7833333333333333
GRHL1	ELF3	secondary	mean_log1p	0.4076668138543949	0.03135239943552364	0.49594329165046724	0.03870025159642421	0.6788079350115037	4	65	0.21978021978021978	0.1	0.4635798983625071	0.8333333333333333
GRHL1	ELF3	secondary	pct	0.30837978791208304	0.040926009684744365	0.19250048199261574	0.013140409752032655	0.5541610613401335	4	65	0.25274725274725274	0.029870129870129873	0.3867871259175608	0.7166666666666667
GRHL1	CLDN4	secondary	mean_log1p	0.3578397532346566	0.00805620745192786	0.045093106099522245	0.09714870438374001	0.5725823430585378	4	65	0.2967032967032967	0.18181818181818182	0.36420101637492946	0.7666666666666667
GRHL1	CLDN4	secondary	pct	0.2665540937532894	0.0677458037939966	0.1317573400692223	-0.019930993225657417	0.5125888559427647	4	65	0.37912087912087916	0.07402597402597402	0.16205533596837948	0.7166666666666667
