tf	dataset	n_targets	median_rho	frac_pos
ELF3	GSE123902	52	0.5054945054945055	0.9038461538461539
ELF3	GSE131907	52	0.3396103896103896	0.9230769230769231
ELF3	GSE205335	53	0.3619424054206663	0.8867924528301887
ELF3	GSE189357	52	0.4166666666666667	0.9230769230769231
GRHL2	GSE123902	75	0.382393759277107	0.88
GRHL2	GSE131907	74	0.30724262744178316	0.9054054054054054
GRHL2	GSE205335	76	0.47600225861095424	0.9473684210526315
GRHL2	GSE189357	75	0.7833333333333333	0.96
