split	direction	interaction_name	pathway_name	ligand	receptor	ligand_genes	receptor_genes	focus	ligand_class	n_paired	n_GSE189357	n_GSE205335	median_prob_high	median_prob_low	delta_median	median_paired_delta	wilcoxon_w	p	thin	test
median	outgoing	HLA-DRB1_CD4	MHC-II	HLA-DRB1	CD4	HLA-DRB1	CD4	other	other	18	9	9	0.20363230079197836	0.13612687712281096	0.0675054236691674	0.04446693834913807	18.0	0.00193023681640625	False	wilcoxon_signed_rank_paired_patient
median	outgoing	FN1_CD44	FN1	FN1	CD44	FN1	CD44	other	other	12	6	6	0.26941803047197704	0.0759386738825019	0.19347935658947513	0.0748038447908318	3.0	0.00244140625	False	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-E_CD94:NKG2C	MHC-I	HLA-E	CD94:NKG2C	HLA-E	KLRC2|KLRD1	MHC-I	inhibitory	12	1	11	0.2761914427140193	0.13143450351636118	0.1447569391976581	0.08075708079383381	4.0	0.00341796875	False	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-E_KLRC2	MHC-I	HLA-E	KLRC2	HLA-E	KLRC2	MHC-I	inhibitory	12	1	11	0.17049032162552608	0.04531761594668651	0.12517270567883956	0.0623903406188866	4.0	0.00341796875	False	wilcoxon_signed_rank_paired_patient
median	outgoing	THBS1_CD47	THBS	THBS1	CD47	THBS1	CD47	other	other	12	6	6	0.13444646135990637	0.02229519895247361	0.11215126240743276	0.04277447516818349	4.0	0.00341796875	False	wilcoxon_signed_rank_paired_patient
median	outgoing	LAMA3_CD44	LAMININ	LAMA3	CD44	LAMA3	CD44	other	other	10	3	7	0.2730570198047738	0.07383115689058692	0.1992258629141869	0.1518984407565614	1.0	0.00390625	False	wilcoxon_signed_rank_paired_patient
median	outgoing	IGFBP3_TMEM219	IGFBP	IGFBP3	TMEM219	IGFBP3	TMEM219	other	other	9	0	9	0.2389309639393905	0.07758276978602936	0.16134819415336116	0.1662647549485543	0.0	0.00390625	False	wilcoxon_signed_rank_paired_patient
median	outgoing	GDF15_TGFBR2	GDF	GDF15	TGFBR2	GDF15	TGFBR2	other	other	9	4	5	0.16325716220486694	0.047038956389392934	0.11621820581547401	0.15668818046412217	0.0	0.00390625	False	wilcoxon_signed_rank_paired_patient
median	outgoing	CXCL16_CXCR6	CXCL	CXCL16	CXCR6	CXCL16	CXCR6	T-recruit	recruit	9	1	8	0.1168273556670349	0.018416064003893246	0.09841129166314165	0.06289704042181342	0.0	0.00390625	False	wilcoxon_signed_rank_paired_patient
median	outgoing	PVR_TIGIT	PVR	PVR	TIGIT	PVR	TIGIT	other	barrier|inhibitory	10	0	10	0.08224932790980949	0.030560792455452776	0.05168853545435671	0.02938941543880827	2.0	0.005859375	False	wilcoxon_signed_rank_paired_patient
median	outgoing	SFTPD_ADGRE5	ADGRE	SFTPD	ADGRE5	SFTPD	ADGRE5	other	other	11	7	4	0.3546908701526875	0.08693558025761267	0.26775528989507485	0.11454875473666201	4.0	0.0068359375	False	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-DRA_CD4	MHC-II	HLA-DRA	CD4	HLA-DRA	CD4	other	other	18	9	9	0.20119549513149926	0.1645960078827776	0.03659948724872167	0.030558627119818275	26.0	0.0076904296875	False	wilcoxon_signed_rank_paired_patient
median	outgoing	LAMB2_CD44	LAMININ	LAMB2	CD44	LAMB2	CD44	other	other	9	4	5	0.3032146421614318	0.0937455956917044	0.2094690464697274	0.0677291894069599	1.0	0.0078125	False	wilcoxon_signed_rank_paired_patient
q4q1	outgoing	APP_CD74	APP	APP	CD74	APP	CD74	other	other	8	1	7	0.588536294073496	0.4726998654834481	0.11583642859004784	0.03916788406279087	0.0	0.0078125	False	wilcoxon_signed_rank_paired_patient
median	outgoing	JAG1_NOTCH1	NOTCH	JAG1	NOTCH1	JAG1	NOTCH1	other	other	8	1	7	0.011650278762665358	0.005456839317180673	0.006193439445484685	0.0026383242838622636	0.0	0.0078125	False	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-F_CD8B	MHC-I	HLA-F	CD8B	HLA-F	CD8B	MHC-I	other	22	7	15	0.07902169446926335	0.021676050840439436	0.05734564362882392	0.02036584508197432	48.0	0.009274482727050781	False	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-E_CD8B	MHC-I	HLA-E	CD8B	HLA-E	CD8B	MHC-I	inhibitory	25	7	18	0.22208326665641437	0.142479803199892	0.07960346345652236	0.05384459244649559	68.0	0.00963503122329712	False	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-E_KLRK1	MHC-I	HLA-E	KLRK1	HLA-E	KLRK1	MHC-I	inhibitory	20	0	20	0.40312191889754817	0.29021423554587333	0.11290768335167484	0.09020022883615973	38.0	0.01068878173828125	False	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-F_CD8A	MHC-I	HLA-F	CD8A	HLA-F	CD8A	MHC-I	other	23	8	15	0.12004719991257536	0.0744081998952682	0.045639000017307155	0.024184933843335865	58.0	0.013528585433959961	False	wilcoxon_signed_rank_paired_patient
median	outgoing	LPAR2_ADGRE5	ADGRE	LPAR2	ADGRE5	LPAR2	ADGRE5	other	other	11	0	11	0.05905225004775927	0.02821028441202541	0.03084196563573386	0.02145367420210039	6.0	0.013671875	False	wilcoxon_signed_rank_paired_patient
median	outgoing	CLEC2C_KLRB1	CLEC	CD69	KLRB1	CD69	KLRB1	other	other	7	6	1	0.1355283355016333	0.5109659268921332	-0.37543759139049987	-0.32565975380236817	0.0	0.015625	True	wilcoxon_signed_rank_paired_patient
median	outgoing	LAMC2_CD44	LAMININ	LAMC2	CD44	LAMC2	CD44	other	other	7	1	6	0.376032092764028	0.11330757400331827	0.26272451876070974	0.26372263144710845	0.0	0.015625	True	wilcoxon_signed_rank_paired_patient
median	outgoing	COL1A1_CD44	COLLAGEN	COL1A1	CD44	COL1A1	CD44	other	other	8	1	7	0.379220370356763	0.17417775633558258	0.2050426140211804	0.13145295815100333	1.0	0.015625	False	wilcoxon_signed_rank_paired_patient
median	outgoing	COL6A1_CD44	COLLAGEN	COL6A1	CD44	COL6A1	CD44	other	other	7	1	6	0.21292691279179068	0.026877825003208143	0.18604908778858253	0.05764921016341307	0.0	0.015625	True	wilcoxon_signed_rank_paired_patient
q4q1	outgoing	MDK_NCL	MK	MDK	NCL	MDK	NCL	other	other	8	1	7	0.7944059558006911	0.7272948016176866	0.0671111541830045	0.03505045965216547	1.0	0.015625	False	wilcoxon_signed_rank_paired_patient
median	outgoing	BAG6_NCR3-PS	BAG	BAG6	NCR3	BAG6	NCR3	other	other	7	1	6	0.01726000269002306	0.005811978070198063	0.011448024619824996	0.011021206054272687	0.0	0.015625	True	wilcoxon_signed_rank_paired_patient
median	outgoing	JAG1_NOTCH2	NOTCH	JAG1	NOTCH2	JAG1	NOTCH2	other	other	7	1	6	0.0039175427796535114	0.0007121983283618327	0.0032053444512916787	0.0011471395735223287	0.0	0.015625	True	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-DQB1_CD4	MHC-II	HLA-DQB1	CD4	HLA-DQB1	CD4	other	other	16	9	7	0.11256362924388919	0.08203030156008112	0.030533327683808065	0.026077250204006877	24.0	0.021392822265625	False	wilcoxon_signed_rank_paired_patient
median	outgoing	MIF_CD74_CXCR4	MIF	MIF	CD74_CXCR4	MIF	CD74|CXCR4	other	other	31	9	22	0.8858041605906317	0.8904663650290899	-0.004662204438458217	0.0026301997824129675	135.0	0.02600933238863945	False	wilcoxon_signed_rank_paired_patient
median	outgoing	MIF_CD74_CD44	MIF	MIF	CD74_CD44	MIF	CD44|CD74	other	other	31	9	22	0.857428113796894	0.8583043166462063	-0.0008762028493123353	0.0038735735505224245	135.0	0.02600933238863945	False	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-E_CD8A	MHC-I	HLA-E	CD8A	HLA-E	CD8A	MHC-I	inhibitory	27	8	19	0.3419197898504865	0.29304901619440754	0.04887077365607895	0.044586690509075044	99.0	0.029904991388320923	False	wilcoxon_signed_rank_paired_patient
q4q1	outgoing	APP_SORL1	APP	APP	SORL1	APP	SORL1	other	other	6	1	5	0.15280350111469848	0.05818889328298352	0.09461460783171496	0.030827600386880205	0.0	0.03125	True	wilcoxon_signed_rank_paired_patient
median	outgoing	LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	LGALS9	HAVCR2	other	inhibitory	7	0	7	0.056356396456504726	0.028556167383661655	0.02780022907284307	0.02780022907284307	0.0	0.03125	True	wilcoxon_signed_rank_paired_patient
median	outgoing	F11R_F11R	JAM	F11R	F11R	F11R	F11R	other	barrier	6	0	6	0.040712189192537454	0.015495860650458916	0.025216328542078538	0.006035279370118212	0.0	0.03125	True	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-DRB5_CD4	MHC-II	HLA-DRB5	CD4	HLA-DRB5	CD4	other	other	15	8	7	0.12064785656760102	0.053220516587945146	0.06742733997965587	0.02405571442497012	25.0	0.04791259765625	False	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-A_CD8B	MHC-I	HLA-A	CD8B	HLA-A	CD8B	MHC-I	other	25	7	18	0.3245963330710509	0.2891622487519424	0.035434084319108494	0.011009267955936597	91.0	0.055070459842681885	False	wilcoxon_signed_rank_paired_patient
median	outgoing	COL4A4_CD44	COLLAGEN	COL4A4	CD44	COL4A4	CD44	other	other	6	3	3	0.17370651889002764	0.017678583424281205	0.15602793546574645	0.16441479808776827	1.0	0.0625	True	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-E_CD94:NKG2A	MHC-I	HLA-E	CD94:NKG2A	HLA-E	KLRC1|KLRD1	MHC-I	inhibitory	6	1	5	0.38128762780266356	0.28211968946976723	0.09916793833289633	0.102918414108294	1.0	0.0625	True	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-E_KLRC1	MHC-I	HLA-E	KLRC1	HLA-E	KLRC1	MHC-I	inhibitory	6	1	5	0.21452988079951837	0.1688281408514828	0.045701739948035586	0.060574646687837526	1.0	0.0625	True	wilcoxon_signed_rank_paired_patient
median	outgoing	PVR_CD226	PVR	PVR	CD226	PVR	CD226	other	barrier|inhibitory	6	0	6	0.023684293455380107	0.00554658718695317	0.018137706268426937	0.016673529417579873	1.0	0.0625	True	wilcoxon_signed_rank_paired_patient
median	outgoing	COL9A2_CD44	COLLAGEN	COL9A2	CD44	COL9A2	CD44	other	other	7	0	7	0.04932859056356983	0.025710915779312664	0.023617674784257164	0.021646181452719477	3.0	0.078125	True	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-A_CD8A	MHC-I	HLA-A	CD8A	HLA-A	CD8A	MHC-I	other	27	8	19	0.47478746382506587	0.4129753818520162	0.06181208197304966	0.011214080955804118	118.0	0.09056484699249268	False	wilcoxon_signed_rank_paired_patient
median	outgoing	TNFSF10_TNFRSF10B	TRAIL	TNFSF10	TNFRSF10A	TNFSF10	TNFRSF10A	other	other	6	0	6	0.025786182837232514	0.014276378282421337	0.011509804554811176	0.011509804554811176	2.0	0.09375	True	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-B_CD8B	MHC-I	HLA-B	CD8B	HLA-B	CD8B	MHC-I	other	25	7	18	0.35655513474711314	0.26252868659372763	0.09402644815338551	0.01020182840391537	100.0	0.09573346376419067	False	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-C_CD8B	MHC-I	HLA-C	CD8B	HLA-C	CD8B	MHC-I	other	25	7	18	0.3602231542379393	0.24993943496531365	0.11028371927262567	0.01154369737308314	103.0	0.1134914755821228	False	wilcoxon_signed_rank_paired_patient
median	outgoing	LGALS9_CD44	GALECTIN	LGALS9	CD44	LGALS9	CD44	other	inhibitory	13	1	12	0.4260944399691326	0.32291520209303703	0.10317923787609556	0.07099741729764109	23.0	0.127197265625	False	wilcoxon_signed_rank_paired_patient
median	outgoing	LGALS9_P4HB	GALECTIN	LGALS9	P4HB	LGALS9	P4HB	other	inhibitory	13	1	12	0.2298384768785649	0.209344199914982	0.020494276963582914	0.05509865940258496	23.0	0.127197265625	False	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-B_CD8A	MHC-I	HLA-B	CD8A	HLA-B	CD8A	MHC-I	other	27	8	19	0.5369336221268596	0.4774975684963995	0.05943605363046006	0.009113101356525766	129.0	0.15513363480567932	False	wilcoxon_signed_rank_paired_patient
median	outgoing	LGALS9_CD45	GALECTIN	LGALS9	PTPRC	LGALS9	PTPRC	other	inhibitory	12	1	11	0.5384025695660453	0.4074131059254581	0.13098946364058717	0.07778281191673758	21.0	0.17626953125	False	wilcoxon_signed_rank_paired_patient
q4q1	outgoing	PPIA_BSG	CypA	PPIA	BSG	PPIA	BSG	other	other	8	1	7	0.695916748240704	0.6659306303429868	0.029986117897717213	0.005928906089749775	8.0	0.1953125	False	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-DPA1_CD4	MHC-II	HLA-DPA1	CD4	HLA-DPA1	CD4	other	other	17	9	8	0.1517709836662166	0.12264092065685117	0.029130063009365437	0.008666755304895067	49.0	0.2068939208984375	False	wilcoxon_signed_rank_paired_patient
q4q1	outgoing	CD99_CD99	CD99	CD99	CD99	CD99	CD99	other	other	6	0	6	0.386743045382402	0.39960757315188455	-0.012864527769482548	0.04542277885989307	4.0	0.21875	True	wilcoxon_signed_rank_paired_patient
median	outgoing	CD99_CD99	CD99	CD99	CD99	CD99	CD99	other	other	29	9	20	0.5522910624768121	0.44264417594866184	0.1096468865281503	0.02367628334632782	164.0	0.25600792095065117	False	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-C_CD8A	MHC-I	HLA-C	CD8A	HLA-C	CD8A	MHC-I	other	27	8	19	0.5300799959089469	0.4389642123399191	0.09111578356902783	0.014891245267415587	143.0	0.27924175560474396	False	wilcoxon_signed_rank_paired_patient
q4q1	outgoing	MIF_CD74_CD44	MIF	MIF	CD74_CD44	MIF	CD44|CD74	other	other	8	1	7	0.7869767621118716	0.789105008201222	-0.0021282460893503607	0.0022776112940501303	10.0	0.3125	False	wilcoxon_signed_rank_paired_patient
median	outgoing	CLEC2B_KLRB1	CLEC	CLEC2B	KLRB1	CLEC2B	KLRB1	other	other	12	5	7	0.05009477229169712	0.045944858161458886	0.0041499141302382345	-0.007626047505818219	28.0	0.423828125	False	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-DMB_CD4	MHC-II	HLA-DMB	CD4	HLA-DMB	CD4	other	other	8	3	5	0.013175764983409166	0.016173488352236552	-0.002997723368827386	0.0041397299018725514	12.0	0.4609375	False	wilcoxon_signed_rank_paired_patient
q4q1	outgoing	MIF_CD74_CXCR4	MIF	MIF	CD74_CXCR4	MIF	CD74|CXCR4	other	other	8	1	7	0.8492491381726485	0.8505625836511772	-0.0013134454785287408	0.001802323344175516	12.0	0.4609375	False	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-DPB1_CD4	MHC-II	HLA-DPB1	CD4	HLA-DPB1	CD4	other	other	16	9	7	0.13901993614744132	0.12017782008722744	0.01884211606021388	0.008101477713166093	54.0	0.49542236328125	False	wilcoxon_signed_rank_paired_patient
median	outgoing	CLEC2D_KLRB1	CLEC	CLEC2D	KLRB1	CLEC2D	KLRB1	other	other	9	1	8	0.005064276115504218	0.003940273276762282	0.001124002838741936	-0.0010616377502774316	17.0	0.5703125	False	wilcoxon_signed_rank_paired_patient
median	outgoing	PPIA_BSG	CypA	PPIA	BSG	PPIA	BSG	other	other	31	9	22	0.6711420218750271	0.6649440282341236	0.006197993640903565	0.0013475008290678714	233.0	0.7793471785262227	False	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-DQA1_CD4	MHC-II	HLA-DQA1	CD4	HLA-DQA1	CD4	other	other	15	9	6	0.05303328802934862	0.039162916992809424	0.013870371036539195	0.0003779490873824969	59.0	0.97796630859375	False	wilcoxon_signed_rank_paired_patient
