#Archive/File	Name	Time	Size	Type
Archive	GSE243013_RAW.tar	01/29/2025 00:18:47	541511680	TAR
File	GSM7777207_P1_TCR.tar.gz	09/12/2023 17:30:37	6018863	TAR
File	GSM7777208_P2_TCR.tar.gz	09/12/2023 17:30:37	3702716	TAR
File	GSM7777209_P3_TCR.tar.gz	09/12/2023 17:30:37	3748277	TAR
File	GSM7777210_P4_TCR.tar.gz	09/12/2023 17:30:38	3874137	TAR
File	GSM7777211_P5_TCR.tar.gz	09/12/2023 17:30:38	3429183	TAR
File	GSM7777212_P6_TCR.tar.gz	09/12/2023 17:30:38	2576620	TAR
File	GSM7777213_P9_TCR.tar.gz	09/12/2023 17:30:38	3219250	TAR
File	GSM7777214_P10_TCR.tar.gz	09/12/2023 17:30:38	742434	TAR
File	GSM7777215_P16_TCR.tar.gz	09/12/2023 17:30:39	2915491	TAR
File	GSM7777216_P18_TCR.tar.gz	09/12/2023 17:30:39	2716990	TAR
File	GSM7777217_P20_TCR.tar.gz	09/12/2023 17:30:39	3766451	TAR
File	GSM7777219_P23_TCR.tar.gz	09/12/2023 17:30:39	1717135	TAR
File	GSM7777220_P24_TCR.tar.gz	09/12/2023 17:30:39	2236157	TAR
File	GSM7777221_P26_TCR.tar.gz	09/12/2023 17:30:41	2399512	TAR
File	GSM7777223_P31_TCR.tar.gz	09/12/2023 17:30:41	4407078	TAR
File	GSM7777224_P32_TCR.tar.gz	09/12/2023 17:30:42	4797528	TAR
File	GSM7777225_P33_TCR.tar.gz	09/12/2023 17:30:42	5275802	TAR
File	GSM7777226_P34_TCR.tar.gz	09/12/2023 17:30:42	1841526	TAR
File	GSM7777227_P35_TCR.tar.gz	09/12/2023 17:30:42	2674024	TAR
File	GSM7777228_P36_TCR.tar.gz	09/12/2023 17:30:43	3900497	TAR
File	GSM7777229_P39_TCR.tar.gz	09/12/2023 17:30:43	1235549	TAR
File	GSM7777230_P43_TCR.tar.gz	09/12/2023 17:30:43	3859656	TAR
File	GSM7777231_P44_TCR.tar.gz	09/12/2023 17:30:43	4994912	TAR
File	GSM7777232_P45_TCR.tar.gz	09/12/2023 17:30:44	6473216	TAR
File	GSM7777233_P46_TCR.tar.gz	09/12/2023 17:30:44	3794526	TAR
File	GSM7777234_P47_TCR.tar.gz	09/12/2023 17:30:44	5040381	TAR
File	GSM7777237_P53_TCR.tar.gz	09/12/2023 17:30:44	2993433	TAR
File	GSM7777238_P57_TCR.tar.gz	09/12/2023 17:30:45	3060799	TAR
File	GSM7777239_P58_TCR.tar.gz	09/12/2023 17:30:45	2170735	TAR
File	GSM7777240_P59_TCR.tar.gz	09/12/2023 17:30:45	1461173	TAR
File	GSM7777242_P63_TCR.tar.gz	09/12/2023 17:30:45	3750445	TAR
File	GSM7777243_P64_TCR.tar.gz	09/12/2023 17:30:45	2013203	TAR
File	GSM7777244_P66_TCR.tar.gz	09/12/2023 17:30:45	1462937	TAR
File	GSM7777245_P67_TCR.tar.gz	09/12/2023 17:30:46	3191110	TAR
File	GSM7777246_P68_TCR.tar.gz	09/12/2023 17:30:46	5173489	TAR
File	GSM7777247_P69_TCR.tar.gz	09/12/2023 17:30:46	2903521	TAR
File	GSM7777248_P70_TCR.tar.gz	09/12/2023 17:30:46	3274825	TAR
File	GSM7777249_P71_TCR.tar.gz	09/12/2023 17:30:47	586336	TAR
File	GSM7777250_P73_TCR.tar.gz	09/12/2023 17:30:47	2104204	TAR
File	GSM7777251_P74_TCR.tar.gz	09/12/2023 17:30:47	1118286	TAR
File	GSM7777253_P90_TCR.tar.gz	09/12/2023 17:30:47	2440911	TAR
File	GSM7777254_P92_TCR.tar.gz	09/12/2023 17:30:47	2257711	TAR
File	GSM7777255_P93_TCR.tar.gz	09/12/2023 17:30:47	3664013	TAR
File	GSM7777256_P94_TCR.tar.gz	09/12/2023 17:30:47	2396785	TAR
File	GSM7777257_P96_TCR.tar.gz	09/12/2023 17:30:48	3437375	TAR
File	GSM7777258_P97_TCR.tar.gz	09/12/2023 17:30:48	2380682	TAR
File	GSM7777259_P102_TCR.tar.gz	09/12/2023 17:30:48	3341728	TAR
File	GSM7777260_P103_TCR.tar.gz	09/12/2023 17:30:49	4309132	TAR
File	GSM7777261_P105_TCR.tar.gz	09/12/2023 17:30:49	3491359	TAR
File	GSM7777262_P106_TCR.tar.gz	09/12/2023 17:30:49	1999894	TAR
File	GSM7777263_P107_TCR.tar.gz	09/12/2023 17:30:49	1966172	TAR
File	GSM7777265_P113_TCR.tar.gz	09/12/2023 17:30:49	3411931	TAR
File	GSM7777266_P114_TCR.tar.gz	09/12/2023 17:30:49	1719576	TAR
File	GSM7777267_P115_TCR.tar.gz	09/12/2023 17:30:49	980948	TAR
File	GSM7777268_P118_TCR.tar.gz	09/12/2023 17:30:49	1602967	TAR
File	GSM7777269_P119_TCR.tar.gz	09/12/2023 17:30:50	3953585	TAR
File	GSM7777270_P120_TCR.tar.gz	09/12/2023 17:30:50	402195	TAR
File	GSM7777271_P121_TCR.tar.gz	09/12/2023 17:30:50	3659272	TAR
File	GSM7777272_P122_TCR.tar.gz	09/12/2023 17:30:50	1515068	TAR
File	GSM7777273_P124_TCR.tar.gz	09/12/2023 17:30:50	4688428	TAR
File	GSM7777274_P125_TCR.tar.gz	09/12/2023 17:30:50	1985913	TAR
File	GSM7777275_P127_TCR.tar.gz	09/12/2023 17:30:51	3963305	TAR
File	GSM7777276_P130_TCR.tar.gz	09/12/2023 17:30:51	2297933	TAR
File	GSM7777277_P131_TCR.tar.gz	09/12/2023 17:30:51	3493018	TAR
File	GSM7777278_P137_TCR.tar.gz	09/12/2023 17:30:51	3858834	TAR
File	GSM7777279_P142_TCR.tar.gz	09/12/2023 17:30:51	1914479	TAR
File	GSM7777280_P146_TCR.tar.gz	09/12/2023 17:30:52	3077410	TAR
File	GSM7777281_P150_TCR.tar.gz	09/12/2023 17:30:52	1400891	TAR
File	GSM7777282_P156_TCR.tar.gz	09/12/2023 17:30:52	1436714	TAR
File	GSM7777283_P158_TCR.tar.gz	09/12/2023 17:30:52	2583955	TAR
File	GSM7777285_P160_TCR.tar.gz	09/12/2023 17:30:52	374707	TAR
File	GSM7777286_P161_TCR.tar.gz	09/12/2023 17:30:52	130063	TAR
File	GSM7777287_P164_TCR.tar.gz	09/12/2023 17:30:52	1029544	TAR
File	GSM7777288_P166_TCR.tar.gz	09/12/2023 17:30:52	2528076	TAR
File	GSM7777289_P168_TCR.tar.gz	09/12/2023 17:30:52	282280	TAR
File	GSM7777290_P172_TCR.tar.gz	09/12/2023 17:30:53	2603899	TAR
File	GSM7777291_P174_TCR.tar.gz	09/12/2023 17:30:53	1002234	TAR
File	GSM7777292_P179_TCR.tar.gz	09/12/2023 17:30:53	2226035	TAR
File	GSM7777293_P180_TCR.tar.gz	09/12/2023 17:30:53	2768800	TAR
File	GSM7777295_P182_TCR.tar.gz	09/12/2023 17:30:53	3513946	TAR
File	GSM7777296_P184_TCR.tar.gz	09/12/2023 17:30:53	1646655	TAR
File	GSM7777297_P185_TCR.tar.gz	09/12/2023 17:30:54	1995085	TAR
File	GSM7777298_P189_TCR.tar.gz	09/12/2023 17:30:54	3334100	TAR
File	GSM7777299_P190_TCR.tar.gz	09/12/2023 17:30:54	3470422	TAR
File	GSM7777300_P192_TCR.tar.gz	09/12/2023 17:30:54	2114483	TAR
File	GSM7777301_P199_TCR.tar.gz	09/12/2023 17:30:54	2119595	TAR
File	GSM7777302_P200_TCR.tar.gz	09/12/2023 17:30:54	1442968	TAR
File	GSM7777303_P201_TCR.tar.gz	09/12/2023 17:30:55	3231649	TAR
File	GSM7777304_P204_TCR.tar.gz	09/12/2023 17:30:55	3499358	TAR
File	GSM7777305_P205_TCR.tar.gz	09/12/2023 17:30:55	4110432	TAR
File	GSM7777306_P206_TCR.tar.gz	09/12/2023 17:30:55	636578	TAR
File	GSM7777307_P207_TCR.tar.gz	09/12/2023 17:30:55	434282	TAR
File	GSM7777308_P209_TCR.tar.gz	09/12/2023 17:30:55	4444054	TAR
File	GSM7777309_P213_TCR.tar.gz	09/12/2023 17:30:56	2086879	TAR
File	GSM7777310_P218_TCR.tar.gz	09/12/2023 17:30:56	2693174	TAR
File	GSM7777311_P221_TCR.tar.gz	09/12/2023 17:30:56	3282704	TAR
File	GSM7777313_P224_TCR.tar.gz	09/12/2023 17:30:56	3613594	TAR
File	GSM7777314_P226_TCR.tar.gz	09/12/2023 17:30:57	3040462	TAR
File	GSM7777315_P227_TCR.tar.gz	09/12/2023 17:30:57	1130774	TAR
File	GSM7777316_P233_TCR.tar.gz	09/12/2023 17:30:57	1165508	TAR
File	GSM7777317_P234_TCR.tar.gz	09/12/2023 17:30:57	1936985	TAR
File	GSM7777318_P235_TCR.tar.gz	09/12/2023 17:30:57	1647979	TAR
File	GSM7777319_P243_TCR.tar.gz	09/12/2023 17:30:57	1331828	TAR
File	GSM7777320_P247_TCR.tar.gz	09/12/2023 17:30:57	226108	TAR
File	GSM7777321_P248_TCR.tar.gz	09/12/2023 17:30:57	205143	TAR
File	GSM7777322_P249_TCR.tar.gz	09/12/2023 17:30:57	984617	TAR
File	GSM7777323_P257_TCR.tar.gz	09/12/2023 17:30:57	1273895	TAR
File	GSM7777324_P258_TCR.tar.gz	09/12/2023 17:30:57	1174270	TAR
File	GSM7777325_P259_TCR.tar.gz	09/12/2023 17:30:57	2799719	TAR
File	GSM7777326_P261_TCR.tar.gz	09/12/2023 17:30:57	2105413	TAR
File	GSM7777327_P264_TCR.tar.gz	09/12/2023 17:30:58	1860751	TAR
File	GSM7777328_P265_TCR.tar.gz	09/12/2023 17:30:58	704031	TAR
File	GSM7777329_P266_TCR.tar.gz	09/12/2023 17:30:58	1348324	TAR
File	GSM7777330_P267_TCR.tar.gz	09/12/2023 17:30:58	1691654	TAR
File	GSM7777331_P268_TCR.tar.gz	09/12/2023 17:30:58	1113385	TAR
File	GSM7777332_P270_TCR.tar.gz	09/12/2023 17:30:58	1523033	TAR
File	GSM7777333_P271_TCR.tar.gz	09/12/2023 17:30:58	3246398	TAR
File	GSM7777334_P273_TCR.tar.gz	09/12/2023 17:30:58	2234613	TAR
File	GSM7777335_P276_TCR.tar.gz	09/12/2023 17:30:58	508630	TAR
File	GSM7777336_P277_TCR.tar.gz	09/12/2023 17:30:59	1960501	TAR
File	GSM7777337_P278_TCR.tar.gz	09/12/2023 17:30:59	1128592	TAR
File	GSM7777338_P279_TCR.tar.gz	09/12/2023 17:30:59	1430766	TAR
File	GSM7777339_P280_TCR.tar.gz	09/12/2023 17:30:59	991338	TAR
File	GSM7777340_P281_TCR.tar.gz	09/12/2023 17:30:59	1392285	TAR
File	GSM7777341_P282_TCR.tar.gz	09/12/2023 17:30:59	727810	TAR
File	GSM7777342_P285_TCR.tar.gz	09/12/2023 17:30:59	719195	TAR
File	GSM7777343_P286_TCR.tar.gz	09/12/2023 17:30:59	1619032	TAR
File	GSM7777344_P287_TCR.tar.gz	09/12/2023 17:30:59	2769941	TAR
File	GSM7777345_P288_TCR.tar.gz	09/12/2023 17:30:59	2070398	TAR
File	GSM7777346_P289_TCR.tar.gz	09/12/2023 17:31:00	3915509	TAR
File	GSM7777347_P290_TCR.tar.gz	09/12/2023 17:31:00	912494	TAR
File	GSM7777348_P291_TCR.tar.gz	09/12/2023 17:31:00	1197519	TAR
File	GSM7777349_P292_TCR.tar.gz	09/12/2023 17:31:00	1284685	TAR
File	GSM7777350_P293_TCR.tar.gz	09/12/2023 17:31:00	1103092	TAR
File	GSM7777351_P296_TCR.tar.gz	09/12/2023 17:31:00	239847	TAR
File	GSM7777352_P297_TCR.tar.gz	09/12/2023 17:31:00	392790	TAR
File	GSM7777353_P298_TCR.tar.gz	09/12/2023 17:31:00	1672867	TAR
File	GSM7777354_P303_TCR.tar.gz	09/12/2023 17:31:00	1795286	TAR
File	GSM7777355_P304_TCR.tar.gz	09/12/2023 17:31:00	2028879	TAR
File	GSM7777356_P309_TCR.tar.gz	09/12/2023 17:31:00	4032128	TAR
File	GSM7777357_P312_TCR.tar.gz	09/12/2023 17:31:01	2860661	TAR
File	GSM7777358_P321_TCR.tar.gz	09/12/2023 17:31:01	2770313	TAR
File	GSM7777359_P322_TCR.tar.gz	09/12/2023 17:31:01	2102131	TAR
File	GSM7777360_P323_TCR.tar.gz	09/12/2023 17:31:01	1643181	TAR
File	GSM7777361_P325_TCR.tar.gz	09/12/2023 17:31:01	1336831	TAR
File	GSM7777362_P328_TCR.tar.gz	09/12/2023 17:31:01	1365027	TAR
File	GSM7777363_P329_TCR.tar.gz	09/12/2023 17:31:02	2958217	TAR
File	GSM7777364_P334_TCR.tar.gz	09/12/2023 17:31:02	2098652	TAR
File	GSM7777365_P337_TCR.tar.gz	09/12/2023 17:31:02	3054128	TAR
File	GSM7777366_P339_TCR.tar.gz	09/12/2023 17:31:02	769471	TAR
File	GSM7777367_P340_TCR.tar.gz	09/12/2023 17:31:02	2928936	TAR
File	GSM7777368_P346_TCR.tar.gz	09/12/2023 17:31:02	998559	TAR
File	GSM7777369_P347_TCR.tar.gz	09/12/2023 17:31:03	3381800	TAR
File	GSM7777370_P349_TCR.tar.gz	09/12/2023 17:31:03	2582938	TAR
File	GSM7777371_P355_TCR.tar.gz	09/12/2023 17:31:03	316942	TAR
File	GSM7777372_P365_TCR.tar.gz	09/12/2023 17:31:03	2915194	TAR
File	GSM7777373_P367_TCR.tar.gz	09/12/2023 17:31:03	1853956	TAR
File	GSM7777374_P368_TCR.tar.gz	09/12/2023 17:31:03	1528598	TAR
File	GSM7777375_P371_TCR.tar.gz	09/12/2023 17:31:03	277162	TAR
File	GSM7777376_P372_TCR.tar.gz	09/12/2023 17:31:04	3288768	TAR
File	GSM7777377_P377_TCR.tar.gz	09/12/2023 17:31:04	3940284	TAR
File	GSM7777378_P380_TCR.tar.gz	09/12/2023 17:31:04	1587733	TAR
File	GSM7777379_P382_TCR.tar.gz	09/12/2023 17:31:04	3463643	TAR
File	GSM7777380_P387_TCR.tar.gz	09/12/2023 17:31:04	784810	TAR
File	GSM7777381_P389_TCR.tar.gz	09/12/2023 17:31:05	4158537	TAR
File	GSM7777382_P390_TCR.tar.gz	09/12/2023 17:31:05	2465004	TAR
File	GSM7777383_P391_TCR.tar.gz	09/12/2023 17:31:05	2894258	TAR
File	GSM7777384_P394_TCR.tar.gz	09/12/2023 17:31:05	3171930	TAR
File	GSM7777385_P395_TCR.tar.gz	09/12/2023 17:31:06	3128581	TAR
File	GSM7777386_P399_TCR.tar.gz	09/12/2023 17:31:06	2896836	TAR
File	GSM7777387_P402_TCR.tar.gz	09/12/2023 17:31:06	269326	TAR
File	GSM7777388_P403_TCR.tar.gz	09/12/2023 17:31:06	1659974	TAR
File	GSM7777389_P404_TCR.tar.gz	09/12/2023 17:31:06	3411116	TAR
File	GSM7777390_P405_TCR.tar.gz	09/12/2023 17:31:06	1552810	TAR
File	GSM7777391_P407_TCR.tar.gz	09/12/2023 17:31:06	1423489	TAR
File	GSM7777392_P412_TCR.tar.gz	09/12/2023 17:31:06	1475990	TAR
File	GSM7777393_P414_TCR.tar.gz	09/12/2023 17:31:06	1327177	TAR
File	GSM7777394_P416_TCR.tar.gz	09/12/2023 17:31:06	994327	TAR
File	GSM7777395_P417_TCR.tar.gz	09/12/2023 17:31:06	1685526	TAR
File	GSM7777396_P418_TCR.tar.gz	09/12/2023 17:31:07	4152385	TAR
File	GSM7777397_P420_TCR.tar.gz	09/12/2023 17:31:07	1287137	TAR
File	GSM7777398_P423_TCR.tar.gz	09/12/2023 17:31:07	3759280	TAR
File	GSM7777399_P427_TCR.tar.gz	09/12/2023 17:31:08	3581108	TAR
File	GSM7777400_P428_TCR.tar.gz	09/12/2023 17:31:08	3325190	TAR
File	GSM7777401_P432_TCR.tar.gz	09/12/2023 17:31:08	1307695	TAR
File	GSM7777402_P433_TCR.tar.gz	09/12/2023 17:31:08	613192	TAR
