panel	order	symbol	on_table	logFC	logCPM	author_FDR	author_PValue
hallmark_ifn_intersection	25	Ifit2	True	-0.369023039	5.378882136	0.19255841	0.012872714
hallmark_ifn_intersection	26	Ifit3	True	-0.206965942	6.490944313	0.967196558	0.315638468
hallmark_ifn_intersection	27	Ifitm2	True	0.293262885	7.368532773	0.369611412	0.039618678
hallmark_ifn_intersection	28	Ifitm3	True	0.471150083	8.090463632	0.031556571	0.000856338
hallmark_ifn_intersection	29	Il15	True	0.384765825	2.428547776	0.843223601	0.217905259
hallmark_ifn_intersection	30	Il4ra	True	0.318341959	7.198997215	0.296824345	0.027104623
hallmark_ifn_intersection	31	Il7	True	-0.192109854	2.48329074	1.0	0.517765219
hallmark_ifn_intersection	32	Irf1	True	0.381826817	7.037226346	0.20707363	0.014730324
hallmark_ifn_intersection	33	Irf2	True	0.050003705	6.210052404	1.0	0.739122355
hallmark_ifn_intersection	34	Irf7	True	0.227316665	3.975825801	0.983132036	0.329109646
hallmark_ifn_intersection	35	Irf9	True	0.388118792	5.738470017	0.160767716	0.009614213
hallmark_ifn_intersection	36	Isg15	True	1.075372735	2.786682884	0.003095569	3.92718e-05
hallmark_ifn_intersection	37	Isg20	True	0.24024622	4.576160315	0.849964675	0.221918904
hallmark_ifn_intersection	38	Lap3	True	0.293676259	5.109854146	0.454580834	0.059877752
hallmark_ifn_intersection	39	Lgals3bp	True	0.232843219	6.80445124	0.658698524	0.12368042
hallmark_ifn_intersection	40	Ly6e	True	0.547656164	9.878437425	0.049627144	0.001671783
hallmark_ifn_intersection	41	Mx2	True	0.236067358	1.951069702	1.0	0.543320868
hallmark_ifn_intersection	42	Nmi	True	0.365496439	4.086048824	0.447158332	0.0582202
hallmark_ifn_intersection	43	Oasl1	True	1.10744629	1.321019312	0.335645718	0.033653348
hallmark_ifn_intersection	44	Ogfr	True	0.193867003	5.763172939	0.758494549	0.169177614
hallmark_ifn_intersection	45	Parp12	True	0.186874897	6.054115359	0.780027359	0.178322771
hallmark_ifn_intersection	46	Parp14	True	0.266289295	7.170387176	0.469842565	0.063499204
hallmark_ifn_intersection	47	Plscr1	True	0.151681745	5.99209697	0.98224334	0.328319531
hallmark_ifn_intersection	48	Pnpt1	True	0.031262221	3.802146001	1.0	0.901672782
hallmark_ifn_intersection	49	Psma3	True	0.06718315	5.448338142	1.0	0.663728469
hallmark_ifn_intersection	50	Psmb8	True	0.431991771	6.019475943	0.290707433	0.026174502
hallmark_ifn_intersection	51	Psmb9	True	0.901806032	5.006852697	0.037343278	0.001094233
hallmark_ifn_intersection	52	Psme1	True	0.199192675	6.267438271	0.782806359	0.179477569
hallmark_ifn_intersection	53	Psme2	True	0.239154212	4.875608163	0.702189081	0.145031728
hallmark_ifn_intersection	54	Ripk2	True	-0.006334566	3.783570272	1.0	1.0
hallmark_ifn_intersection	55	Rnf31	True	0.105044524	5.389157785	1.0	0.53652176
hallmark_ifn_intersection	56	Rsad2	True	1.198246334	2.615202416	0.218459763	0.016139179
hallmark_ifn_intersection	57	Rtp4	True	0.665907312	4.361243789	0.050188958	0.001699557
hallmark_ifn_intersection	58	Samd9l	True	-0.623572811	6.400885005	0.005427986	7.87752e-05
hallmark_ifn_intersection	59	Slc25a28	True	-0.126355987	5.096120035	1.0	0.457810392
hallmark_ifn_intersection	60	Sp110	True	-0.214639571	3.66002092	0.966297626	0.315065114
hallmark_ifn_intersection	61	Stat2	True	0.445880011	5.910982493	0.071324478	0.002832605
hallmark_ifn_intersection	62	Tap1	True	0.183633493	6.194316935	1.0	0.441394482
hallmark_ifn_intersection	63	Tdrd7	True	0.040153497	6.144841445	1.0	0.787131427
hallmark_ifn_intersection	64	Trafd1	True	0.167352863	5.913832262	0.861755164	0.231032172
hallmark_ifn_intersection	65	Trim14	True	0.133634181	3.204826294	1.0	0.589532915
hallmark_ifn_intersection	66	Trim21	True	0.094275997	4.783570272	1.0	0.579336295
hallmark_ifn_intersection	67	Trim25	True	-0.040809002	7.284052985	1.0	0.801475111
hallmark_ifn_intersection	68	Trim26	True	0.008945241	6.266323791	1.0	0.956738173
hallmark_ifn_intersection	69	Txnip	True	-0.365349716	10.10853325	0.184145313	0.011953962
hallmark_ifn_intersection	70	Ube2l6	True	0.536435682	5.498557497	0.421093679	0.052013891
hallmark_ifn_intersection	71	Usp18	True	0.119993902	4.179000307	1.0	0.529799228
hallmark_ifn_intersection	72	Wars1	False				
hallmark_ifn_union	0	Adar	True	0.221657554	6.267438271	0.687704255	0.138016113
hallmark_ifn_union	1	Apol6	True	-1.117183539	0.811344938	0.265727935	0.022477608
hallmark_ifn_union	2	Arid5b	True	-0.086220231	6.337562325	1.0	0.568911458
hallmark_ifn_union	3	Arl4a	True	-0.32546974	5.210631916	0.372682089	0.040315943
hallmark_ifn_union	4	Auts2	True	-0.121690227	3.841591225	1.0	0.581166176
hallmark_ifn_union	5	B2m	True	0.655249264	9.732933766	0.033588316	0.000930043
hallmark_ifn_union	6	Bank1	True	-1.893307623	3.162321566	4.56334e-08	1.26146e-10
hallmark_ifn_union	7	Batf2	True	0.521852457	2.286253893	0.583769674	0.098706966
hallmark_ifn_union	8	Bpgm	True	0.341972594	5.77967004	0.892786308	0.261598196
hallmark_ifn_union	9	Bst2	True	0.442283218	5.201331674	0.10006632	0.004688664
hallmark_ifn_union	10	Btg1	True	-0.232030689	7.294750839	0.617591986	0.108551644
hallmark_ifn_union	11	C1s1	False				
hallmark_ifn_union	12	Casp1	True	0.053315815	2.736056811	1.0	0.886740468
hallmark_ifn_union	13	Casp3	True	0.179295524	3.428547776	1.0	0.437761415
hallmark_ifn_union	14	Casp4	True	-0.204164514	2.799066608	1.0	0.483442218
hallmark_ifn_union	15	Casp7	True	0.218905735	4.983984324	0.783786536	0.181463936
hallmark_ifn_union	16	Casp8	True	0.044319994	5.48424966	1.0	0.774745869
hallmark_ifn_union	17	Ccl5	True	2.710310881	4.955225331	0.001144781	1.18618e-05
hallmark_ifn_union	18	Ccl7	True	0.965234582	-0.547736155	0.978474971	0.32563735
hallmark_ifn_union	19	Ccrl2	True	0.265447228	5.840093877	0.445290422	0.057712902
hallmark_ifn_union	20	Cd274	True	0.141225695	5.124689187	1.0	0.45614702
hallmark_ifn_union	21	Cd38	True	0.359157093	6.700191358	0.20553706	0.014554732
hallmark_ifn_union	22	Cd40	True	-0.144239409	3.859439226	1.0	0.53861161
hallmark_ifn_union	23	Cd47	True	0.007823922	8.626103896	1.0	0.95829201
hallmark_ifn_union	24	Cd69	True	-0.601554054	2.622188846	0.309376169	0.029665697
hallmark_ifn_union	25	Cd74	True	0.486238793	10.09866603	0.085505885	0.003721585
hallmark_ifn_union	26	Cd86	True	0.245683071	2.026733972	1.0	0.497355402
hallmark_ifn_union	27	Cdkn1a	True	0.920669029	5.315642134	1.95148e-06	7.41478e-09
hallmark_ifn_union	28	Cfb	True	0.067309935	5.167106628	1.0	0.722717799
hallmark_ifn_union	29	Cfh	True	-0.330943374	7.636276719	0.421185963	0.052063669
hallmark_ifn_union	30	Ciita	True	0.279209397	5.169493221	0.74150462	0.160922533
hallmark_ifn_union	31	Cmklr1	True	0.2827178	7.193730831	0.555204863	0.088709996
hallmark_ifn_union	32	Cmpk2	True	0.209050053	4.348662067	0.903648486	0.270340167
hallmark_ifn_union	33	Cmtr1	False				
hallmark_ifn_union	34	Cnp	True	0.091917687	5.837844936	1.0	0.523479615
hallmark_ifn_union	35	Csf1	True	0.396876514	6.117290734	0.106974681	0.005209502
hallmark_ifn_union	36	Cxcl10	True	2.542898441	0.761591903	0.093900892	0.004257013
hallmark_ifn_union	37	Cxcl11	True	5.044394119	-1.071298111	0.167807069	0.010305774
hallmark_ifn_union	38	Cxcl9	True	2.883303775	1.338092825	0.06232753	0.002282902
hallmark_ifn_union	39	Ddx60	True	-0.275634443	2.622188846	0.968555719	0.317987931
hallmark_ifn_union	40	Dhx58	True	0.427253449	2.983984324	0.644104695	0.117277206
hallmark_ifn_union	41	Eif2ak2	True	-0.140057489	4.977188763	1.0	0.410928389
hallmark_ifn_union	42	Eif4e3	True	0.162681664	5.670168875	0.897267094	0.266083566
hallmark_ifn_union	43	Elf1	True	-0.026264102	6.755647539	1.0	0.859854958
hallmark_ifn_union	44	Epsti1	True	0.04759838	2.894486173	1.0	0.883667305
hallmark_ifn_union	45	Fas	True	0.078093011	5.274107135	1.0	0.616511139
hallmark_ifn_union	46	Fcgr1	True	0.184706045	1.799066608	1.0	0.693224241
hallmark_ifn_union	47	Fgl2	True	-0.291579694	5.714154357	0.391534408	0.044415222
hallmark_ifn_union	48	Fpr1	True	0.609827849	3.088573226	0.667243292	0.127093888
hallmark_ifn_union	49	Gbp3	True	0.718229032	5.271887604	0.022326997	0.000512122
hallmark_ifn_union	50	Gch1	True	0.379999705	4.070808946	0.405939787	0.047224048
hallmark_ifn_union	51	Gmpr	True	0.050229444	4.113577232	1.0	0.82130016
hallmark_ifn_union	52	Gpr18	True	-0.79445848	2.683589391	0.104627344	0.005000838
hallmark_ifn_union	53	Gzma	True	2.120381315	4.321019312	0.000863157	8.51027e-06
hallmark_ifn_union	54	H2-Aa	True	-0.19803064	8.476319444	0.887883916	0.251045547
hallmark_ifn_union	55	H2-DMa	True	0.354197551	5.453243604	0.407067214	0.047759448
hallmark_ifn_union	56	Helz2	True	0.126550666	7.319139578	1.0	0.430965683
hallmark_ifn_union	57	Herc6	True	0.054749148	4.250629984	1.0	0.797336048
hallmark_ifn_union	58	Hif1a	True	-0.136041735	6.679408875	1.0	0.354218426
hallmark_ifn_union	59	Icam1	True	-0.122942399	9.117677009	1.0	0.47483821
hallmark_ifn_union	60	Ido1	True	1.328325866	0.48329074	0.463966381	0.0622042
hallmark_ifn_union	61	Ifi27	False				
hallmark_ifn_union	62	Ifi30	True	0.002523849	6.092351565	1.0	0.992966343
hallmark_ifn_union	63	Ifi35	True	0.286246407	5.372681431	0.421508208	0.052181182
hallmark_ifn_union	64	Ifi44	True	0.749481166	3.363330116	0.031234037	0.000843269
hallmark_ifn_union	65	Ifi44l	True	0.498119241	0.973096008	0.942741585	0.297090644
hallmark_ifn_union	66	Ifih1	True	0.055694069	5.759217096	1.0	0.700934367
hallmark_ifn_union	67	Ifit2	True	-0.369023039	5.378882136	0.19255841	0.012872714
hallmark_ifn_union	68	Ifit3	True	-0.206965942	6.490944313	0.967196558	0.315638468
hallmark_ifn_union	69	Ifitm1	True	0.528215404	5.62480006	0.014365759	0.000281624
hallmark_ifn_union	70	Ifitm2	True	0.293262885	7.368532773	0.369611412	0.039618678
hallmark_ifn_union	71	Ifitm3	True	0.471150083	8.090463632	0.031556571	0.000856338
hallmark_ifn_union	72	Ifnar2	True	0.020300128	6.254007344	1.0	0.897457086
hallmark_ifn_union	73	Il10ra	True	-0.469645895	4.74248308	0.507153855	0.074793803
hallmark_ifn_union	74	Il15	True	0.384765825	2.428547776	0.843223601	0.217905259
hallmark_ifn_union	75	Il15ra	True	-0.235034926	3.388133507	1.0	0.354235121
hallmark_ifn_union	76	Il18bp	True	0.466067152	3.162321566	0.512968815	0.076147686
hallmark_ifn_union	77	Il2rb	True	0.811975899	3.975825801	0.04876312	0.001619821
hallmark_ifn_union	78	Il4ra	True	0.318341959	7.198997215	0.296824345	0.027104623
hallmark_ifn_union	79	Il6	True	-0.956931278	-0.749370016	1.0	0.40784964
hallmark_ifn_union	80	Il7	True	-0.192109854	2.48329074	1.0	0.517765219
hallmark_ifn_union	81	Irf1	True	0.381826817	7.037226346	0.20707363	0.014730324
hallmark_ifn_union	82	Irf2	True	0.050003705	6.210052404	1.0	0.739122355
hallmark_ifn_union	83	Irf4	True	0.190596926	3.683589391	1.0	0.42248954
hallmark_ifn_union	84	Irf5	True	-0.420341955	4.77419194	0.30155798	0.027926919
hallmark_ifn_union	85	Irf7	True	0.227316665	3.975825801	0.983132036	0.329109646
hallmark_ifn_union	86	Irf8	True	-0.286672245	5.663411509	0.440560295	0.056549228
hallmark_ifn_union	87	Irf9	True	0.388118792	5.738470017	0.160767716	0.009614213
hallmark_ifn_union	88	Isg15	True	1.075372735	2.786682884	0.003095569	3.92718e-05
hallmark_ifn_union	89	Isg20	True	0.24024622	4.576160315	0.849964675	0.221918904
hallmark_ifn_union	90	Isoc1	True	-0.124814641	6.246114503	1.0	0.398460189
hallmark_ifn_union	91	Itgb7	True	0.260532048	5.517416524	0.51403881	0.076384585
hallmark_ifn_union	92	Jak2	True	-0.116144688	6.323164583	1.0	0.430101073
hallmark_ifn_union	93	Lamp3	True	-0.069085563	9.121148829	1.0	0.687331299
hallmark_ifn_union	94	Lap3	True	0.293676259	5.109854146	0.454580834	0.059877752
hallmark_ifn_union	95	Lats2	True	0.196113737	8.047156359	0.760252287	0.16995263
hallmark_ifn_union	96	Lcp2	True	0.179168846	4.128374234	1.0	0.475312615
hallmark_ifn_union	97	Lgals3bp	True	0.232843219	6.80445124	0.658698524	0.12368042
hallmark_ifn_union	98	Lpar6	True	-0.211548745	4.572558079	0.885435908	0.249535975
hallmark_ifn_union	99	Ly6e	True	0.547656164	9.878437425	0.049627144	0.001671783
hallmark_ifn_union	100	Lysmd2	True	0.300037285	5.357062061	0.450626208	0.058936589
hallmark_ifn_union	101	Marchf1	False				
hallmark_ifn_union	102	Mettl7b	True	3.169925001	-1.749370016	1.0	0.507712386
hallmark_ifn_union	103	Mov10	True	0.27732162	4.305912419	0.713934	0.149135073
hallmark_ifn_union	104	Mthfd2	True	0.525236156	2.663411509	0.424933206	0.052918427
hallmark_ifn_union	105	Mvb12a	True	0.040737625	4.261857239	1.0	0.842005292
hallmark_ifn_union	106	Mvp	True	0.064385332	6.860547429	1.0	0.680458432
hallmark_ifn_union	107	Mx2	True	0.236067358	1.951069702	1.0	0.543320868
hallmark_ifn_union	108	Myd88	True	0.18866472	5.558969014	0.834255816	0.211094906
hallmark_ifn_union	109	Nampt	True	-0.057540774	6.388133507	1.0	0.701559646
hallmark_ifn_union	110	Ncoa3	True	0.168937027	6.975484859	0.861051649	0.230580237
hallmark_ifn_union	111	Ncoa7	True	0.114452083	4.844581268	1.0	0.520604422
hallmark_ifn_union	112	Nfkb1	True	0.035143205	6.963156984	1.0	0.806946516
hallmark_ifn_union	113	Nfkbia	True	-0.095192127	6.930461917	1.0	0.55894011
hallmark_ifn_union	114	Nlrc5	True	0.747974933	4.594037806	0.092615153	0.004173122
hallmark_ifn_union	115	Nmi	True	0.365496439	4.086048824	0.447158332	0.0582202
hallmark_ifn_union	116	Nod1	True	0.395864519	6.541570386	0.115214672	0.005806031
hallmark_ifn_union	117	Nub1	True	-0.043503591	6.790564229	1.0	0.766006706
hallmark_ifn_union	118	Nup93	True	0.008953916	4.277430043	1.0	0.980252561
hallmark_ifn_union	119	Oas1a	True	0.762345187	2.608181988	0.208748722	0.014921827
hallmark_ifn_union	120	Oas2	True	1.488747185	2.670168875	0.001526145	1.7297e-05
hallmark_ifn_union	121	Oas3	True	1.81579999	1.420554985	0.001643963	1.89353e-05
hallmark_ifn_union	122	Oasl1	True	1.10744629	1.321019312	0.335645718	0.033653348
hallmark_ifn_union	123	Ogfr	True	0.193867003	5.763172939	0.758494549	0.169177614
hallmark_ifn_union	124	P2ry14	True	-0.344208258	3.882898199	0.750179824	0.165139793
hallmark_ifn_union	125	Parp12	True	0.186874897	6.054115359	0.780027359	0.178322771
hallmark_ifn_union	126	Parp14	True	0.266289295	7.170387176	0.469842565	0.063499204
hallmark_ifn_union	127	Parp9	True	0.245906778	5.671011325	0.563201726	0.090896126
hallmark_ifn_union	128	Pde4b	True	0.546643568	7.275769546	0.081218925	0.003419638
hallmark_ifn_union	129	Peli1	True	-0.140267642	6.465920289	0.983132036	0.328959157
hallmark_ifn_union	130	Pfkp	True	0.004490883	5.84681974	1.0	0.983821372
hallmark_ifn_union	131	Pim1	True	0.291288061	4.993444654	0.522218845	0.078892218
hallmark_ifn_union	132	Pla2g4a	True	-0.025326958	4.581546862	1.0	0.901997562
hallmark_ifn_union	133	Plscr1	True	0.151681745	5.99209697	0.98224334	0.328319531
hallmark_ifn_union	134	Pml	True	0.051029017	5.663411509	1.0	0.731433494
hallmark_ifn_union	135	Pnp	True	0.278343241	5.897368682	0.414146776	0.04986218
hallmark_ifn_union	136	Pnpt1	True	0.031262221	3.802146001	1.0	0.901672782
hallmark_ifn_union	137	Procr	True	-0.259973842	4.463977265	0.914600216	0.27780971
hallmark_ifn_union	138	Psma2	True	0.159495119	5.557147429	0.916992841	0.27914253
hallmark_ifn_union	139	Psma3	True	0.06718315	5.448338142	1.0	0.663728469
hallmark_ifn_union	140	Psmb10	True	0.367612833	5.545250733	0.203986117	0.014323027
hallmark_ifn_union	141	Psmb2	True	0.140365582	5.407471508	1.0	0.376948592
hallmark_ifn_union	142	Psmb8	True	0.431991771	6.019475943	0.290707433	0.026174502
hallmark_ifn_union	143	Psmb9	True	0.901806032	5.006852697	0.037343278	0.001094233
hallmark_ifn_union	144	Psme1	True	0.199192675	6.267438271	0.782806359	0.179477569
hallmark_ifn_union	145	Psme2	True	0.239154212	4.875608163	0.702189081	0.145031728
hallmark_ifn_union	146	Ptgs2	True	-0.498474546	4.800607126	0.136194933	0.007473309
hallmark_ifn_union	147	Ptpn1	True	0.173487672	6.859439226	0.8611183	0.230707502
hallmark_ifn_union	148	Ptpn2	True	-0.098124725	4.726363415	1.0	0.582211438
hallmark_ifn_union	149	Ptpn6	True	-0.355364857	5.534181407	0.266728365	0.022660544
hallmark_ifn_union	150	Rapgef6	True	-0.351834068	6.571204918	0.203986117	0.014332128
hallmark_ifn_union	151	Rbck1	True	0.079047225	6.598029893	1.0	0.594219044
hallmark_ifn_union	152	Rigi	False				
hallmark_ifn_union	153	Ripk1	True	0.258783844	6.001504423	0.463823129	0.062112633
hallmark_ifn_union	154	Ripk2	True	-0.006334566	3.783570272	1.0	1.0
hallmark_ifn_union	155	Rnf213	False				
hallmark_ifn_union	156	Rnf31	True	0.105044524	5.389157785	1.0	0.53652176
hallmark_ifn_union	157	Rsad2	True	1.198246334	2.615202416	0.218459763	0.016139179
hallmark_ifn_union	158	Rtp4	True	0.665907312	4.361243789	0.050188958	0.001699557
hallmark_ifn_union	159	Samd9l	True	-0.623572811	6.400885005	0.005427986	7.87752e-05
hallmark_ifn_union	160	Samhd1	True	-0.180623047	8.051044591	0.904430956	0.270984418
hallmark_ifn_union	161	Sectm1a	True	4.392317423	-1.370858393	0.492462874	0.070245906
hallmark_ifn_union	162	Sell	True	-0.57455815	5.402407638	0.057691261	0.002078533
hallmark_ifn_union	163	Selp	True	0.167186919	2.277430043	1.0	0.636185514
hallmark_ifn_union	164	Serping1	True	-0.044932914	8.934326438	1.0	0.767776523
hallmark_ifn_union	165	Slamf7	True	0.672504578	2.829568697	0.376994602	0.041192797
hallmark_ifn_union	166	Slc25a28	True	-0.126355987	5.096120035	1.0	0.457810392
hallmark_ifn_union	167	Socs1	True	0.079892801	2.176629402	1.0	0.846985594
hallmark_ifn_union	168	Socs3	True	0.211625136	5.449320569	0.739420112	0.15996482
hallmark_ifn_union	169	Sod2	True	0.065494208	6.835968137	1.0	0.65259157
hallmark_ifn_union	170	Sp110	True	-0.214639571	3.66002092	0.966297626	0.315065114
hallmark_ifn_union	171	Sppl2a	True	0.006113712	7.272720329	1.0	0.968869305
hallmark_ifn_union	172	Sri	True	-0.059754338	7.016827581	1.0	0.674460027
hallmark_ifn_union	173	Sspn	True	-0.262980745	6.200164917	0.542749673	0.08454442
hallmark_ifn_union	174	St3gal5	True	0.017725305	5.092351565	1.0	0.926550429
hallmark_ifn_union	175	St8sia4	True	-1.065854078	5.835592484	0.000465929	3.97129e-06
hallmark_ifn_union	176	Stat1	True	0.390851313	6.948292617	0.29079192	0.026232231
hallmark_ifn_union	177	Stat2	True	0.445880011	5.910982493	0.071324478	0.002832605
hallmark_ifn_union	178	Stat3	True	0.215626884	7.872132449	0.674587456	0.130727097
hallmark_ifn_union	179	Stat4	True	0.361618434	2.572558079	0.801266748	0.192001306
hallmark_ifn_union	180	Tap1	True	0.183633493	6.194316935	1.0	0.441394482
hallmark_ifn_union	181	Tapbp	True	0.104827622	8.105498367	1.0	0.471505925
hallmark_ifn_union	182	Tdrd7	True	0.040153497	6.144841445	1.0	0.787131427
hallmark_ifn_union	183	Tent5a	False				
hallmark_ifn_union	184	Tmem140	True	0.248830396	6.563966545	0.623752908	0.110410443
hallmark_ifn_union	185	Tnfaip2	True	0.337923746	5.479448674	0.418164921	0.05118932
hallmark_ifn_union	186	Tnfaip3	True	0.095312073	5.316719174	1.0	0.580074626
hallmark_ifn_union	187	Tnfaip6	True	1.427010141	0.543411733	0.188163883	0.01232753
hallmark_ifn_union	188	Tnfsf10	True	0.281203528	8.031661775	0.433932384	0.055058732
hallmark_ifn_union	189	Tor1b	True	0.072419885	6.082887098	1.0	0.609888138
hallmark_ifn_union	190	Trafd1	True	0.167352863	5.913832262	0.861755164	0.231032172
hallmark_ifn_union	191	Trim12c	True	-0.286133916	5.577958066	0.491140065	0.069646136
hallmark_ifn_union	192	Trim14	True	0.133634181	3.204826294	1.0	0.589532915
hallmark_ifn_union	193	Trim21	True	0.094275997	4.783570272	1.0	0.579336295
hallmark_ifn_union	194	Trim25	True	-0.040809002	7.284052985	1.0	0.801475111
hallmark_ifn_union	195	Trim26	True	0.008945241	6.266323791	1.0	0.956738173
hallmark_ifn_union	196	Txnip	True	-0.365349716	10.10853325	0.184145313	0.011953962
hallmark_ifn_union	197	Uba7	True	-0.140906667	5.577958066	1.0	0.370010201
hallmark_ifn_union	198	Ube2l6	True	0.536435682	5.498557497	0.421093679	0.052013891
hallmark_ifn_union	199	Upp1	True	0.704175659	3.98939782	0.015569648	0.000315625
hallmark_ifn_union	200	Usp18	True	0.119993902	4.179000307	1.0	0.529799228
hallmark_ifn_union	201	Vamp5	True	-0.019850663	4.930110083	1.0	0.918240192
hallmark_ifn_union	202	Vamp8	True	-0.029476918	7.426304276	1.0	0.890274133
hallmark_ifn_union	203	Vcam1	True	0.357009527	6.164716081	0.265146966	0.022391817
hallmark_ifn_union	204	Wars1	False				
hallmark_ifn_union	205	Xaf1	True	0.437335138	6.559878944	0.063178639	0.002331541
hallmark_ifn_union	206	Xcl1	True	-3.700439718	-1.611866493	0.896621925	0.265038147
hallmark_ifn_union	207	Zbp1	True	0.997190466	2.572558079	0.046295608	0.001493068
hallmark_ifn_union	208	Znfx1	True	0.449060204	7.328246855	0.045711795	0.001457386
compact26	0	Stat1	True	0.390851313	6.948292617	0.29079192	0.026232231
compact26	1	Stat2	True	0.445880011	5.910982493	0.071324478	0.002832605
compact26	2	Irf1	True	0.381826817	7.037226346	0.20707363	0.014730324
compact26	3	Irf7	True	0.227316665	3.975825801	0.983132036	0.329109646
compact26	4	Irf9	True	0.388118792	5.738470017	0.160767716	0.009614213
compact26	5	Isg15	True	1.075372735	2.786682884	0.003095569	3.92718e-05
compact26	6	Mx1	True	0.626672753	1.371645385	0.648233013	0.11907033
compact26	7	Oas1a	True	0.762345187	2.608181988	0.208748722	0.014921827
compact26	8	Oas2	True	1.488747185	2.670168875	0.001526145	1.7297e-05
compact26	9	Oasl1	True	1.10744629	1.321019312	0.335645718	0.033653348
compact26	10	Rsad2	True	1.198246334	2.615202416	0.218459763	0.016139179
compact26	11	Ifit1	True	0.57577684	4.616952198	0.02824166	0.000719541
compact26	12	Ifit2	True	-0.369023039	5.378882136	0.19255841	0.012872714
compact26	13	Ifit3	True	-0.206965942	6.490944313	0.967196558	0.315638468
compact26	14	Ifi44	True	0.749481166	3.363330116	0.031234037	0.000843269
compact26	15	Usp18	True	0.119993902	4.179000307	1.0	0.529799228
compact26	16	Gbp2	True	0.582953916	6.245549072	0.055191191	0.001937604
compact26	17	Gbp3	True	0.718229032	5.271887604	0.022326997	0.000512122
compact26	18	Cxcl9	True	2.883303775	1.338092825	0.06232753	0.002282902
compact26	19	Cxcl10	True	2.542898441	0.761591903	0.093900892	0.004257013
compact26	20	Cxcl11	True	5.044394119	-1.071298111	0.167807069	0.010305774
compact26	21	Ccl5	True	2.710310881	4.955225331	0.001144781	1.18618e-05
compact26	22	Ifng	True	2.444784843	-0.611866493	0.590157829	0.100971434
compact26	23	Eif2ak2	True	-0.140057489	4.977188763	1.0	0.410928389
compact26	24	Bst2	True	0.442283218	5.201331674	0.10006632	0.004688664
compact26	25	Dhx58	True	0.427253449	2.983984324	0.644104695	0.117277206
fable_isg	0	Isg15	True	1.075372735	2.786682884	0.003095569	3.92718e-05
fable_isg	1	Mx1	True	0.626672753	1.371645385	0.648233013	0.11907033
fable_isg	2	Mx2	True	0.236067358	1.951069702	1.0	0.543320868
fable_isg	3	Oas1a	True	0.762345187	2.608181988	0.208748722	0.014921827
fable_isg	4	Oas2	True	1.488747185	2.670168875	0.001526145	1.7297e-05
fable_isg	5	Oas3	True	1.81579999	1.420554985	0.001643963	1.89353e-05
fable_isg	6	Oasl1	True	1.10744629	1.321019312	0.335645718	0.033653348
fable_isg	7	Rsad2	True	1.198246334	2.615202416	0.218459763	0.016139179
fable_isg	8	Ifit1	True	0.57577684	4.616952198	0.02824166	0.000719541
fable_isg	9	Ifit2	True	-0.369023039	5.378882136	0.19255841	0.012872714
fable_isg	10	Ifit3	True	-0.206965942	6.490944313	0.967196558	0.315638468
fable_isg	11	Ifi27l2a	True	0.6236121	3.475596349	0.219629205	0.016289737
fable_isg	12	Ifi44	True	0.749481166	3.363330116	0.031234037	0.000843269
fable_isg	13	Usp18	True	0.119993902	4.179000307	1.0	0.529799228
fable_isg	14	Ddx58	True	0.159132744	6.274661485	0.907447441	0.273179783
fable_isg	15	Ifih1	True	0.055694069	5.759217096	1.0	0.700934367
fable_isg	16	Xaf1	True	0.437335138	6.559878944	0.063178639	0.002331541
fable_isg	17	Bst2	True	0.442283218	5.201331674	0.10006632	0.004688664
fable_isg	18	Isg20	True	0.24024622	4.576160315	0.849964675	0.221918904
fable_isg	19	Stat1	True	0.390851313	6.948292617	0.29079192	0.026232231
fable_isg	20	Stat2	True	0.445880011	5.910982493	0.071324478	0.002832605
fable_isg	21	Irf1	True	0.381826817	7.037226346	0.20707363	0.014730324
fable_isg	22	Irf7	True	0.227316665	3.975825801	0.983132036	0.329109646
fable_isg	23	Irf9	True	0.388118792	5.738470017	0.160767716	0.009614213
fable_isg	24	Gbp2	True	0.582953916	6.245549072	0.055191191	0.001937604
fable_extended	0	Isg15	True	1.075372735	2.786682884	0.003095569	3.92718e-05
fable_extended	1	Mx1	True	0.626672753	1.371645385	0.648233013	0.11907033
fable_extended	2	Mx2	True	0.236067358	1.951069702	1.0	0.543320868
fable_extended	3	Oas1a	True	0.762345187	2.608181988	0.208748722	0.014921827
fable_extended	4	Oas2	True	1.488747185	2.670168875	0.001526145	1.7297e-05
fable_extended	5	Oas3	True	1.81579999	1.420554985	0.001643963	1.89353e-05
fable_extended	6	Oasl1	True	1.10744629	1.321019312	0.335645718	0.033653348
fable_extended	7	Rsad2	True	1.198246334	2.615202416	0.218459763	0.016139179
fable_extended	8	Ifit1	True	0.57577684	4.616952198	0.02824166	0.000719541
fable_extended	9	Ifit2	True	-0.369023039	5.378882136	0.19255841	0.012872714
fable_extended	10	Ifit3	True	-0.206965942	6.490944313	0.967196558	0.315638468
fable_extended	11	Ifi27l2a	True	0.6236121	3.475596349	0.219629205	0.016289737
fable_extended	12	Ifi44	True	0.749481166	3.363330116	0.031234037	0.000843269
fable_extended	13	Usp18	True	0.119993902	4.179000307	1.0	0.529799228
fable_extended	14	Ddx58	True	0.159132744	6.274661485	0.907447441	0.273179783
fable_extended	15	Ifih1	True	0.055694069	5.759217096	1.0	0.700934367
fable_extended	16	Xaf1	True	0.437335138	6.559878944	0.063178639	0.002331541
