sample	cohort	CD274	HLA-C	CLDN4	HLA-B	HLA-A	ImmuneScore	StromalScore	ESTIMATEScore	MHC_I
TCGA-55-7914-01	TCGA-LUAD	6.3212	14.838	13.1786	15.856	15.2795	755.31	-133.73	621.57	15.3245
TCGA-55-7994-01	TCGA-LUAD	9.6723	15.3194	12.9841	16.2274	16.3727	1675.55	-374.59	1300.97	15.973166666666666
TCGA-55-7995-01	TCGA-LUAD	7.3116	14.8638	13.7061	15.0136	14.8001	1934.22	-69.72	1864.5	14.8925
TCGA-55-8085-01	TCGA-LUAD	5.5946	15.3057	12.7947	16.8209	15.8423	1308.46	-253.73	1054.73	15.989633333333336
TCGA-55-8087-01	TCGA-LUAD	4.0624	13.5175	13.2314	13.267	12.8924	283.83	-375.95	-92.11	13.225633333333333
TCGA-55-8089-01	TCGA-LUAD	7.9199	15.6312	11.6759	16.4904	15.7943	2495.84	572.96	3068.8	15.971966666666667
TCGA-55-8090-01	TCGA-LUAD	7.9441	14.2215	13.9407	14.6152	14.4168	771.29	-43.21	728.08	14.417833333333334
TCGA-55-8091-01	TCGA-LUAD	8.0089	14.7235	13.004	15.4911	15.3337	1378.71	973.34	2352.05	15.182766666666666
TCGA-55-8092-01	TCGA-LUAD	6.4771	16.9948	12.4752	17.0867	16.9341	1472.48	152.69	1625.17	17.005200000000002
TCGA-55-8094-01	TCGA-LUAD	3.2241	13.6411	13.6028	14.8934	15.176	-1004.32	-1959.31	-2963.63	14.570166666666667
TCGA-55-8096-01	TCGA-LUAD	5.2986	15.0929	13.0661	14.9404	13.4933	1211.05	944.87	2155.92	14.508866666666668
TCGA-55-8097-01	TCGA-LUAD	4.8188	14.3392	13.5792	14.0851	13.7069	660.76	-64.86	595.9	14.043733333333334
TCGA-55-8203-01	TCGA-LUAD	6.0988	14.7305	13.3033	14.8136	14.2196	935.04	-70.47	864.57	14.5879
TCGA-55-8204-01	TCGA-LUAD	6.6241	14.1794	12.1725	14.9759	13.9585	834.84	-140.39	694.45	14.371266666666665
TCGA-55-8205-01	TCGA-LUAD	9.5738	14.9231	12.9263	16.1138	15.6836	2213.07	647.93	2861.01	15.573500000000001
TCGA-55-8206-01	TCGA-LUAD	5.8056	13.8164	13.083	14.5879	13.7599	1882.97	313.09	2196.07	14.054733333333333
TCGA-55-8207-01	TCGA-LUAD	5.9378	14.2124	13.9501	14.6324	14.0552	1218.22	931.94	2150.16	14.299999999999999
TCGA-55-8208-01	TCGA-LUAD	8.1892	15.485	12.9167	16.0284	15.5399	2493.47	1229.39	3722.86	15.684433333333333
TCGA-55-8299-01	TCGA-LUAD	7.3726	15.5058	11.3939	16.0894	15.7109	2096.41	1285.57	3381.98	15.7687
TCGA-55-8301-01	TCGA-LUAD	8.2932	15.6805	13.3162	16.8209	16.3986	2126.21	632.28	2758.49	16.3
TCGA-55-8302-01	TCGA-LUAD	9.0066	15.2521	14.9435	15.3919	15.6211	760.01	-497.37	262.65	15.4217
TCGA-55-8505-01	TCGA-LUAD	3.9205	13.2129	13.815	13.5564	14.0536	-273.52	147.09	-126.43	13.607633333333332
TCGA-55-8506-01	TCGA-LUAD	6.235	14.3399	13.2701	14.8987	14.7026	812.03	-78.06	733.97	14.647066666666667
TCGA-55-8507-01	TCGA-LUAD	4.9431	13.0852	13.0026	13.9074	14.1814	282.23	-301.67	-19.43	13.724666666666666
TCGA-55-8508-01	TCGA-LUAD	5.1846	14.2013	13.7315	15.4176	15.0091	728.07	-88.69	639.38	14.876
TCGA-55-8510-01	TCGA-LUAD	7.1597	15.1655	13.7664	16.3335	16.2966	1830.03	608.95	2438.98	15.931866666666666
TCGA-55-8511-01	TCGA-LUAD	8.4893	14.8263	13.6603	15.1145	15.7421	1367.24	549.38	1916.62	15.227633333333335
TCGA-55-8512-01	TCGA-LUAD	5.3976	13.4825	13.4602	14.4412	14.4231	215.31	-591.69	-376.38	14.1156
TCGA-55-8513-01	TCGA-LUAD	6.5158	14.5886	12.5247	15.7842	15.1241	1754.91	503.88	2258.79	15.165633333333332
TCGA-55-8514-01	TCGA-LUAD	5.7864	13.7521	14.4052	14.6131	14.6039	640.12	-466.73	173.39	14.323033333333333
TCGA-55-8614-01	TCGA-LUAD	5.0742	14.0996	12.7772	14.91	14.7655	236.29	23.52	259.81	14.591700000000001
TCGA-55-8615-01	TCGA-LUAD	3.7902	12.7026	12.1794	12.9222	14.0723	-272.08	-727.37	-999.45	13.23236666666667
TCGA-55-8616-01	TCGA-LUAD	6.392	13.2601	14.2407	13.9683	13.8662	278.38	-419.49	-141.1	13.6982
TCGA-55-8619-01	TCGA-LUAD	6.0367	15.3475	13.0374	16.1938	15.6809	2150.43	542.51	2692.94	15.740733333333333
TCGA-55-8620-01	TCGA-LUAD	5.8014	14.3126	13.4318	14.8068	15.1485	433.59	-1030.18	-596.58	14.755966666666666
TCGA-55-8621-01	TCGA-LUAD	7.8705	14.8287	12.3754	16.1557	15.352	2115.34	979.96	3095.3	15.445466666666666
TCGA-55-A48X-01	TCGA-LUAD	6.1174	15.86	13.7898	16.2048	16.0828	1495.84	86.77	1582.61	16.0492
TCGA-55-A48Y-01	TCGA-LUAD	4.5272	13.7124	11.1427	14.1905	13.656	421.03	518.75	939.78	13.852966666666667
TCGA-55-A48Z-01	TCGA-LUAD	6.6228	15.7309	14.2594	15.9161	15.7667	791.06	562.93	1353.99	15.804566666666666
TCGA-55-A490-01	TCGA-LUAD	4.785	12.6954	13.1959	13.2517	13.1377	683.14	234.04	917.18	13.028266666666667
TCGA-55-A491-01	TCGA-LUAD	6.5733	14.9113	14.1298	15.3246	14.8237	1166.68	122.44	1289.12	15.019866666666667
TCGA-55-A492-01	TCGA-LUAD	1.0505	15.0491	12.8497	14.4297	15.5193	173.43	-782.79	-609.36	14.999366666666665
TCGA-55-A493-01	TCGA-LUAD	8.8056	13.868	14.1584	15.1649	14.3828	1603.38	84.21	1687.58	14.4719
TCGA-55-A494-01	TCGA-LUAD	3.2366	12.6183	14.8775	11.2212	12.9775	-1014.81	-1324.01	-2338.82	12.272333333333334
TCGA-55-A4DF-01	TCGA-LUAD	7.5775	15.5051	12.3733	16.3994	15.7693	1137.51	-429.06	708.45	15.891266666666667
TCGA-55-A4DG-01	TCGA-LUAD	4.9814	14.5072	13.1414	15.4508	15.3144	904.58	-512.14	392.44	15.0908
TCGA-55-A57B-01	TCGA-LUAD	6.0799	14.3203	14.5326	15.0565	14.8837	918.24	248.14	1166.37	14.753499999999997
TCGA-62-8394-01	TCGA-LUAD	5.2002	15.8691	14.3344	16.0257	16.5318	375.35	-517.26	-141.91	16.142200000000003
TCGA-62-8395-01	TCGA-LUAD	3.471	13.5554	13.0498	13.4099	12.9832	175.31	286.13	461.43	13.316166666666668
TCGA-62-8397-01	TCGA-LUAD	5.1117	15.7822	13.2464	16.3876	16.5775	895.35	-240.22	655.14	16.2491
TCGA-62-8398-01	TCGA-LUAD	6.4545	14.3047	13.4028	14.8369	15.4807	695.22	-240.51	454.71	14.874099999999999
TCGA-62-8399-01	TCGA-LUAD	6.4279	13.2961	13.5222	13.2461	12.67	107.36	-73.15	34.22	13.070733333333331
TCGA-62-8402-01	TCGA-LUAD	7.4787	16.2147	12.3061	16.6964	16.951	1313.22	-807.52	505.7	16.620700000000003
TCGA-62-A46O-01	TCGA-LUAD	4.0538	12.1205	10.838	11.8787	12.5594	-1098.74	-1647.23	-2745.97	12.1862
TCGA-62-A46P-01	TCGA-LUAD	3.7038	14.0342	11.2594	14.9152	15.4372	-47.42	-619.26	-666.68	14.795533333333333
TCGA-62-A46R-01	TCGA-LUAD	5.7149	14.3541	13.7209	15.864	15.5724	1204.85	-93.64	1111.21	15.2635
TCGA-62-A46S-01	TCGA-LUAD	5.4391	15.1296	12.7215	14.7293	14.3261	641.82	-464.19	177.64	14.728333333333333
TCGA-62-A46U-01	TCGA-LUAD	8.8211	15.6354	12.7864	16.5488	15.8866	2534.86	-5.09	2529.77	16.023600000000002
TCGA-62-A46V-01	TCGA-LUAD	4.3821	13.24	12.5703	14.3842	13.8135	185.23	103.57	288.8	13.812566666666667
TCGA-62-A46Y-01	TCGA-LUAD	7.4834	14.3566	13.5356	15.4032	15.5102	1483.53	-332.99	1150.54	15.089999999999998
TCGA-62-A470-01	TCGA-LUAD	4.8122	12.3625	12.2752	13.3346	14.2963	133.7	-703.08	-569.38	13.331133333333334
TCGA-62-A471-01	TCGA-LUAD	4.555	15.1789	12.5541	14.5185	15.0714	-186.32	-1446.62	-1632.94	14.922933333333333
TCGA-62-A472-01	TCGA-LUAD	7.3502	13.4837	13.1811	14.6581	14.231	859.27	-680.93	178.34	14.124266666666665
TCGA-64-1676-01	TCGA-LUAD	7.9603	16.5571	13.836	17.3879	16.0807	1720.12	534.96	2255.08	16.67523333333333
TCGA-64-1677-01	TCGA-LUAD	6.8009	16.1479	13.1946	16.2081	16.7334	802.42	-888.39	-85.97	16.363133333333334
TCGA-64-1678-01	TCGA-LUAD	3.0862	13.6018	12.9673	12.4258	11.7819	-609.99	-1092.84	-1702.82	12.603166666666667
TCGA-64-1679-01	TCGA-LUAD	6.664	15.0863	13.4903	15.5082	14.7753	877.76	1064.08	1941.84	15.123266666666666
TCGA-64-1680-01	TCGA-LUAD	4.8406	14.7473	14.2411	15.1967	15.1027	226.42	-915.82	-689.4	15.015566666666667
TCGA-64-1681-01	TCGA-LUAD	5.1431	15.6645	13.886	16.3371	16.2108	948.01	99.19	1047.2	16.070800000000002
TCGA-64-5774-01	TCGA-LUAD	5.3985	13.9229	13.3238	13.3407	14.528	-529.23	-692.62	-1221.85	13.930533333333335
TCGA-64-5775-01	TCGA-LUAD	9.218	13.6059	10.5857	14.2297	14.3761	407.23	-130.35	276.87	14.070566666666666
TCGA-64-5778-01	TCGA-LUAD	6.8797	16.2083	13.6608	17.1467	16.8306	1864.53	-537.66	1326.87	16.728533333333335
TCGA-64-5779-01	TCGA-LUAD	5.1774	13.4574	11.4315	14.3736	13.7299	725.43	360.85	1086.28	13.853633333333335
TCGA-64-5781-01	TCGA-LUAD	6.1776	16.0332	12.9169	16.7905	16.0728	1368.25	6.68	1374.93	16.298833333333334
TCGA-64-5815-01	TCGA-LUAD	6.2105	14.8566	13.4496	15.6413	15.1023	1464.83	1457.51	2922.34	15.200066666666666
TCGA-67-3770-01	TCGA-LUAD	5.4044	15.454	13.0756	16.008	16.3002	1238.99	-189.5	1049.5	15.920733333333333
TCGA-67-3771-01	TCGA-LUAD	5.8336	13.7487	12.5918	14.966	14.5907	1066.71	271.68	1338.39	14.435133333333333
TCGA-67-3772-01	TCGA-LUAD	3.9554	15.4831	13.9398	15.8228	16.0021	1171.82	771.41	1943.23	15.769333333333334
TCGA-67-3773-01	TCGA-LUAD	6.6089	15.7651	13.3417	16.4723	15.8541	1548.55	422.7	1971.25	16.0305
TCGA-67-3774-01	TCGA-LUAD	5.703	15.4717	11.7095	15.8569	15.715	1124.26	-6.81	1117.45	15.681199999999999
TCGA-67-4679-01	TCGA-LUAD	6.1614	14.4112	13.4536	14.8712	14.3719	1172.87	349.41	1522.28	14.551433333333334
TCGA-67-6215-01	TCGA-LUAD	4.8359	13.6447	12.5587	14.2003	14.1109	693.22	-825.59	-132.37	13.9853
TCGA-67-6216-01	TCGA-LUAD	6.7662	15.0466	13.0958	15.7089	15.5161	1315.55	-337.91	977.64	15.423866666666667
TCGA-67-6217-01	TCGA-LUAD	5.8963	15.8736	13.1887	16.7715	15.9223	1251.38	50.99	1302.36	16.18913333333333
TCGA-69-7760-01	TCGA-LUAD	4.7673	13.3418	13.4997	14.3784	14.321	-457.5	-678.68	-1136.18	14.013733333333333
TCGA-69-7761-01	TCGA-LUAD	6.7384	16.0197	12.3437	16.4756	15.9291	1822.97	373.6	2196.56	16.141466666666666
TCGA-69-7763-01	TCGA-LUAD	5.4052	14.4465	12.0187	14.352	14.1185	558.97	645.59	1204.56	14.305666666666667
TCGA-69-7764-01	TCGA-LUAD	5.2531	14.8686	12.682	14.5153	14.3531	330.91	-412.83	-81.91	14.579
TCGA-69-7765-01	TCGA-LUAD	6.015	14.396	13.0924	15.5707	14.6439	1079.11	1086.21	2165.32	14.870200000000002
TCGA-69-7973-01	TCGA-LUAD	5.2538	14.2569	12.5765	13.5729	14.3243	-142.75	-201.31	-344.06	14.051366666666667
TCGA-69-7974-01	TCGA-LUAD	8.6475	14.4512	13.4729	15.098	14.77	1577.74	437.33	2015.07	14.773066666666667
TCGA-69-7978-01	TCGA-LUAD	9.4672	15.8294	13.366	16.8616	16.0806	2205.25	939.94	3145.2	16.2572
TCGA-69-7979-01	TCGA-LUAD	5.8171	13.1837	14.1813	13.8174	13.8706	-181.52	-199.09	-380.61	13.623899999999999
TCGA-69-7980-01	TCGA-LUAD	6.72	15.0444	13.7292	16.4981	15.6242	1096.91	151.19	1248.11	15.722233333333335
TCGA-69-8253-01	TCGA-LUAD	4.6438	14.0453	13.1877	13.7193	14.2084	379.46	-689.81	-310.36	13.991
TCGA-69-8254-01	TCGA-LUAD	6.501	15.1003	13.6928	15.7823	15.25	1026.02	-565.74	460.27	15.377533333333332
TCGA-69-8255-01	TCGA-LUAD	6.2031	13.6402	11.5661	14.6719	14.3887	1350.23	-987.02	363.21	14.233600000000001
TCGA-69-8453-01	TCGA-LUAD	6.5558	15.4853	13.4106	16.4461	15.906	2188.01	421.26	2609.27	15.9458
TCGA-69-A59K-01	TCGA-LUAD	9.6668	14.019	12.3452	14.7248	14.6747	761.1	-349.33	411.77	14.472833333333334
TCGA-71-6725-01	TCGA-LUAD	4.4736	14.1446	14.4992	14.9204	14.3291	141.19	-953.41	-812.22	14.4647
TCGA-71-8520-01	TCGA-LUAD	5.9193	14.804	13.7887	15.8569	15.1568	309.91	432.86	742.77	15.272566666666668
TCGA-73-4658-01	TCGA-LUAD	9.0617	14.3766	13.6656	14.956	14.8984	1917.98	1336.99	3254.97	14.743666666666664
TCGA-73-4659-01	TCGA-LUAD	6.0065	14.6008	12.9723	14.4009	14.2349	698.1	435.09	1133.19	14.412199999999999
TCGA-73-4662-01	TCGA-LUAD	7.3794	15.3466	14.4697	15.3924	15.2071	1359.37	64.72	1424.09	15.315366666666668
TCGA-73-4666-01	TCGA-LUAD	9.4287	15.8317	14.6697	16.2099	15.729	1814.71	-87.83	1726.88	15.923533333333333
TCGA-73-4668-01	TCGA-LUAD	5.7119	14.7096	14.1461	14.7901	15.5834	191.44	-31.24	160.2	15.027700000000001
TCGA-73-4670-01	TCGA-LUAD	5.5605	13.4717	13.3303	14.1137	14.6054	182.59	-34.45	148.14	14.0636
TCGA-73-4675-01	TCGA-LUAD	3.4884	13.1206	12.6741	13.6334	13.4706	381.76	174.63	556.39	13.408199999999999
TCGA-73-4676-01	TCGA-LUAD	7.4172	13.9441	13.5947	14.105	13.5693	537.66	-284.68	252.98	13.8728
TCGA-73-4677-01	TCGA-LUAD	5.1101	15.2593	12.4689	15.3774	15.3752	605.39	-462.7	142.7	15.337299999999999
TCGA-73-7498-01	TCGA-LUAD	4.643	13.936	13.2693	14.411	14.586	685.92	186.29	872.21	14.311
TCGA-73-7499-01	TCGA-LUAD	5.8653	16.1559	13.5325	17.1518	16.7603	1678.33	-102.58	1575.74	16.689333333333334
TCGA-73-A9RS-01	TCGA-LUAD	6.7949	14.3792	12.1329	14.1347	14.8853	-104.38	-1064.24	-1168.62	14.466400000000002
TCGA-75-5122-01	TCGA-LUAD	8.9641	16.4747	11.4644	17.0351	16.4337	3286.67	688.81	3975.48	16.647833333333335
TCGA-75-5125-01	TCGA-LUAD	10.1127	14.878	13.3007	15.1869	14.6751	1493.59	255.7	1749.29	14.913333333333334
TCGA-75-5126-01	TCGA-LUAD	10.0323	15.7671	13.7678	16.2956	15.9307	2175.77	615.01	2790.78	15.9978
TCGA-75-5146-01	TCGA-LUAD	4.1127	14.6695	13.118	14.6389	14.821	1050.63	-228.78	821.85	14.7098
TCGA-75-5147-01	TCGA-LUAD	5.9958	14.9223	13.4697	16.253	16.1828	1108.3	56.27	1164.56	15.786033333333334
TCGA-75-6203-01	TCGA-LUAD	6.4984	15.061	11.6967	15.7648	15.1858	2188.81	744.6	2933.42	15.337200000000001
TCGA-75-6205-01	TCGA-LUAD	7.8654	15.1779	12.0092	16.1009	15.178	2536.32	1321.03	3857.35	15.4856
TCGA-75-6206-01	TCGA-LUAD	4.9638	14.1904	12.5753	14.661	14.7867	649.07	150.48	799.55	14.546033333333332
TCGA-75-6207-01	TCGA-LUAD	9.2922	13.5628	14.5601	14.0844	14.1811	241.76	-644.98	-403.22	13.942766666666666
TCGA-75-6211-01	TCGA-LUAD	4.3267	12.597	12.5362	13.3936	13.4055	-73.49	-179.0	-252.49	13.132033333333332
TCGA-75-6212-01	TCGA-LUAD	5.6692	15.8067	12.5559	16.0168	15.5153	1540.49	-1.06	1539.42	15.7796
TCGA-75-6214-01	TCGA-LUAD	6.5395	15.9339	12.9645	15.9741	16.3285	-91.39	-1118.06	-1209.45	16.078833333333332
TCGA-75-7025-01	TCGA-LUAD	5.0672	14.7241	12.2662	16.0648	15.2674	1211.78	356.8	1568.58	15.3521
TCGA-75-7027-01	TCGA-LUAD	4.5772	13.3983	12.7511	14.3592	14.2079	-73.13	299.69	226.57	13.988466666666667
TCGA-75-7030-01	TCGA-LUAD	5.6123	15.252	12.5374	15.7602	15.2518	1186.74	904.53	2091.27	15.421333333333335
TCGA-75-7031-01	TCGA-LUAD	5.3114	14.9639	12.7458	15.7425	15.9279	883.23	-586.62	296.62	15.544766666666668
TCGA-78-7143-01	TCGA-LUAD	5.9528	14.5251	14.0954	15.16	14.8064	728.44	-856.84	-128.39	14.8305
TCGA-78-7145-01	TCGA-LUAD	5.9966	13.0506	14.0899	14.343	13.0217	431.58	-19.3	412.28	13.471766666666667
TCGA-78-7146-01	TCGA-LUAD	6.8508	13.0328	13.3372	13.998	13.9754	239.26	-724.67	-485.41	13.668733333333334
TCGA-78-7147-01	TCGA-LUAD	4.091	16.2677	13.6936	16.9065	16.5607	401.51	-1030.99	-629.49	16.578300000000002
TCGA-78-7148-01	TCGA-LUAD	4.6703	14.7524	13.4157	15.3504	15.3927	420.29	-572.54	-152.26	15.165166666666666
TCGA-78-7149-01	TCGA-LUAD	2.576	14.3895	12.5215	14.0674	14.98	-147.69	-255.7	-403.39	14.478966666666667
TCGA-78-7150-01	TCGA-LUAD	4.358	14.4534	12.0061	14.4505	13.8172	-407.19	-67.35	-474.54	14.240366666666667
TCGA-78-7152-01	TCGA-LUAD	4.5977	14.3267	13.2431	15.0568	14.8159	980.35	-289.63	690.72	14.733133333333335
TCGA-78-7153-01	TCGA-LUAD	2.4056	14.2752	12.5995	14.199	15.0901	31.06	-774.99	-743.93	14.521433333333333
TCGA-78-7154-01	TCGA-LUAD	4.8271	13.5813	12.6142	13.9431	14.3425	-166.77	-567.99	-734.76	13.955633333333333
TCGA-78-7155-01	TCGA-LUAD	4.694	12.095	10.4799	12.189	11.422	-639.02	-1206.67	-1845.69	11.902000000000001
TCGA-78-7156-01	TCGA-LUAD	3.0811	12.7376	12.3403	13.5871	13.7251	-228.36	-841.28	-1069.64	13.349933333333333
TCGA-78-7158-01	TCGA-LUAD	5.1303	13.7233	13.264	14.8439	13.9109	69.42	-790.49	-721.07	14.159366666666665
TCGA-78-7159-01	TCGA-LUAD	5.1131	14.0555	12.4767	13.6745	13.9851	104.02	-92.51	11.51	13.905033333333334
TCGA-78-7160-01	TCGA-LUAD	6.3195	14.4962	13.0426	14.9975	14.8335	1564.1	555.45	2119.55	14.775733333333335
TCGA-78-7161-01	TCGA-LUAD	3.7143	14.808	12.2616	14.3553	15.1831	-559.96	-365.0	-924.96	14.782133333333334
TCGA-78-7162-01	TCGA-LUAD	5.3534	14.5463	12.3719	15.512	15.2306	1047.91	235.08	1283.0	15.096300000000001
TCGA-78-7163-01	TCGA-LUAD	5.7749	14.017	13.5808	15.5333	15.1974	-204.63	-1926.5	-2131.13	14.915899999999999
TCGA-78-7166-01	TCGA-LUAD	4.6223	13.7336	12.6705	15.0521	15.4785	187.51	-1109.82	-922.31	14.754733333333334
TCGA-78-7167-01	TCGA-LUAD	2.191	13.4231	12.835	13.1983	14.0807	-380.76	-754.65	-1135.42	13.567366666666667
TCGA-78-7220-01	TCGA-LUAD	5.2887	12.3464	12.2959	12.9491	13.8274	-429.82	-881.72	-1311.53	13.040966666666668
TCGA-78-7535-01	TCGA-LUAD	4.8078	12.562	13.239	14.3503	13.715	1204.4	-226.0	978.4	13.542433333333333
TCGA-78-7536-01	TCGA-LUAD	5.0213	13.3021	13.2286	13.9902	13.8772	653.59	-511.46	142.13	13.723166666666666
TCGA-78-7537-01	TCGA-LUAD	4.0299	14.2577	12.2184	14.668	14.5814	243.82	-17.33	226.49	14.502366666666667
TCGA-78-7539-01	TCGA-LUAD	6.1155	16.4594	13.2402	17.6313	16.9557	1514.13	-313.48	1200.65	17.01546666666667
TCGA-78-7540-01	TCGA-LUAD	4.9147	14.5598	14.5673	15.5425	15.3512	401.41	-910.95	-509.54	15.151166666666668
TCGA-78-7542-01	TCGA-LUAD	9.1497	15.93	12.8545	16.5906	16.0825	335.17	-1411.15	-1075.98	16.20103333333333
TCGA-78-7633-01	TCGA-LUAD	4.3221	14.2038	12.593	14.1198	16.0514	-337.96	-653.54	-991.5	14.791666666666666
TCGA-78-8640-01	TCGA-LUAD	4.8291	14.4869	14.0946	14.7509	14.8561	495.31	-842.08	-346.77	14.697966666666666
TCGA-78-8648-01	TCGA-LUAD	6.7846	15.2499	11.7257	16.1875	15.3275	2471.95	1939.43	4411.38	15.588299999999998
TCGA-78-8655-01	TCGA-LUAD	5.6733	15.1188	13.7552	15.2796	14.8138	1264.9	12.6	1277.49	15.070733333333335
TCGA-78-8660-01	TCGA-LUAD	7.0723	14.0301	13.2234	15.2402	14.7748	1661.9	-104.42	1557.48	14.6817
TCGA-78-8662-01	TCGA-LUAD	3.3597	11.4446	13.9595	12.4221	11.9092	-446.71	-1050.79	-1497.51	11.9253
TCGA-80-5607-01	TCGA-LUAD	6.1158	15.2739	13.845	16.4001	15.8961	1154.88	-310.11	844.77	15.856699999999998
TCGA-80-5608-01	TCGA-LUAD	5.8337	15.0379	13.6778	15.3819	15.6926	284.49	-833.11	-548.62	15.370800000000001
TCGA-80-5611-01	TCGA-LUAD	5.6129	15.9411	12.4841	16.1702	15.5751	1564.17	-350.78	1213.39	15.895466666666666
TCGA-83-5908-01	TCGA-LUAD	10.2316	16.3222	13.1045	16.404	16.1286	1830.63	212.01	2042.64	16.28493333333333
TCGA-86-6562-01	TCGA-LUAD	6.1863	14.3945	14.4829	14.6999	14.4412	577.68	700.02	1277.7	14.511866666666668
TCGA-86-6851-01	TCGA-LUAD	7.329	16.2932	13.2668	16.7555	16.3369	2246.5	304.41	2550.9	16.461866666666666
TCGA-86-7701-01	TCGA-LUAD	6.284	13.7439	12.3385	14.5751	14.1447	1485.1	561.46	2046.57	14.154566666666668
TCGA-86-7711-01	TCGA-LUAD	5.9727	14.2696	11.1622	14.199	14.0925	1246.27	540.5	1786.76	14.187033333333332
TCGA-86-7713-01	TCGA-LUAD	5.1354	12.612	12.6879	12.4942	11.7716	-568.26	-1116.3	-1684.57	12.2926
TCGA-86-7714-01	TCGA-LUAD	4.6688	13.4992	12.7505	14.1752	14.1099	860.95	-56.39	804.56	13.9281
TCGA-86-7953-01	TCGA-LUAD	5.5299	14.6647	13.6516	15.0415	14.3571	1306.8	32.37	1339.18	14.687766666666667
TCGA-86-7954-01	TCGA-LUAD	6.8521	15.8492	13.2073	16.8272	16.3276	1723.88	349.27	2073.15	16.334666666666667
TCGA-86-7955-01	TCGA-LUAD	4.4651	13.7533	13.05	12.6842	13.0067	-934.73	-1774.01	-2708.74	13.148066666666665
TCGA-86-8054-01	TCGA-LUAD	5.0137	12.9133	12.8096	12.6677	13.3793	-621.28	-676.66	-1297.94	12.986766666666668
TCGA-86-8055-01	TCGA-LUAD	6.395	14.4232	12.8991	15.4159	15.0251	898.35	1229.16	2127.52	14.954733333333335
TCGA-86-8056-01	TCGA-LUAD	6.0167	13.857	12.8386	14.496	13.2628	817.3	-96.79	720.51	13.871933333333333
TCGA-86-8073-01	TCGA-LUAD	4.6473	14.0648	13.8745	14.549	14.1201	529.26	333.15	862.41	14.244633333333333
TCGA-86-8074-01	TCGA-LUAD	6.3152	15.6847	12.9824	16.0848	16.128	867.19	639.36	1506.56	15.965833333333334
TCGA-86-8075-01	TCGA-LUAD	6.718	15.2785	14.2683	15.7833	15.535	912.49	1090.75	2003.24	15.532266666666667
TCGA-86-8076-01	TCGA-LUAD	6.1291	14.8978	12.4861	15.6054	15.0334	1860.0	66.86	1926.86	15.178866666666666
TCGA-86-8278-01	TCGA-LUAD	6.5756	14.7671	12.5008	15.328	15.617	731.87	381.27	1113.14	15.237366666666667
TCGA-86-8279-01	TCGA-LUAD	4.231	14.5532	14.4039	14.2456	14.6795	74.03	241.37	315.4	14.492766666666668
TCGA-86-8280-01	TCGA-LUAD	6.5273	16.4813	13.4181	17.017	16.6729	1600.49	611.91	2212.41	16.723733333333332
TCGA-86-8281-01	TCGA-LUAD	3.8659	13.245	12.7703	13.5906	13.2867	159.13	-402.9	-243.78	13.374099999999999
TCGA-86-8358-01	TCGA-LUAD	4.9154	14.9207	11.9182	14.9275	15.324	-263.38	-617.74	-881.12	15.057400000000001
TCGA-86-8359-01	TCGA-LUAD	4.9716	13.8633	13.6241	14.3328	13.6048	1166.42	-369.79	796.63	13.933633333333333
TCGA-86-8585-01	TCGA-LUAD	5.9461	14.4145	11.735	14.9497	15.2438	1648.05	-118.7	1529.35	14.869333333333335
TCGA-86-8668-01	TCGA-LUAD	5.8835	14.4438	14.7916	14.7802	14.3136	1089.62	716.37	1806.0	14.512533333333332
TCGA-86-8669-01	TCGA-LUAD	5.8664	14.454	12.8296	14.8041	15.4374	744.53	-388.39	356.14	14.8985
TCGA-86-8671-01	TCGA-LUAD	6.8463	15.8686	12.2985	16.4346	16.263	2905.3	1394.5	4299.81	16.188733333333335
TCGA-86-8672-01	TCGA-LUAD	6.6651	15.0237	13.3592	16.1783	15.8377	1380.47	457.64	1838.11	15.679899999999998
TCGA-86-8673-01	TCGA-LUAD	4.0735	13.9461	13.1412	14.2194	14.5606	521.22	-138.92	382.3	14.242033333333334
TCGA-86-8674-01	TCGA-LUAD	4.2891	14.6309	13.1878	12.9436	14.5165	-506.36	-1110.3	-1616.66	14.030333333333333
TCGA-86-A456-01	TCGA-LUAD	6.7156	15.256	13.1409	15.968	15.9031	1206.48	128.48	1334.96	15.709033333333332
TCGA-86-A4D0-01	TCGA-LUAD	4.758	12.8933	11.9008	13.5189	14.0588	-279.35	-1233.81	-1513.16	13.490333333333334
TCGA-86-A4JF-01	TCGA-LUAD	8.0353	14.6893	14.0192	15.3525	15.107	1148.44	-412.06	736.38	15.049599999999998
TCGA-86-A4P7-01	TCGA-LUAD	5.7329	14.673	13.33	15.3293	14.0818	1483.82	468.31	1952.13	14.6947
TCGA-86-A4P8-01	TCGA-LUAD	6.4826	15.0763	11.8368	15.6338	15.2864	2466.21	914.62	3380.83	15.332166666666666
TCGA-91-6828-01	TCGA-LUAD	6.4955	15.2768	12.5842	15.4495	15.1124	1559.91	522.58	2082.49	15.279566666666668
TCGA-91-6829-01	TCGA-LUAD	6.284	15.1353	12.8931	15.3873	14.7189	334.11	1133.05	1467.16	15.0805
TCGA-91-6830-01	TCGA-LUAD	6.3344	14.7055	13.2094	15.1842	14.8746	1121.7	662.42	1784.12	14.921433333333333
TCGA-91-6831-01	TCGA-LUAD	6.0064	14.4292	12.0528	14.6098	14.0736	675.8	623.64	1299.44	14.370866666666666
