leiden	n	n_type2	n_malignant	frac_type2	frac_malignant	mean_AT2	mean_CLDN4	mean_barrier
0	906	1	899	0.0011037527593818985	0.9922737306843267	0.00842220713250816	0.16686974599069318	0.4768902687088609
1	526	0	526	0.0	1.0	0.019399772576411716	0.7148787077275519	0.7699495220866116
2	520	1	510	0.0019230769230769232	0.9807692307692307	0.603844336536116	0.32847648267276014	0.4103211430952144
3	483	1	480	0.002070393374741201	0.9937888198757764	0.003531820406228448	0.02979744899840582	0.46530572513955226
4	398	18	370	0.04522613065326633	0.9296482412060302	0.5609913300754038	0.4384146651543265	0.4761147724661096
5	385	120	241	0.3116883116883117	0.625974025974026	1.2315906879899305	0.3107736241894883	0.3948930749709988
6	344	0	343	0.0	0.997093023255814	1.2274057039225748	0.3884729945295772	0.4965635433056673
7	321	0	320	0.0	0.9968847352024922	0.5316309654738982	0.7480540301569526	0.5464792753243867
8	257	257	0	1.0	0.0	2.2651895893841556	0.26015924804405477	0.255935154821429
9	99	4	3	0.04040404040404041	0.030303030303030304	0.18805941884164457	0.331845089943722	0.3154150324588272
10	42	1	2	0.023809523809523808	0.047619047619047616	0.6539074387697	0.20752871391319094	0.5584274436391535
