lineage_id	start_cluster	end_cluster	n_clusters	cluster_path	n_cells	mean_CLDN4	mean_AT2	mean_barrier	frac_malignant	frac_type2	start_is_cldn4_high	clock	slingshot_version
Lineage1	8	3	5	8->5->4->0->3	2343	0.21659561953850398	0.5019732107031921	0.44058762527795564	0.8130601792573624	0.16901408450704225	False	slingshot	2.10.0
Lineage2	8	9	4	8->5->4->9	1109	0.34845567262178073	1.0950105194352862	0.3862432332181487	0.5266005410279531	0.35888187556357076	False	slingshot	2.10.0
Lineage3	8	2	4	8->5->4->2	1484	0.34540506007496236	1.0094783503737097	0.3996217020219134	0.706199460916442	0.2661725067385445	False	slingshot	2.10.0
Lineage4	8	6	4	8->5->4->6	1318	0.3652929856480072	1.2219163548044925	0.42136043205209067	0.6745068285280729	0.29893778452200304	False	slingshot	2.10.0
Lineage5	8	1	4	8->5->4->1	1491	0.4834053225410536	0.7949703034748906	0.5263809285176805	0.7129443326626426	0.2642521797451375	False	slingshot	2.10.0
Lineage6	8	7	4	8->5->4->7	1292	0.45095889030987446	1.050301518849644	0.43158015749110645	0.6687306501547987	0.30495356037151705	False	slingshot	2.10.0
Lineage7	8	10	3	8->5->10	687	0.2858908283354761	1.580959346696684	0.35374907086242297	0.35662299854439594	0.5502183406113537	False	slingshot	2.10.0
