module	gene	logFC	se	t	p	df	n	n_q1	n_q4	fdr_within_module
NHEJ	DCLRE1C	-0.021927427071258526	0.2286063736643938	-0.09591782906039682	0.9242456058232251	29	34	18	16	0.924245605823225
NHEJ	FEN1	0.15608952974682272	0.3545390270011489	0.44026050126864286	0.6630125940394502	29	34	18	16	0.924245605823225
NHEJ	LIG4	0.15546082400511063	0.23164440092558544	0.6711184185066991	0.5074557976660666	29	34	18	16	0.924245605823225
NHEJ	MRE11	0.16510355784585	0.19953665997205913	0.8274347073313207	0.4147479259194716	29	34	18	16	0.924245605823225
NHEJ	NHEJ1	-0.23937240711316427	0.15322621868525033	-1.5622157171735156	0.1290851734866877	29	34	18	16	0.924245605823225
NHEJ	POLL	0.023506264735817337	0.16461928686238286	0.14279168124126257	0.8874422176514618	29	34	18	16	0.924245605823225
NHEJ	POLM	0.0489381312583876	0.2363111888665561	0.20709189223377292	0.8373853887507064	29	34	18	16	0.924245605823225
NHEJ	PRKDC	-0.11144630466864432	0.31919023951369685	-0.3491532348809871	0.7294968438008519	29	34	18	16	0.924245605823225
NHEJ	RAD50	0.09713178313083978	0.19106968829056156	0.508357887636947	0.6150479258131082	29	34	18	16	0.924245605823225
NHEJ	XRCC4	-0.028790591609780203	0.20643361950501438	-0.13946658339283183	0.8900455432807142	29	34	18	16	0.924245605823225
NHEJ	XRCC5	0.05324767133207192	0.18499973079866958	0.28782566927094605	0.7755271706295411	29	34	18	16	0.924245605823225
NHEJ	XRCC6	-0.14287994077169464	0.16430167501677664	-0.8696195017920867	0.3916494252272855	29	34	18	16	0.924245605823225
NHEJ-core	XRCC4	-0.028790591609780203	0.20643361950501438	-0.13946658339283183	0.8900455432807142	29	34	18	16	0.9242456058232252
NHEJ-core	XRCC5	0.05324767133207192	0.18499973079866958	0.28782566927094605	0.7755271706295411	29	34	18	16	0.9242456058232252
NHEJ-core	XRCC6	-0.14287994077169464	0.16430167501677664	-0.8696195017920867	0.3916494252272855	29	34	18	16	0.9242456058232252
NHEJ-core	PRKDC	-0.11144630466864432	0.31919023951369685	-0.3491532348809871	0.7294968438008519	29	34	18	16	0.9242456058232252
NHEJ-core	LIG4	0.15546082400511063	0.23164440092558544	0.6711184185066991	0.5074557976660666	29	34	18	16	0.9242456058232252
NHEJ-core	NHEJ1	-0.23937240711316427	0.15322621868525033	-1.5622157171735156	0.1290851734866877	29	34	18	16	0.9242456058232252
NHEJ-core	DCLRE1C	-0.021927427071258526	0.2286063736643938	-0.09591782906039682	0.9242456058232251	29	34	18	16	0.9242456058232252
NHEJ-core	POLL	0.023506264735817337	0.16461928686238286	0.14279168124126257	0.8874422176514618	29	34	18	16	0.9242456058232252
NHEJ-core	POLM	0.0489381312583876	0.2363111888665561	0.20709189223377292	0.8373853887507064	29	34	18	16	0.9242456058232252
NHEJ-core	APLF	0.2693604459829785	0.20306020626612004	1.3265053302958278	0.19502444403071212	29	34	18	16	0.9242456058232252
NHEJ-core	PNKP	0.06614395880201462	0.1998034477933134	0.33104513226637217	0.742990610799155	29	34	18	16	0.9242456058232252
cGAS-STING	CGAS	-1.1869510114252828	0.3369937380431155	-3.52217527339758	0.0014380556628054257	29	34	18	16	0.015818612290859683
cGAS-STING	STING1	0.6388140488229179	0.46184170589126045	1.3831883103543818	0.17716439868806766	29	34	18	16	0.3617875178355262
cGAS-STING	TBK1	-0.3657564266249271	0.16809389777189865	-2.1759054401918507	0.03785360911714964	29	34	18	16	0.13879656676288202
cGAS-STING	IKBKE	-0.577284874354808	0.3827619833371428	-1.508208493752961	0.14231937593786298	29	34	18	16	0.3617875178355262
cGAS-STING	IRF3	-0.05702520353001189	0.1886949069493355	-0.3022084933395851	0.7646500057961023	29	34	18	16	0.8905857324505199
cGAS-STING	IFI16	-1.685203454819791	0.6407629976165246	-2.629994960833131	0.013523424871779894	29	34	18	16	0.07437883679478942
cGAS-STING	DDX41	-0.210312058523268	0.1976719239109127	-1.0639450173918072	0.2961328640082153	29	34	18	16	0.40718268801129603
cGAS-STING	TRIM56	0.045881392521431696	0.18871859157141252	0.24312068111249038	0.8096233931368362	29	34	18	16	0.8905857324505199
cGAS-STING	DHX9	0.18758275612090852	0.1426327404452373	1.3151451450442364	0.19876577219917302	29	34	18	16	0.3617875178355262
cGAS-STING	DHX36	-0.010008297045613498	0.21294071454194838	-0.04700039195013553	0.9628350986784234	29	34	18	16	0.9628350986784234
cGAS-STING	PQBP1	0.2915588968658704	0.23790049700662877	1.2255497593926696	0.2302284204407894	29	34	18	16	0.3617875178355262
cGAS-STING-core	CGAS	-1.1869510114252828	0.3369937380431155	-3.52217527339758	0.0014380556628054257	29	34	18	16	0.005752222651221703
cGAS-STING-core	STING1	0.6388140488229179	0.46184170589126045	1.3831883103543818	0.17716439868806766	29	34	18	16	0.23621919825075688
cGAS-STING-core	TBK1	-0.3657564266249271	0.16809389777189865	-2.1759054401918507	0.03785360911714964	29	34	18	16	0.07570721823429928
cGAS-STING-core	IRF3	-0.05702520353001189	0.1886949069493355	-0.3022084933395851	0.7646500057961023	29	34	18	16	0.7646500057961023
cGAS-STING-neg	ENPP1	-0.00531826361157425	0.3190500803953529	-0.016669055857889428	0.9868147890851284	29	34	18	16	0.9868147890851284
cGAS-STING-neg	NLRC3	-0.8189445967213683	0.3083315492381336	-2.6560518984999266	0.01271392403940421	29	34	18	16	0.02542784807880842
APM	HLA-A	-0.7888887971678088	0.48435647930391157	-1.628735922561732	0.11418570595711133	29	34	18	16	0.17127855893566699
APM	HLA-B	-1.4327027090023097	0.5206582110556056	-2.7517144233595863	0.010113269841488148	29	34	18	16	0.035396444445208515
APM	HLA-C	-1.0115168210514032	0.42876482571009167	-2.359141329693257	0.025266048045249363	29	34	18	16	0.06632337611877957
APM	HLA-E	-0.9524417612284178	0.3332588282882883	-2.857964081913234	0.007812496996437596	29	34	18	16	0.035396444445208515
APM	HLA-F	-1.5375834021481622	0.6298666104154695	-2.4411254331039216	0.020980252113616156	29	34	18	16	0.06294075634084847
APM	HLA-G	-0.7137191393426353	0.7463777789859989	-0.9562438210744533	0.3468532160312967	29	34	18	16	0.40466208536984616
APM	B2M	-0.8513860433329091	0.30582868876090086	-2.783865852423443	0.00935739552755144	29	34	18	16	0.035396444445208515
APM	TAP1	-1.5896127571860217	0.40910335874542325	-3.8856018245873303	0.000545315995947372	29	34	18	16	0.0057258179574474054
APM	TAP2	-1.5549866492110993	0.39081690379290474	-3.978811136672564	0.00042374536923951825	29	34	18	16	0.0057258179574474054
APM	TAPBP	-0.33116548252139	0.2114470046816413	-1.5661866812443106	0.12815313940627304	29	34	18	16	0.17941439516878224
APM	TAPBPL	-0.5744570684574795	0.3524222640400753	-1.630024907825221	0.11391167181828497	29	34	18	16	0.17127855893566699
