subset	exposure	mediator	outcome	covariates	nhej_mediator	n	a	a_se	a_p	b	b_se	b_p	c	c_p	c_prime	c_prime_p	ab	sobel_se	sobel_p	df	prop_mediated	thesis_signs	ab_neg
all	pct	NHEJ	IFN	cohort	1	64	-0.012980691051643015	0.034883642226512024	0.7111412300619602	-0.7249473387196588	0.2757520686955655	0.010944733686745124	-0.16097800133685394	0.042151685175175174	-0.17038831876947724	0.024862165772057045	0.009410317432630693	0.025540870520113734	0.7125440349449617	58	-0.058457164050255334	0	0
all	pct	NHEJ	IFN	cohort+prolif	1	64	-0.02222645865338091	0.031945301462255986	0.4893539250950238	-0.7297693213347634	0.3073555060772491	0.020969956058076545	-0.1544770753786917	0.05154793504922686	-0.17069726302584565	0.026793662277238072	0.016220187647152964	0.024293011060913382	0.5043318338384242	57	-0.10500061324562303	0	0
all	pct	NHEJ	IFN	cohort+nmal	1	64	-0.042811834665562654	0.04018336924628968	0.2911048368514718	-0.6720602242620632	0.280718865334464	0.019975255671313988	-0.09611966857432414	0.28644983014740205	-0.12489179978074305	0.15540212823588712	0.02877213120640841	0.029559081424312374	0.3303659454188975	57	-0.2993365627781007	0	0
all	pct	NHEJ	IFN	cohort+krt	1	64	0.02776413216546869	0.03407812877054992	0.41856539488303696	-0.33964498174316304	0.28005691693552986	0.2302197354962321	-0.26575180076329197	0.0005792066340510033	-0.2563218526008355	0.0008924640258754571	-0.00942994816245538	0.01394371648693605	0.49885871938393755	57	0.03548404238605607	1	1
all	pct	NHEJ	IFN	cohort+prolif+krt	1	64	0.01253087853907564	0.03224126983348692	0.6989759979995506	-0.3646820426535555	0.3047731261687246	0.2365160373184033	-0.26289624018506297	0.0008291031165359096	-0.25832645380317754	0.0009860467342651669	-0.004569786381873706	0.01236250299851524	0.7116440657745035	56	0.017382471421640927	1	1
all	pct	NHEJ	IFN	cohort+lib	1	64	-0.06830338006089132	0.04032830581783563	0.09569003566005187	-0.741270464782966	0.2922334081305937	0.013957724433052045	-0.12952301795417276	0.17291594577521674	-0.18015429623822254	0.05497102590563385	0.05063127828398448	0.03594558188286625	0.15896721118692803	57	-0.3909056404314066	0	0
all	pct	NHEJ	IFNa	cohort	1	64	-0.012980691051643015	0.034883642226512024	0.7111412300619602	-0.7903565049312	0.33502633195023857	0.021708913631048685	-0.15944990077950166	0.09228806460625999	-0.16970927439066252	0.06399124632211683	0.010259373611168276	0.027911394025346117	0.7131943549751505	58	-0.06434230163213238	0	0
all	pct	NHEJ	IFNa	cohort+prolif	1	64	-0.02222645865338091	0.031945301462255986	0.4893539250950238	-0.8078269132010689	0.37338791952746303	0.0347085563686351	-0.15287347134799112	0.10812171674823877	-0.17082860283334345	0.06623798184449327	0.017955131485351886	0.027107908546720093	0.5077420172726784	57	-0.117450930675081	0	0
all	pct	NHEJ	IFNa	cohort+nmal	1	64	-0.042811834665562654	0.04018336924628968	0.2911048368514718	-0.7436222295985075	0.3424783971499492	0.0340859451526056	-0.09766994737837306	0.3700421858872582	-0.12950577932559604	0.22608724454173573	0.031835831947208376	0.03328463478640445	0.33883366098121637	57	-0.32595320056717614	0	0
all	pct	NHEJ	IFNa	cohort+krt	1	64	0.02776413216546869	0.03407812877054992	0.41856539488303696	-0.30185957280620457	0.33733380507377764	0.37463615008758955	-0.287039042643475	0.001736623272014036	-0.2786581735686684	0.00249012660733909	-0.008380869074803383	0.01391173206355101	0.5468867818106857	57	0.029197662442084854	1	1
all	pct	NHEJ	IFNa	cohort+prolif+krt	1	64	0.01253087853907564	0.03224126983348692	0.6989759979995506	-0.344391684896447	0.3669500502982489	0.3520052788441203	-0.2863790526504211	0.0021847071428275295	-0.2820635222771042	0.002591921707217122	-0.004315530373304988	0.012018069587351656	0.7195301421840821	56	0.015069294815263238	1	1
all	pct	NHEJ	IFNa	cohort+lib	1	64	-0.06830338006089132	0.04032830581783563	0.09569003566005187	-0.8669989075714186	0.3536149032278693	0.01730096375737985	-0.15634476907127903	0.17253860380997987	-0.21556372496760678	0.057646371069493	0.059218955896228186	0.04249582282188782	0.16346134365999576	57	-0.37877158441565584	0	0
all	pct	NHEJ	IFNg	cohort	1	64	-0.012980691051643015	0.034883642226512024	0.7111412300619602	-0.7266437088739899	0.27422063157769283	0.010360783961607492	-0.16633462809828872	0.03513872395875716	-0.17576696558779403	0.020150143214870377	0.009432337489513293	0.025596691385665303	0.7125017058595224	58	-0.05670699840047518	0	0
all	pct	NHEJ	IFNg	cohort+prolif	1	64	-0.02222645865338091	0.031945301462255986	0.4893539250950238	-0.7423187290529238	0.3056132331064954	0.01831888152618988	-0.16027214703978876	0.04292267249185154	-0.1767712635787162	0.021318934015596563	0.01649911653892508	0.024667293875768184	0.5035808996908645	57	-0.10294437831939102	0	0
all	pct	NHEJ	IFNg	cohort+nmal	1	64	-0.042811834665562654	0.04018336924628968	0.2911048368514718	-0.6732666943151031	0.2790857227687337	0.01908865242990795	-0.10102522412536158	0.26039033980706894	-0.12984900652821962	0.13767186284162886	0.028823782402848105	0.029575064580551147	0.3297599810505999	57	-0.2853127290970506	0	0
all	pct	NHEJ	IFNg	cohort+krt	1	64	0.02776413216546869	0.03407812877054992	0.41856539488303696	-0.34749358423057863	0.2790590481853952	0.21814099535281198	-0.26997623203991017	0.0004659585500549361	-0.2603283742406872	0.000723812235040656	-0.009647857799230213	0.014151333425014755	0.4953887223418767	57	0.035735952481194655	1	1
all	pct	NHEJ	IFNg	cohort+prolif+krt	1	64	0.01253087853907564	0.03224126983348692	0.6989759979995506	-0.38251470872792126	0.3035614471993412	0.21286278919353438	-0.26792559840586483	0.0006523379204471096	-0.2631323530513736	0.0007734587026405851	-0.0047932453544794786	0.012906066759837671	0.7103435401074205	56	0.017890210502463717	1	1
all	pct	NHEJ	IFNg	cohort+lib	1	64	-0.06830338006089132	0.04032830581783563	0.09569003566005187	-0.7394129978778752	0.2906425122544262	0.013692296929439395	-0.13290230773620326	0.16002999534788467	-0.18340671475229464	0.04965163865048434	0.05050440701601553	0.035822976635897064	0.15858906266095507	57	-0.3800115127892386	0	0
all	pct	NHEJ	ISG	cohort	1	64	-0.012980691051643015	0.034883642226512024	0.7111412300619602	-1.376777751728497	0.6393653451981735	0.03546086438563656	-0.29076068112069897	0.1048309128179505	-0.3086322077626542	0.07715291951191268	0.01787152664196329	0.04873884486554828	0.7138582316763837	58	-0.061464729595073965	0	0
all	pct	NHEJ	ISG	cohort+prolif	1	64	-0.02222645865338091	0.031945301462255986	0.4893539250950238	-1.6667502701678742	0.7069082132459352	0.02183853790889586	-0.29016478084300856	0.10968442226251503	-0.3272107368084085	0.06320972578155419	0.03704595596539772	0.05551470069562808	0.5045690665442584	57	-0.12767213118617987	0	0
all	pct	NHEJ	ISG	cohort+nmal	1	64	-0.042811834665562654	0.04018336924628968	0.2911048368514718	-1.3723506151346232	0.6566046564175619	0.04108361949071355	-0.24607088416228945	0.2386910842438728	-0.3048237318006466	0.13852278910410648	0.058752847638326694	0.06189703130409348	0.3425173774291216	57	-0.23876391487087856	0	0
all	pct	NHEJ	ISG	cohort+krt	1	64	0.02776413216546869	0.03407812877054992	0.41856539488303696	-0.7689286135371152	0.6820622767223996	0.2643144096054911	-0.46554872545681136	0.01109281240328048	-0.44420008980476045	0.01551134862742581	-0.021348635652055064	0.03233011171989655	0.5090402371180021	57	0.04585693072429121	1	1
all	pct	NHEJ	ISG	cohort+prolif+krt	1	64	0.01253087853907564	0.03224126983348692	0.6989759979995506	-1.076681910675056	0.7344683765293608	0.14825926621365257	-0.4823322374387322	0.009836926616574667	-0.46884046719083905	0.011326575448336887	-0.013491770247889015	0.03591292954390792	0.707154790086595	56	0.027971943819332195	1	1
all	pct	NHEJ	ISG	cohort+lib	1	64	-0.06830338006089132	0.04032830581783563	0.09569003566005187	-1.6791126238254073	0.6651417040229084	0.014397139565470124	-0.37482733695466197	0.08448541922202081	-0.48951640466499924	0.022859563833629686	0.11468906771018722	0.08154409652055769	0.15958554475739495	57	-0.30597839699205204	0	0
all	pct	NHEJ	IFN-rank	cohort	1	64	-0.012980691051643015	0.034883642226512024	0.7111412300619602	-0.07410419962088843	0.029694544078972714	0.015442842285640915	-0.021511457374592768	0.01203262396332219	-0.02247338109549979	0.006540207085185357	0.0009619237209080342	0.002613604250905898	0.7128397532899242	58	-0.044716808543346975	0	0
all	pct	NHEJ	IFN-rank	cohort+prolif	1	64	-0.02222645865338091	0.031945301462255986	0.4893539250950238	-0.0745623648456486	0.03309786860607204	0.02813905273852659	-0.02084547840597803	0.015178651834749	-0.022502735725318246	0.007293152005671288	0.0016572573193401109	0.002492931654954496	0.5061896220749597	57	-0.0795020045625264	0	0
all	pct	NHEJ	IFN-rank	cohort+nmal	1	64	-0.042811834665562654	0.04018336924628968	0.2911048368514718	-0.06679591640986904	0.030056021105446758	0.030241189520886027	-0.013326722391735601	0.1662297319146679	-0.016186378121409994	0.08676020577847866	0.0028596557296740564	0.0029765830195265875	0.33669417347257824	57	-0.2145805731983609	0	0
all	pct	NHEJ	IFN-rank	cohort+krt	1	64	0.02776413216546869	0.03407812877054992	0.41856539488303696	-0.030283784482546316	0.02982149849309924	0.31415794242225636	-0.03308740000406096	7.241757345155536e-05	-0.03224659700921667	0.00011488214203530656	-0.0008408029948439858	0.001323096900192933	0.5251147282436621	57	0.025411576453296128	1	1
all	pct	NHEJ	IFN-rank	cohort+prolif+krt	1	64	0.01253087853907564	0.03224126983348692	0.6989759979995506	-0.033045518802170104	0.0324523605113285	0.31292516523872194	-0.03288180563387877	0.00010800900352665423	-0.032467716251505796	0.00013279580778843996	-0.0004140893823707339	0.0011403988668012746	0.7165232716642539	56	0.01259326774756218	1	1
all	pct	NHEJ	IFN-rank	cohort+lib	1	64	-0.06830338006089132	0.04032830581783563	0.09569003566005187	-0.07310660501163713	0.031475524464555524	0.023791298356328257	-0.01688310111104248	0.09759190329064542	-0.02187652933812337	0.031208203781276752	0.0049934282270713126	0.003648872958608454	0.17116028694973673	57	-0.2957648712892761	0	0
all	pct	NHEJ-core	IFN	cohort	1	64	-0.017222579718707404	0.03065082384326104	0.5763152449688264	-0.40018785917759203	0.3278208673248504	0.22711974121555323	-0.16097800133685394	0.042151685175175174	-0.1678702686439959	0.034175142116519765	0.0068922673071449315	0.013503085891516215	0.6097560962447377	58	-0.042814963845417255	0	0
all	pct	NHEJ-core	IFN	cohort+prolif	1	64	-0.021035766427649483	0.030390848554319987	0.4915897318072726	-0.34600863722948816	0.3355612989790545	0.30683353133555696	-0.1544770753786917	0.05154793504922686	-0.1617556322533984	0.042591146413600955	0.007278556874708816	0.012664997502403198	0.565495125565864	57	-0.047117391735089824	0	0
all	pct	NHEJ-core	IFN	cohort+nmal	1	64	-0.04417671411457001	0.035270428858202765	0.21540936627569338	-0.3226100821089162	0.33278350901519804	0.33642674767800096	-0.09611966857432414	0.28644983014740205	-0.11037152194213906	0.22810669830611408	0.014251853367803548	0.018590323732151623	0.4433030215262298	57	-0.1482719778292136	0	0
all	pct	NHEJ-core	IFN	cohort+krt	1	64	0.010214332316667019	0.031205614614039156	0.7446016870639767	-0.0144435205547353	0.30975131730471817	0.9629715831850895	-0.26575180076329197	0.0005792066340510033	-0.2656042698445211	0.0006577138699326214	-0.00014753091876867712	0.0031958455938485082	0.963180058748166	57	0.0005551455092493786	1	1
all	pct	NHEJ-core	IFN	cohort+prolif+krt	1	64	0.005028941648284491	0.03154715721473703	0.8739091499645912	-0.0037665508101056844	0.3154351881241298	0.9905152795214439	-0.26289624018506297	0.0008291031165359096	-0.26287729842082186	0.0009253217597194115	-1.8941764239320164e-05	0.0015907492512703266	0.9904994554674457	56	7.205034285003968e-05	1	1
all	pct	NHEJ-core	IFN	cohort+lib	1	64	-0.06872098269482418	0.035207763533382896	0.05578745278017109	-0.37519387798558057	0.34960835139282076	0.2877113257790477	-0.12952301795417276	0.17291594577521674	-0.15530670995046147	0.11404813663420717	0.02578369199625106	0.027417483865129114	0.3470069956206431	57	-0.19906648566028415	0	0
all	pct	NHEJ-core	IFNa	cohort	1	64	-0.017222579718707404	0.03065082384326104	0.5763152449688264	-0.42378833516862	0.39526929599190513	0.28809319989958754	-0.15944990077950166	0.09228806460625999	-0.16674862916579913	0.07915151086567172	0.007298728386299851	0.014665229102859445	0.618703013481109	58	-0.045774430404902144	0	0
all	pct	NHEJ-core	IFNa	cohort+prolif	1	64	-0.021035766427649483	0.030390848554319987	0.4915897318072726	-0.3697669107492665	0.405335294915976	0.3654796855957914	-0.15287347134799112	0.10812171674823877	-0.16065180171518545	0.09356321180460316	0.0077783303671950825	0.014106166912507287	0.5813502727523823	57	-0.05088083824229387	0	0
all	pct	NHEJ-core	IFNa	cohort+nmal	1	64	-0.04417671411457001	0.035270428858202765	0.21540936627569338	-0.3515398497821707	0.40332021578154276	0.3870751325628269	-0.09766994737837306	0.3700421858872582	-0.11319982282209695	0.3068770711245417	0.015529875443705841	0.02170697179177463	0.4743417694315203	57	-0.15900362251187825	0	0
all	pct	NHEJ-core	IFNa	cohort+krt	1	64	0.010214332316667019	0.031205614614039156	0.7446016870639767	0.053125175263012636	0.3708975652728047	0.8866104672396942	-0.287039042643475	0.001736623272014036	-0.2875816808379912	0.0018845212007088288	0.0005426381945175892	0.004135314459529106	0.8956008482473476	57	-0.0018904682426480511	0	0
all	pct	NHEJ-core	IFNa	cohort+prolif+krt	1	64	0.005028941648284491	0.03154715721473703	0.8739091499645912	0.056717095956146935	0.3778857098410936	0.8812324188536652	-0.2863790526504211	0.0021847071428275295	-0.28666427961644025	0.002370517586307469	0.0002852269660236152	0.0026101437563886237	0.9129833092707681	56	-0.0009959770569245782	0	0
all	pct	NHEJ-core	IFNa	cohort+lib	1	64	-0.06872098269482418	0.035207763533382896	0.05578745278017109	-0.4669260684514498	0.42135259712140033	0.2724469196596308	-0.15634476907127903	0.17253860380997987	-0.1884323873411351	0.11169585882135333	0.03208761826981437	0.03329701060791725	0.3352070609218709	57	-0.20523627659832563	0	0
all	pct	NHEJ-core	IFNg	cohort	1	64	-0.017222579718707404	0.03065082384326104	0.5763152449688264	-0.41163569966971636	0.32599132007936743	0.21174309896652765	-0.16633462809828872	0.03513872395875716	-0.17342405675091355	0.028016806879057936	0.007089428652627589	0.013809765826281174	0.6076971266811321	58	-0.0426214837744933	0	0
