subset	exposure	mediator	outcome	covariates	n	a	a_se	a_p	b	b_se	b_p	c	c_p	c_prime	c_prime_p	ab	sobel_se	sobel_p	df	prop_mediated	thesis_signs	ab_neg	boot_n	ab_ci_lo	ab_ci_hi	ab_boot_p	boot_frac_neg	qb_ci_lo	qb_ci_hi	qb_p	pingouin_ab	pingouin_p	pingouin_error
adc	expr	gene:XRCC6	IFN-rank	cohort+lib	56	-0.12048598233975771	0.06259626509545475	0.05995198397865698	0.0291019684898447	0.017093144335737036	0.09498855792880867	0.0015601827093454715	0.8404194116549578	0.005066561970865885	0.5211945594069909	-0.0035063792615196137	0.0027495406226966572	0.2022172194352565	49	-2.247415793366029	1	1	5000	-0.008661996516967021	-3.537453522401109e-05	0.046	0.977	-0.010677790791965533	0.0007965304119904229	0.1363	-0.003506379261519065	0.056	'CI[2.5%]'
adc	mean	gene:NHEJ1	IFNa	cohort+lib	56	-0.13248055501085976	0.04935228181102247	0.009829695761221488	0.5531654415677281	0.308871072935943	0.07948311315576038	-0.016502305206439416	0.8815027860749498	0.056781359505295725	0.624569871135562	-0.07328366471171993	0.0491903134932408	0.13627717510987683	49	4.4408138011605605	1	1	5000	-0.20978234287830325	0.010910261405222561	0.106	0.947	-0.19402744308062328	0.00647730156818463	0.0747	-0.07328366471172468	0.1256	'CI[2.5%]'
adc	mean	gene:NHEJ1	IFN-rank	cohort	56	-0.14576148923452245	0.04292423167629627	0.0013329838936847547	0.04428755425117181	0.026482341511919444	0.10070386787529795	-0.005676195815566078	0.4950583015284345	0.0007792240466395484	0.9312664569020821	-0.006455419862205509	0.0043028189463709034	0.13354269106438435	50	1.1372792750564613	1	1	5000	-0.017616345319758926	0.001363712319800443	0.1104	0.9448	-0.01659508593645123	0.0009807735235771286	0.0891	-0.006455419862205398	0.1224	'CI[2.5%]'
