label	subset	exposure	mediator	outcome	covariates	n	a	a_p	b	b_p	c	c_p	ab	sobel_p	prop_mediated	boot_n	ab_ci_lo	ab_ci_hi	ab_boot_p	boot_frac_neg	pingouin_ab	pingouin_p	pingouin_ci_lo	pingouin_ci_hi
KEGG NHEJ, pre-specified	all	pct	NHEJ	IFN	cohort	64	-0.012980691051643015	0.7111412300619602	-0.7249473387196588	0.010944733686745124	-0.16097800133685394	0.042151685175175174	0.009410317432630693	0.7125440349449617	-0.058457164050255334	5000	-0.05996966288824762	0.07779528602975372	0.7744	0.3872	0.009410317432634319	0.7608	-0.05361476242599968	0.08109919119763666
KEGG NHEJ + keratin	all	pct	NHEJ	IFN	KRT	64	0.02776413216546869	0.41856539488303696	-0.33964498174316304	0.2302197354962321	-0.26575180076329197	0.0005792066340510033	-0.00942994816245538	0.49885871938393755	0.03548404238605607	5000	-0.05591168239379073	0.02365973724942752	0.6096	0.6952	-0.009429948162461201	0.6324	-0.0798686241363618	0.00989399744703333
Reactome NHEJ + keratin	all	pct	NHEJ-reactome	IFN	KRT	64	0.04507692702221888	0.13694074188893987	-0.5422449850202753	0.09092973619419395	-0.26575180076329197	0.0005792066340510033	-0.02444273761792312	0.2568521207624548	0.09197581182034786	5000	-0.08342092602325094	0.009944097535115222	0.2456	0.8772	-0.024442737617947824	0.2584	-0.10413467734618945	0.003831056504907284
MRE11, Q4 vs Q1 + keratin	q4q1	pct	gene:MRE11	IFN	KRT	34	0.1691453474758502	0.1250301093298237	-0.3679797293575626	0.01977118438349334	-0.35167018074239764	0.0006347529949193703	-0.062242059186254244	0.18253253696151883	0.17698986890175727	5000	-0.1441800888243663	0.04701067870804221	0.2868	0.8566	-0.062242059186258726	0.298	-0.1937830208725524	-0.0010516018189123367
Hallmark DNA repair	all	pct	DNA-repair-hallmark	IFN	cohort	64	0.036829056392037034	0.03624979119912639	-1.028391972281348	0.07969130735534638	-0.16097800133685394	0.042151685175175174	-0.03787470594026795	0.17038190185577107	0.23527876868724049	5000	-0.10970730766097787	0.0012188004092466554	0.062	0.969	-0.03787470594025373	0.0768	-0.13328451772576833	-0.0009512966056198316
