patient	cohort	unit	cldn4_pct	quartile	in_count_matrix	NHEJ	NHEJ-core	cGAS-STING	cGAS-STING-core	IFN	APM	proliferation	CLDN4
LX255B	GSE123902	donor	35.08771929824561	Q2	True	4.077561520671389	3.625787080707565	5.166818028375696	4.965840414196489	4.343212458623973	6.4761478095691025	4.554512743800464	8.708587322359367
LX653	GSE123902	donor	71.72413793103448	Q4	True	3.68939885724661	3.4014232243399904	4.249882256270959	3.8154759366590794	4.346361222996321	6.41907332193896	2.4485153496832215	9.055926361817844
LX661	GSE123902	donor	58.97435897435898	Q3	True	3.700938247342972	3.5518840403347123	5.142850249289717	5.1022669581036375	4.63785432776136	6.8437790288504425	2.7434278236288314	8.412558381619359
LX666	GSE123902	donor	67.17557251908397	Q3	True	4.513394009600925	4.169183704796565	5.150084741913823	4.389423731055373	4.565017859636853	7.393269054982276	4.161890373466214	7.249056309820244
LX675	GSE123902	donor	31.3915857605178	Q1	True	3.9169069364877394	3.705304596550278	5.079656030534671	4.68524146054304	4.809799118575733	6.8939696002376945	3.464067123756049	7.968220768719488
LX676	GSE123902	donor	42.17687074829932	Q2	True	3.805477988598971	3.62167291955847	5.277855433661795	5.411991326609562	4.7562113035731945	6.526953081999979	1.096275510984465	9.126965452402807
LX679	GSE123902	donor	43.25955734406438	Q2	True	4.064269700845588	3.985193417668474	4.929246225070956	4.163915129983973	4.566078162042705	7.441607695487294	4.157958366080336	8.30657303179475
LX680	GSE123902	donor	73.25581395348837	Q4	True	4.33037429105305	3.9491138313435887	4.474981413240283	4.0753641300427175	3.865905134369301	6.4322247030840245	5.960012455509595	9.24707240075052
LX681	GSE123902	donor	63.29743164871583	Q3	True	3.943894084398087	3.7455472639087244	5.0295094456552105	4.800787115036379	4.122666135042408	5.545679214488953	2.3864270457101586	8.646545939134109
LX682	GSE123902	donor	18.76484560570071	Q1	True	3.773272129941489	3.600945556989906	5.240930990003317	5.115546991699544	5.6086752963703175	8.107055839380306	4.310148747130208	8.740983812166874
LX684	GSE123902	donor	72.83236994219652	Q4	True	3.9342952458137592	3.7395351911830774	4.832849427260587	4.51570238306138	4.278014505254872	6.485942935735819	2.040524786171858	7.9077937804277365
LX699	GSE123902	donor	15.217391304347819	Q1	True	3.968058467760226	3.4817966516100993	4.979986380126602	4.422970422440391	4.47162642211855	6.610364395235929	4.679380769801588	7.288587093974274
LX701	GSE123902	donor	11.11111111111111	Q1	True	4.520412003877904	4.076944100809164	5.120208712340939	4.572695555849647	4.481443588666486	7.1758068577980945	2.659133489257482	5.59390035852889
BRONCHO_11	GSE131907	sample	80.78817733990148	Q2	True	3.9400200950009228	3.991865483410029	5.120012298359423	4.3847633783550135	4.52816894310132	6.349309130319798	5.255870206889291	9.14450230775036
