patient	cohort	unit	cldn4_pct	quartile	in_count_matrix	NHEJ	NHEJ-core	cGAS-STING	cGAS-STING-core	IFN	APM	proliferation	CLDN4
BRONCHO_58	GSE131907	sample	72.17391304347827	Q2	True	4.131473339553724	3.805584945775779	5.53534979128547	5.490288283498557	5.06386343119554	7.5318013357343565	4.649844566574363	8.563019950086215
EBUS_06	GSE131907	sample	71.16357504215851	Q2	True	4.440334692219365	4.091593063886686	4.146234745854134	3.703337717519887	3.027664776937751	4.450124196936502	5.136852134714816	8.826455326035044
EBUS_10	GSE131907	sample	84.46866485013625	Q3	True	3.8838582743946426	3.6030095958783335	5.20864072078246	4.8382969717175115	4.590691990078944	6.616941977000184	5.703405553904096	8.90661059120619
EBUS_12	GSE131907	sample	88.32684824902724	Q3	True	4.250155319043485	3.8896822717502544	5.819682175735139	5.963353352302677	5.074227603850452	7.5006899500271516	4.889779176655811	8.721734049358346
EBUS_13	GSE131907	sample	0.2659574468085106	Q1	True	4.447397282866339	4.192480138413916	4.649633984720725	3.714236285741514	3.7005711438433972	5.899518813926908	5.9839856774407	0.1546371372022071
EBUS_15	GSE131907	sample	47.265625	Q1	True	4.055153886279133	3.7517030582896096	4.952444811646567	4.413861316386898	4.360855297317389	7.160430036751225	5.760272487074552	9.149055775242129
EBUS_19	GSE131907	sample	94.00921658986177	Q4	True	3.9089227448031387	3.875737124516273	4.99433387040525	4.536846663844669	4.4430015739859385	6.24981399464298	4.181272394481777	9.211930473888284
EBUS_28	GSE131907	sample	96.33620689655172	Q4	True	4.084099598904726	3.868507853531806	5.497195144762819	5.255114518915699	4.3104550062597236	6.78833332442601	5.204221196408492	10.181096554958625
EBUS_49	GSE131907	sample	49.122807017543856	Q1	True	4.118323368781806	3.8522291525052	4.249529169340172	3.678290993971599	3.1340919511477425	4.912522637378773	5.2168525181071965	8.41499013642683
EBUS_51	GSE131907	sample	85.36964980544747	Q3	True	4.002786317736438	3.684655828964908	5.378829826151387	4.742163519198197	4.67407563775859	6.395107127951699	3.61882932125875	8.633504571314777
NS_02	GSE131907	sample	58.5635359116022	Q1	True	3.984529966184862	3.8309374889316743	5.452738529941178	4.442511359816486	4.186841110493108	5.96066214777769	2.195818950237326	8.644135922205582
NS_03	GSE131907	sample	93.14412089937338	Q4	True	3.8650118737361687	3.7419768404656426	4.87127530099766	4.043249939653624	3.936184837489523	6.950499979921411	5.2611902111449265	9.923467752928952
NS_04	GSE131907	sample	89.34092758340114	Q4	True	3.996111283924009	3.6676141872846126	5.462815250815794	4.721593303664744	4.161940851826757	6.282555889220083	4.681202232461584	8.726485871289267
NS_06	GSE131907	sample	60.24096385542169	Q1	True	3.9625939658175113	3.6267984574262715	5.195170864070591	4.7732098755673515	4.515915506377221	7.138004691955812	2.9977414804255775	9.51749930361762
NS_07	GSE131907	sample	90.407204385278	Q4	True	4.170377697696493	3.8121235914539393	5.273121117640908	4.249472197205886	3.4502795662373344	5.123184059342219	3.853180233096695	9.512614589008118
NS_12	GSE131907	sample	86.33938100320171	Q3	True	3.91583867818397	3.7595956547311573	4.897563615112271	4.491929988693866	3.7638286686984106	6.375293200019624	4.5747710854931105	9.193854817860633
NS_13	GSE131907	sample	72.41124260355029	Q2	True	3.8732083343244845	3.781807865580701	5.317738652597928	5.080198126257426	4.225831448150883	6.265625364602421	3.431558550375702	8.760055670206263
NS_16	GSE131907	sample	11.39240506329114	Q1	True	3.685122764762473	3.7656355155489796	5.08779150999792	4.492230780795583	4.530380432204981	7.61229937640094	1.3717350430331372	3.6614357975310585
NS_17	GSE131907	sample	88.21942446043165	Q3	True	3.765234382542934	3.6849574775048306	4.578304776224305	4.449712421208819	3.852965959558027	6.102885761371849	4.1707051818166985	10.257568929302659
NS_19	GSE131907	sample	67.1523178807947	Q2	True	4.181639031499594	3.925761181650907	5.325168210956273	4.206568757210042	4.555271833139954	6.51300479212709	5.887997572410876	8.24225755249624
P0031	GSE205335	patient	59.24764890282132	Q2	True	3.9675384406065874	3.7191119877186334	4.760122756845407	4.183769136227977	4.225357118717799	6.559617597212803	3.73604002951079	8.428962760732947
P1006	GSE205335	patient	74.18096723868955	Q3	True	4.625258901939487	4.275180731363741	4.418307199771569	4.0924281381081276	3.305615069990034	5.003704183019227	5.338547102503472	8.733318003618486
P1015	GSE205335	patient	41.580756013745706	Q1	True	4.314061344267153	4.0053351999540725	4.985919111706676	4.459995907340571	4.3920526359759595	7.077900908782233	5.909336944305119	9.24298114545688
P1016	GSE205335	patient	82.64617691154422	Q4	True	4.935708144287438	4.441499057945032	3.9967218812913647	2.6675766628068693	2.9607323996788146	6.042567722634145	7.410226477981841	8.65478328272305
P1017	GSE205335	patient	64.31838975297347	Q3	True	4.3626422950580785	4.297562349588861	5.485932221009448	4.9864370361040615	4.780036944433233	6.456602009525008	5.342500537837187	9.860142490501234
P1018	GSE205335	patient	67.03389830508475	Q3	True	4.509992680372543	4.408430801996787	5.313582474080679	4.840927210069158	5.127963394921227	7.5236694668249005	5.367410464462847	9.518879037976676
P1025	GSE205335	patient	92.85714285714286	Q4	True	4.5041743451736265	3.9936506442840343	4.5679232817911695	3.8587711098972224	3.5073848031226924	5.415924509220778	7.150731277672252	9.176781232074122
P1027	GSE205335	patient	78.07283763277694	Q3	True	4.448503359186429	4.371766258068457	5.171448862399613	4.827538584645349	5.075196386125057	7.3988450181481396	4.307877485896359	10.524645222622148
P1030	GSE205335	patient	61.69154228855721	Q3	True	4.191210060708213	3.9658132358912757	5.174200153943805	4.269240028440809	4.1874785806656325	6.771061183610094	4.549389091736218	10.348567454884277
P1037	GSE205335	patient	86.05284663579407	Q4	True	4.7346784600892144	4.452656121965704	5.024245671312675	4.525437427258806	3.584210683187574	6.274413628379829	4.306450064233001	8.828495109193092
P1056	GSE205335	patient	49.70662196144174	Q2	True	4.665867800644134	4.495276085180948	4.84580631721225	4.115148744334709	3.949458114032289	6.148748420697163	5.053457123679447	9.127537124286484
P1062	GSE205335	patient	45.21276595744681	Q1	True	4.836272567374517	4.488620823145775	5.355548525658347	4.793087526966133	4.81620621333389	7.030018673052847	6.333677187210409	8.964903448477969
P1063	GSE205335	patient	35.11450381679389	Q1	True	5.02503783650297	4.621974754882786	5.402013653662153	4.938673744890499	4.716795727108781	7.305106905891273	7.0485765413812285	7.287925555966831
P1072	GSE205335	patient	58.86699507389162	Q2	True	4.920994802410421	4.655006479674121	4.599872035248134	4.01889103748576	3.1964819477685755	5.15029860973443	4.27320497030048	8.716494026053716
P1076	GSE205335	patient	59.36395759717315	Q2	True	4.47862946634796	4.061300360611825	4.780152918166316	4.1435420201478825	4.640557870335544	6.774780839949378	5.687602108016667	8.72524119897512
P1079	GSE205335	patient	51.38121546961326	Q2	True	4.895255055953182	4.611278388080406	4.572169778622236	2.948566422486935	4.820617281741062	8.08551596635798	5.271467319994196	8.991955494516457
P1084	GSE205335	patient	86.73469387755102	Q4	True	4.554813183659383	4.5509653471282325	4.955146413068318	4.501068687348498	4.584970307270502	7.68857137384857	4.450822629854196	10.453307305836317
P1089	GSE205335	patient	87.77046095954844	Q4	True	4.421177593539629	4.047768501583799	4.211700780175873	3.686484706492039	3.212760892623438	4.7320918556443035	5.871772261361105	10.307806429702993
P1090	GSE205335	patient	38.16254416961131	Q1	True	4.287081880981628	3.969501060080067	5.317856865407969	4.71993971045511	4.865354315917149	7.8043358216621685	5.947149176956417	9.057644950316174
P1115	GSE205335	patient	88.8829928362961	Q4	True	5.14951701230805	4.675875282337165	4.289611255311026	4.004633850994865	2.970051042626444	4.540369454257527	7.039166178504389	8.800273588781232
P1119	GSE205335	patient	36.08837970540098	Q1	True	4.890687932271978	4.681373709631284	5.015957028395541	4.429924366114685	4.776728112356651	7.719114606149774	4.959510985712673	8.486106246367777
P4001	GSE205335	patient	48.14814814814815	Q1	False								
TD1	GSE189357	patient	56.1299176578225	Q3	True	3.7713646948586415	3.729857285816831	4.922098673497912	4.54087863100006	4.864881161011601	7.081624063413172	5.276599426808581	9.16414883099874
TD2	GSE189357	patient	35.6255178127589	Q1	True	3.675758593732448	3.757499822889798	4.8035451720144415	4.484566701552202	4.713237530725832	6.231446646995504	3.3375420459446605	8.37063536183846
TD3	GSE189357	patient	48.042168674698786	Q3	True	3.9125644510728024	3.8713639762461596	4.71695448357635	4.491772737658702	4.5088328130755135	6.285094004991847	1.8921256155745219	7.9625606171345025
TD4	GSE189357	patient	30.346232179226067	Q1	True	3.667132757833096	3.583912784950689	4.768897201279419	4.476426090614089	4.509222682156689	6.221346352848762	2.2316203265488257	7.8490034131434445
TD5	GSE189357	patient	36.86635944700461	Q2	True	3.53877930568596	3.6155255436630456	4.882793077268545	4.654517930989811	5.041733960505252	6.723991924811115	2.4045107843112703	8.861557383603607
TD6	GSE189357	patient	63.501238645747314	Q4	True	3.7695882875684976	3.847065707653805	4.629970029923611	4.631131099568147	4.319288262764392	5.786672796841928	3.2639332167573	8.778769157750844
TD7	GSE189357	patient	36.63133097762073	Q1	True	3.4065132094923576	3.4987232722148245	4.790173671351455	4.639305512334629	5.021175756416673	6.813378786041916	2.3931278212045903	8.925837466488655
TD8	GSE189357	patient	45.338567222767416	Q2	True	3.655286009544112	3.756237000909447	4.8097261812830325	4.6025300993609966	4.447846640271945	6.101465386049064	2.367382911868246	8.10589376894026
TD9	GSE189357	patient	78.56412354264675	Q4	True	3.7084133366328427	3.692612499412465	4.811892813473981	4.867065682456144	4.669737915346557	6.396501313318045	2.94666730420325	10.10080925764477
