file,bytes,sha256,url
GSE126044_series_matrix.txt.gz,2076,bb965af83e095836ae5a02b553706338983242c17475e92b2b28e21d0bfaeaa9,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126044/matrix/GSE126044_series_matrix.txt.gz
GSE126044_counts.txt.gz,559926,97abe0c051a5a80d5fc61e6d47c6611795484797e65843391b312672f0929607,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126044/suppl/GSE126044_counts.txt.gz
GSE135222_series_matrix.txt.gz,2829,df7dfda28692cca0daf5797cc6e39c8f6c0d5505506371f218526dd5e3cf37ef,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE135nnn/GSE135222/matrix/GSE135222_series_matrix.txt.gz
GSE135222_exp.tsv.gz,1663896,8b122e610492e88fb0aa0a759b8e380b04f26f2f58ddc581f9c050e54d0990a0,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE135nnn/GSE135222/suppl/GSE135222_GEO_RNA-seq_omicslab_exp.tsv.gz
GSE166449_series_matrix.txt.gz,2325,ab778a009e4b329f21a6e9c84769573e83d87fe6bd58069eebbf726d089133a0,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE166nnn/GSE166449/matrix/GSE166449_series_matrix.txt.gz
GSE166449_TPM.txt.gz,1721346,27e475882662dff35c4d20ca271762f5804c6f451d54be7caa0c2f5ef133ff86,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE166nnn/GSE166449/suppl/GSE166449_Raw_gene_TPM_matrix.txt.gz
GSE190265_series_matrix.txt.gz,3565,4fc180f46066d7805023c21378449a8df69609771b2b0fd56ee8ef98c54b4ce2,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE190nnn/GSE190265/matrix/GSE190265_series_matrix.txt.gz
GSE190265_TPM_France3.csv.gz,4139455,7fc89dd8979c62192d89866e090ecfd396603cf45c4412093cd6699b08f48f3e,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE190nnn/GSE190265/suppl/GSE190265_TPM_France3.csv.gz
GSE190265_samples_info_France3.csv.gz,418,9a7e7f7f2f126e3c31a75af9016054fbec8c49725886ed3adc5711acc1d7ad67,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE190nnn/GSE190265/suppl/GSE190265_samples_info_France3.csv.gz
GSE207422_series_matrix.txt.gz,4588,2a2ea1afc54b95e00ab8028d7bb259c1ed8ec1ed907e03f25f6b459aaa25fef9,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE207nnn/GSE207422/matrix/GSE207422_series_matrix.txt.gz
GSE207422_log2TPM.txt.gz,5629640,fab29dc212ace1c45fd9333f2cf9d277eac6236d89945931efceede0f20e74b9,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE207nnn/GSE207422/suppl/GSE207422_NSCLC_bulk_RNAseq_log2TPM.txt.gz
GSE207422_metadata.xlsx,12056,c22d003db9315f38c95d7b51f46f2047130d213f6c4daa77f4dd754951930ea5,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE207nnn/GSE207422/suppl/GSE207422_NSCLC_bulk_RNAseq_metadata.xlsx
