cohort	annotation	contrast	celltype	compartment	method	effect	se	p_value	n	n_celltypes	reference	precision	converged	fdr_family	note	n_input	n_high	n_low	binary	p_perm	n_mpr	n_nmpr	q_bh	n_tests_in_family	bonferroni_primary	n_primary_grid	recovery
GSE241934_RWC	author_major	tacstd2_high	fibroblast	fibroblast	dm_glm	0.5600887285009563		0.08736322844673314	29	8.0	myeloid	11.156791459276585	True	diagnostic_dm_lrt	p_from_LRT	34.0	14.0	15.0	True				0.6170120918443073	135		52	not_primary
GSE241934_RWC	author_major	tacstd2_high	mast	mast	dm_glm	0.24181888305216862		0.4530479499624189	29	8.0	myeloid	11.156791459276585	True	diagnostic_dm_lrt	p_from_LRT	34.0	14.0	15.0	True				0.9794957186143313	135		52	not_primary
GSE241934_RWC	author_major	tacstd2_high	myeloid	myeloid	dm_glm	0.0			29	8.0	myeloid	11.156791459276585	True	diagnostic_dm_lrt	p_from_LRT	34.0	14.0	15.0	True					135		52	not_primary
GSE241934_RWC	author_major	tacstd2_high	B	TLS	alr_perm	0.5860088850346998	0.6184623480742185	0.372	29		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.372			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_RWC	author_major	tacstd2_high	NK	TNK	alr_perm	0.11682361591053578	0.5185098631712204	0.824	29		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.824			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_RWC	author_major	tacstd2_high	T	TNK	alr_perm	0.009464915451095688	0.5099044804956921	0.986	29		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.986			1.0	52	1.0	52	not_recovered
GSE241934_RWC	author_major	tacstd2_high	endothelial	endothelial	alr_perm	0.7281086590837236	0.5699286168733665	0.2014103965320987	29		myeloid		True	secondary_tacstd2_other_types	HC3								0.746731897193611	106		52	not_primary
GSE241934_RWC	author_major	tacstd2_high	epithelial	epithelial	alr_perm	-0.4519834815554174	0.676215547939665	0.5038773429849948	29		myeloid		True	secondary_tacstd2_other_types	HC3								0.9216388828054569	106		52	not_primary
GSE241934_RWC	author_major	tacstd2_high	fibroblast	fibroblast	alr_perm	1.0872668906992236	0.5301276455620789	0.040271522983154305	29		myeloid		True	secondary_tacstd2_other_types	HC3								0.38807103965585055	106		52	not_primary
GSE241934_RWC	author_major	tacstd2_high	mast	mast	alr_perm	0.7402795670491165	0.4263088936717717	0.08247787904622635	29		myeloid		True	secondary_tacstd2_other_types	HC3								0.46013974625789433	106		52	not_primary
GSE241934_RWC	author_major	tacstd2_high	myeloid	myeloid	alr_perm	0.0	0.0	1.0	29		myeloid		True	secondary_tacstd2_other_types	reference								1.0	106		52	not_primary
GSE241934_RWC	author_major	tacstd2_high	B	B	fraction_mwu	0.08629307575539025		0.12129832212514398	29				True	companion_fraction_naive	U=141.0; median_high-low								0.8794128354072939	464		52	not_primary
GSE241934_RWC	author_major	tacstd2_high	NK	NK	fraction_mwu	0.00812249602306218		0.9825901131969854	29				True	companion_fraction_naive	U=106.0; median_high-low								1.0	464		52	not_primary
GSE241934_RWC	author_major	tacstd2_high	T	T	fraction_mwu	-0.11617396942244124		0.24745429076477554	29				True	companion_fraction_naive	U=78.0; median_high-low								0.9686704842145685	464		52	not_primary
GSE241934_RWC	author_major	tacstd2_high	endothelial	endothelial	fraction_mwu	0.02066889697590458		0.3261094520204889	29				True	companion_fraction_naive	U=128.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_RWC	author_major	tacstd2_high	epithelial	epithelial	fraction_mwu	-0.00823555151926322		0.4714517068389269	29				True	companion_fraction_naive	U=88.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_RWC	author_major	tacstd2_high	fibroblast	fibroblast	fraction_mwu	0.058563545011289124		0.034284167396226625	29				True	companion_fraction_naive	U=154.0; median_high-low								0.8693208430913348	464		52	not_primary
GSE241934_RWC	author_major	tacstd2_high	mast	mast	fraction_mwu	0.005144009978685974		0.07010858465571475	29				True	companion_fraction_naive	U=147.0; median_high-low								0.8693208430913348	464		52	not_primary
GSE241934_RWC	author_major	tacstd2_high	myeloid	myeloid	fraction_mwu	0.005212219935033902		0.7766531265771661	29				True	companion_fraction_naive	U=98.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_RWC	author_major	tacstd2_z	B	TLS	dm_glm	0.21818381099932604		0.20255823103489481	29	8.0	myeloid	11.088174725037575	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	34.0			False				0.5507813615757118	135		52	not_recovered
GSE241934_RWC	author_major	tacstd2_z	NK	TNK	dm_glm	0.07907628078968242		0.6422206107377249	29	8.0	myeloid	11.088174725037575	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	34.0			False				0.8539337313437275	135		52	not_recovered
GSE241934_RWC	author_major	tacstd2_z	T	TNK	dm_glm	0.045517740601649474		0.7147741603099349	29	8.0	myeloid	11.088174725037575	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	34.0			False				0.8539337313437275	135		52	not_recovered
GSE241934_RWC	author_major	tacstd2_z	endothelial	endothelial	dm_glm	0.15353111150745136		0.41742959253138534	29	8.0	myeloid	11.088174725037575	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	34.0			False				0.7576101652407385	135		52	not_primary
GSE241934_RWC	author_major	tacstd2_z	epithelial	epithelial	dm_glm	-0.08669315287689354		0.7570631412940415	29	8.0	myeloid	11.088174725037575	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	34.0			False				0.8821054119012876	135		52	not_primary
GSE241934_RWC	author_major	tacstd2_z	fibroblast	fibroblast	dm_glm	0.39566479543853617		0.07272559840747317	29	8.0	myeloid	11.088174725037575	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	34.0			False				0.4462707175004035	135		52	not_primary
GSE241934_RWC	author_major	tacstd2_z	mast	mast	dm_glm	0.2055086405888266		0.315116655484024	29	8.0	myeloid	11.088174725037575	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	34.0			False				0.7144754483537965	135		52	not_primary
GSE241934_RWC	author_major	tacstd2_z	myeloid	myeloid	dm_glm	0.0			29	8.0	myeloid	11.088174725037575	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	34.0			False					135		52	not_primary
GSE241934_RWC	author_major	tacstd2_z	B	TLS	alr_lm	0.33252142971299475	0.35607580871414535	0.3503812217953033	29		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_RWC	author_major	tacstd2_z	NK	TNK	alr_lm	0.11484136306076324	0.29803598203943105	0.699995030162377	29		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_RWC	author_major	tacstd2_z	T	TNK	alr_lm	0.10969141844496225	0.26834179723891727	0.6827047873332264	29		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_RWC	author_major	tacstd2_z	endothelial	endothelial	alr_lm	0.28798938343694286	0.3340694108284481	0.3886520189362306	29		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_RWC	author_major	tacstd2_z	epithelial	epithelial	alr_lm	-0.2982694955154932	0.48071349510923705	0.534946765413034	29		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_RWC	author_major	tacstd2_z	fibroblast	fibroblast	alr_lm	0.4786357253011774	0.2995996118910529	0.11013545659816704	29		myeloid		True	companion_alr	HC3								0.921599137129095	306		52	not_primary
GSE241934_RWC	author_major	tacstd2_z	mast	mast	alr_lm	0.4294209682787633	0.23037395616390513	0.062319318492478605	29		myeloid		True	companion_alr	HC3								0.921599137129095	306		52	not_primary
GSE241934_RWC	author_major	tacstd2_z	myeloid	myeloid	alr_lm	0.0	0.0	1.0	29		myeloid		True	companion_alr	reference								1.0	306		52	not_primary
GSE241934_RWC	author_major	tacstd2_z	B	B	fraction_spearman	0.2699507389162561		0.15670671135883546	29				True	companion_fraction_naive	spearman_on_fraction								0.9322040265448674	464		52	not_primary
GSE241934_RWC	author_major	tacstd2_z	NK	NK	fraction_spearman	-0.0334975369458128		0.8630420886724449	29				True	companion_fraction_naive	spearman_on_fraction								0.9931741293077159	464		52	not_primary
GSE241934_RWC	author_major	tacstd2_z	T	T	fraction_spearman	-0.08669950738916254		0.6547324023623174	29				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_RWC	author_major	tacstd2_z	endothelial	endothelial	fraction_spearman	0.04679802955665024		0.8095074450604085	29				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_RWC	author_major	tacstd2_z	epithelial	epithelial	fraction_spearman	-0.20344827586206893		0.2898135519247679	29				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_RWC	author_major	tacstd2_z	fibroblast	fibroblast	fraction_spearman	0.29211822660098513		0.12412952629052429	29				True	companion_fraction_naive	spearman_on_fraction								0.886093849212358	464		52	not_primary
GSE241934_RWC	author_major	tacstd2_z	mast	mast	fraction_spearman	0.315270935960591		0.0957336291092655	29				True	companion_fraction_naive	spearman_on_fraction								0.8693208430913348	464		52	not_primary
GSE241934_RWC	author_major	tacstd2_z	myeloid	myeloid	fraction_spearman	-0.13300492610837436		0.4915705481133557	29				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_RWC	author_major	mpr	B	TLS	dm_glm	0.29010953124347344		0.34004280351602695	34	8.0	myeloid	10.549847243267022	True	diagnostic_dm_lrt_mpr	p_from_LRT	34.0			True		13.0	21.0	0.9774936358403231	128		52	not_recovered
GSE241934_RWC	author_major	mpr	NK	TNK	dm_glm	0.21138814094141595		0.5026871296701964	34	8.0	myeloid	10.549847243267022	True	diagnostic_dm_lrt_mpr	p_from_LRT	34.0			True		13.0	21.0	0.9774936358403231	128		52	not_recovered
GSE241934_RWC	author_major	mpr	T	TNK	dm_glm	0.1351921493951301		0.5758914857581514	34	8.0	myeloid	10.549847243267022	True	diagnostic_dm_lrt_mpr	p_from_LRT	34.0			True		13.0	21.0	0.9774936358403231	128		52	not_recovered
GSE241934_RWC	author_major	mpr	endothelial	endothelial	dm_glm	0.2310078218392456		0.49609888912711997	34	8.0	myeloid	10.549847243267022	True	diagnostic_dm_lrt_mpr	p_from_LRT	34.0			True		13.0	21.0	0.9774936358403231	128		52	not_primary
GSE241934_RWC	author_major	mpr	epithelial	epithelial	dm_glm	-0.2631684802000365		0.5688309382356116	34	8.0	myeloid	10.549847243267022	True	diagnostic_dm_lrt_mpr	p_from_LRT	34.0			True		13.0	21.0	0.9774936358403231	128		52	not_primary
GSE241934_RWC	author_major	mpr	fibroblast	fibroblast	dm_glm	-0.1332715204533511		0.6779857584739761	34	8.0	myeloid	10.549847243267022	True	diagnostic_dm_lrt_mpr	p_from_LRT	34.0			True		13.0	21.0	0.9774936358403231	128		52	not_primary
GSE241934_RWC	author_major	mpr	mast	mast	dm_glm	-0.0034674399563243384		1.0	34	8.0	myeloid	10.549847243267022	True	diagnostic_dm_lrt_mpr	p_from_LRT	34.0			True		13.0	21.0	1.0	128		52	not_primary
GSE241934_RWC	author_major	mpr	myeloid	myeloid	dm_glm	0.0			34	8.0	myeloid	10.549847243267022	True	diagnostic_dm_lrt_mpr	p_from_LRT	34.0			True		13.0	21.0		128		52	not_primary
GSE241934_RWC	author_major	mpr	B	TLS	alr_lm	0.48736893376484225	0.6250022174175806	0.43551594902034163	34		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_RWC	author_major	mpr	NK	TNK	alr_lm	0.5174392527380983	0.43848147237937357	0.23797199281664705	34		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_RWC	author_major	mpr	T	TNK	alr_lm	0.2928971401643092	0.4919398334792481	0.551581337555389	34		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_RWC	author_major	mpr	endothelial	endothelial	alr_lm	0.5897148448136931	0.4638047014096914	0.2035606647683954	34		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_RWC	author_major	mpr	epithelial	epithelial	alr_lm	-0.7366696896198032	0.606826141591194	0.22475857710476743	34		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_RWC	author_major	mpr	fibroblast	fibroblast	alr_lm	-0.16233431122355177	0.4623394680546125	0.7255020931198115	34		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_RWC	author_major	mpr	mast	mast	alr_lm	-0.03284034104117628	0.34808523693036963	0.9248345582404076	34		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_RWC	author_major	mpr	myeloid	myeloid	alr_lm	0.0	0.0	1.0	34		myeloid		True	companion_alr	reference								1.0	306		52	not_primary
GSE241934_RWC	author_major	mpr	B	B	fraction_mwu	-0.030068583395214066		0.45675040242316933	34				True	companion_fraction_naive	U=158.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_RWC	author_major	mpr	NK	NK	fraction_mwu	0.01106379283808464		0.1107721114181904	34				True	companion_fraction_naive	U=182.0; median_high-low								0.8693208430913348	464		52	not_primary
GSE241934_RWC	author_major	mpr	T	T	fraction_mwu	0.03142589910952026		0.619796388494133	34				True	companion_fraction_naive	U=151.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_RWC	author_major	mpr	endothelial	endothelial	fraction_mwu	0.009642169252324903		0.595018697431704	34				True	companion_fraction_naive	U=152.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_RWC	author_major	mpr	epithelial	epithelial	fraction_mwu	-0.009010382526514548		0.20203123390047562	34				True	companion_fraction_naive	U=100.0; median_high-low								0.9686704842145685	464		52	not_primary
GSE241934_RWC	author_major	mpr	fibroblast	fibroblast	fraction_mwu	-0.013390725074131304		0.570703359026364	34				True	companion_fraction_naive	U=120.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_RWC	author_major	mpr	mast	mast	fraction_mwu	-0.001743333625397938		0.25678118439308606	34				True	companion_fraction_naive	U=104.0; median_high-low								0.9686704842145685	464		52	not_primary
GSE241934_RWC	author_major	mpr	myeloid	myeloid	fraction_mwu	-0.028225953300337107		0.776787477015481	34				True	companion_fraction_naive	U=128.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_high	TLS	TLS	dm_glm	-0.08275999898486468		0.612469846252131	29	7.0	stromal	9.4417899782511	True	diagnostic_dm_lrt	p_from_LRT	34.0	14.0	15.0	True				0.9794957186143313	135		52	not_recovered
GSE241934_RWC	hu_collapsed	tacstd2_high	TNK	TNK	dm_glm	-0.45360545433627025		0.0773123323145315	29	7.0	stromal	9.4417899782511	True	diagnostic_dm_lrt	p_from_LRT	34.0	14.0	15.0	True				0.6139508742624561	135		52	not_recovered
GSE241934_RWC	hu_collapsed	tacstd2_high	epithelial	epithelial	dm_glm	-0.5037533089319237		0.1286348918134345	29	7.0	stromal	9.4417899782511	True	diagnostic_dm_lrt	p_from_LRT	34.0	14.0	15.0	True				0.6431744590671725	135		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_high	mast	mast	dm_glm	-0.15933772702795973		0.5859664762975059	29	7.0	stromal	9.4417899782511	True	diagnostic_dm_lrt	p_from_LRT	34.0	14.0	15.0	True				0.9794957186143313	135		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_high	myeloid	myeloid	dm_glm	-0.4712316049362757		0.12383220155243513	29	7.0	stromal	9.4417899782511	True	diagnostic_dm_lrt	p_from_LRT	34.0	14.0	15.0	True				0.6431744590671725	135		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_high	other	other	dm_glm	-0.2742993303490961		0.35108608264672037	29	7.0	stromal	9.4417899782511	True	diagnostic_dm_lrt	p_from_LRT	34.0	14.0	15.0	True				0.9794957186143313	135		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_high	stromal	stromal	dm_glm	0.0			29	7.0	stromal	9.4417899782511	True	diagnostic_dm_lrt	p_from_LRT	34.0	14.0	15.0	True					135		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_high	TLS	TLS	alr_perm	-0.43664992214086157	0.6130266075042367	0.456	29		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.456			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_RWC	hu_collapsed	tacstd2_high	TNK	TNK	alr_perm	-0.8948487608204964	0.5828313808232938	0.144	29		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.144			0.8253968253968254	52	1.0	52	not_recovered
GSE241934_RWC	hu_collapsed	tacstd2_high	epithelial	epithelial	alr_perm	-1.2995685886845205	0.6004538721480963	0.030440531458538988	29		stromal		True	secondary_tacstd2_other_types	HC3								0.3532456957603891	106		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_high	mast	mast	alr_perm	-0.40866702915187453	0.40968843487802886	0.31851853987383183	29		stromal		True	secondary_tacstd2_other_types	HC3								0.8168841891808823	106		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_high	myeloid	myeloid	alr_perm	-1.0481057464082186	0.492497344101148	0.03332506563777256	29		stromal		True	secondary_tacstd2_other_types	HC3								0.3532456957603891	106		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_high	other	other	alr_perm	-0.695239307012729	0.39963959523949827	0.08191773073153727	29		stromal		True	secondary_tacstd2_other_types	HC3								0.46013974625789433	106		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_high	stromal	stromal	alr_perm	0.0	0.0	1.0	29		stromal		True	secondary_tacstd2_other_types	reference								1.0	106		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_high	TLS	TLS	fraction_mwu	0.07519565626468841		0.15606926343164354	29				True	companion_fraction_naive	U=138.0; median_high-low								0.9322040265448674	464		52	not_recovered
GSE241934_RWC	hu_collapsed	tacstd2_high	TNK	TNK	fraction_mwu	-0.08819371043981883		0.23006229802639666	29				True	companion_fraction_naive	U=77.0; median_high-low								0.9686704842145685	464		52	not_recovered
GSE241934_RWC	hu_collapsed	tacstd2_high	epithelial	epithelial	fraction_mwu	-0.0008088688676668575		0.5853789284609614	29				True	companion_fraction_naive	U=92.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_high	mast	mast	fraction_mwu	0.004700779665608968		0.10170693003109327	29				True	companion_fraction_naive	U=143.0; median_high-low								0.8693208430913348	464		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_high	myeloid	myeloid	fraction_mwu	-0.00758365971657618		0.7766531265771661	29				True	companion_fraction_naive	U=98.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_high	other	other	fraction_mwu	0.0007377929547455614		0.6784245040488326	29				True	companion_fraction_naive	U=115.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_high	stromal	stromal	fraction_mwu	0.08280845330108691		0.05763082091624818	29				True	companion_fraction_naive	U=149.0; median_high-low								0.8693208430913348	464		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_z	TLS	TLS	dm_glm	-0.09817659178663732		0.5276482409114571	29	7.0	stromal	9.403048479860045	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	34.0			False				0.8298245542522625	135		52	not_recovered
GSE241934_RWC	hu_collapsed	tacstd2_z	TNK	TNK	dm_glm	-0.1887139961861727		0.24049161013851308	29	7.0	stromal	9.403048479860045	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	34.0			False				0.6125729692207409	135		52	not_recovered
GSE241934_RWC	hu_collapsed	tacstd2_z	epithelial	epithelial	dm_glm	-0.3285033768500886		0.11760745650219379	29	7.0	stromal	9.403048479860045	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	34.0			False				0.48741620968114663	135		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_z	mast	mast	dm_glm	-0.11564320414583829		0.5366743232310794	29	7.0	stromal	9.403048479860045	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	34.0			False				0.8298245542522625	135		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_z	myeloid	myeloid	dm_glm	-0.3354885452034016		0.09951803409476472	29	7.0	stromal	9.403048479860045	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	34.0			False				0.48741620968114663	135		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_z	other	other	dm_glm	-0.16993912292906943		0.3795119291910005	29	7.0	stromal	9.403048479860045	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	34.0			False				0.7394251640414925	135		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_z	stromal	stromal	dm_glm	0.0			29	7.0	stromal	9.403048479860045	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	34.0			False					135		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_z	TLS	TLS	alr_lm	-0.14308627560671608	0.36975157238738116	0.6987713905324382	29		stromal		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_RWC	hu_collapsed	tacstd2_z	TNK	TNK	alr_lm	-0.2580242533518113	0.36978593143007604	0.48532320172067545	29		stromal		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_RWC	hu_collapsed	tacstd2_z	epithelial	epithelial	alr_lm	-0.6350714892128988	0.4258614862169543	0.13589245184056875	29		stromal		True	companion_alr	HC3								0.9348933687532925	306		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_z	mast	mast	alr_lm	-0.12039487141645147	0.21657389214398523	0.5782746575689668	29		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_z	myeloid	myeloid	alr_lm	-0.49318245984795733	0.2628746608558371	0.06063982176702044	29		stromal		True	companion_alr	HC3								0.921599137129095	306		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_z	other	other	alr_lm	-0.24613403827428057	0.2337742743339179	0.2924003457860661	29		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_z	stromal	stromal	alr_lm	0.0	0.0	1.0	29		stromal		True	companion_alr	reference								1.0	306		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_z	TLS	TLS	fraction_spearman	0.23990147783251226		0.21002978051388477	29				True	companion_fraction_naive	spearman_on_fraction								0.9686704842145685	464		52	not_recovered
GSE241934_RWC	hu_collapsed	tacstd2_z	TNK	TNK	fraction_spearman	-0.11674876847290637		0.54642592776865	29				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_recovered
GSE241934_RWC	hu_collapsed	tacstd2_z	epithelial	epithelial	fraction_spearman	-0.14778325123152705		0.4442443038373633	29				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_z	mast	mast	fraction_spearman	0.2660098522167487		0.16308409315220374	29				True	companion_fraction_naive	spearman_on_fraction								0.9419844882524447	464		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_z	myeloid	myeloid	fraction_spearman	-0.13940886699507385		0.4707554883316434	29				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_z	other	other	fraction_spearman	0.12019704433497534		0.5345555616789608	29				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_RWC	hu_collapsed	tacstd2_z	stromal	stromal	fraction_spearman	0.2502463054187192		0.1904371069226535	29				True	companion_fraction_naive	spearman_on_fraction								0.9606625258799172	464		52	not_primary
GSE241934_RWC	hu_collapsed	mpr	TLS	TLS	dm_glm	0.17849310948624714		0.5729029029007542	34	7.0	stromal	9.211341644918553	True	diagnostic_dm_lrt_mpr	p_from_LRT	34.0			True		13.0	21.0	0.9774936358403231	128		52	not_recovered
GSE241934_RWC	hu_collapsed	mpr	TNK	TNK	dm_glm	0.1360783310329234		0.6414722752204912	34	7.0	stromal	9.211341644918553	True	diagnostic_dm_lrt_mpr	p_from_LRT	34.0			True		13.0	21.0	0.9774936358403231	128		52	not_recovered
GSE241934_RWC	hu_collapsed	mpr	epithelial	epithelial	dm_glm	-0.3350670149055		0.37727886961999524	34	7.0	stromal	9.211341644918553	True	diagnostic_dm_lrt_mpr	p_from_LRT	34.0			True		13.0	21.0	0.9774936358403231	128		52	not_primary
GSE241934_RWC	hu_collapsed	mpr	mast	mast	dm_glm	-0.021526377940625292		1.0	34	7.0	stromal	9.211341644918553	True	diagnostic_dm_lrt_mpr	p_from_LRT	34.0			True		13.0	21.0	1.0	128		52	not_primary
GSE241934_RWC	hu_collapsed	mpr	myeloid	myeloid	dm_glm	-0.0982559268745438		0.7387089115720527	34	7.0	stromal	9.211341644918553	True	diagnostic_dm_lrt_mpr	p_from_LRT	34.0			True		13.0	21.0	0.9774936358403231	128		52	not_primary
GSE241934_RWC	hu_collapsed	mpr	other	other	dm_glm	0.03744642253357493		0.9182685223801068	34	7.0	stromal	9.211341644918553	True	diagnostic_dm_lrt_mpr	p_from_LRT	34.0			True		13.0	21.0	0.9849697675154239	128		52	not_primary
GSE241934_RWC	hu_collapsed	mpr	stromal	stromal	dm_glm	0.0			34	7.0	stromal	9.211341644918553	True	diagnostic_dm_lrt_mpr	p_from_LRT	34.0			True		13.0	21.0		128		52	not_primary
GSE241934_RWC	hu_collapsed	mpr	TLS	TLS	alr_lm	0.2763091038035548	0.5477481397558728	0.613948326087233	34		stromal		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_RWC	hu_collapsed	mpr	TNK	TNK	alr_lm	0.20822688465231487	0.5197915684052906	0.688716937312752	34		stromal		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_RWC	hu_collapsed	mpr	epithelial	epithelial	alr_lm	-1.0607729984224072	0.560537986826195	0.058435114280091356	34		stromal		True	companion_alr	HC3								0.921599137129095	306		52	not_primary
GSE241934_RWC	hu_collapsed	mpr	mast	mast	alr_lm	-0.08843645177197651	0.34640718240959456	0.7984943024742753	34		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_RWC	hu_collapsed	mpr	myeloid	myeloid	alr_lm	-0.19425202984246687	0.42202260759685767	0.6453093640143188	34		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_RWC	hu_collapsed	mpr	other	other	alr_lm	0.06504650519836513	0.37917948961508524	0.8637949188901356	34		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_RWC	hu_collapsed	mpr	stromal	stromal	alr_lm	0.0	0.0	1.0	34		stromal		True	companion_alr	reference								1.0	306		52	not_primary
GSE241934_RWC	hu_collapsed	mpr	TLS	TLS	fraction_mwu	0.0041990424012608996		0.37563779431400746	34				True	companion_fraction_naive	U=162.0; median_high-low								0.9781548294479937	464		52	not_recovered
GSE241934_RWC	hu_collapsed	mpr	TNK	TNK	fraction_mwu	0.0030545875390131094		0.5007364702189112	34				True	companion_fraction_naive	U=156.0; median_high-low								0.9781548294479937	464		52	not_recovered
GSE241934_RWC	hu_collapsed	mpr	epithelial	epithelial	fraction_mwu	-0.008106861600888637		0.08893401386670652	34				True	companion_fraction_naive	U=88.0; median_high-low								0.8693208430913348	464		52	not_primary
GSE241934_RWC	hu_collapsed	mpr	mast	mast	fraction_mwu	-0.0028347095656369586		0.37563779431400746	34				True	companion_fraction_naive	U=111.0; median_high-low								0.9781548294479937	464		52	not_primary
