cohort	sample_id	annotation	celltype	n
GSE241934_RWC	P483	hu_markers	epithelial	56
GSE241934_RWC	P483	hu_markers	neutrophil	55
GSE241934_RWC	P483	hu_markers	endothelial	34
GSE241934_RWC	P483	hu_collapsed	stromal	9860
GSE241934_RWC	P483	hu_collapsed	TNK	1550
GSE241934_RWC	P483	hu_collapsed	myeloid	694
GSE241934_RWC	P483	hu_collapsed	other	325
GSE241934_RWC	P483	hu_collapsed	mast	295
GSE241934_RWC	P483	hu_collapsed	TLS	407
GSE241934_RWC	P483	hu_collapsed	epithelial	56
GSE241934_RWC	P498	author_major	T	507
GSE241934_RWC	P498	author_major	myeloid	90
GSE241934_RWC	P498	author_major	B	78
GSE241934_RWC	P498	author_major	endothelial	56
GSE241934_RWC	P498	author_major	NK	55
GSE241934_RWC	P498	author_major	fibroblast	51
GSE241934_RWC	P498	author_major	epithelial	12
GSE241934_RWC	P498	author_major	mast	10
GSE241934_RWC	P498	author_collapsed	TNK	562
GSE241934_RWC	P498	author_collapsed	myeloid	90
GSE241934_RWC	P498	author_collapsed	TLS	78
GSE241934_RWC	P498	author_collapsed	stromal	107
GSE241934_RWC	P498	author_collapsed	epithelial	12
GSE241934_RWC	P498	author_collapsed	mast	10
GSE241934_RWC	P498	author_fine_immune	TNK	562
GSE241934_RWC	P498	author_fine_immune	TLS	78
GSE241934_RWC	P498	author_fine_immune	other_immune	100
GSE241934_RWC	P498	author_fine_immune	stromal	107
GSE241934_RWC	P498	author_fine_immune	epithelial	12
GSE241934_RWC	P498	hu_markers	T	426
GSE241934_RWC	P498	hu_markers	NK	88
GSE241934_RWC	P498	hu_markers	myeloid	87
GSE241934_RWC	P498	hu_markers	B	56
GSE241934_RWC	P498	hu_markers	endothelial	51
GSE241934_RWC	P498	hu_markers	fibroblast	49
GSE241934_RWC	P498	hu_markers	plasma	47
GSE241934_RWC	P498	hu_markers	other	25
GSE241934_RWC	P498	hu_markers	mast	15
GSE241934_RWC	P498	hu_markers	epithelial	11
GSE241934_RWC	P498	hu_markers	neutrophil	4
GSE241934_RWC	P498	hu_collapsed	TNK	514
GSE241934_RWC	P498	hu_collapsed	myeloid	91
GSE241934_RWC	P498	hu_collapsed	TLS	103
GSE241934_RWC	P498	hu_collapsed	stromal	100
GSE241934_RWC	P498	hu_collapsed	other	25
GSE241934_RWC	P498	hu_collapsed	mast	15
GSE241934_RWC	P498	hu_collapsed	epithelial	11
GSE241934_RWC	P509	author_major	T	3802
GSE241934_RWC	P509	author_major	B	840
GSE241934_RWC	P509	author_major	NK	763
GSE241934_RWC	P509	author_major	fibroblast	456
GSE241934_RWC	P509	author_major	epithelial	192
GSE241934_RWC	P509	author_major	mast	77
GSE241934_RWC	P509	author_major	endothelial	75
GSE241934_RWC	P509	author_major	myeloid	62
GSE241934_RWC	P509	author_collapsed	TNK	4565
GSE241934_RWC	P509	author_collapsed	TLS	840
GSE241934_RWC	P509	author_collapsed	stromal	531
GSE241934_RWC	P509	author_collapsed	epithelial	192
GSE241934_RWC	P509	author_collapsed	mast	77
GSE241934_RWC	P509	author_collapsed	myeloid	62
GSE241934_RWC	P509	author_fine_immune	TNK	4565
GSE241934_RWC	P509	author_fine_immune	TLS	836
GSE241934_RWC	P509	author_fine_immune	other_immune	143
GSE241934_RWC	P509	author_fine_immune	stromal	531
GSE241934_RWC	P509	author_fine_immune	epithelial	192
GSE241934_RWC	P509	hu_markers	T	3253
GSE241934_RWC	P509	hu_markers	NK	1040
GSE241934_RWC	P509	hu_markers	plasma	541
GSE241934_RWC	P509	hu_markers	B	449
GSE241934_RWC	P509	hu_markers	fibroblast	385
GSE241934_RWC	P509	hu_markers	other	235
GSE241934_RWC	P509	hu_markers	epithelial	195
GSE241934_RWC	P509	hu_markers	mast	86
GSE241934_RWC	P509	hu_markers	myeloid	55
GSE241934_RWC	P509	hu_markers	endothelial	22
GSE241934_RWC	P509	hu_markers	neutrophil	6
GSE241934_RWC	P509	hu_collapsed	TNK	4293
GSE241934_RWC	P509	hu_collapsed	TLS	990
GSE241934_RWC	P509	hu_collapsed	stromal	407
GSE241934_RWC	P509	hu_collapsed	other	235
GSE241934_RWC	P509	hu_collapsed	epithelial	195
GSE241934_RWC	P509	hu_collapsed	mast	86
GSE241934_RWC	P509	hu_collapsed	myeloid	61
GSE241934_RWC	P52	author_major	T	2508
GSE241934_RWC	P52	author_major	myeloid	1993
GSE241934_RWC	P52	author_major	B	1639
GSE241934_RWC	P52	author_major	fibroblast	1068
GSE241934_RWC	P52	author_major	NK	116
GSE241934_RWC	P52	author_major	mast	97
GSE241934_RWC	P52	author_major	epithelial	96
GSE241934_RWC	P52	author_major	endothelial	58
GSE241934_RWC	P52	author_collapsed	TNK	2624
GSE241934_RWC	P52	author_collapsed	myeloid	1993
GSE241934_RWC	P52	author_collapsed	TLS	1639
GSE241934_RWC	P52	author_collapsed	stromal	1126
GSE241934_RWC	P52	author_collapsed	mast	97
GSE241934_RWC	P52	author_collapsed	epithelial	96
GSE241934_RWC	P52	author_fine_immune	TNK	2624
GSE241934_RWC	P52	author_fine_immune	TLS	1638
GSE241934_RWC	P52	author_fine_immune	other_immune	2091
GSE241934_RWC	P52	author_fine_immune	stromal	1126
GSE241934_RWC	P52	author_fine_immune	epithelial	96
GSE241934_RWC	P52	hu_markers	T	2146
GSE241934_RWC	P52	hu_markers	myeloid	1801
GSE241934_RWC	P52	hu_markers	plasma	1381
GSE241934_RWC	P52	hu_markers	fibroblast	985
GSE241934_RWC	P52	hu_markers	B	405
GSE241934_RWC	P52	hu_markers	NK	269
GSE241934_RWC	P52	hu_markers	other	238
GSE241934_RWC	P52	hu_markers	mast	109
GSE241934_RWC	P52	hu_markers	epithelial	90
GSE241934_RWC	P52	hu_markers	endothelial	78
GSE241934_RWC	P52	hu_markers	neutrophil	73
GSE241934_RWC	P52	hu_collapsed	TNK	2415
GSE241934_RWC	P52	hu_collapsed	myeloid	1874
GSE241934_RWC	P52	hu_collapsed	TLS	1786
GSE241934_RWC	P52	hu_collapsed	stromal	1063
GSE241934_RWC	P52	hu_collapsed	other	238
GSE241934_RWC	P52	hu_collapsed	mast	109
GSE241934_RWC	P52	hu_collapsed	epithelial	90
GSE241934_RWC	P523	author_major	T	5256
GSE241934_RWC	P523	author_major	B	1047
GSE241934_RWC	P523	author_major	myeloid	434
GSE241934_RWC	P523	author_major	NK	217
GSE241934_RWC	P523	author_major	mast	96
GSE241934_RWC	P523	author_major	epithelial	91
GSE241934_RWC	P523	author_major	fibroblast	71
GSE241934_RWC	P523	author_major	endothelial	51
GSE241934_RWC	P523	author_collapsed	TNK	5473
GSE241934_RWC	P523	author_collapsed	TLS	1047
GSE241934_RWC	P523	author_collapsed	myeloid	434
GSE241934_RWC	P523	author_collapsed	mast	96
GSE241934_RWC	P523	author_collapsed	epithelial	91
GSE241934_RWC	P523	author_collapsed	stromal	122
GSE241934_RWC	P523	author_fine_immune	TNK	5473
GSE241934_RWC	P523	author_fine_immune	TLS	1038
GSE241934_RWC	P523	author_fine_immune	other_immune	539
GSE241934_RWC	P523	author_fine_immune	epithelial	91
GSE241934_RWC	P523	author_fine_immune	stromal	122
GSE241934_RWC	P523	hu_markers	T	4798
GSE241934_RWC	P523	hu_markers	B	1041
GSE241934_RWC	P523	hu_markers	NK	481
GSE241934_RWC	P523	hu_markers	myeloid	383
GSE241934_RWC	P523	hu_markers	other	174
GSE241934_RWC	P523	hu_markers	mast	117
GSE241934_RWC	P523	hu_markers	epithelial	77
GSE241934_RWC	P523	hu_markers	fibroblast	65
GSE241934_RWC	P523	hu_markers	endothelial	53
GSE241934_RWC	P523	hu_markers	plasma	40
GSE241934_RWC	P523	hu_markers	neutrophil	34
GSE241934_RWC	P523	hu_collapsed	TNK	5279
GSE241934_RWC	P523	hu_collapsed	TLS	1081
GSE241934_RWC	P523	hu_collapsed	myeloid	417
GSE241934_RWC	P523	hu_collapsed	other	174
GSE241934_RWC	P523	hu_collapsed	mast	117
GSE241934_RWC	P523	hu_collapsed	epithelial	77
GSE241934_RWC	P523	hu_collapsed	stromal	118
GSE241934_RWC	P528	author_major	myeloid	4930
GSE241934_RWC	P528	author_major	T	2123
GSE241934_RWC	P528	author_major	B	219
GSE241934_RWC	P528	author_major	epithelial	212
GSE241934_RWC	P528	author_major	fibroblast	159
GSE241934_RWC	P528	author_major	NK	97
GSE241934_RWC	P528	author_major	endothelial	11
GSE241934_RWC	P528	author_major	mast	8
GSE241934_RWC	P528	author_collapsed	myeloid	4930
GSE241934_RWC	P528	author_collapsed	TNK	2220
GSE241934_RWC	P528	author_collapsed	TLS	219
GSE241934_RWC	P528	author_collapsed	epithelial	212
GSE241934_RWC	P528	author_collapsed	stromal	170
GSE241934_RWC	P528	author_collapsed	mast	8
GSE241934_RWC	P528	author_fine_immune	TNK	2220
GSE241934_RWC	P528	author_fine_immune	TLS	219
GSE241934_RWC	P528	author_fine_immune	other_immune	4938
GSE241934_RWC	P528	author_fine_immune	epithelial	212
GSE241934_RWC	P528	author_fine_immune	stromal	170
GSE241934_RWC	P528	hu_markers	myeloid	4503
GSE241934_RWC	P528	hu_markers	T	1825
GSE241934_RWC	P528	hu_markers	other	311
GSE241934_RWC	P528	hu_markers	NK	253
GSE241934_RWC	P528	hu_markers	epithelial	223
GSE241934_RWC	P528	hu_markers	B	203
GSE241934_RWC	P528	hu_markers	neutrophil	187
GSE241934_RWC	P528	hu_markers	fibroblast	156
GSE241934_RWC	P528	hu_markers	endothelial	52
GSE241934_RWC	P528	hu_markers	plasma	35
GSE241934_RWC	P528	hu_markers	mast	11
GSE241934_RWC	P528	hu_collapsed	myeloid	4690
GSE241934_RWC	P528	hu_collapsed	TNK	2078
GSE241934_RWC	P528	hu_collapsed	other	311
GSE241934_RWC	P528	hu_collapsed	epithelial	223
GSE241934_RWC	P528	hu_collapsed	TLS	238
GSE241934_RWC	P528	hu_collapsed	stromal	208
GSE241934_RWC	P528	hu_collapsed	mast	11
GSE241934_RWC	P533	author_major	B	3582
GSE241934_RWC	P533	author_major	T	2914
GSE241934_RWC	P533	author_major	NK	211
GSE241934_RWC	P533	author_major	myeloid	50
GSE241934_RWC	P533	author_major	epithelial	45
GSE241934_RWC	P533	author_major	endothelial	42
GSE241934_RWC	P533	author_major	mast	29
GSE241934_RWC	P533	author_major	fibroblast	20
GSE241934_RWC	P533	author_collapsed	TLS	3582
GSE241934_RWC	P533	author_collapsed	TNK	3125
GSE241934_RWC	P533	author_collapsed	myeloid	50
GSE241934_RWC	P533	author_collapsed	epithelial	45
GSE241934_RWC	P533	author_collapsed	stromal	62
GSE241934_RWC	P533	author_collapsed	mast	29
GSE241934_RWC	P533	author_fine_immune	TNK	3125
GSE241934_RWC	P533	author_fine_immune	TLS	3568
GSE241934_RWC	P533	author_fine_immune	other_immune	93
GSE241934_RWC	P533	author_fine_immune	epithelial	45
GSE241934_RWC	P533	author_fine_immune	stromal	62
GSE241934_RWC	P533	hu_markers	B	3498
GSE241934_RWC	P533	hu_markers	T	2555
GSE241934_RWC	P533	hu_markers	NK	247
GSE241934_RWC	P533	hu_markers	other	212
GSE241934_RWC	P533	hu_markers	plasma	123
GSE241934_RWC	P533	hu_markers	mast	77
GSE241934_RWC	P533	hu_markers	endothelial	70
GSE241934_RWC	P533	hu_markers	epithelial	47
GSE241934_RWC	P533	hu_markers	myeloid	40
GSE241934_RWC	P533	hu_markers	fibroblast	21
GSE241934_RWC	P533	hu_markers	neutrophil	3
GSE241934_RWC	P533	hu_collapsed	TLS	3621
GSE241934_RWC	P533	hu_collapsed	TNK	2802
GSE241934_RWC	P533	hu_collapsed	other	212
GSE241934_RWC	P533	hu_collapsed	mast	77
GSE241934_RWC	P533	hu_collapsed	stromal	91
GSE241934_RWC	P533	hu_collapsed	epithelial	47
GSE241934_RWC	P533	hu_collapsed	myeloid	43
GSE241934_RWC	P551	author_major	T	4904
GSE241934_RWC	P551	author_major	B	1039
GSE241934_RWC	P551	author_major	myeloid	596
GSE241934_RWC	P551	author_major	NK	484
GSE241934_RWC	P551	author_major	fibroblast	199
GSE241934_RWC	P551	author_major	mast	103
GSE241934_RWC	P551	author_major	endothelial	100
GSE241934_RWC	P551	author_major	epithelial	94
GSE241934_RWC	P551	author_collapsed	TNK	5388
GSE241934_RWC	P551	author_collapsed	TLS	1039
GSE241934_RWC	P551	author_collapsed	myeloid	596
GSE241934_RWC	P551	author_collapsed	stromal	299
GSE241934_RWC	P551	author_collapsed	mast	103
GSE241934_RWC	P551	author_collapsed	epithelial	94
GSE241934_RWC	P551	author_fine_immune	TNK	5388
GSE241934_RWC	P551	author_fine_immune	TLS	1037
GSE241934_RWC	P551	author_fine_immune	other_immune	701
GSE241934_RWC	P551	author_fine_immune	stromal	299
GSE241934_RWC	P551	author_fine_immune	epithelial	94
GSE241934_RWC	P551	hu_markers	T	4167
GSE241934_RWC	P551	hu_markers	B	890
GSE241934_RWC	P551	hu_markers	NK	860
GSE241934_RWC	P551	hu_markers	myeloid	515
GSE241934_RWC	P551	hu_markers	other	292
GSE241934_RWC	P551	hu_markers	plasma	226
GSE241934_RWC	P551	hu_markers	fibroblast	156
GSE241934_RWC	P551	hu_markers	mast	138
GSE241934_RWC	P551	hu_markers	endothelial	137
GSE241934_RWC	P551	hu_markers	epithelial	81
GSE241934_RWC	P551	hu_markers	neutrophil	57
GSE241934_RWC	P551	hu_collapsed	TNK	5027
GSE241934_RWC	P551	hu_collapsed	TLS	1116
GSE241934_RWC	P551	hu_collapsed	myeloid	572
GSE241934_RWC	P551	hu_collapsed	other	292
GSE241934_RWC	P551	hu_collapsed	stromal	293
GSE241934_RWC	P551	hu_collapsed	mast	138
GSE241934_RWC	P551	hu_collapsed	epithelial	81
GSE241934_RWC	P574	author_major	T	3820
GSE241934_RWC	P574	author_major	B	1689
GSE241934_RWC	P574	author_major	myeloid	338
GSE241934_RWC	P574	author_major	fibroblast	294
GSE241934_RWC	P574	author_major	endothelial	259
GSE241934_RWC	P574	author_major	NK	211
GSE241934_RWC	P574	author_major	epithelial	130
GSE241934_RWC	P574	author_major	mast	83
GSE241934_RWC	P574	author_collapsed	TNK	4031
GSE241934_RWC	P574	author_collapsed	TLS	1689
GSE241934_RWC	P574	author_collapsed	myeloid	338
GSE241934_RWC	P574	author_collapsed	stromal	553
GSE241934_RWC	P574	author_collapsed	epithelial	130
GSE241934_RWC	P574	author_collapsed	mast	83
GSE241934_RWC	P574	author_fine_immune	TNK	4031
GSE241934_RWC	P574	author_fine_immune	TLS	1680
GSE241934_RWC	P574	author_fine_immune	other_immune	430
GSE241934_RWC	P574	author_fine_immune	stromal	553
GSE241934_RWC	P574	author_fine_immune	epithelial	130
GSE241934_RWC	P574	hu_markers	T	3284
GSE241934_RWC	P574	hu_markers	B	1493
GSE241934_RWC	P574	hu_markers	NK	569
GSE241934_RWC	P574	hu_markers	myeloid	302
GSE241934_RWC	P574	hu_markers	plasma	268
GSE241934_RWC	P574	hu_markers	endothelial	240
GSE241934_RWC	P574	hu_markers	other	229
GSE241934_RWC	P574	hu_markers	fibroblast	177
GSE241934_RWC	P574	hu_markers	mast	112
GSE241934_RWC	P574	hu_markers	epithelial	108
GSE241934_RWC	P574	hu_markers	neutrophil	42
GSE241934_RWC	P574	hu_collapsed	TNK	3853
GSE241934_RWC	P574	hu_collapsed	TLS	1761
GSE241934_RWC	P574	hu_collapsed	myeloid	344
GSE241934_RWC	P574	hu_collapsed	stromal	417
GSE241934_RWC	P574	hu_collapsed	other	229
GSE241934_RWC	P574	hu_collapsed	mast	112
GSE241934_RWC	P574	hu_collapsed	epithelial	108
GSE241934_RWC	P579	author_major	T	3378
GSE241934_RWC	P579	author_major	B	1331
GSE241934_RWC	P579	author_major	fibroblast	906
GSE241934_RWC	P579	author_major	NK	306
GSE241934_RWC	P579	author_major	myeloid	276
GSE241934_RWC	P579	author_major	endothelial	70
GSE241934_RWC	P579	author_major	mast	28
GSE241934_RWC	P579	author_major	epithelial	2
GSE241934_RWC	P579	author_collapsed	TNK	3684
GSE241934_RWC	P579	author_collapsed	TLS	1331
GSE241934_RWC	P579	author_collapsed	stromal	976
GSE241934_RWC	P579	author_collapsed	myeloid	276
GSE241934_RWC	P579	author_collapsed	mast	28
GSE241934_RWC	P579	author_collapsed	epithelial	2
GSE241934_RWC	P579	author_fine_immune	TNK	3684
GSE241934_RWC	P579	author_fine_immune	TLS	1328
GSE241934_RWC	P579	author_fine_immune	other_immune	307
GSE241934_RWC	P579	author_fine_immune	stromal	976
GSE241934_RWC	P579	author_fine_immune	epithelial	2
GSE241934_RWC	P579	hu_markers	T	3006
GSE241934_RWC	P579	hu_markers	B	1237
GSE241934_RWC	P579	hu_markers	fibroblast	883
GSE241934_RWC	P579	hu_markers	NK	520
GSE241934_RWC	P579	hu_markers	myeloid	205
GSE241934_RWC	P579	hu_markers	other	151
GSE241934_RWC	P579	hu_markers	plasma	102
GSE241934_RWC	P579	hu_markers	endothelial	79
GSE241934_RWC	P579	hu_markers	neutrophil	62
GSE241934_RWC	P579	hu_markers	mast	46
GSE241934_RWC	P579	hu_markers	epithelial	6
GSE241934_RWC	P579	hu_collapsed	TNK	3526
GSE241934_RWC	P579	hu_collapsed	TLS	1339
GSE241934_RWC	P579	hu_collapsed	stromal	962
GSE241934_RWC	P579	hu_collapsed	myeloid	267
GSE241934_RWC	P579	hu_collapsed	other	151
GSE241934_RWC	P579	hu_collapsed	mast	46
GSE241934_RWC	P579	hu_collapsed	epithelial	6
GSE241934_RWC	P592	author_major	T	3747
GSE241934_RWC	P592	author_major	B	1137
GSE241934_RWC	P592	author_major	fibroblast	445
GSE241934_RWC	P592	author_major	myeloid	293
GSE241934_RWC	P592	author_major	NK	201
GSE241934_RWC	P592	author_major	endothelial	114
GSE241934_RWC	P592	author_major	mast	57
GSE241934_RWC	P592	author_major	epithelial	36
GSE241934_RWC	P592	author_collapsed	TNK	3948
GSE241934_RWC	P592	author_collapsed	TLS	1137
GSE241934_RWC	P592	author_collapsed	stromal	559
GSE241934_RWC	P592	author_collapsed	myeloid	293
GSE241934_RWC	P592	author_collapsed	mast	57
GSE241934_RWC	P592	author_collapsed	epithelial	36
GSE241934_RWC	P592	author_fine_immune	TNK	3948
GSE241934_RWC	P592	author_fine_immune	TLS	1132
GSE241934_RWC	P592	author_fine_immune	other_immune	355
GSE241934_RWC	P592	author_fine_immune	stromal	559
GSE241934_RWC	P592	author_fine_immune	epithelial	36
GSE241934_RWC	P592	hu_markers	T	3204
GSE241934_RWC	P592	hu_markers	B	1019
GSE241934_RWC	P592	hu_markers	NK	499
GSE241934_RWC	P592	hu_markers	fibroblast	357
GSE241934_RWC	P592	hu_markers	other	256
GSE241934_RWC	P592	hu_markers	myeloid	250
GSE241934_RWC	P592	hu_markers	plasma	199
GSE241934_RWC	P592	hu_markers	endothelial	116
GSE241934_RWC	P592	hu_markers	mast	73
GSE241934_RWC	P592	hu_markers	epithelial	39
GSE241934_RWC	P592	hu_markers	neutrophil	18
GSE241934_RWC	P592	hu_collapsed	TNK	3703
GSE241934_RWC	P592	hu_collapsed	TLS	1218
GSE241934_RWC	P592	hu_collapsed	stromal	473
GSE241934_RWC	P592	hu_collapsed	other	256
GSE241934_RWC	P592	hu_collapsed	myeloid	268
GSE241934_RWC	P592	hu_collapsed	mast	73
GSE241934_RWC	P592	hu_collapsed	epithelial	39
GSE241934_RWC	P603	author_major	B	2458
GSE241934_RWC	P603	author_major	fibroblast	2037
GSE241934_RWC	P603	author_major	T	1115
GSE241934_RWC	P603	author_major	myeloid	652
GSE241934_RWC	P603	author_major	endothelial	344
GSE241934_RWC	P603	author_major	mast	160
GSE241934_RWC	P603	author_major	NK	145
GSE241934_RWC	P603	author_major	epithelial	49
GSE241934_RWC	P603	author_collapsed	TLS	2458
GSE241934_RWC	P603	author_collapsed	stromal	2381
GSE241934_RWC	P603	author_collapsed	TNK	1260
GSE241934_RWC	P603	author_collapsed	myeloid	652
GSE241934_RWC	P603	author_collapsed	mast	160
GSE241934_RWC	P603	author_collapsed	epithelial	49
GSE241934_RWC	P603	author_fine_immune	TNK	1260
GSE241934_RWC	P603	author_fine_immune	TLS	2445
GSE241934_RWC	P603	author_fine_immune	other_immune	825
GSE241934_RWC	P603	author_fine_immune	stromal	2381
GSE241934_RWC	P603	author_fine_immune	epithelial	49
GSE241934_RWC	P603	hu_markers	B	2375
GSE241934_RWC	P603	hu_markers	fibroblast	1617
GSE241934_RWC	P603	hu_markers	T	990
GSE241934_RWC	P603	hu_markers	myeloid	673
GSE241934_RWC	P603	hu_markers	endothelial	295
GSE241934_RWC	P603	hu_markers	other	276
GSE241934_RWC	P603	hu_markers	plasma	270
GSE241934_RWC	P603	hu_markers	NK	193
GSE241934_RWC	P603	hu_markers	mast	187
GSE241934_RWC	P603	hu_markers	epithelial	57
GSE241934_RWC	P603	hu_markers	neutrophil	27
GSE241934_RWC	P603	hu_collapsed	TLS	2645
GSE241934_RWC	P603	hu_collapsed	stromal	1912
GSE241934_RWC	P603	hu_collapsed	TNK	1183
GSE241934_RWC	P603	hu_collapsed	myeloid	700
GSE241934_RWC	P603	hu_collapsed	other	276
GSE241934_RWC	P603	hu_collapsed	mast	187
GSE241934_RWC	P603	hu_collapsed	epithelial	57
GSE241934_RWC	P605	author_major	T	5974
GSE241934_RWC	P605	author_major	B	928
GSE241934_RWC	P605	author_major	NK	386
GSE241934_RWC	P605	author_major	myeloid	357
GSE241934_RWC	P605	author_major	endothelial	63
GSE241934_RWC	P605	author_major	fibroblast	62
GSE241934_RWC	P605	author_major	mast	41
GSE241934_RWC	P605	author_major	epithelial	12
GSE241934_RWC	P605	author_collapsed	TNK	6360
GSE241934_RWC	P605	author_collapsed	TLS	928
GSE241934_RWC	P605	author_collapsed	myeloid	357
GSE241934_RWC	P605	author_collapsed	stromal	125
GSE241934_RWC	P605	author_collapsed	mast	41
GSE241934_RWC	P605	author_collapsed	epithelial	12
GSE241934_RWC	P605	author_fine_immune	TNK	6360
GSE241934_RWC	P605	author_fine_immune	TLS	925
GSE241934_RWC	P605	author_fine_immune	other_immune	401
GSE241934_RWC	P605	author_fine_immune	stromal	125
GSE241934_RWC	P605	author_fine_immune	epithelial	12
GSE241934_RWC	P605	hu_markers	T	5270
GSE241934_RWC	P605	hu_markers	NK	724
GSE241934_RWC	P605	hu_markers	B	719
GSE241934_RWC	P605	hu_markers	myeloid	351
GSE241934_RWC	P605	hu_markers	other	290
GSE241934_RWC	P605	hu_markers	plasma	248
GSE241934_RWC	P605	hu_markers	endothelial	93
GSE241934_RWC	P605	hu_markers	mast	57
GSE241934_RWC	P605	hu_markers	fibroblast	53
GSE241934_RWC	P605	hu_markers	neutrophil	9
GSE241934_RWC	P605	hu_markers	epithelial	9
GSE241934_RWC	P605	hu_collapsed	TNK	5994
GSE241934_RWC	P605	hu_collapsed	TLS	967
GSE241934_RWC	P605	hu_collapsed	myeloid	360
GSE241934_RWC	P605	hu_collapsed	other	290
GSE241934_RWC	P605	hu_collapsed	stromal	146
GSE241934_RWC	P605	hu_collapsed	mast	57
GSE241934_RWC	P605	hu_collapsed	epithelial	9
GSE241934_RWC	P609	author_major	T	2328
GSE241934_RWC	P609	author_major	B	1196
GSE241934_RWC	P609	author_major	myeloid	814
GSE241934_RWC	P609	author_major	fibroblast	183
GSE241934_RWC	P609	author_major	NK	124
GSE241934_RWC	P609	author_major	mast	115
GSE241934_RWC	P609	author_major	epithelial	76
GSE241934_RWC	P609	author_major	endothelial	55
GSE241934_RWC	P609	author_collapsed	TNK	2452
GSE241934_RWC	P609	author_collapsed	TLS	1196
GSE241934_RWC	P609	author_collapsed	myeloid	814
GSE241934_RWC	P609	author_collapsed	stromal	238
GSE241934_RWC	P609	author_collapsed	mast	115
GSE241934_RWC	P609	author_collapsed	epithelial	76
GSE241934_RWC	P609	author_fine_immune	TNK	2452
GSE241934_RWC	P609	author_fine_immune	TLS	1194
GSE241934_RWC	P609	author_fine_immune	other_immune	931
GSE241934_RWC	P609	author_fine_immune	stromal	238
GSE241934_RWC	P609	author_fine_immune	epithelial	76
GSE241934_RWC	P609	hu_markers	T	2047
GSE241934_RWC	P609	hu_markers	B	905
GSE241934_RWC	P609	hu_markers	myeloid	634
GSE241934_RWC	P609	hu_markers	plasma	532
GSE241934_RWC	P609	hu_markers	NK	204
GSE241934_RWC	P609	hu_markers	neutrophil	142
GSE241934_RWC	P609	hu_markers	other	141
GSE241934_RWC	P609	hu_markers	mast	108
GSE241934_RWC	P609	hu_markers	epithelial	73
GSE241934_RWC	P609	hu_markers	fibroblast	70
GSE241934_RWC	P609	hu_markers	endothelial	35
GSE241934_RWC	P609	hu_collapsed	TNK	2251
GSE241934_RWC	P609	hu_collapsed	TLS	1437
GSE241934_RWC	P609	hu_collapsed	myeloid	776
GSE241934_RWC	P609	hu_collapsed	other	141
GSE241934_RWC	P609	hu_collapsed	mast	108
GSE241934_RWC	P609	hu_collapsed	epithelial	73
GSE241934_RWC	P609	hu_collapsed	stromal	105
GSE241934_RWC	P64	author_major	T	2157
GSE241934_RWC	P64	author_major	B	1141
GSE241934_RWC	P64	author_major	fibroblast	745
GSE241934_RWC	P64	author_major	myeloid	456
GSE241934_RWC	P64	author_major	endothelial	385
GSE241934_RWC	P64	author_major	NK	240
GSE241934_RWC	P64	author_major	mast	222
GSE241934_RWC	P64	author_major	epithelial	48
GSE241934_RWC	P64	author_collapsed	TNK	2397
GSE241934_RWC	P64	author_collapsed	TLS	1141
GSE241934_RWC	P64	author_collapsed	stromal	1130
GSE241934_RWC	P64	author_collapsed	myeloid	456
GSE241934_RWC	P64	author_collapsed	mast	222
GSE241934_RWC	P64	author_collapsed	epithelial	48
GSE241934_RWC	P64	author_fine_immune	TNK	2397
GSE241934_RWC	P64	author_fine_immune	TLS	1138
GSE241934_RWC	P64	author_fine_immune	other_immune	681
GSE241934_RWC	P64	author_fine_immune	stromal	1130
GSE241934_RWC	P64	author_fine_immune	epithelial	48
GSE241934_RWC	P64	hu_markers	T	1916
GSE241934_RWC	P64	hu_markers	B	1040
GSE241934_RWC	P64	hu_markers	fibroblast	715
GSE241934_RWC	P64	hu_markers	myeloid	428
GSE241934_RWC	P64	hu_markers	endothelial	403
GSE241934_RWC	P64	hu_markers	NK	371
GSE241934_RWC	P64	hu_markers	mast	243
GSE241934_RWC	P64	hu_markers	plasma	113
GSE241934_RWC	P64	hu_markers	other	99
GSE241934_RWC	P64	hu_markers	epithelial	39
GSE241934_RWC	P64	hu_markers	neutrophil	27
GSE241934_RWC	P64	hu_collapsed	TNK	2287
GSE241934_RWC	P64	hu_collapsed	TLS	1153
GSE241934_RWC	P64	hu_collapsed	stromal	1118
GSE241934_RWC	P64	hu_collapsed	myeloid	455
GSE241934_RWC	P64	hu_collapsed	mast	243
GSE241934_RWC	P64	hu_collapsed	other	99
GSE241934_RWC	P64	hu_collapsed	epithelial	39
GSE241934_RWC	P70	author_major	T	2944
GSE241934_RWC	P70	author_major	B	2034
GSE241934_RWC	P70	author_major	myeloid	1153
GSE241934_RWC	P70	author_major	NK	270
GSE241934_RWC	P70	author_major	epithelial	248
GSE241934_RWC	P70	author_major	mast	84
GSE241934_RWC	P70	author_major	fibroblast	83
GSE241934_RWC	P70	author_major	endothelial	12
GSE241934_RWC	P70	author_collapsed	TNK	3214
GSE241934_RWC	P70	author_collapsed	TLS	2034
GSE241934_RWC	P70	author_collapsed	myeloid	1153
GSE241934_RWC	P70	author_collapsed	epithelial	248
GSE241934_RWC	P70	author_collapsed	mast	84
GSE241934_RWC	P70	author_collapsed	stromal	95
GSE241934_RWC	P70	author_fine_immune	TNK	3214
GSE241934_RWC	P70	author_fine_immune	TLS	2023
GSE241934_RWC	P70	author_fine_immune	other_immune	1248
