dataset,gene,comparison,group_hi,group_lo,n_hi,n_lo,median_hi,median_lo,mean_hi,mean_lo,log2fc_hi_vs_lo,auc,test,statistic,p_value
GSE246922_KP,Tacstd2,ICB_resistant_vs_parental,ICB_resistant,parental,9,3,8.31749133469909,8.71718785432083,8.408002494612507,8.611075074467166,-0.2030725798546591,0.2222222222222222,Mann-Whitney U,6.0,0.20909090909090908
GSE246922_KP,Tacstd2,IFNg_vs_parental,IFNg,parental,3,3,8.59804451148443,8.71718785432083,8.556658148687013,8.611075074467166,-0.05441692578015278,0.3333333333333333,Mann-Whitney U,3.0,0.7
GSE246922_KP,Cldn4,ICB_resistant_vs_parental,ICB_resistant,parental,9,3,9.14634124416426,9.42888968200698,9.212801815015593,9.200834554272097,0.01196726074349641,0.4074074074074074,Mann-Whitney U,11.0,0.7272727272727273
GSE246922_KP,Cldn4,IFNg_vs_parental,IFNg,parental,3,3,9.45979491911061,9.42888968200698,9.352610167667342,9.200834554272097,0.1517756133952446,0.5555555555555556,Mann-Whitney U,5.0,1.0
GSE246922_LLC1,Tacstd2,ICB_resistant_vs_parental,ICB_resistant,parental,3,3,8.02723036073961,8.13116904121045,8.05834235906409,8.1354184403366,-0.07707608127251042,0.1111111111111111,Mann-Whitney U,1.0,0.1840386271964254
GSE246922_LLC1,Tacstd2,IFNg_vs_parental,IFNg,parental,3,3,8.1269274707358,8.13116904121045,8.097235599375816,8.1354184403366,-0.0381828409607845,0.3333333333333333,Mann-Whitney U,3.0,0.7
GSE246922_LLC1,Cldn4,ICB_resistant_vs_parental,ICB_resistant,parental,3,3,8.02723036073961,8.22193000767532,8.058408943217536,8.224117314855471,-0.16570837163793506,0.1111111111111111,Mann-Whitney U,1.0,0.1840386271964254
GSE246922_LLC1,Cldn4,IFNg_vs_parental,IFNg,parental,3,3,8.02723036073961,8.22193000767532,8.149358655675938,8.224117314855471,-0.07475865917953328,0.3333333333333333,Mann-Whitney U,3.0,0.6579050194284821
