model,sample,gene,expr,group
KP,KP_1,Tacstd2,8.32522261329469,parental
KP,KP_2,Tacstd2,8.71718785432083,parental
KP,KP_3,Tacstd2,8.79081475578598,parental
KP,KPy_1,Tacstd2,8.59804451148443,IFNg
KP,KPy_2,Tacstd2,8.62061570371896,IFNg
KP,KPy_3,Tacstd2,8.45131423085765,IFNg
KP,ResKP2_1,Tacstd2,8.53726958041,ICB_resistant
KP,ResKP2_2,Tacstd2,8.47574669671821,ICB_resistant
KP,ResKP2_3,Tacstd2,8.87385351959719,ICB_resistant
KP,ResResKP_1,Tacstd2,8.31749133469909,ICB_resistant
KP,ResResKP_2,Tacstd2,8.29498942517119,ICB_resistant
KP,ResResKP_3,Tacstd2,8.17197413040804,ICB_resistant
KP,ResKPlate_1,Tacstd2,8.30006791308445,ICB_resistant
KP,ResKPlate_2,Tacstd2,8.27383460164939,ICB_resistant
KP,ResKPlate_3,Tacstd2,8.426795249775,ICB_resistant
KP,KP_1,Cldn4,8.63580012447764,parental
KP,KP_2,Cldn4,9.42888968200698,parental
KP,KP_3,Cldn4,9.53781385633167,parental
KP,KPy_1,Cldn4,9.45979491911061,IFNg
KP,KPy_2,Cldn4,9.46200325559986,IFNg
KP,KPy_3,Cldn4,9.13603232829155,IFNg
KP,ResKP2_1,Cldn4,9.30732543489828,ICB_resistant
KP,ResKP2_2,Cldn4,9.33946150597274,ICB_resistant
KP,ResKP2_3,Cldn4,9.95699304816431,ICB_resistant
KP,ResResKP_1,Cldn4,9.14634124416426,ICB_resistant
KP,ResResKP_2,Cldn4,9.2108696874071,ICB_resistant
KP,ResResKP_3,Cldn4,8.99097985769881,ICB_resistant
KP,ResKPlate_1,Cldn4,8.9789154902689,ICB_resistant
KP,ResKPlate_2,Cldn4,8.97856321895697,ICB_resistant
KP,ResKPlate_3,Cldn4,9.00576684760898,ICB_resistant
LLC1,LLC1_1,Tacstd2,8.13116904121045,parental
LLC1,LLC1_2,Tacstd2,8.10695472940574,parental
LLC1,LLC1_3,Tacstd2,8.16813155039361,parental
LLC1,LLC1y_1,Tacstd2,8.1269274707358,IFNg
LLC1,LLC1y_2,Tacstd2,8.02723036073961,IFNg
LLC1,LLC1y_3,Tacstd2,8.13754896665204,IFNg
LLC1,ResResLLC1_1,Tacstd2,8.02723036073961,ICB_resistant
LLC1,ResResLLC1_2,Tacstd2,8.02723036073961,ICB_resistant
LLC1,ResResLLC1_3,Tacstd2,8.12056635571305,ICB_resistant
LLC1,LLC1_1,Cldn4,8.22193000767532,parental
LLC1,LLC1_2,Cldn4,8.10738228415924,parental
LLC1,LLC1_3,Cldn4,8.34303965273185,parental
LLC1,LLC1y_1,Cldn4,8.02723036073961,IFNg
LLC1,LLC1y_2,Cldn4,8.02723036073961,IFNg
LLC1,LLC1y_3,Cldn4,8.39361524554859,IFNg
LLC1,ResResLLC1_1,Cldn4,8.02723036073961,ICB_resistant
LLC1,ResResLLC1_2,Cldn4,8.02723036073961,ICB_resistant
LLC1,ResResLLC1_3,Cldn4,8.12076610817339,ICB_resistant
