cohort	unit_id	unit_type	display	origin_or_tissue	n_cells	n_malignant	n_TNK	n_B	frac_TNK	frac_B	cldn4_pct	cldn4_mean	n_Other	frac_Other	cldn4_score	quartile	cldn4_q4q1	cldn4_median_high	cldn4_median_cut
GSE131907	GSE131907:BRONCHO_11	sample	BRONCHO_11	mLN	3178	203	809	1413	0.2545626179987413	0.4446192573945878	80.78817733990148	1.8059599708830327	956	0.30081812460667084	80.78817733990148	Q2		1.0	80.78817733990148
GSE131907	GSE131907:BRONCHO_58	sample	BRONCHO_58	tL/B	2813	460	1546	162	0.5495911837895485	0.0575897618201208	72.17391304347827	1.426353336223562	1105	0.3928190543903306	72.17391304347827	Q2		0.0	80.78817733990148
GSE131907	GSE131907:EBUS_06	sample	EBUS_06	tL/B	2303	1186	611	111	0.2653061224489796	0.0481980026052974	71.16357504215851	1.3552293035869711	1581	0.686495874945723	71.16357504215851	Q2		0.0	80.78817733990148
GSE131907	GSE131907:EBUS_10	sample	EBUS_10	mLN	5144	367	1530	2366	0.2974339035769829	0.4599533437013997	84.46866485013625	1.9049734855942484	1248	0.24261275272161742	84.46866485013625	Q3		1.0	80.78817733990148
GSE131907	GSE131907:EBUS_12	sample	EBUS_12	mLN	3115	257	328	176	0.1052969502407704	0.0565008025682183	88.32684824902724	2.3549040610356684	2611	0.8382022471910112	88.32684824902724	Q3		1.0	80.78817733990148
GSE131907	GSE131907:EBUS_13	sample	EBUS_13	mLN	3550	376	1150	1871	0.323943661971831	0.5270422535211268	0.2659574468085106	0.0018434765440424	529	0.14901408450704226	0.2659574468085106	Q1	0.0	0.0	80.78817733990148
GSE131907	GSE131907:EBUS_15	sample	EBUS_15	mLN	1105	256	479	39	0.4334841628959276	0.0352941176470588	47.265625	1.1294928392821784	587	0.5312217194570136	47.265625	Q1	0.0	0.0	80.78817733990148
GSE131907	GSE131907:EBUS_19	sample	EBUS_19	mLN	2112	217	1427	98	0.6756628787878788	0.0464015151515151	94.00921658986177	2.4779035334230066	587	0.2779356060606061	94.00921658986177	Q4	1.0	1.0	80.78817733990148
GSE131907	GSE131907:EBUS_28	sample	EBUS_28	tL/B	5182	4640	232	7	0.0447703589347742	0.0013508297954457	96.33620689655172	2.197978326433922	4943	0.95387881126978	96.33620689655172	Q4	1.0	1.0	80.78817733990148
GSE131907	GSE131907:EBUS_49	sample	EBUS_49	tL/B	1775	114	1126	189	0.6343661971830986	0.1064788732394366	49.122807017543856	0.9512107328950752	460	0.2591549295774648	49.122807017543856	Q1	0.0	0.0	80.78817733990148
GSE131907	GSE131907:EBUS_51	sample	EBUS_51	mLN	3275	1285	1143	99	0.3490076335877862	0.0302290076335877	85.36964980544747	1.581328884787959	2033	0.620763358778626	85.36964980544747	Q3		1.0	80.78817733990148
