n0	n1	lrt_stat	p_chi2	p_perm	n_perm	note	slice	split
6	5	12.642956574807613	0.005475939098364577	0.05	199	diagnostic_dm_lrt	GSE131907	q4q1
10	11	12.404323908835067	0.006118991159010898	0.015	199	diagnostic_dm_lrt	GSE131907	median
6	6	8.600800349166093	0.03509741298522401	0.07	199	diagnostic_dm_lrt	GSE205335	q4q1
11	11	7.690633795806207	0.05285735666884914	0.12	199	diagnostic_dm_lrt	GSE205335	median
12	11	18.126970087148948	0.00041410773218709344	0.015	199	diagnostic_dm_lrt	merge_within_cohort	q4q1
21	22	18.505862258840352	0.0003458639402008598	0.005	199	diagnostic_dm_lrt	merge_within_cohort	median
