leiden	n_cells	mean_CLDN4	mean_AT2
0	376	0.7305828946167456	0.013899539546727733
1	259	1.6272340192520036	0.457967951145488
2	676	0.5935440339867804	0.36092104470816594
3	319	1.4548179773673602	0.42087163689619705
4	292	2.2585849397093476	0.7105768564700503
5	210	1.8345141903320379	0.30823938091964953
6	214	2.0672696275612936	1.2374507391831961
7	143	1.1709284891063132	1.2216557256129996
8	202	1.6762928783885722	0.7014229296283219
9	151	0.7465487628698086	0.16780182217016415
10	144	1.381945656847164	0.5352524371622278
11	230	1.5539389754633177	0.04619297005490647
12	132	1.412995427501045	1.0662010713806656
13	108	0.0	0.028565124577735863
14	191	1.1199086774104121	3.1016005536641558
15	132	1.8896176207010935	0.2509664228103291
16	231	2.2324759439671262	0.32518197837753837
17	243	0.6199695558549716	0.054214328139872724
18	151	2.170185900793374	0.05170393169465132
19	185	0.8678396422728336	0.04243179511920214
20	142	0.9933676083525442	0.014988297784652584
21	148	1.5994754286019839	0.08592873388630966
22	245	0.15857719788425317	0.08620390325130815
23	154	1.604004815776126	0.010668949028213935
24	292	1.2025960258149695	0.04060230421237254
25	149	0.8020846117941431	0.0031368860127646034
26	119	2.4799126296090512	0.0232892323500989
27	148	1.443789997374238	0.06570065522865468
28	148	1.8364177247899995	0.02389250210588047
