tf	target	resource	confidence	effect	reference	note
KLF4	NOS3	CollecTRI		Activation	CollecTRI2:24797675;CollecTRI2:34043589;CollecTRI2:22430140;CollecTRI2:17339326;CollecTRI:22430140;CollecTRI2:30076931;CollecTRI2:24261709;CollecTRI2:32574508;CollecTRI:17339326;CollecTRI2:34942161;CollecTRI2:24156273;CollecTRI2:30917677;CollecTRI2:19858207	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	NOTCH1	CollecTRI		Activation	CollecTRI2:20442780;CollecTRI2:19717984;CollecTRI2:25644173;CollecTRI2:24599951;CollecTRI2:27186392;CollecTRI:19717984;CollecTRI:20442780	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	NPHS1	CollecTRI		Activation	CollecTRI2:26108068;CollecTRI2:31432191;CollecTRI2:31306741;CollecTRI:24812666;CollecTRI2:24812666	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	NPNT	CollecTRI		Activation	CollecTRI:23612709;CollecTRI2:23612709	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	NPPA	CollecTRI		Repression	CollecTRI:19729022;CollecTRI2:25100730;CollecTRI2:19729022	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	ODC1	CollecTRI		Repression	CollecTRI2:12297499;CollecTRI:12297499;TRRUST:12297499;CollecTRI:15570219;CollecTRI2:15570219;DoRothEA:12297499	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	PFKP	CollecTRI		Activation	CollecTRI2:21586797;TRRUST:21586797;CollecTRI:21586797;DoRothEA:21586797	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	PLAUR	CollecTRI		Activation	CollecTRI2:15031282;CollecTRI2:37834299;CollecTRI:15031282	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	POU5F1	CollecTRI		Activation	CollecTRI2:24892478;CollecTRI2:23272250;CollecTRI2:15358627;CollecTRI2:29105400;CollecTRI2:34117345;CollecTRI:20689077;CollecTRI2:19571885;CollecTRI2:20689077;CollecTRI2:28378634;CollecTRI2:27183216;CollecTRI2:37884729;CollecTRI2:23747203;CollecTRI2:20734354	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	PSG5	CollecTRI		Activation	CollecTRI:16563348;CollecTRI2:16563348	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	PTGS2	CollecTRI		Activation	CollecTRI2:28189744;CollecTRI:20946687;CollecTRI2:20946687;CollecTRI2:23895397	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	RARA	CollecTRI		Repression	CollecTRI2:19531492;TRRUST:19531492;DoRothEA:19531492;CollecTRI:19531492	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	SCARB1	CollecTRI		Activation	CollecTRI:20718868;CollecTRI2:20718868	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	SCN2A	CollecTRI		Activation	CollecTRI2:28825355;CollecTRI:20331458;CollecTRI2:20331458	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	SELE	CollecTRI		Repression	CollecTRI:24470523;CollecTRI2:24470523;CollecTRI2:29104011;CollecTRI2:29203245;CollecTRI:17209004;CollecTRI2:17209004	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	SERPINE1	CollecTRI		Repression	CollecTRI:16169848;CollecTRI2:16169848;CollecTRI2:26232617;CollecTRI2:21122397;CollecTRI2:26839446	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	SLC19A2	CollecTRI		Activation	CollecTRI2:12900388;CollecTRI2:34998824;CollecTRI:12900388	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	SLC39A4	CollecTRI		Activation	CollecTRI:19147802;CollecTRI2:23013362;CollecTRI2:19147802	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	SLC46A1	CollecTRI		Activation	CollecTRI2:28720846;CollecTRI2:23313509;CollecTRI:23313509	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	SLC4A7	CollecTRI		Activation	CollecTRI2:24088818;CollecTRI:24088818	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	SLC5A6	CollecTRI		Activation	CollecTRI2:16959947;CollecTRI2:17135299;CollecTRI2:34077272;CollecTRI2:25214397;CollecTRI:16959947;CollecTRI:17135299	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	SNAI2	CollecTRI		Repression	CollecTRI2:27102441;CollecTRI:22937066;CollecTRI2:22203039;CollecTRI2:27123593;CollecTRI2:22937066;CollecTRI2:31538102;CollecTRI:22203039;CollecTRI2:36289744;CollecTRI2:27296948	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	SOD1	CollecTRI		Repression	DoRothEA:23370975;TRRUST:23370975;CollecTRI2:23370975;CollecTRI:23370975	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	SOX2	CollecTRI		Activation	CollecTRI2:30713093;CollecTRI:20689077;CollecTRI2:36661504;CollecTRI2:19571885;CollecTRI2:20689077;CollecTRI2:28378634;CollecTRI2:28256619;CollecTRI2:29526737;CollecTRI2:37884729;CollecTRI2:31284949	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	SPRR1A	CollecTRI		Activation	CollecTRI:14647409;CollecTRI2:14647409	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	SPRR2A	CollecTRI		Activation	CollecTRI:14647409;CollecTRI2:14647409	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	STAR	CollecTRI		Repression	CollecTRI2:18056793;CollecTRI:18056793	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	TAGLN	CollecTRI		Activation	TRRUST:19486889;CollecTRI2:10954723;DoRothEA:19486889;CollecTRI2:18511453;CollecTRI2:21252119;CollecTRI2:19486889;CollecTRI2:22811558;CollecTRI:18511453;CollecTRI:19486889;CollecTRI2:17659301	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	TERT	CollecTRI		Activation	CollecTRI2:35506324;CollecTRI2:37502944;CollecTRI2:22723415;CollecTRI2:22308265;CollecTRI2:34789002;CollecTRI2:35508454;CollecTRI:20629177;CollecTRI2:27297181;CollecTRI2:28985359;CollecTRI2:20629177;CollecTRI:22723415	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	TGFB1	CollecTRI		Activation	CollecTRI2:32967761;CollecTRI2:37179359;CollecTRI2:23646205;CollecTRI2:34891002;CollecTRI2:23045286;CollecTRI2:31538102;CollecTRI2:12538588;CollecTRI:23646205;CollecTRI2:31830379;CollecTRI2:22282354;CollecTRI2:36425528	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	TGFBR1	CollecTRI		Activation	CollecTRI:20375011;CollecTRI2:20375011;CollecTRI2:31538102	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	THBD	CollecTRI		Activation	CollecTRI2:24797675;CollecTRI2:29940355;CollecTRI2:17339326;CollecTRI2:19661484;TRRUST:19661484;CollecTRI:17339326;CollecTRI:19661484;DoRothEA:19661484	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	TKT	CollecTRI		Activation	CollecTRI:18469187;CollecTRI2:18469187	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	TNF	CollecTRI		Activation	CollecTRI2:22378047;CollecTRI2:26018498;CollecTRI2:35592698;CollecTRI2:31337692;CollecTRI:22378047;CollecTRI2:33613460;CollecTRI2:30807577;CollecTRI2:20946687;CollecTRI2:20816834	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	TP53	CollecTRI		Activation	CollecTRI2:35506324;CollecTRI2:18511453;CollecTRI2:21132436;CollecTRI2:17308127;TRRUST:17308127;CollecTRI2:30578299;TRRUST:18511453;CollecTRI:16244670;CollecTRI2:12087069;SIGNOR:17308127;CollecTRI2:26729194;CollecTRI:17659301;CollecTRI2:18645021;DoRothEA:21132436;CollecTRI2:32789565;CollecTRI2:16244	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	TRH	CollecTRI		Activation	CollecTRI:21182892;CollecTRI2:21182892	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	VCAM1	CollecTRI		Repression	CollecTRI2:17339326;CollecTRI:24470523;CollecTRI2:36425528;CollecTRI2:24470523;CollecTRI2:29104011;CollecTRI2:30576919;CollecTRI2:26471129;CollecTRI:17209004;CollecTRI2:17209004	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	VDR	CollecTRI		Repression	CollecTRI:22677193;DoRothEA:22677193;CollecTRI2:22677193;TRRUST:22677193	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	VEGFA	CollecTRI		Activation	DoRothEA:23926105;CollecTRI2:34043589;CollecTRI:23926105;CollecTRI2:35733790;CollecTRI2:23926105;CollecTRI2:30607695;CollecTRI2:31140835;CollecTRI2:37908562;CollecTRI2:27431648;CollecTRI2:31281496;TRRUST:23926105;CollecTRI2:23451207;CollecTRI2:26214161;CollecTRI:23451207;CollecTRI2:28167653;CollecTR	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	VIM	CollecTRI		Activation	CollecTRI:23451207;CollecTRI2:31432191;CollecTRI2:29587259;CollecTRI2:27296948;CollecTRI2:25954999;CollecTRI2:31538102;CollecTRI2:23451207;CollecTRI2:27386862;CollecTRI2:25137052	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	ZNF750	CollecTRI		Activation	CollecTRI2:22364861;CollecTRI2:25228645;TRRUST:25228645;DoRothEA:25228645;CollecTRI:25228645	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	ATF3	DoRothEA	A	Activation	CollecTRI2:21205742;CollecTRI:21205742;TRRUST:21205742;DoRothEA:21205742	DoRothEA via OmniPath; curated/inferred TF-target, not a lung ChIP peak
KLF4	BIRC5	DoRothEA	A	Repression	DoRothEA:19361279;CollecTRI2:19361279;CollecTRI:19361279;TRRUST:19361279;CollecTRI2:35131381;HTRIdb:19361279	DoRothEA via OmniPath; curated/inferred TF-target, not a lung ChIP peak
KLF4	CCND1	DoRothEA	A	Activation	CollecTRI2:19737957;CollecTRI2:23867820;CollecTRI:21224073;CollecTRI2:11005769;CollecTRI2:21132436;CollecTRI2:30587813;CollecTRI2:28278702;CollecTRI2:24715357;CollecTRI2:18314491;CollecTRI2:21224073;CollecTRI2:19041854;CollecTRI2:17671182;CollecTRI:19737957;HTRIdb:10908361;TRRUST:10908361;CollecTRI2	DoRothEA via OmniPath; curated/inferred TF-target, not a lung ChIP peak
KLF4	CDH1	DoRothEA	A	Activation	CollecTRI2:35219646;CollecTRI:22854048;CollecTRI2:20356845;CollecTRI2:22407433;CollecTRI2:30154443;CollecTRI2:30097516;CollecTRI2:24573354;CollecTRI2:29568911;CollecTRI2:31538102;CollecTRI2:25137052;CollecTRI2:25879941;TRRUST:23376074;CollecTRI2:29587259;CollecTRI:22407433;CollecTRI2:26825466;Collec	DoRothEA via OmniPath; curated/inferred TF-target, not a lung ChIP peak
KLF4	CDKN1A	DoRothEA	A	Activation	CollecTRI2:19737957;CollecTRI2:32373233;CollecTRI2:22750490;CollecTRI:21224073;CollecTRI2:21132436;CollecTRI2:23007394;CollecTRI:10749849;CollecTRI2:16357509;CollecTRI2:26644403;CollecTRI2:16372018;CollecTRI2:23045286;CollecTRI2:27531889;HTRIdb:21652709;CollecTRI2:18314491;CollecTRI2:23372771;Collec	DoRothEA via OmniPath; curated/inferred TF-target, not a lung ChIP peak
KLF4	GPA33	DoRothEA	A	Activation	DoRothEA:19551868;CollecTRI2:12853980;CollecTRI:19551868;TRRUST:19551868;CollecTRI2:19551868;HTRIdb:19551868;CollecTRI:12853980	DoRothEA via OmniPath; curated/inferred TF-target, not a lung ChIP peak
KLF4	LAMA3	DoRothEA	A	Activation	TRRUST:11551969;DoRothEA:11551969;CollecTRI:11551969;CollecTRI2:11551969	DoRothEA via OmniPath; curated/inferred TF-target, not a lung ChIP peak
KLF4	NANOG	DoRothEA	A	Activation	DoRothEA:19522013;TRRUST:19522013;CollecTRI2:22891678;CollecTRI2:34552088;CollecTRI2:26943822;CollecTRI2:19816951;CollecTRI2:30097516;CollecTRI:19522013;CollecTRI2:29526737;CollecTRI2:23000426;CollecTRI2:19447925;CollecTRI2:20071344;CollecTRI2:19522013;CollecTRI2:22308265;CollecTRI2:23132827	DoRothEA via OmniPath; curated/inferred TF-target, not a lung ChIP peak
KLF4	NDRG1	DoRothEA	B	Activation	CollecTRI2:37356737	DoRothEA via OmniPath; curated/inferred TF-target, not a lung ChIP peak
KLF4	PFKP	DoRothEA	A	Activation	CollecTRI2:21586797;TRRUST:21586797;CollecTRI:21586797;DoRothEA:21586797	DoRothEA via OmniPath; curated/inferred TF-target, not a lung ChIP peak
KLF4	RARA	DoRothEA	A	Repression	CollecTRI2:19531492;TRRUST:19531492;DoRothEA:19531492;CollecTRI:19531492	DoRothEA via OmniPath; curated/inferred TF-target, not a lung ChIP peak
KLF4	THBD	DoRothEA	A	Activation	CollecTRI2:24797675;CollecTRI2:29940355;CollecTRI2:17339326;CollecTRI2:19661484;TRRUST:19661484;CollecTRI:17339326;CollecTRI:19661484;DoRothEA:19661484	DoRothEA via OmniPath; curated/inferred TF-target, not a lung ChIP peak
KLF4	VDR	DoRothEA	A	Repression	CollecTRI:22677193;DoRothEA:22677193;CollecTRI2:22677193;TRRUST:22677193	DoRothEA via OmniPath; curated/inferred TF-target, not a lung ChIP peak
KLF4	ALPI	TRRUST_v2		Activation	12919939	curated literature TF-target; not a ChIP peak
KLF4	ATF3	TRRUST_v2		Activation	21205742	curated literature TF-target; not a ChIP peak
KLF4	BDKRB2	TRRUST_v2		Activation	15632413	curated literature TF-target; not a ChIP peak
KLF4	BIRC5	TRRUST_v2		Repression	19361279	curated literature TF-target; not a ChIP peak
KLF4	CCNB1	TRRUST_v2		Repression	14627709	curated literature TF-target; not a ChIP peak
KLF4	CCND1	TRRUST_v2		Activation	21132436;21224073	curated literature TF-target; not a ChIP peak
KLF4	CD14	TRRUST_v2		Activation	17762869	curated literature TF-target; not a ChIP peak
KLF4	CDH1	TRRUST_v2		Activation	22407433;23376074	curated literature TF-target; not a ChIP peak
KLF4	CDH5	TRRUST_v2		Activation	20724706	curated literature TF-target; not a ChIP peak
KLF4	CDKN1A	TRRUST_v2		Activation	18645021;19737957;21132436;21652709	curated literature TF-target; not a ChIP peak
KLF4	CDKN1B	TRRUST_v2		Activation	22170594	curated literature TF-target; not a ChIP peak
KLF4	CDKN1C	TRRUST_v2		Activation	19544095	curated literature TF-target; not a ChIP peak
KLF4	CDX2	TRRUST_v2		Unknown	23202735	curated literature TF-target; not a ChIP peak
KLF4	CYP1A1	TRRUST_v2		Unknown	9651398	curated literature TF-target; not a ChIP peak
KLF4	GDF15	TRRUST_v2		Repression	22750490	curated literature TF-target; not a ChIP peak
KLF4	GPA33	TRRUST_v2		Activation	19551868	curated literature TF-target; not a ChIP peak
KLF4	HBA1	TRRUST_v2		Activation	20331458	curated literature TF-target; not a ChIP peak
KLF4	HBA2	TRRUST_v2		Activation	20331458	curated literature TF-target; not a ChIP peak
KLF4	HDC	TRRUST_v2		Repression	14670968;17827213	curated literature TF-target; not a ChIP peak
KLF4	HSPA8	TRRUST_v2		Activation	18379898	curated literature TF-target; not a ChIP peak
KLF4	IFITM3	TRRUST_v2		Repression	21531817	curated literature TF-target; not a ChIP peak
KLF4	IL1B	TRRUST_v2		Repression	22449968	curated literature TF-target; not a ChIP peak
KLF4	IL6	TRRUST_v2		Activation	23846700	curated literature TF-target; not a ChIP peak
KLF4	IVL	TRRUST_v2		Unknown	23599428	curated literature TF-target; not a ChIP peak
KLF4	KRT19	TRRUST_v2		Activation	10859317	curated literature TF-target; not a ChIP peak
KLF4	LAMA1	TRRUST_v2		Activation	17141338	curated literature TF-target; not a ChIP peak
KLF4	LAMA3	TRRUST_v2		Activation	11551969	curated literature TF-target; not a ChIP peak
KLF4	LXN	TRRUST_v2		Repression	23364479	curated literature TF-target; not a ChIP peak
KLF4	MMP2	TRRUST_v2		Activation	22407433	curated literature TF-target; not a ChIP peak
KLF4	NANOG	TRRUST_v2		Activation	19522013	curated literature TF-target; not a ChIP peak
KLF4	ODC1	TRRUST_v2		Repression	12297499	curated literature TF-target; not a ChIP peak
KLF4	PFKP	TRRUST_v2		Activation	21586797	curated literature TF-target; not a ChIP peak
KLF4	RARA	TRRUST_v2		Repression	19531492	curated literature TF-target; not a ChIP peak
KLF4	SOD1	TRRUST_v2		Repression	23370975	curated literature TF-target; not a ChIP peak
KLF4	TAGLN	TRRUST_v2		Unknown	19486889	curated literature TF-target; not a ChIP peak
KLF4	THBD	TRRUST_v2		Activation	19661484	curated literature TF-target; not a ChIP peak
KLF4	TP53	TRRUST_v2		Activation	21132436	curated literature TF-target; not a ChIP peak
KLF4	VDR	TRRUST_v2		Repression	22677193	curated literature TF-target; not a ChIP peak
KLF4	VEGFA	TRRUST_v2		Unknown	23926105	curated literature TF-target; not a ChIP peak
KLF4	ZNF750	TRRUST_v2		Unknown	25228645	curated literature TF-target; not a ChIP peak
NKX2-1	ABCA3	CollecTRI		Activation	CollecTRI2:15985750;DoRothEA:17890326;CollecTRI2:17890326;CollecTRI2:16982851;CollecTRI:17890326	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	ADCYAP1	CollecTRI		Activation	CollecTRI:19285000;CollecTRI2:19285000;CollecTRI:12122016;CollecTRI2:17464199;CollecTRI2:12122016;CollecTRI:17464199	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	AGER	CollecTRI		Repression	CollecTRI2:34466790;CollecTRI2:18390831;CollecTRI:18390831	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	APRT	CollecTRI		Activation	CollecTRI:11814682	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	BMP4	CollecTRI		Activation	CollecTRI:14960358;CollecTRI2:14960358;CollecTRI2:33015064	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	BTK	CollecTRI		Activation	CollecTRI:9528987;CollecTRI:11682631	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	CALCA	CollecTRI		Activation	CollecTRI:17412341;CollecTRI2:17412341	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	CCL11	CollecTRI		Activation	CollecTRI2:11820807;CollecTRI:11820807	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	CCNB1	CollecTRI		Activation	CollecTRI:22242187;CollecTRI2:22242187	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	CCNB2	CollecTRI		Activation	CollecTRI:22242187;CollecTRI2:22242187	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	CEBPA	CollecTRI		Activation	CollecTRI:16467360;CollecTRI2:16467360	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	CHRNA2	CollecTRI		Activation	CollecTRI:16033766	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	CHRNA7	CollecTRI		Activation	CollecTRI:16033766	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	CIP2A	CollecTRI		Activation	CollecTRI:17412341	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	DAXX	CollecTRI		Activation	CollecTRI:22209758	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	E2F3	CollecTRI		Activation	CollecTRI:22242187;CollecTRI2:22242187	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	EBP	CollecTRI		Activation	CollecTRI:9528987;CollecTRI:11682631	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	FLT1	CollecTRI		Activation	CollecTRI:7997232;CollecTRI2:7997232	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	GH1	CollecTRI		Activation	CollecTRI2:17706597;CollecTRI:17706597;CollecTRI2:8628271	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	GLB1	CollecTRI		Activation	CollecTRI:18033672	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	HGF	CollecTRI		Activation	CollecTRI2:10873600;CollecTRI:15037320;CollecTRI2:12817761	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	HHEX	CollecTRI		Activation	CollecTRI:12655000;CollecTRI2:12655000	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	HLA-A	CollecTRI		Activation	CollecTRI2:9653173;CollecTRI:9653173;CollecTRI2:10401666;CollecTRI:10401666	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	HMGA2	CollecTRI		Activation	CollecTRI2:29079814;CollecTRI2:23625920;CollecTRI:23625920;CollecTRI2:23523371;CollecTRI2:21471965	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	IKBKB	CollecTRI		Activation	CollecTRI2:25881545;CollecTRI2:23784082;CollecTRI:23784082	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	IL6	CollecTRI		Activation	CollecTRI2:25873746;CollecTRI2:11820807;CollecTRI:11820807	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	INS-IGF2	CollecTRI		Activation	CollecTRI:22155656	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	IRF2BPL	CollecTRI		Activation	CollecTRI:22209758;CollecTRI2:22209758	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	LHX6	CollecTRI		Activation	CollecTRI2:18339674;CollecTRI:18339674;CollecTRI2:30217225;CollecTRI2:33479483;CollecTRI2:21425409;CollecTRI2:24157949	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	LMO3	CollecTRI		Activation	DoRothEA:23322301;CollecTRI2:23322301;CollecTRI2:33980985;TRRUST:23322301;CollecTRI:23322301	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	MDK	CollecTRI		Activation	CollecTRI2:12761850;CollecTRI:12761850	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	MET	CollecTRI		Activation	CollecTRI:22242187;CollecTRI2:22242187	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	MUC5B	CollecTRI		Repression	CollecTRI:21126317;CollecTRI2:21126317	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	NES	CollecTRI		Activation	CollecTRI2:18033672;CollecTRI:18033672	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	NRP2	CollecTRI		Activation	CollecTRI:18786357;CollecTRI:18786351;CollecTRI2:18786351;CollecTRI2:18786357	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	OCLN	CollecTRI		Activation	CollecTRI:22761434;CollecTRI2:22761434	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	PAX8	CollecTRI		Activation	CollecTRI2:20470391;CollecTRI:20470391	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	PRDM13	CollecTRI		Activation	CollecTRI2:25546159;CollecTRI:25546159	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	PRL	CollecTRI		Activation	CollecTRI2:17706597;CollecTRI:17706597	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	PSAP	CollecTRI		Activation	CollecTRI:9468516	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	PTTG1	CollecTRI		Activation	CollecTRI:22209758;CollecTRI2:22209758	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	RET	CollecTRI		Activation	CollecTRI2:15548547;CollecTRI2:18081917;CollecTRI:15548547;CollecTRI:21677782;CollecTRI2:19853745;CollecTRI2:25267720;CollecTRI:18081917;TRRUST:19853745;CollecTRI2:17640327;DoRothEA:19853745;CollecTRI:19853745;CollecTRI:17640327;CollecTRI2:21677782	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	SCGB1A1	CollecTRI		Activation	CollecTRI2:17347682;CollecTRI:15576401;CollecTRI2:8628271;CollecTRI:20553735;CollecTRI2:12161423;CollecTRI2:17220277;CollecTRI2:27496897;CollecTRI:12161423;CollecTRI2:11682631;CollecTRI2:33015064;CollecTRI2:8065304;CollecTRI2:18406755	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	SCGB3A1	CollecTRI		Activation	CollecTRI:22797898;CollecTRI:18632661	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	SCGB3A2	CollecTRI		Activation	CollecTRI2:15485815;CollecTRI2:19418968;CollecTRI2:24514953;CollecTRI:15485815;CollecTRI:11682631;CollecTRI2:11682631;CollecTRI2:18535256;CollecTRI:18632661;CollecTRI2:20466451;CollecTRI:24514953;CollecTRI2:22797898;CollecTRI2:18632661;CollecTRI2:36094595;CollecTRI:22797898	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	SFTPA1	CollecTRI		Activation	DoRothEA:12040027;CollecTRI2:26203191;CollecTRI2:11713256;CollecTRI2:17237283;CollecTRI:12040027;CollecTRI2:7896788;CollecTRI2:33980985;CollecTRI2:14633512;TRRUST:12040027;CollecTRI2:18079322;CollecTRI2:29950925;CollecTRI2:10625644;CollecTRI2:8065304;HTRIdb:12040027;CollecTRI2:12040027;CollecTRI2:22	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	SFTPA2	CollecTRI		Activation	CollecTRI2:33980985;CollecTRI:9468516;CollecTRI2:9468516	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	SFTPB	CollecTRI		Activation	CollecTRI2:20418387;CollecTRI2:25079229;CollecTRI2:16960125;CollecTRI2:11152647;CollecTRI2:37962678;TRRUST:8065304;CollecTRI2:11820807;CollecTRI2:7900819;TRRUST:11274148;CollecTRI2:22739240;CollecTRI2:9396717;CollecTRI:16507635;CollecTRI:10710519;CollecTRI:9252399;CollecTRI2:11814682;CollecTRI2:1663	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	SFTPC	CollecTRI		Activation	CollecTRI:15576401;CollecTRI:16613858;CollecTRI2:20553735;CollecTRI2:10781423;CollecTRI2:18239190;CollecTRI:18239190;CollecTRI2:36094595;CollecTRI2:15576401;CollecTRI2:18602626;CollecTRI2:14645514;CollecTRI:20553735;CollecTRI:14645514;CollecTRI2:20020530;CollecTRI2:11733512;CollecTRI2:19498055;Colle	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	SFTPD	CollecTRI		Activation	CollecTRI2:10915785;CollecTRI:15173172;CollecTRI2:15173172;CollecTRI:10915785	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	SLC5A5	CollecTRI		Activation	CollecTRI2:37260320;CollecTRI2:25954249;CollecTRI2:10365677;CollecTRI2:23360087;CollecTRI:9328356;CollecTRI2:11508827;CollecTRI2:32941925	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
NKX2-1	SOD2	CollecTRI		Activation	CollecTRI:23784082	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
