sample	patient	fov	method	gene
Lung9_Rep1	Lung9	12	hmrf_program	FGFR1
Lung9_Rep1	Lung9	12	hmrf_program	FZD5
Lung9_Rep1	Lung9	12	hmrf_program	GPX1
Lung9_Rep1	Lung9	12	hmrf_program	GSTP1
Lung9_Rep1	Lung9	12	hmrf_program	H2AZ1
Lung9_Rep1	Lung9	12	hmrf_program	H4C3
Lung9_Rep1	Lung9	12	hmrf_program	HMGB2
Lung9_Rep1	Lung9	12	hmrf_program	HSP90AA1
Lung9_Rep1	Lung9	12	hmrf_program	HSP90AB1
Lung9_Rep1	Lung9	12	hmrf_program	HSP90B1
Lung9_Rep1	Lung9	12	hmrf_program	IFI27
Lung9_Rep1	Lung9	12	hmrf_program	IFITM1
Lung9_Rep1	Lung9	12	hmrf_program	JAG1
Lung9_Rep1	Lung9	12	hmrf_program	JUNB
Lung9_Rep1	Lung9	12	hmrf_program	KRT18
Lung9_Rep1	Lung9	12	hmrf_program	KRT19
Lung9_Rep1	Lung9	12	hmrf_program	KRT8
Lung9_Rep1	Lung9	12	hmrf_program	LDLR
Lung9_Rep1	Lung9	12	hmrf_program	MALAT1
Lung9_Rep1	Lung9	12	hmrf_program	MECOM
Lung9_Rep1	Lung9	12	hmrf_program	MIF
Lung9_Rep1	Lung9	12	hmrf_program	MZT2A
Lung9_Rep1	Lung9	12	hmrf_program	NOTCH3
Lung9_Rep1	Lung9	12	hmrf_program	PTGES3
Lung9_Rep1	Lung9	12	hmrf_program	RPL21
Lung9_Rep1	Lung9	12	hmrf_program	RPL22
Lung9_Rep1	Lung9	12	hmrf_program	RPL34
Lung9_Rep1	Lung9	12	hmrf_program	RPL37
Lung9_Rep1	Lung9	12	hmrf_program	SAT1
Lung9_Rep1	Lung9	12	hmrf_program	SOX4
Lung9_Rep1	Lung9	12	hmrf_program	STMN1
Lung9_Rep1	Lung9	12	hmrf_program	TUBB
Lung9_Rep1	Lung9	12	hmrf_program	TYK2
Lung9_Rep1	Lung9	12	hmrf_program	UBE2C
Lung9_Rep1	Lung9	12	hmrf_program	VEGFA
Lung9_Rep1	Lung9	12	hmrf_program	VIM
Lung9_Rep1	Lung9	12	hmrf_program	WNT7A
Lung9_Rep1	Lung9	13	hmrf_program	AGR2
Lung9_Rep1	Lung9	13	hmrf_program	AKT1
Lung9_Rep1	Lung9	13	hmrf_program	ALCAM
Lung9_Rep1	Lung9	13	hmrf_program	APP
Lung9_Rep1	Lung9	13	hmrf_program	BCL2
Lung9_Rep1	Lung9	13	hmrf_program	CALM2
Lung9_Rep1	Lung9	13	hmrf_program	CD24
Lung9_Rep1	Lung9	13	hmrf_program	CD40
Lung9_Rep1	Lung9	13	hmrf_program	CD81
Lung9_Rep1	Lung9	13	hmrf_program	CLDN4
Lung9_Rep1	Lung9	13	hmrf_program	DDR1
Lung9_Rep1	Lung9	13	hmrf_program	DNMT1
Lung9_Rep1	Lung9	13	hmrf_program	DNMT3A
Lung9_Rep1	Lung9	13	hmrf_program	EIF5A
Lung9_Rep1	Lung9	13	hmrf_program	EPCAM
Lung9_Rep1	Lung9	13	hmrf_program	EPHB4
Lung9_Rep1	Lung9	13	hmrf_program	ETV5
Lung9_Rep1	Lung9	13	hmrf_program	EZH2
Lung9_Rep1	Lung9	13	hmrf_program	FGFR1
Lung9_Rep1	Lung9	13	hmrf_program	FZD5
Lung9_Rep1	Lung9	13	hmrf_program	GSTP1
Lung9_Rep1	Lung9	13	hmrf_program	H2AZ1
Lung9_Rep1	Lung9	13	hmrf_program	H4C3
Lung9_Rep1	Lung9	13	hmrf_program	HMGB2
Lung9_Rep1	Lung9	13	hmrf_program	HSP90AA1
Lung9_Rep1	Lung9	13	hmrf_program	HSP90AB1
Lung9_Rep1	Lung9	13	hmrf_program	HSP90B1
Lung9_Rep1	Lung9	13	hmrf_program	HSPB1
Lung9_Rep1	Lung9	13	hmrf_program	IFI27
Lung9_Rep1	Lung9	13	hmrf_program	JAG1
Lung9_Rep1	Lung9	13	hmrf_program	JUN
Lung9_Rep1	Lung9	13	hmrf_program	JUNB
Lung9_Rep1	Lung9	13	hmrf_program	KRT18
Lung9_Rep1	Lung9	13	hmrf_program	KRT19
Lung9_Rep1	Lung9	13	hmrf_program	KRT8
Lung9_Rep1	Lung9	13	hmrf_program	LDLR
Lung9_Rep1	Lung9	13	hmrf_program	MECOM
Lung9_Rep1	Lung9	13	hmrf_program	MIF
Lung9_Rep1	Lung9	13	hmrf_program	MZT2A
Lung9_Rep1	Lung9	13	hmrf_program	NOTCH3
Lung9_Rep1	Lung9	13	hmrf_program	PTGES3
Lung9_Rep1	Lung9	13	hmrf_program	RPL21
Lung9_Rep1	Lung9	13	hmrf_program	RPL22
Lung9_Rep1	Lung9	13	hmrf_program	RPL37
Lung9_Rep1	Lung9	13	hmrf_program	SOX4
Lung9_Rep1	Lung9	13	hmrf_program	STMN1
Lung9_Rep1	Lung9	13	hmrf_program	TUBB
Lung9_Rep1	Lung9	13	hmrf_program	TYK2
Lung9_Rep1	Lung9	13	hmrf_program	WNT7A
Lung9_Rep1	Lung9	14	hmrf_program	AGR2
Lung9_Rep1	Lung9	14	hmrf_program	AKT1
Lung9_Rep1	Lung9	14	hmrf_program	ALCAM
Lung9_Rep1	Lung9	14	hmrf_program	BCL2
Lung9_Rep1	Lung9	14	hmrf_program	CALM2
Lung9_Rep1	Lung9	14	hmrf_program	CD24
Lung9_Rep1	Lung9	14	hmrf_program	CD81
Lung9_Rep1	Lung9	14	hmrf_program	CLDN4
Lung9_Rep1	Lung9	14	hmrf_program	DDR1
Lung9_Rep1	Lung9	14	hmrf_program	DNMT1
Lung9_Rep1	Lung9	14	hmrf_program	DNMT3A
Lung9_Rep1	Lung9	14	hmrf_program	EIF5A
Lung9_Rep1	Lung9	14	hmrf_program	EPCAM
Lung9_Rep1	Lung9	14	hmrf_program	EZH2
Lung9_Rep1	Lung9	14	hmrf_program	EZR
Lung9_Rep1	Lung9	14	hmrf_program	FGFR1
Lung9_Rep1	Lung9	14	hmrf_program	FZD5
Lung9_Rep1	Lung9	14	hmrf_program	GPX1
Lung9_Rep1	Lung9	14	hmrf_program	GSTP1
Lung9_Rep1	Lung9	14	hmrf_program	H2AZ1
Lung9_Rep1	Lung9	14	hmrf_program	H4C3
Lung9_Rep1	Lung9	14	hmrf_program	HMGB2
Lung9_Rep1	Lung9	14	hmrf_program	HSP90AA1
Lung9_Rep1	Lung9	14	hmrf_program	HSP90AB1
Lung9_Rep1	Lung9	14	hmrf_program	HSP90B1
Lung9_Rep1	Lung9	14	hmrf_program	JAG1
Lung9_Rep1	Lung9	14	hmrf_program	KRT18
Lung9_Rep1	Lung9	14	hmrf_program	KRT19
Lung9_Rep1	Lung9	14	hmrf_program	KRT8
Lung9_Rep1	Lung9	14	hmrf_program	LDLR
Lung9_Rep1	Lung9	14	hmrf_program	MECOM
Lung9_Rep1	Lung9	14	hmrf_program	MIF
Lung9_Rep1	Lung9	14	hmrf_program	MZT2A
Lung9_Rep1	Lung9	14	hmrf_program	NOTCH3
Lung9_Rep1	Lung9	14	hmrf_program	PTGES3
Lung9_Rep1	Lung9	14	hmrf_program	RPL21
Lung9_Rep1	Lung9	14	hmrf_program	RPL22
Lung9_Rep1	Lung9	14	hmrf_program	RPL37
Lung9_Rep1	Lung9	14	hmrf_program	S100A4
Lung9_Rep1	Lung9	14	hmrf_program	SOX4
Lung9_Rep1	Lung9	14	hmrf_program	STMN1
Lung9_Rep1	Lung9	14	hmrf_program	TUBB
Lung9_Rep1	Lung9	14	hmrf_program	TYK2
Lung9_Rep1	Lung9	14	hmrf_program	WNT7A
Lung9_Rep1	Lung9	15	hmrf_program	AGR2
Lung9_Rep1	Lung9	15	hmrf_program	AKT1
Lung9_Rep1	Lung9	15	hmrf_program	ALCAM
Lung9_Rep1	Lung9	15	hmrf_program	BCL2
Lung9_Rep1	Lung9	15	hmrf_program	CALM2
Lung9_Rep1	Lung9	15	hmrf_program	CD24
Lung9_Rep1	Lung9	15	hmrf_program	CD40
Lung9_Rep1	Lung9	15	hmrf_program	CD63
Lung9_Rep1	Lung9	15	hmrf_program	CD81
Lung9_Rep1	Lung9	15	hmrf_program	CLDN4
Lung9_Rep1	Lung9	15	hmrf_program	DDR1
Lung9_Rep1	Lung9	15	hmrf_program	DNMT1
Lung9_Rep1	Lung9	15	hmrf_program	DNMT3A
Lung9_Rep1	Lung9	15	hmrf_program	EIF5A
Lung9_Rep1	Lung9	15	hmrf_program	EPCAM
Lung9_Rep1	Lung9	15	hmrf_program	EPHB4
Lung9_Rep1	Lung9	15	hmrf_program	ETV5
Lung9_Rep1	Lung9	15	hmrf_program	EZH2
Lung9_Rep1	Lung9	15	hmrf_program	EZR
Lung9_Rep1	Lung9	15	hmrf_program	FGF9
Lung9_Rep1	Lung9	15	hmrf_program	FGFR1
Lung9_Rep1	Lung9	15	hmrf_program	FZD5
Lung9_Rep1	Lung9	15	hmrf_program	GSTP1
Lung9_Rep1	Lung9	15	hmrf_program	H2AZ1
Lung9_Rep1	Lung9	15	hmrf_program	H4C3
Lung9_Rep1	Lung9	15	hmrf_program	HMGB2
Lung9_Rep1	Lung9	15	hmrf_program	HSP90AA1
Lung9_Rep1	Lung9	15	hmrf_program	HSP90AB1
Lung9_Rep1	Lung9	15	hmrf_program	HSP90B1
Lung9_Rep1	Lung9	15	hmrf_program	IFI27
Lung9_Rep1	Lung9	15	hmrf_program	IFITM1
Lung9_Rep1	Lung9	15	hmrf_program	JAG1
Lung9_Rep1	Lung9	15	hmrf_program	KRT8
Lung9_Rep1	Lung9	15	hmrf_program	LDLR
Lung9_Rep1	Lung9	15	hmrf_program	LGALS3BP
Lung9_Rep1	Lung9	15	hmrf_program	MECOM
Lung9_Rep1	Lung9	15	hmrf_program	MIF
Lung9_Rep1	Lung9	15	hmrf_program	PTGES3
Lung9_Rep1	Lung9	15	hmrf_program	RPL21
Lung9_Rep1	Lung9	15	hmrf_program	RPL22
Lung9_Rep1	Lung9	15	hmrf_program	RPL37
Lung9_Rep1	Lung9	15	hmrf_program	SOX4
Lung9_Rep1	Lung9	15	hmrf_program	STMN1
Lung9_Rep1	Lung9	15	hmrf_program	TUBB
Lung9_Rep1	Lung9	15	hmrf_program	TYK2
Lung9_Rep1	Lung9	15	hmrf_program	WNT7A
Lung9_Rep1	Lung9	16	hmrf_program	AKT1
Lung9_Rep1	Lung9	16	hmrf_program	ALCAM
Lung9_Rep1	Lung9	16	hmrf_program	BCL2
Lung9_Rep1	Lung9	16	hmrf_program	CALM2
Lung9_Rep1	Lung9	16	hmrf_program	CD24
Lung9_Rep1	Lung9	16	hmrf_program	CD40
Lung9_Rep1	Lung9	16	hmrf_program	CD81
Lung9_Rep1	Lung9	16	hmrf_program	CLDN4
Lung9_Rep1	Lung9	16	hmrf_program	DDR1
Lung9_Rep1	Lung9	16	hmrf_program	DNMT1
Lung9_Rep1	Lung9	16	hmrf_program	DNMT3A
Lung9_Rep1	Lung9	16	hmrf_program	EIF5A
Lung9_Rep1	Lung9	16	hmrf_program	EPCAM
Lung9_Rep1	Lung9	16	hmrf_program	EPHB4
Lung9_Rep1	Lung9	16	hmrf_program	ETV5
Lung9_Rep1	Lung9	16	hmrf_program	EZH2
Lung9_Rep1	Lung9	16	hmrf_program	EZR
Lung9_Rep1	Lung9	16	hmrf_program	FGF9
Lung9_Rep1	Lung9	16	hmrf_program	FGFR1
Lung9_Rep1	Lung9	16	hmrf_program	FZD5
Lung9_Rep1	Lung9	16	hmrf_program	GPX1
Lung9_Rep1	Lung9	16	hmrf_program	GSTP1
Lung9_Rep1	Lung9	16	hmrf_program	H2AZ1
Lung9_Rep1	Lung9	16	hmrf_program	H4C3
Lung9_Rep1	Lung9	16	hmrf_program	HMGB2
Lung9_Rep1	Lung9	16	hmrf_program	HSP90AA1
Lung9_Rep1	Lung9	16	hmrf_program	HSP90AB1
Lung9_Rep1	Lung9	16	hmrf_program	HSP90B1
Lung9_Rep1	Lung9	16	hmrf_program	HSPB1
Lung9_Rep1	Lung9	16	hmrf_program	IFI27
Lung9_Rep1	Lung9	16	hmrf_program	IFITM1
Lung9_Rep1	Lung9	16	hmrf_program	JAG1
Lung9_Rep1	Lung9	16	hmrf_program	JUN
Lung9_Rep1	Lung9	16	hmrf_program	KRT18
Lung9_Rep1	Lung9	16	hmrf_program	KRT8
Lung9_Rep1	Lung9	16	hmrf_program	LDLR
Lung9_Rep1	Lung9	16	hmrf_program	MECOM
Lung9_Rep1	Lung9	16	hmrf_program	MIF
Lung9_Rep1	Lung9	16	hmrf_program	NOTCH3
Lung9_Rep1	Lung9	16	hmrf_program	PTGES3
Lung9_Rep1	Lung9	16	hmrf_program	RPL21
Lung9_Rep1	Lung9	16	hmrf_program	RPL22
Lung9_Rep1	Lung9	16	hmrf_program	RPL37
Lung9_Rep1	Lung9	16	hmrf_program	S100A4
Lung9_Rep1	Lung9	16	hmrf_program	SOX4
Lung9_Rep1	Lung9	16	hmrf_program	STMN1
Lung9_Rep1	Lung9	16	hmrf_program	TUBB
Lung9_Rep1	Lung9	16	hmrf_program	TYK2
Lung9_Rep1	Lung9	17	hmrf_program	AGR2
Lung9_Rep1	Lung9	17	hmrf_program	ALCAM
Lung9_Rep1	Lung9	17	hmrf_program	BCL2
Lung9_Rep1	Lung9	17	hmrf_program	CALM2
Lung9_Rep1	Lung9	17	hmrf_program	CD24
Lung9_Rep1	Lung9	17	hmrf_program	CD81
Lung9_Rep1	Lung9	17	hmrf_program	CLDN4
Lung9_Rep1	Lung9	17	hmrf_program	DNMT3A
Lung9_Rep1	Lung9	17	hmrf_program	EIF5A
Lung9_Rep1	Lung9	17	hmrf_program	EPCAM
Lung9_Rep1	Lung9	17	hmrf_program	EZH2
Lung9_Rep1	Lung9	17	hmrf_program	FGFR1
Lung9_Rep1	Lung9	17	hmrf_program	FZD5
Lung9_Rep1	Lung9	17	hmrf_program	GPX1
Lung9_Rep1	Lung9	17	hmrf_program	GSTP1
Lung9_Rep1	Lung9	17	hmrf_program	H2AZ1
Lung9_Rep1	Lung9	17	hmrf_program	H4C3
Lung9_Rep1	Lung9	17	hmrf_program	HMGB2
Lung9_Rep1	Lung9	17	hmrf_program	HSP90AA1
Lung9_Rep1	Lung9	17	hmrf_program	HSP90AB1
Lung9_Rep1	Lung9	17	hmrf_program	HSP90B1
Lung9_Rep1	Lung9	17	hmrf_program	JAG1
Lung9_Rep1	Lung9	17	hmrf_program	KRT18
Lung9_Rep1	Lung9	17	hmrf_program	KRT19
Lung9_Rep1	Lung9	17	hmrf_program	KRT8
Lung9_Rep1	Lung9	17	hmrf_program	MECOM
Lung9_Rep1	Lung9	17	hmrf_program	MIF
Lung9_Rep1	Lung9	17	hmrf_program	PTGES3
Lung9_Rep1	Lung9	17	hmrf_program	RPL21
Lung9_Rep1	Lung9	17	hmrf_program	RPL22
Lung9_Rep1	Lung9	17	hmrf_program	RPL37
Lung9_Rep1	Lung9	17	hmrf_program	S100A4
Lung9_Rep1	Lung9	17	hmrf_program	SOX4
Lung9_Rep1	Lung9	17	hmrf_program	STMN1
Lung9_Rep1	Lung9	17	hmrf_program	TUBB
Lung9_Rep1	Lung9	17	hmrf_program	TYK2
Lung9_Rep1	Lung9	18	hmrf_program	BCL2
Lung9_Rep1	Lung9	18	hmrf_program	CALM2
Lung9_Rep1	Lung9	18	hmrf_program	CD81
Lung9_Rep1	Lung9	18	hmrf_program	CLDN4
Lung9_Rep1	Lung9	18	hmrf_program	EIF5A
Lung9_Rep1	Lung9	18	hmrf_program	EPCAM
Lung9_Rep1	Lung9	18	hmrf_program	EZH2
Lung9_Rep1	Lung9	18	hmrf_program	FGFR1
Lung9_Rep1	Lung9	18	hmrf_program	FZD5
Lung9_Rep1	Lung9	18	hmrf_program	GPX1
Lung9_Rep1	Lung9	18	hmrf_program	GSTP1
Lung9_Rep1	Lung9	18	hmrf_program	H2AZ1
Lung9_Rep1	Lung9	18	hmrf_program	H4C3
Lung9_Rep1	Lung9	18	hmrf_program	HMGB2
Lung9_Rep1	Lung9	18	hmrf_program	HSP90AA1
Lung9_Rep1	Lung9	18	hmrf_program	HSP90AB1
Lung9_Rep1	Lung9	18	hmrf_program	HSP90B1
Lung9_Rep1	Lung9	18	hmrf_program	KRT8
Lung9_Rep1	Lung9	18	hmrf_program	MECOM
Lung9_Rep1	Lung9	18	hmrf_program	MIF
Lung9_Rep1	Lung9	18	hmrf_program	PTGES3
Lung9_Rep1	Lung9	18	hmrf_program	RPL21
Lung9_Rep1	Lung9	18	hmrf_program	RPL22
Lung9_Rep1	Lung9	18	hmrf_program	RPL37
Lung9_Rep1	Lung9	18	hmrf_program	SOX4
Lung9_Rep1	Lung9	18	hmrf_program	STMN1
Lung9_Rep1	Lung9	18	hmrf_program	TUBB
Lung9_Rep1	Lung9	18	hmrf_program	TYK2
Lung9_Rep1	Lung9	19	hmrf_program	AKT1
Lung9_Rep1	Lung9	19	hmrf_program	ALCAM
Lung9_Rep1	Lung9	19	hmrf_program	BCL2
Lung9_Rep1	Lung9	19	hmrf_program	CALM2
Lung9_Rep1	Lung9	19	hmrf_program	CD24
Lung9_Rep1	Lung9	19	hmrf_program	CD63
Lung9_Rep1	Lung9	19	hmrf_program	CD74
Lung9_Rep1	Lung9	19	hmrf_program	CD81
Lung9_Rep1	Lung9	19	hmrf_program	CLDN4
Lung9_Rep1	Lung9	19	hmrf_program	COL4A2
Lung9_Rep1	Lung9	19	hmrf_program	DDR1
Lung9_Rep1	Lung9	19	hmrf_program	DNMT1
Lung9_Rep1	Lung9	19	hmrf_program	DNMT3A
Lung9_Rep1	Lung9	19	hmrf_program	EIF5A
Lung9_Rep1	Lung9	19	hmrf_program	EPCAM
Lung9_Rep1	Lung9	19	hmrf_program	EPHB4
Lung9_Rep1	Lung9	19	hmrf_program	EZH2
Lung9_Rep1	Lung9	19	hmrf_program	EZR
Lung9_Rep1	Lung9	19	hmrf_program	FGFR1
Lung9_Rep1	Lung9	19	hmrf_program	FZD5
Lung9_Rep1	Lung9	19	hmrf_program	GPX1
Lung9_Rep1	Lung9	19	hmrf_program	GSTP1
Lung9_Rep1	Lung9	19	hmrf_program	H2AZ1
Lung9_Rep1	Lung9	19	hmrf_program	H4C3
Lung9_Rep1	Lung9	19	hmrf_program	HMGB2
Lung9_Rep1	Lung9	19	hmrf_program	HSP90AA1
Lung9_Rep1	Lung9	19	hmrf_program	HSP90AB1
Lung9_Rep1	Lung9	19	hmrf_program	HSP90B1
Lung9_Rep1	Lung9	19	hmrf_program	IFI27
Lung9_Rep1	Lung9	19	hmrf_program	IFITM1
Lung9_Rep1	Lung9	19	hmrf_program	JAG1
Lung9_Rep1	Lung9	19	hmrf_program	JUN
Lung9_Rep1	Lung9	19	hmrf_program	KRT18
Lung9_Rep1	Lung9	19	hmrf_program	KRT19
Lung9_Rep1	Lung9	19	hmrf_program	KRT7
Lung9_Rep1	Lung9	19	hmrf_program	KRT8
Lung9_Rep1	Lung9	19	hmrf_program	LGALS1
Lung9_Rep1	Lung9	19	hmrf_program	LGALS3BP
Lung9_Rep1	Lung9	19	hmrf_program	MECOM
Lung9_Rep1	Lung9	19	hmrf_program	MIF
Lung9_Rep1	Lung9	19	hmrf_program	NOTCH3
Lung9_Rep1	Lung9	19	hmrf_program	PTGES3
Lung9_Rep1	Lung9	19	hmrf_program	RPL21
Lung9_Rep1	Lung9	19	hmrf_program	RPL22
Lung9_Rep1	Lung9	19	hmrf_program	RPL37
Lung9_Rep1	Lung9	19	hmrf_program	S100A4
Lung9_Rep1	Lung9	19	hmrf_program	SOX4
Lung9_Rep1	Lung9	19	hmrf_program	STMN1
Lung9_Rep1	Lung9	19	hmrf_program	TUBB
Lung9_Rep1	Lung9	19	hmrf_program	TYK2
Lung9_Rep1	Lung9	19	hmrf_program	VIM
Lung9_Rep2	Lung9	3	hmrf_program	APP
Lung9_Rep2	Lung9	3	hmrf_program	CD63
Lung9_Rep2	Lung9	3	hmrf_program	CD81
Lung9_Rep2	Lung9	3	hmrf_program	CLDN4
Lung9_Rep2	Lung9	3	hmrf_program	DDR1
Lung9_Rep2	Lung9	3	hmrf_program	DNMT3A
Lung9_Rep2	Lung9	3	hmrf_program	EIF5A
Lung9_Rep2	Lung9	3	hmrf_program	EPCAM
Lung9_Rep2	Lung9	3	hmrf_program	EZH2
Lung9_Rep2	Lung9	3	hmrf_program	EZR
Lung9_Rep2	Lung9	3	hmrf_program	FGFR1
Lung9_Rep2	Lung9	3	hmrf_program	FZD5
Lung9_Rep2	Lung9	3	hmrf_program	GPX1
Lung9_Rep2	Lung9	3	hmrf_program	GSTP1
Lung9_Rep2	Lung9	3	hmrf_program	H4C3
Lung9_Rep2	Lung9	3	hmrf_program	HSP90AA1
Lung9_Rep2	Lung9	3	hmrf_program	HSP90AB1
Lung9_Rep2	Lung9	3	hmrf_program	HSP90B1
Lung9_Rep2	Lung9	3	hmrf_program	HSPB1
Lung9_Rep2	Lung9	3	hmrf_program	IFI27
Lung9_Rep2	Lung9	3	hmrf_program	IFITM1
Lung9_Rep2	Lung9	3	hmrf_program	IFITM3
Lung9_Rep2	Lung9	3	hmrf_program	KRT18
Lung9_Rep2	Lung9	3	hmrf_program	KRT7
Lung9_Rep2	Lung9	3	hmrf_program	KRT8
Lung9_Rep2	Lung9	3	hmrf_program	LGALS3BP
Lung9_Rep2	Lung9	3	hmrf_program	MIF
Lung9_Rep2	Lung9	3	hmrf_program	MZT2A
Lung9_Rep2	Lung9	3	hmrf_program	RPL21
Lung9_Rep2	Lung9	3	hmrf_program	RPL22
Lung9_Rep2	Lung9	3	hmrf_program	RPL34
Lung9_Rep2	Lung9	3	hmrf_program	RPL37
Lung9_Rep2	Lung9	3	hmrf_program	S100A6
Lung9_Rep2	Lung9	3	hmrf_program	SLPI
Lung9_Rep2	Lung9	3	hmrf_program	SOX4
Lung9_Rep2	Lung9	3	hmrf_program	STMN1
Lung9_Rep2	Lung9	3	hmrf_program	TUBB
Lung9_Rep2	Lung9	3	hmrf_program	TYK2
Lung9_Rep2	Lung9	4	hmrf_program	AKT1
Lung9_Rep2	Lung9	4	hmrf_program	APP
Lung9_Rep2	Lung9	4	hmrf_program	CD276
Lung9_Rep2	Lung9	4	hmrf_program	CD63
Lung9_Rep2	Lung9	4	hmrf_program	CD81
Lung9_Rep2	Lung9	4	hmrf_program	CD9
Lung9_Rep2	Lung9	4	hmrf_program	CLDN4
Lung9_Rep2	Lung9	4	hmrf_program	COL18A1
Lung9_Rep2	Lung9	4	hmrf_program	DNMT3A
Lung9_Rep2	Lung9	4	hmrf_program	EIF5A
Lung9_Rep2	Lung9	4	hmrf_program	EPCAM
Lung9_Rep2	Lung9	4	hmrf_program	EZR
Lung9_Rep2	Lung9	4	hmrf_program	FGFR1
Lung9_Rep2	Lung9	4	hmrf_program	GSTP1
Lung9_Rep2	Lung9	4	hmrf_program	HSP90AA1
Lung9_Rep2	Lung9	4	hmrf_program	HSP90B1
Lung9_Rep2	Lung9	4	hmrf_program	IFI27
Lung9_Rep2	Lung9	4	hmrf_program	IFITM1
Lung9_Rep2	Lung9	4	hmrf_program	IFITM3
Lung9_Rep2	Lung9	4	hmrf_program	KRT18
Lung9_Rep2	Lung9	4	hmrf_program	LGALS3BP
Lung9_Rep2	Lung9	4	hmrf_program	MALAT1
Lung9_Rep2	Lung9	4	hmrf_program	NOTCH3
Lung9_Rep2	Lung9	4	hmrf_program	PSAP
Lung9_Rep2	Lung9	4	hmrf_program	STMN1
Lung9_Rep2	Lung9	6	hmrf_program	CD81
Lung9_Rep2	Lung9	6	hmrf_program	CLDN4
Lung9_Rep2	Lung9	6	hmrf_program	GPX1
Lung9_Rep2	Lung9	6	hmrf_program	GSTP1
Lung9_Rep2	Lung9	6	hmrf_program	HLA-A
Lung9_Rep2	Lung9	6	hmrf_program	HLA-B
Lung9_Rep2	Lung9	6	hmrf_program	HLA-C
Lung9_Rep2	Lung9	6	hmrf_program	HSP90AB1
Lung9_Rep2	Lung9	6	hmrf_program	IFI27
Lung9_Rep2	Lung9	6	hmrf_program	KRT8
Lung9_Rep2	Lung9	6	hmrf_program	MALAT1
Lung9_Rep2	Lung9	6	hmrf_program	MIF
Lung9_Rep2	Lung9	6	hmrf_program	RPL21
Lung9_Rep2	Lung9	6	hmrf_program	RPL22
Lung9_Rep2	Lung9	6	hmrf_program	RPL37
Lung9_Rep2	Lung9	6	hmrf_program	SOX4
Lung9_Rep2	Lung9	6	hmrf_program	TUBB
Lung9_Rep2	Lung9	6	hmrf_program	TYK2
Lung9_Rep2	Lung9	12	hmrf_program	AKT1
Lung9_Rep2	Lung9	12	hmrf_program	APP
Lung9_Rep2	Lung9	12	hmrf_program	CD63
Lung9_Rep2	Lung9	12	hmrf_program	CD81
Lung9_Rep2	Lung9	12	hmrf_program	CD9
Lung9_Rep2	Lung9	12	hmrf_program	CLDN4
Lung9_Rep2	Lung9	12	hmrf_program	COL18A1
Lung9_Rep2	Lung9	12	hmrf_program	DDR1
Lung9_Rep2	Lung9	12	hmrf_program	EIF5A
Lung9_Rep2	Lung9	12	hmrf_program	EPCAM
Lung9_Rep2	Lung9	12	hmrf_program	EZR
Lung9_Rep2	Lung9	12	hmrf_program	FGFR1
Lung9_Rep2	Lung9	12	hmrf_program	GPX1
Lung9_Rep2	Lung9	12	hmrf_program	GSTP1
Lung9_Rep2	Lung9	12	hmrf_program	HSP90AB1
Lung9_Rep2	Lung9	12	hmrf_program	HSP90B1
Lung9_Rep2	Lung9	12	hmrf_program	IFITM1
Lung9_Rep2	Lung9	12	hmrf_program	IFITM3
Lung9_Rep2	Lung9	12	hmrf_program	KRT7
Lung9_Rep2	Lung9	12	hmrf_program	KRT8
Lung9_Rep2	Lung9	12	hmrf_program	LGALS1
Lung9_Rep2	Lung9	12	hmrf_program	LGALS3BP
Lung9_Rep2	Lung9	12	hmrf_program	MALAT1
Lung9_Rep2	Lung9	12	hmrf_program	MIF
Lung9_Rep2	Lung9	12	hmrf_program	PSAP
Lung9_Rep2	Lung9	12	hmrf_program	RPL22
Lung9_Rep2	Lung9	12	hmrf_program	RPL37
Lung9_Rep2	Lung9	12	hmrf_program	S100A4
Lung9_Rep2	Lung9	12	hmrf_program	S100A6
Lung9_Rep2	Lung9	12	hmrf_program	SLPI
Lung9_Rep2	Lung9	12	hmrf_program	TYK2
Lung9_Rep2	Lung9	16	hmrf_program	AKT1
Lung9_Rep2	Lung9	16	hmrf_program	APP
Lung9_Rep2	Lung9	16	hmrf_program	BCL2
Lung9_Rep2	Lung9	16	hmrf_program	CD63
Lung9_Rep2	Lung9	16	hmrf_program	CD81
Lung9_Rep2	Lung9	16	hmrf_program	CD9
Lung9_Rep2	Lung9	16	hmrf_program	CLDN4
Lung9_Rep2	Lung9	16	hmrf_program	COL18A1
Lung9_Rep2	Lung9	16	hmrf_program	DNMT3A
Lung9_Rep2	Lung9	16	hmrf_program	EIF5A
Lung9_Rep2	Lung9	16	hmrf_program	EPCAM
Lung9_Rep2	Lung9	16	hmrf_program	EZR
Lung9_Rep2	Lung9	16	hmrf_program	FGFR1
Lung9_Rep2	Lung9	16	hmrf_program	FZD5
Lung9_Rep2	Lung9	16	hmrf_program	GPX1
Lung9_Rep2	Lung9	16	hmrf_program	GSTP1
Lung9_Rep2	Lung9	16	hmrf_program	H4C3
Lung9_Rep2	Lung9	16	hmrf_program	HSP90AA1
Lung9_Rep2	Lung9	16	hmrf_program	HSP90AB1
Lung9_Rep2	Lung9	16	hmrf_program	HSP90B1
Lung9_Rep2	Lung9	16	hmrf_program	IFI27
Lung9_Rep2	Lung9	16	hmrf_program	IFITM1
Lung9_Rep2	Lung9	16	hmrf_program	IFITM3
