	CLDN4	CDH1	EPCAM	TACSTD2	KRT8	KRT18	KRT19	KRT7	ESAM	CDH5	CD8A	CD8B	PTPRC	COL1A1
CLDN4	0.0	4.89616060256958	10.813922882080078	10.812724113464355	10.164624214172363	5.926288604736328	11.137022018432617	9.345460891723633	-2.0604865550994873	-1.0469372272491455	-2.2242984771728516	-0.6890282034873962	-4.115130424499512	-6.492528915405273
CDH1	4.89616060256958	0.0	6.7692461013793945	5.135137557983398	5.743917465209961	3.802729606628418	8.486862182617188	5.380432605743408	-1.2307567596435547	-0.8532922863960266	-1.5294042825698853	-0.5270048379898071	-2.9261178970336914	-3.482165575027466
EPCAM	10.813922882080078	6.7692461013793945	0.0	7.7609100341796875	11.372501373291016	7.524818420410156	10.630828857421875	6.784652233123779	-2.4641342163085938	-0.9947764873504639	-2.602725028991699	-0.8205390572547913	-5.32591438293457	-6.111368179321289
TACSTD2	10.812724113464355	5.135137557983398	7.7609100341796875	0.0	8.149388313293457	4.661407470703125	10.97152328491211	9.671735763549805	-1.6815342903137207	-1.654983401298523	-1.9111098051071167	-0.6408344507217407	-3.497037410736084	-4.678313255310059
KRT8	10.164624214172363	5.743917465209961	11.372501373291016	8.149388313293457	0.0	8.805761337280273	12.627386093139648	9.927181243896484	-1.86306893825531	-1.0234960317611694	-2.165898561477661	-0.5937929153442383	-4.530779838562012	-5.802441596984863
KRT18	5.926288604736328	3.802729606628418	7.524818420410156	4.661407470703125	8.805761337280273	0.0	7.156373977661133	6.902802467346191	-1.160109519958496	-0.45139753818511963	-1.4523495435714722	-0.4285832643508911	-3.2565598487854004	-4.698131561279297
KRT19	11.137022018432617	8.486862182617188	10.630828857421875	10.97152328491211	12.627386093139648	7.156373977661133	0.0	12.008773803710938	-2.4798898696899414	-1.8771250247955322	-2.5172934532165527	-0.8961971998214722	-5.353577613830566	-8.638774871826172
KRT7	9.345460891723633	5.380432605743408	6.784652233123779	9.671735763549805	9.927181243896484	6.902802467346191	12.008773803710938	0.0	-0.5842837691307068	-0.9539034366607666	-1.9080051183700562	-0.6556060314178467	-3.450695514678955	-3.955657482147217
ESAM	-2.0604865550994873	-1.2307567596435547	-2.4641342163085938	-1.6815342903137207	-1.86306893825531	-1.160109519958496	-2.4798898696899414	-0.5842837691307068	0.0	3.358036994934082	0.5064783692359924	0.055207349359989166	0.7785183191299438	2.1577560901641846
CDH5	-1.0469372272491455	-0.8532922863960266	-0.9947764873504639	-1.654983401298523	-1.0234960317611694	-0.45139753818511963	-1.8771250247955322	-0.9539034366607666	3.358036994934082	0.0	0.18262611329555511	0.1628260314464569	0.0008555198437534273	0.8553141355514526
CD8A	-2.2242984771728516	-1.5294042825698853	-2.602725028991699	-1.9111098051071167	-2.165898561477661	-1.4523495435714722	-2.5172934532165527	-1.9080051183700562	0.5064783692359924	0.18262611329555511	0.0	0.7926722168922424	2.529266595840454	0.5145674347877502
CD8B	-0.6890282034873962	-0.5270048379898071	-0.8205390572547913	-0.6408344507217407	-0.5937929153442383	-0.4285832643508911	-0.8961971998214722	-0.6556060314178467	0.055207349359989166	0.1628260314464569	0.7926722168922424	0.0	0.5892029404640198	0.038734935224056244
PTPRC	-4.115130424499512	-2.9261178970336914	-5.32591438293457	-3.497037410736084	-4.530779838562012	-3.2565598487854004	-5.353577613830566	-3.450695514678955	0.7785183191299438	0.0008555198437534273	2.529266595840454	0.5892029404640198	0.0	2.572577476501465
COL1A1	-6.492528915405273	-3.482165575027466	-6.111368179321289	-4.678313255310059	-5.802441596984863	-4.698131561279297	-8.638774871826172	-3.955657482147217	2.1577560901641846	0.8553141355514526	0.5145674347877502	0.038734935224056244	2.572577476501465	0.0
