spec	geneset	smooth	score	subset	radius_um	patient_mean_rho	n_patients_neg	n_samples_neg	n_samples	n_fov	rho_Lung5	rho_Lung6	rho_Lung9	rho_Lung12	rho_Lung13
adhesion_ezr|ball15|pc1_resid_keratin|all|count30	adhesion_ezr	ball15	pc1_resid_keratin	all	30	-0.0723486668168388	5	8	8	225	-0.12317416952393759	-0.035930203370700735	-0.057105915725953534	-0.08573234594103109	-0.05980069952257098
program_ceacam|ball15|pc1_resid_keratin|tertile|count20	program_ceacam	ball15	pc1_resid_keratin	tertile	20	-0.07231032901339744	5	8	8	225	-0.11716021460159982	-0.02882983388013898	-0.0479860585930091	-0.1021260254723595	-0.06544951251987986
adhesion|ball60|pc1_resid_keratin|all|count30	adhesion	ball60	pc1_resid_keratin	all	30	-0.0722764556123934	5	8	8	225	-0.13671879003855747	-0.016049766816239885	-0.04379243633794807	-0.10523607889568573	-0.05958520597353585
program|hs60|pc1_resid_keratin|tertile|count30	program	hs60	pc1_resid_keratin	tertile	30	-0.0722642111208435	4	7	8	225	-0.11213840399422162	0.015507381325700868	-0.05549044665341904	-0.1177398621583142	-0.09145972412396346
adhesion_ezr|ball60|pc1_resid_keratin|quartile|count40	adhesion_ezr	ball60	pc1_resid_keratin	quartile	40	-0.07219054320909957	5	8	8	225	-0.14108981423663053	-0.007353242503202302	-0.03643350089118549	-0.12020233660398558	-0.05587382181049394
cldn4|ball25|mean|all|count100	cldn4	ball25	mean	all	100	-0.07217323040760672	3	6	8	225	-0.19549522525025442	0.04259261626347523	-0.07544446780026914	-0.1557208781190229	0.023201802868037698
cldn4|ball25|pc1|all|count100	cldn4	ball25	pc1	all	100	-0.07217323040760672	3	6	8	225	-0.19549522525025442	0.04259261626347523	-0.07544446780026914	-0.1557208781190229	0.023201802868037698
adhesion_ezr|hs30|pc1_resid_keratin|quartile|count30	adhesion_ezr	hs30	pc1_resid_keratin	quartile	30	-0.07214916321533156	5	8	8	224	-0.11501418661024859	-0.008971766960332356	-0.047409673937983524	-0.09814328097618367	-0.09120690759190966
program|ball60|pc1_resid_keratin|all|count30	program	ball60	pc1_resid_keratin	all	30	-0.07207427656275808	4	7	8	225	-0.12215466400616493	0.007219452735213135	-0.05120614704888679	-0.11796987640053733	-0.07626014809341455
adhesion|hmrf8|mean|tertile|count20	adhesion	hmrf8	mean	tertile	20	-0.07205954629310257	5	8	8	225	-0.15554196483971566	-0.04406253135854909	-0.04003355197683722	-0.04865260390631633	-0.07200707938409456
adhesion|ball60|pc1_resid_keratin|all|count75	adhesion	ball60	pc1_resid_keratin	all	75	-0.07192791741455304	4	7	8	225	-0.17131892481905822	-0.01618702646314762	-0.03937648453771729	-0.14714659510566722	0.014389443852825218
adhesion_ezr|hmrf8|mean|tertile|count20	adhesion_ezr	hmrf8	mean	tertile	20	-0.07183290825182734	5	8	8	225	-0.15001411162133607	-0.044047698085389886	-0.04032991656317477	-0.051989947844362505	-0.07278286714487339
adhesion_ezr|ball40|pc1_resid_keratin|all|count30	adhesion_ezr	ball40	pc1_resid_keratin	all	30	-0.07181787948457807	5	8	8	225	-0.12840377326022054	-0.011194349828007363	-0.048272786824181214	-0.10223709740655644	-0.06898139010392487
cldn4|raw|mean|quartile|count30	cldn4	raw	mean	quartile	30	-0.07179368684647476	4	7	8	225	-0.14636323431021947	0.007383688788348504	-0.046949230526989225	-0.10448655958106325	-0.06855309860245033
cldn4|raw|pc1|quartile|count30	cldn4	raw	pc1	quartile	30	-0.07179368684647476	4	7	8	225	-0.14636323431021947	0.007383688788348504	-0.046949230526989225	-0.10448655958106325	-0.06855309860245033
adhesion|hmrf8|pc1|tertile|count40	adhesion	hmrf8	pc1	tertile	40	-0.07157423365454954	5	8	8	225	-0.20444759482995953	-0.03920880987077339	-0.037835279390132086	-0.05784152630997904	-0.018537957871903713
cldn4|raw|mean|tertile|count30	cldn4	raw	mean	tertile	30	-0.07146646370479082	4	7	8	225	-0.14925642899211308	0.0065624527843835415	-0.04423289963362597	-0.10778051589703577	-0.06262492678556283
cldn4|raw|pc1|tertile|count30	cldn4	raw	pc1	tertile	30	-0.07146646370479082	4	7	8	225	-0.14925642899211308	0.0065624527843835415	-0.04423289963362597	-0.10778051589703577	-0.06262492678556283
adhesion_ezr|ball60|pc1_resid_keratin|quartile|count50	adhesion_ezr	ball60	pc1_resid_keratin	quartile	50	-0.07146270338244828	5	8	8	225	-0.15386564521221474	-0.006572309034006721	-0.03245496659392618	-0.12084527673487723	-0.04357531933721654
adhesion_ezr|hmrf8|pc1|tertile|count40	adhesion_ezr	hmrf8	pc1	tertile	40	-0.07106599451069988	5	8	8	225	-0.19688588518765254	-0.03544237658884144	-0.04153042880708083	-0.06154842567279437	-0.0199228562971302
adhesion|hmrf8|pc1|tertile|count20	adhesion	hmrf8	pc1	tertile	20	-0.0710442425931472	5	8	8	225	-0.15862659970545775	-0.045532173821863135	-0.04239805764033835	-0.048942367133668396	-0.05972201466440841
adhesion|ball25|pc1_resid_keratin|quartile|count30	adhesion	ball25	pc1_resid_keratin	quartile	30	-0.07103391960293831	5	8	8	225	-0.12632409275779286	-0.009677756402661847	-0.0498515238597094	-0.09115241101817392	-0.07816381397635354
adhesion|ball15|pc1_resid_keratin|tertile|count30	adhesion	ball15	pc1_resid_keratin	tertile	30	-0.07103096012778767	5	8	8	225	-0.1365372384493192	-0.016404451902205713	-0.05516566253252855	-0.08056997216141504	-0.06647747559346989
adhesion_ezr|ball15|pc1_resid_keratin|all|count50	adhesion_ezr	ball15	pc1_resid_keratin	all	50	-0.07098546553937868	5	8	8	225	-0.12853302390111535	-0.028118533247986605	-0.06210872845523843	-0.09843634430518645	-0.03773069778736656
adhesion_ezr|ball40|pc1_resid_keratin|quartile|count40	adhesion_ezr	ball40	pc1_resid_keratin	quartile	40	-0.07094401490165891	5	8	8	225	-0.11669433541111283	-0.006335389446470412	-0.04144471833295935	-0.1209931377087569	-0.06925249360899503
adhesion|ball40|pc1_resid_keratin|quartile|count50	adhesion	ball40	pc1_resid_keratin	quartile	50	-0.07088816595962744	5	8	8	225	-0.14270425718402363	-0.020626228644843498	-0.04038223034850698	-0.11331580995361877	-0.03741230366714425
keratin|hmrf8|pc1|tertile|count100	keratin	hmrf8	pc1	tertile	100	-0.07071819614313572	4	7	8	225	-0.23712075589298567	-0.07712162715136972	-0.026340491022357637	-0.0945010824162258	0.0814929757672602
adhesion|ball15|pc1_resid_keratin|quartile|count40	adhesion	ball15	pc1_resid_keratin	quartile	40	-0.07069195002424976	5	8	8	225	-0.12750897974129557	-0.015173683654914071	-0.054174578095271264	-0.09343034017542118	-0.06317216845434674
adhesion|hmrf8|mean|tertile|count40	adhesion	hmrf8	mean	tertile	40	-0.07061229342687449	5	8	8	225	-0.19782932849460413	-0.03748598566232161	-0.03256445652892945	-0.0576393505597994	-0.027542345888717797
adhesion|ball40|pc1_resid_keratin|quartile|count30	adhesion	ball40	pc1_resid_keratin	quartile	30	-0.07047001080168616	5	8	8	225	-0.12904163673481908	-0.016834347964439854	-0.0356701430341646	-0.09211046963478355	-0.07869345664022376
adhesion_ezr|ball15|pc1_resid_keratin|tertile|count20	adhesion_ezr	ball15	pc1_resid_keratin	tertile	20	-0.07041697221403308	5	8	8	225	-0.09932748736306625	-0.04791605699018445	-0.045135889941292896	-0.0878957019607203	-0.07180972481490151
program_ceacam|ball15|pc1_resid_keratin|all|count20	program_ceacam	ball15	pc1_resid_keratin	all	20	-0.070268002233731	5	8	8	225	-0.1221319317623179	-0.024836671421028286	-0.048338333783906944	-0.09395179999386861	-0.062081274207533274
cldn4|raw|mean|quartile|count50	cldn4	raw	mean	quartile	50	-0.07017356026874347	4	7	8	225	-0.15375313362659931	0.023674635197664246	-0.0558471333391237	-0.11869715901977382	-0.04624501055588476
cldn4|raw|pc1|quartile|count50	cldn4	raw	pc1	quartile	50	-0.07017356026874347	4	7	8	225	-0.15375313362659931	0.023674635197664246	-0.0558471333391237	-0.11869715901977382	-0.04624501055588476
adhesion|hs30|pc1_resid_keratin|all|count75	adhesion	hs30	pc1_resid_keratin	all	75	-0.07016949087128133	4	7	8	225	-0.1639320477792641	-0.022839258944989813	-0.040858910893334134	-0.14459615141676446	0.021378914677945834
program|hs60|pc1_resid_keratin|all|count30	program	hs60	pc1_resid_keratin	all	30	-0.07007974071398075	4	7	8	225	-0.11188949070451447	0.01059088590190458	-0.054586962973567056	-0.10998197917119636	-0.0845311566225305
program|hs15|pc1_resid_keratin|quartile|count100	program	hs15	pc1_resid_keratin	quartile	100	-0.06991985179445724	3	6	8	225	-0.22914717023017683	0.06031538534797234	-0.05973827224925841	-0.17338030949214292	0.05235110765131963
adhesion_ezr|hs30|pc1_resid_keratin|quartile|count50	adhesion_ezr	hs30	pc1_resid_keratin	quartile	50	-0.0698512130316166	5	8	8	225	-0.12278636785311707	-0.008902923469777321	-0.04458845529079647	-0.11995816791537713	-0.053020150629015016
program|hmrf8|mean|quartile|count75	program	hmrf8	mean	quartile	75	-0.06984405721134637	4	7	8	225	-0.24541416887337156	-0.05349359388975995	-0.047524095246600465	-0.09982141271016588	0.09703298466316604
adhesion_ezr|ball15|pc1_resid_keratin|quartile|count20	adhesion_ezr	ball15	pc1_resid_keratin	quartile	20	-0.06974962441848691	5	8	8	225	-0.08786435848644115	-0.05063054464353665	-0.043923073807555474	-0.08721136107751917	-0.07911878407738207
program|hmrf8|mean|tertile|count75	program	hmrf8	mean	tertile	75	-0.0696650290149928	4	7	8	225	-0.23643807382462959	-0.05147273120368129	-0.04325646010546539	-0.10223860260122386	0.08508072266003613
adhesion|ball15|pc1_resid_keratin|all|count40	adhesion	ball15	pc1_resid_keratin	all	40	-0.06964338375162707	5	8	8	225	-0.14789083423090635	-0.012254682086028664	-0.055005182998539515	-0.0891232137656124	-0.04394300567704846
adhesion_ezr|ball60|pc1_resid_keratin|all|count30	adhesion_ezr	ball60	pc1_resid_keratin	all	30	-0.06949138512378479	5	8	8	225	-0.13256646017875728	-0.006256514669443976	-0.043710694987293956	-0.10360471329297342	-0.0613185424904553
adhesion|raw|mean|all|count100	adhesion	raw	mean	all	100	-0.06948186314012661	4	7	8	225	-0.211015563575749	-0.02460542489556024	-0.04665878969375661	-0.10461906133806317	0.03948952380249594
adhesion|ball15|pc1_resid_keratin|tertile|count50	adhesion	ball15	pc1_resid_keratin	tertile	50	-0.06947795480379142	5	8	8	225	-0.1394065494951605	-0.006799376878575991	-0.05875799488927851	-0.09943294693851387	-0.04299290581742819
adhesion_ezr|hs60|pc1_resid_keratin|all|count30	adhesion_ezr	hs60	pc1_resid_keratin	all	30	-0.0694077114478335	5	8	8	225	-0.1218449955732514	-0.012578125548511175	-0.04593016912182616	-0.09703164916525223	-0.06965361783032661
cldn4|raw|mean|tertile|count50	cldn4	raw	mean	tertile	50	-0.06926137459419082	4	7	8	225	-0.15583677186294803	0.02268947665706405	-0.05089428802169066	-0.12142543091198743	-0.04083985883139208
cldn4|raw|pc1|tertile|count50	cldn4	raw	pc1	tertile	50	-0.06926137459419082	4	7	8	225	-0.15583677186294803	0.02268947665706405	-0.05089428802169066	-0.12142543091198743	-0.04083985883139208
adhesion_ezr|hmrf8|mean|tertile|count40	adhesion_ezr	hmrf8	mean	tertile	40	-0.06925523114227053	5	8	8	225	-0.18919818177161143	-0.033888720317813384	-0.036927953926359176	-0.061326815564761585	-0.02493448413080704
cldn4|ball15|mean|tertile|count100	cldn4	ball15	mean	tertile	100	-0.0691218993366777	3	6	8	225	-0.2072635405060176	0.03935941889152445	-0.0639434389344952	-0.13915554788500586	0.025393611750605748
cldn4|ball15|pc1|tertile|count100	cldn4	ball15	pc1	tertile	100	-0.0691218993366777	3	6	8	225	-0.2072635405060176	0.03935941889152445	-0.0639434389344952	-0.13915554788500586	0.025393611750605748
adhesion|hs60|pc1_resid_keratin|tertile|count75	adhesion	hs60	pc1_resid_keratin	tertile	75	-0.06909993960352298	4	6	8	225	-0.17003665968264248	-0.023572795332954966	-0.023195892263179696	-0.1553807756956899	0.026686424956852202
cldn4|raw|mean|all|count40	cldn4	raw	mean	all	40	-0.06900027542477674	4	7	8	225	-0.15160309524115456	0.014167050048765388	-0.04056111916698659	-0.12486654475886505	-0.04213766800564288
cldn4|raw|pc1|all|count40	cldn4	raw	pc1	all	40	-0.06900027542477674	4	7	8	225	-0.15160309524115456	0.014167050048765388	-0.04056111916698659	-0.12486654475886505	-0.04213766800564288
adhesion_ezr|hs60|pc1_resid_keratin|tertile|count30	adhesion_ezr	hs60	pc1_resid_keratin	tertile	30	-0.06897675778185468	5	8	8	225	-0.11742726482777241	-0.00928665721747693	-0.04488210625223205	-0.09942218153034636	-0.07386557908144567
adhesion|hmrf8|mean|all|count30	adhesion	hmrf8	mean	all	30	-0.06895942593907342	5	8	8	225	-0.16510782641879745	-0.04340246071958479	-0.033905900979328926	-0.05188954920539794	-0.05049139237225799
program_ceacam|hmrf8|pc1|all|count75	program_ceacam	hmrf8	pc1	all	75	-0.06888612525259981	4	7	8	225	-0.23114342117289283	-0.05931731369350934	-0.03387728670692419	-0.11073998074023861	0.09064737605056594
adhesion_ezr|ball60|pc1_resid_keratin|quartile|count30	adhesion_ezr	ball60	pc1_resid_keratin	quartile	30	-0.06887829356036114	5	8	8	225	-0.1256778591282666	-0.00664395019176445	-0.034326341576847656	-0.10167223501458332	-0.07607108189034369
adhesion|ball60|pc1_resid_keratin|tertile|count75	adhesion	ball60	pc1_resid_keratin	tertile	75	-0.06871872664277522	4	6	8	225	-0.17488210860810338	-0.01236480757550808	-0.02505654860559186	-0.14989280187013068	0.01860263344545795
adhesion_ezr|raw|mean|all|count100	adhesion_ezr	raw	mean	all	100	-0.06868100892854777	4	7	8	225	-0.19662862014201796	-0.01518186593553198	-0.05127139125768143	-0.11947722968071775	0.039154062373210244
adhesion_ezr|ball40|pc1_resid_keratin|quartile|count30	adhesion_ezr	ball40	pc1_resid_keratin	quartile	30	-0.0685880826713196	5	8	8	225	-0.10801658138506855	-0.007427982275364234	-0.03966150616460396	-0.10082289950837142	-0.0870114440231899
program|raw|pc1_resid_keratin|all|count30	program	raw	pc1_resid_keratin	all	30	-0.06848367064694151	5	8	8	225	-0.12556523398692054	-0.037444343197736936	-0.048094365572765405	-0.080729995135906	-0.05058441534137863
program|ball60|pc1_resid_keratin|tertile|count100	program	ball60	pc1_resid_keratin	tertile	100	-0.06844305191041876	3	6	8	225	-0.22239472074749467	0.06760064380704256	-0.030225373083814677	-0.19568562876198056	0.038489819234153545
adhesion|hmrf8|pc1|all|count30	adhesion	hmrf8	pc1	all	30	-0.0684041622579445	5	8	8	225	-0.16672287863379368	-0.04322293552514794	-0.035223315143361314	-0.052082940959903685	-0.04476874102751587
adhesion_ezr|ball60|pc1_resid_keratin|all|count75	adhesion_ezr	ball60	pc1_resid_keratin	all	75	-0.06837849019543898	4	7	8	225	-0.16472609643632719	-0.00027306795108285624	-0.038784493559020666	-0.14462456063896573	0.006515767608201545
adhesion_ezr|hmrf8|mean|all|count30	adhesion_ezr	hmrf8	mean	all	30	-0.06836541188984108	5	8	8	225	-0.15928722719591143	-0.04206087118216117	-0.03583945289454271	-0.05454035693656338	-0.050099151240026694
adhesion_ezr|ball40|pc1_resid_keratin|quartile|count50	adhesion_ezr	ball40	pc1_resid_keratin	quartile	50	-0.06829264227389088	5	8	8	225	-0.12024524679653877	-0.009174988425966153	-0.04103734901887301	-0.12463311597192998	-0.04637251115614647
program|ball15|pc1_resid_keratin|quartile|count100	program	ball15	pc1_resid_keratin	quartile	100	-0.06826364201241078	3	6	8	225	-0.18479000364096293	0.0026314362444539684	-0.06529325829543965	-0.13103686856889393	0.03717048419878865
adhesion|ball15|pc1_resid_keratin|quartile|count30	adhesion	ball15	pc1_resid_keratin	quartile	30	-0.06823203191893636	5	8	8	225	-0.12275395112123415	-0.016443542308962337	-0.05342226326283241	-0.07479268104673606	-0.07374772185491679
adhesion|ball15|pc1_resid_keratin|all|count30	adhesion	ball15	pc1_resid_keratin	all	30	-0.06806917472125598	5	8	8	225	-0.1407006259229308	-0.013844292259983973	-0.05344661367728265	-0.07699353522266708	-0.05536080652341542
program|ball60|pc1_resid_keratin|quartile|count100	program	ball60	pc1_resid_keratin	quartile	100	-0.06789650293591695	3	5	8	225	-0.23942711540700334	0.07379315186633496	-0.016520625403608387	-0.19941695501456597	0.04208902927925793
program_ceacam|hs15|pc1_resid_keratin|quartile|count20	program_ceacam	hs15	pc1_resid_keratin	quartile	20	-0.06787602262448902	4	7	8	225	-0.10678148399905174	0.009930991558918892	-0.05307734097209271	-0.10793630484277192	-0.08151597486744767
program|hs15|pc1_resid_keratin|tertile|count100	program	hs15	pc1_resid_keratin	tertile	100	-0.06782720690190795	3	6	8	225	-0.2133730142102776	0.061019299799522767	-0.0659623857903393	-0.16480582324960266	0.043985888941157084
cldn4|raw|mean|all|count30	cldn4	raw	mean	all	30	-0.06782050774672325	4	7	8	225	-0.14635783305420041	0.006440579669574747	-0.037896225550468995	-0.10958513053235737	-0.05170392926616431
cldn4|raw|pc1|all|count30	cldn4	raw	pc1	all	30	-0.06782050774672325	4	7	8	225	-0.14635783305420041	0.006440579669574747	-0.037896225550468995	-0.10958513053235737	-0.05170392926616431
program_ceacam|raw|pc1_resid_keratin|quartile|count20	program_ceacam	raw	pc1_resid_keratin	quartile	20	-0.06775593511432286	5	8	8	224	-0.11253035833726344	-0.038431533471697706	-0.03953455599939389	-0.08838323719664411	-0.05989999056661516
program_ceacam|hmrf8|mean|all|count75	program_ceacam	hmrf8	mean	all	75	-0.06769624669559264	4	7	8	225	-0.21972242538364556	-0.049775709190934055	-0.034585361213093906	-0.10040723587580912	0.0660094981855194
program_ceacam|raw|pc1_resid_keratin|tertile|count20	program_ceacam	raw	pc1_resid_keratin	tertile	20	-0.06768402271738733	5	8	8	225	-0.11859558351718756	-0.03573346337958773	-0.040369973356504725	-0.08518607005384427	-0.05853502327981234
program_ceacam|ball25|pc1_resid_keratin|tertile|count20	program_ceacam	ball25	pc1_resid_keratin	tertile	20	-0.06756966592615934	5	8	8	225	-0.11533588118703218	-0.0006877574340969747	-0.057732412407431204	-0.09150250246444809	-0.0725897761377882
program|raw|pc1_resid_keratin|all|count75	program	raw	pc1_resid_keratin	all	75	-0.06756936513005425	5	8	8	225	-0.14660912634262704	-0.02490124079427442	-0.06086409260163906	-0.0915092362797274	-0.01396312963200332
program_ceacam|ball25|pc1_resid_keratin|quartile|count20	program_ceacam	ball25	pc1_resid_keratin	quartile	20	-0.06755987682456437	5	8	8	225	-0.11241899887671139	-0.0006218601693777992	-0.05814894582619968	-0.09587324472074259	-0.07073633452979038
adhesion_ezr|hmrf8|pc1|all|count30	adhesion_ezr	hmrf8	pc1	all	30	-0.06748226082840654	5	8	8	225	-0.16174237469491837	-0.041792546405481794	-0.036924955382449415	-0.054730395984544586	-0.04222103167463856
program|raw|pc1_resid_keratin|quartile|count100	program	raw	pc1_resid_keratin	quartile	100	-0.0673746954734949	4	7	8	225	-0.1610680857412391	-0.022046229925235285	-0.058139909033601646	-0.10023894162651957	0.004619688959121122
program|ball15|pc1_resid_keratin|tertile|count100	program	ball15	pc1_resid_keratin	tertile	100	-0.06717905587000784	3	6	8	225	-0.17851961614542183	0.0028687346980177677	-0.07021571269493262	-0.12508732467056358	0.03505863946286107
adhesion|raw|pc1|all|count100	adhesion	raw	pc1	all	100	-0.0671518606180916	4	7	8	225	-0.21173315218601738	-0.024733399386875157	-0.04079787088335886	-0.09720579509002447	0.038710914455817855
adhesion|ball15|pc1_resid_keratin|quartile|count50	adhesion	ball15	pc1_resid_keratin	quartile	50	-0.06713920837227065	5	8	8	225	-0.1240776368577726	-0.007615235474668817	-0.05720179078495302	-0.09577796794722855	-0.0510234107967303
adhesion_ezr|hs60|pc1_resid_keratin|quartile|count40	adhesion_ezr	hs60	pc1_resid_keratin	quartile	40	-0.06713908433630941	5	8	8	225	-0.11666659287082291	-0.009585997511671652	-0.040777750303929355	-0.11300217465215111	-0.05566290634297205
