sample	patient	fov	rho	ratio_high_over_low_tertile	n_index	n_epi	n_cd8
Lung5_Rep2	Lung5	3	-0.7070192616907145	0.09269027882441597	886	1769	135
Lung5_Rep2	Lung5	4	-0.700409487202248	0.464110127826942	520	1037	390
Lung5_Rep2	Lung5	5	-0.8344674787284436	0.026504693539480952	844	1685	228
Lung5_Rep2	Lung5	7	-0.5869744138952983	0.10892480674631061	1100	2198	158
Lung5_Rep2	Lung5	8	-0.7199054848704654	0.10121457489878544	1146	2289	116
Lung5_Rep2	Lung5	9	-0.26264831172353004	0.8117977528089889	396	789	326
Lung5_Rep2	Lung5	10	-0.7808431917795392	0.1483820047355959	642	1284	186
Lung5_Rep2	Lung5	11	-0.7236925209464109	0.06013456686291001	638	1273	342
Lung5_Rep2	Lung5	12	-0.6761110390711808	0.15409683426443202	802	1604	238
Lung5_Rep2	Lung5	13	-0.6834260817819884	0.49200376293508935	464	926	283
Lung5_Rep2	Lung5	14	0.07456043322568277	1.0376266280752533	378	753	251
Lung5_Rep2	Lung5	15	-0.3227215686576108	0.6763372620126926	398	795	298
Lung5_Rep2	Lung5	16	-0.6944647892080887	0.08632286995515695	780	1557	355
Lung5_Rep2	Lung5	17	-0.6479015055707804	0.18222222222222223	732	1463	188
Lung5_Rep2	Lung5	18	-0.387064811126905	0.5818847209515097	390	778	299
Lung5_Rep2	Lung5	19	-0.29002056920189356	0.7071742313323572	382	764	216
Lung5_Rep2	Lung5	20	-0.6293310403828544	0.3915343915343915	286	570	312
Lung5_Rep2	Lung5	21	-0.050898714395486835	0.7961783439490446	180	359	205
Lung5_Rep2	Lung5	22	-0.567878267317783	0.13008130081300812	220	437	187
Lung5_Rep2	Lung5	23	-0.6443555497107033	0.1857142857142857	288	573	215
Lung5_Rep2	Lung5	24	-0.2694403163661772	0.6785714285714287	136	270	164
Lung5_Rep2	Lung5	25	0.42549664892161887	1.695774647887324	190	380	263
Lung5_Rep2	Lung5	26	-0.5082745228601185	0.31584158415841584	394	788	211
Lung5_Rep2	Lung5	27	-0.7282945674720367	0.10719640179910045	1142	2282	96
Lung5_Rep2	Lung5	28	-0.7075743583254668	0.16731517509727625	974	1948	215
Lung5_Rep2	Lung5	29	-0.4906945968359648	0.2680311890838207	840	1679	164
Lung5_Rep2	Lung5	30	-0.5819971616705711	0.2263779527559055	262	522	352
Lung5_Rep3	Lung5	1	-0.5935630617539092	0.22885572139303484	288	574	56
Lung5_Rep3	Lung5	2	-0.7462596173709822	0.007320644216691068	500	998	125
Lung5_Rep3	Lung5	3	-0.45778436916100446	0.09287257019438445	686	1372	60
Lung5_Rep3	Lung5	4	-0.6950140715916134	0.06923076923076923	634	1265	147
Lung5_Rep3	Lung5	5	-0.5003369743363822	0.07481751824817517	672	1343	70
Lung5_Rep3	Lung5	6	-0.5311663684836196	0.4121306376360809	400	799	140
Lung5_Rep3	Lung5	7	-0.49909702184161214	0.14366729678638943	920	1837	82
Lung5_Rep3	Lung5	8	-0.41942214215401935	0.18202247191011237	1072	2141	41
Lung5_Rep3	Lung5	9	-0.08136338507281789	1.1007751937984496	368	735	164
Lung5_Rep3	Lung5	10	-0.683272502483202	0.05227882037533512	648	1296	105
Lung5_Rep3	Lung5	11	-0.6952034934246341	0.03849597135183527	516	1030	183
Lung5_Rep3	Lung5	12	-0.43373629543949227	0.19618528610354224	706	1410	43
Lung5_Rep3	Lung5	13	-0.4585139663354973	0.025974025974025972	462	924	51
Lung5_Rep3	Lung5	14	-0.17167993656423533	0.9106529209621993	332	662	106
Lung5_Rep3	Lung5	15	-0.6158998082258555	0.24170616113744076	394	787	118
Lung5_Rep3	Lung5	16	-0.7412713614281202	0.12203389830508475	582	1164	162
Lung5_Rep3	Lung5	17	-0.6315560398019933	0.18961352657004832	618	1234	154
Lung5_Rep3	Lung5	18	-0.15742017110694953	0.6477272727272727	368	735	25
Lung5_Rep3	Lung5	19	-0.12691143889294768	1.1481481481481481	324	648	140
Lung5_Rep3	Lung5	20	-0.5891964914399832	0.24925224327018944	292	583	227
Lung5_Rep3	Lung5	21	-0.03276930300561115	0.4977168949771689	130	260	150
Lung5_Rep3	Lung5	22	-0.2330824457252367	0.8048780487804877	120	238	150
Lung5_Rep3	Lung5	23	-0.2734641402945467	1.2555555555555555	98	194	152
Lung5_Rep3	Lung5	24	-0.2877498171857658	0.3684210526315789	148	293	124
Lung5_Rep3	Lung5	25	-0.1279763938093751	0.8450704225352113	142	281	176
Lung5_Rep3	Lung5	26	-0.6027357285787066	0.2721311475409836	584	1167	160
Lung5_Rep3	Lung5	27	-0.5677677358353711	0.1245828698553949	1162	2323	72
Lung5_Rep3	Lung5	28	-0.7021584911773177	0.09533073929961089	660	1319	163
Lung5_Rep3	Lung5	29	-0.20942322201093272	0.4074074074074074	362	723	86
Lung5_Rep3	Lung5	30	0.43437750438555284	1.5086419753086417	172	341	304
Lung6	Lung6	3	-0.04340256580412601	0.6557377049180327	1514	3026	8
Lung6	Lung6	4	-0.23247939413365884	0.04	1426	2850	11
Lung6	Lung6	5	-0.04501392638251714	0.43790849673202614	1354	2705	23
Lung6	Lung6	6	-0.078249254702031	0.4074074074074074	1556	3110	6
Lung6	Lung6	7	0.05854844565096524	2.137931034482759	1604	3208	6
Lung6	Lung6	8	-0.12507717000383106	0.3	1430	2857	7
Lung6	Lung6	9	-0.09640587192846793	0.75	1314	2626	10
Lung6	Lung6	10	-0.20581507444698224	0.12903225806451613	570	1138	8
Lung6	Lung6	12	0.03465590013172305	0.8958333333333333	1508	3016	5
Lung6	Lung6	13	-0.23524191259905755	0.15730337078651685	936	1872	22
Lung6	Lung6	14	-0.14865891713134913	0.3325062034739454	604	1207	72
Lung6	Lung6	15	0.20202183180921127	1.2777777777777777	184	365	64
Lung6	Lung6	16	0.021744834687211084	0.8507462686567164	1036	2072	15
Lung6	Lung6	18	-0.1874728850687603	0.13953488372093023	1512	3022	13
Lung6	Lung6	19	-0.25587521320420414	0.28272251308900526	1038	2073	27
Lung6	Lung6	20	0.020627448281429556	1.0925925925925926	574	1147	30
Lung6	Lung6	21	-0.029727737933021803	1.0526315789473684	1164	2326	8
Lung6	Lung6	24	-0.23033453394210512	0.0	1666	3329	9
Lung6	Lung6	25	0.10590629703075452	1.891304347826087	614	1227	47
Lung6	Lung6	26	0.032047485194142036	1.532258064516129	1126	2252	19
Lung6	Lung6	27	0.07042265265974186	0.9714285714285713	1468	2935	6
Lung6	Lung6	28	0.0034109903623590902	0.923076923076923	1426	2850	8
Lung6	Lung6	30	0.058735903031395954	1.3962264150943398	754	1506	27
Lung9_Rep1	Lung9	1	-0.265401913016747	0.806881243063263	1042	2083	113
Lung9_Rep1	Lung9	2	-0.054144691719587676	0.8326693227091634	1026	2049	93
Lung9_Rep1	Lung9	3	0.20225970091323411	1.3186582809224319	610	1220	125
Lung9_Rep1	Lung9	4	-0.3267372881911829	0.7168784029038112	746	1490	94
Lung9_Rep1	Lung9	5	-0.15219249692558925	0.6845360824742267	1146	2289	42
Lung9_Rep1	Lung9	6	-0.09502087474948864	0.9069767441860466	882	1763	63
Lung9_Rep1	Lung9	7	-0.5004476756492159	0.32009724473257695	936	1870	134
Lung9_Rep1	Lung9	8	-0.03894334464195	0.8544474393530996	960	1918	54
Lung9_Rep1	Lung9	9	-0.19418609317450222	0.4285714285714286	1112	2224	37
Lung9_Rep1	Lung9	10	-0.35020570651641303	0.5368693402328589	830	1657	96
Lung9_Rep1	Lung9	11	-0.12161485659957735	0.8844765342960289	720	1438	56
Lung9_Rep1	Lung9	12	0.14594291574317625	1.705673758865248	828	1656	49
Lung9_Rep1	Lung9	13	-0.39095802576745664	0.4625158831003812	1090	2178	109
Lung9_Rep1	Lung9	14	-0.12279919036517914	0.9662447257383965	1056	2111	77
Lung9_Rep1	Lung9	15	-0.030513299800230397	0.6714579055441479	1158	2316	70
Lung9_Rep1	Lung9	16	-0.39363652728180126	0.31902985074626866	912	1824	57
Lung9_Rep1	Lung9	17	-0.1235117602535662	0.5458167330677292	1286	2572	49
Lung9_Rep1	Lung9	18	-0.218197396565649	0.3995943204868154	1454	2905	37
Lung9_Rep1	Lung9	19	-0.4749766323315299	0.3186646433990895	1366	2732	54
Lung9_Rep1	Lung9	20	-0.28230994662710857	0.12966601178781925	1550	3098	31
Lung9_Rep2	Lung9	1	-0.15145381648432957	0.5770491803278688	992	1982	28
Lung9_Rep2	Lung9	2	-0.45184684126362995	0.17061611374407584	1154	2307	29
Lung9_Rep2	Lung9	3	-0.3915765412455775	0.23611111111111113	1204	2408	53
Lung9_Rep2	Lung9	4	-0.41753970954855896	0.1659919028340081	1210	2418	11
Lung9_Rep2	Lung9	5	-0.28868006530377077	0.303886925795053	1452	2904	19
Lung9_Rep2	Lung9	6	-0.35115594480679224	0.20754716981132074	764	1525	15
Lung9_Rep2	Lung9	7	-0.29715751023457654	0.04680851063829788	992	1981	16
Lung9_Rep2	Lung9	8	-0.33445225265078415	0.2787193973634651	1168	2333	42
Lung9_Rep2	Lung9	9	-0.2986309997040819	0.19623655913978497	1684	3366	14
Lung9_Rep2	Lung9	10	-0.09006636247143077	0.4752475247524752	1344	2687	15
Lung9_Rep2	Lung9	11	0.0033568187377853395	0.8571428571428571	1152	2303	14
Lung9_Rep2	Lung9	12	-0.4257988277531615	0.09558823529411765	874	1745	27
Lung9_Rep2	Lung9	13	-0.08720007089547926	0.6307692307692306	1206	2411	17
Lung9_Rep2	Lung9	14	-0.41826087122487915	0.16517857142857145	1512	3023	22
Lung9_Rep2	Lung9	15	-0.36247420468649966	0.08771929824561404	1380	2757	16
Lung9_Rep2	Lung9	16	-0.34905658600746214	0.04504504504504505	966	1929	17
Lung9_Rep2	Lung9	17	-0.10930148824376225	0.6990950226244343	1166	2330	35
Lung9_Rep2	Lung9	18	-0.29193580649460016	0.28662420382165604	1082	2161	22
Lung9_Rep2	Lung9	19	-0.28679329733237946	0.3373737373737373	1318	2634	34
Lung9_Rep2	Lung9	20	-0.40054976874469844	0.19270833333333337	1684	3368	23
Lung9_Rep2	Lung9	21	-0.15987681444185683	0.4930555555555555	732	1464	18
Lung9_Rep2	Lung9	22	-0.2188634069871936	0.4492753623188406	1254	2507	31
Lung9_Rep2	Lung9	23	-0.3576761362396805	0.17985611510791366	664	1328	17
Lung9_Rep2	Lung9	24	-0.2117118828989769	0.22580645161290322	860	1717	10
Lung9_Rep2	Lung9	25	-0.41943694297875506	0.17478510028653294	1160	2319	22
Lung9_Rep2	Lung9	26	0.007123065147000543	1.0753424657534247	514	1026	27
Lung9_Rep2	Lung9	27	-0.14063439056523253	0.5622895622895623	958	1914	25
Lung9_Rep2	Lung9	28	-0.33705306973161975	0.2363013698630137	970	1940	21
Lung9_Rep2	Lung9	29	-0.20175364257579598	0.508130081300813	868	1734	25
Lung9_Rep2	Lung9	30	-0.22946211081977413	0.48148148148148157	746	1492	33
Lung9_Rep2	Lung9	31	0.11827537343145247	1.7090909090909092	618	1236	18
Lung9_Rep2	Lung9	32	-0.24543007441613385	0.46685878962536026	984	1967	36
Lung9_Rep2	Lung9	33	0.17694483232319544	1.3567567567567569	832	1663	32
Lung9_Rep2	Lung9	34	-0.3962255062123903	0.4350132625994695	988	1974	31
Lung9_Rep2	Lung9	35	-0.3308814457364171	0.29777777777777775	904	1806	46
Lung9_Rep2	Lung9	36	0.0027659204214581785	0.9324324324324323	502	1001	29
Lung9_Rep2	Lung9	37	-0.007262544216429751	1.0824175824175826	662	1323	36
Lung9_Rep2	Lung9	38	-0.14098093561917963	0.862295081967213	684	1366	44
Lung9_Rep2	Lung9	39	-0.09581796093380825	0.6945454545454545	1052	2103	24
Lung9_Rep2	Lung9	40	-0.06215107207000442	0.7649253731343284	1094	2188	27
Lung9_Rep2	Lung9	41	-0.02144782786439655	0.9511494252873564	714	1425	45
Lung9_Rep2	Lung9	42	0.0529304327828813	1.3508771929824563	662	1323	39
Lung9_Rep2	Lung9	43	0.09582518695243486	1.1920529801324504	480	960	30
Lung9_Rep2	Lung9	44	-0.09150659652741787	0.8067632850241546	804	1608	27
Lung9_Rep2	Lung9	45	-0.2764247807989222	0.17801047120418848	910	1818	12
Lung12	Lung12	1	-0.6134270281799157	0.30513595166163143	906	1809	91
Lung12	Lung12	2	-0.3592360727465241	0.510586319218241	758	1514	148
Lung12	Lung12	3	-0.5524122753258411	0.1743515850144092	566	1130	127
Lung12	Lung12	4	-0.6267092349832016	0.16685456595264936	694	1386	85
Lung12	Lung12	5	-0.2563505077871916	0.3144654088050315	544	1088	19
Lung12	Lung12	6	-0.6130583033619742	0.23338485316846982	566	1131	127
Lung12	Lung12	7	-0.19089590451882424	0.4148351648351648	476	949	165
Lung12	Lung12	8	-0.5019261536263891	0.2958152958152958	514	1028	126
Lung12	Lung12	9	-0.53881085087989	0.20934579439252338	606	1210	47
Lung12	Lung12	10	-0.4190766309171863	0.28274428274428276	370	737	96
Lung12	Lung12	11	-0.266105813347546	0.6981132075471699	258	516	205
Lung12	Lung12	12	-0.09767049095326821	0.9202334630350195	242	483	269
Lung12	Lung12	13	-0.13507836675825247	0.5251256281407035	540	1080	51
Lung12	Lung12	14	-0.2519868487103561	0.44808743169398907	360	717	50
Lung12	Lung12	15	-0.5595649440875384	0.3990384615384616	218	436	73
Lung12	Lung12	16	-0.06563568562932043	0.7916666666666667	98	196	84
Lung12	Lung12	17	-0.12113628502807129	0.7665847665847666	470	939	104
Lung12	Lung12	18	-0.18699904094821287	1.0648464163822524	342	683	118
Lung12	Lung12	19	-0.40426331862665654	0.5027829313543599	490	980	114
Lung12	Lung12	20	-0.21942769932916198	0.678391959798995	162	324	131
Lung12	Lung12	21	-0.3508849006323451	0.5378151260504203	546	1092	107
Lung12	Lung12	22	-0.3250828034667613	0.6779220779220779	442	884	116
Lung12	Lung12	23	-0.7016237941601727	0.2784200385356455	342	684	297
Lung12	Lung12	24	-0.5345060758520055	0.22186495176848878	272	542	258
Lung12	Lung12	25	-0.052798262893453685	0.9372822299651568	482	963	144
Lung12	Lung12	26	-0.09442676665008128	0.9500780031201249	510	1020	185
Lung12	Lung12	27	-0.6057533940805341	0.2198492462311558	416	829	277
Lung12	Lung12	28	-0.4529133475855466	0.3970037453183521	558	1115	189
Lung13	Lung13	1	-0.049720291071205416	0.601036269430052	560	1120	144
Lung13	Lung13	2	-0.02632267284083643	0.6144994246260068	790	1578	167
Lung13	Lung13	3	-0.2724523902434381	0.5370919881305638	504	1008	81
Lung13	Lung13	4	0.09454004148131806	2.227272727272727	610	1219	30
Lung13	Lung13	5	0.12610254953636435	0.975886524822695	640	1280	193
Lung13	Lung13	6	-0.15980370794689253	0.6711409395973155	924	1847	80
Lung13	Lung13	7	-0.3355788132376789	0.33128834355828224	370	739	57
Lung13	Lung13	8	-0.15490687386153668	0.8306878306878307	420	837	154
Lung13	Lung13	9	-0.36604399591093356	0.5281862745098039	826	1652	125
Lung13	Lung13	10	-0.3551911771409182	0.3594306049822064	1092	2183	161
Lung13	Lung13	11	0.08214318858403456	0.843859649122807	654	1305	134
Lung13	Lung13	12	0.01777763492069777	0.956989247311828	412	822	98
Lung13	Lung13	13	0.428295624447849	2.073170731707317	514	1027	212
Lung13	Lung13	14	-0.19521925878200735	0.6785260482846253	764	1527	204
Lung13	Lung13	15	0.11233969412797382	1.189792663476874	834	1667	187
Lung13	Lung13	16	-0.07084924254144687	0.7007874015748031	650	1300	120
Lung13	Lung13	17	-0.18764803933194354	0.8905817174515236	688	1374	155
Lung13	Lung13	18	0.03417963613971287	0.7846364883401921	594	1187	181
Lung13	Lung13	19	0.029764773965461885	0.9850107066381157	890	1777	103
Lung13	Lung13	20	-0.08341107617149138	0.5966386554621849	608	1215	120
