gene	n_fov	median_lc_z	q25_lc_z	q75_lc_z	n_fov_hmrf	median_hmrf_corr	n_eligible_hotspot_program	n_comember_hotspot_program	frac_comember_hotspot_program	n_eligible_hotspot_fine	n_comember_hotspot_fine	frac_comember_hotspot_fine	n_eligible_hmrf_program	n_comember_hmrf_program	frac_comember_hmrf_program	n_eligible_hmrf_fine	n_comember_hmrf_fine	frac_comember_hmrf_fine
PDGFC	232	-0.061579421162605286	-0.9394721984863281	0.8394700288772583	0		52	18	0.34615384615384615	57	2	0.03508771929824561	0	0		0	0	
DNMT3A	232	-0.06497393548488617	-1.1454694271087646	2.0015196800231934	44	0.38543814420700073	77	23	0.2987012987012987	81	13	0.16049382716049382	26	20	0.7692307692307693	31	20	0.6451612903225806
DNMT1	231	-0.0675116553902626	-1.0610888004302979	3.2074790000915527	42	0.35248035192489624	103	30	0.2912621359223301	115	12	0.10434782608695652	26	16	0.6153846153846154	30	16	0.5333333333333333
NOSIP	232	-0.07355169951915741	-0.9063934683799744	1.2100257873535156	0		46	14	0.30434782608695654	48	5	0.10416666666666667	0	0		0	0	
CXCL6	232	-0.07537460327148438	-0.9501475691795349	0.908921480178833	2	0.03311425819993019	36	0	0.0	36	0	0.0	1	0	0.0	1	0	0.0
SAA2	232	-0.07644733786582947	-0.8735687136650085	0.7986647486686707	4	0.0642772763967514	43	2	0.046511627906976744	46	1	0.021739130434782608	2	0	0.0	2	0	0.0
AZU1	232	-0.08117961883544922	-0.9921907782554626	0.7533712387084961	0		28	0	0.0	28	0	0.0	0	0		0	0	
PARP1	232	-0.08877621591091156	-1.1890342235565186	1.9556884765625	2	0.06850230693817139	80	26	0.325	86	9	0.10465116279069768	0	0		0	0	
ARTN	231	-0.08943039923906326	-0.8874038457870483	0.7175970077514648	2	0.04794590175151825	28	1	0.03571428571428571	32	1	0.03125	0	0		0	0	
WNT11	232	-0.09029339998960495	-1.4454998970031738	1.0077998638153076	6	0.2532067894935608	49	26	0.5306122448979592	50	9	0.18	6	2	0.3333333333333333	6	2	0.3333333333333333
NR1H4	232	-0.09403089433908463	-1.0210481882095337	0.7620060443878174	2	0.002966884756460786	29	1	0.034482758620689655	33	0	0.0	0	0		0	0	
KRT4	232	-0.0941486731171608	-1.2727220058441162	0.887138307094574	8	0.06709273159503937	34	8	0.23529411764705882	42	4	0.09523809523809523	0	0		0	0	
BRCA1	232	-0.09433753788471222	-0.8784311413764954	0.9185823798179626	0		37	3	0.08108108108108109	46	0	0.0	0	0		0	0	
SOX2	232	-0.0994458943605423	-0.8232777714729309	0.8502340912818909	10	0.05759202688932419	40	0	0.0	51	0	0.0	0	0		0	0	
MMP1	232	-0.09991903603076935	-4.190079212188721	2.9748196601867676	122	0.05611439794301987	150	53	0.35333333333333333	157	13	0.08280254777070063	82	34	0.4146341463414634	89	34	0.38202247191011235
IFNAR1	232	-0.10609490424394608	-1.1249406337738037	1.2011098861694336	0		19	8	0.42105263157894735	20	1	0.05	0	0		0	0	
EFNB3	231	-0.11756051331758499	-1.0994913578033447	0.7074369192123413	0		14	0	0.0	16	0	0.0	0	0		0	0	
ADGRF4	232	-0.11910396814346313	-0.9799193739891052	0.9349863529205322	0		23	3	0.13043478260869565	26	2	0.07692307692307693	0	0		0	0	
CFLAR	232	-0.11976384371519089	-1.1654136180877686	0.9768358469009399	5	0.42849329113960266	80	18	0.225	88	4	0.045454545454545456	3	1	0.3333333333333333	3	1	0.3333333333333333
ACKR4	232	-0.12049009650945663	-1.0982427597045898	0.87749844789505	0		16	0	0.0	18	0	0.0	0	0		0	0	
PPARD	232	-0.12496080249547958	-1.191786527633667	0.6925773620605469	0		21	0	0.0	22	0	0.0	0	0		0	0	
G6PD	232	-0.12851056456565857	-1.2056915760040283	0.939245879650116	22	0.03233325481414795	32	5	0.15625	43	0	0.0	0	0		0	0	
RPL34	232	-0.1311420500278473	-2.8963429927825928	3.049665927886963	74	0.04791160672903061	169	41	0.24260355029585798	188	13	0.06914893617021277	18	6	0.3333333333333333	21	6	0.2857142857142857
WNT5B	232	-0.1347099244594574	-0.9821153879165649	0.750185489654541	4	0.09438478946685791	50	2	0.04	55	0	0.0	1	0	0.0	2	0	0.0
CDKN3	232	-0.13929125666618347	-1.2917424440383911	0.8379915952682495	0		42	1	0.023809523809523808	46	0	0.0	0	0		0	0	
EPHB2	232	-0.1451551616191864	-1.0651795864105225	0.6526421308517456	0		39	1	0.02564102564102564	43	1	0.023255813953488372	0	0		0	0	
ADGRV1	232	-0.15384577214717865	-1.0644500255584717	1.0067353248596191	1	0.0013767018681392074	33	3	0.09090909090909091	39	0	0.0	0	0		0	0	
ZFP36	232	-0.15837040543556213	-1.9874248504638672	2.3957042694091797	101	0.053536396473646164	177	41	0.23163841807909605	197	10	0.050761421319796954	32	1	0.03125	37	1	0.02702702702702703
TNFSF15	232	-0.1615806519985199	-1.1913782358169556	0.8319537043571472	0		24	3	0.125	27	0	0.0	0	0		0	0	
WNT3	232	-0.16506460309028625	-0.9703165292739868	0.7424594163894653	1	0.0846632570028305	24	1	0.041666666666666664	25	0	0.0	1	0	0.0	1	0	0.0
CRP	232	-0.16684579849243164	-1.4344019889831543	1.623823881149292	57	0.11142215132713318	117	36	0.3076923076923077	135	10	0.07407407407407407	10	5	0.5	10	5	0.5
IL4R	232	-0.1678355634212494	-1.0964833498001099	1.0206365585327148	3	0.07890742272138596	73	7	0.0958904109589041	79	0	0.0	3	0	0.0	3	0	0.0
FGF2	232	-0.17202982306480408	-1.2490724325180054	0.7721915245056152	0		24	2	0.08333333333333333	24	0	0.0	0	0		0	0	
PF4	232	-0.1800490766763687	-0.9801937937736511	0.8259173035621643	3	0.0015460764989256859	30	0	0.0	32	0	0.0	0	0		0	0	
RAMP1	232	-0.1839541643857956	-1.3901058435440063	0.9738523364067078	5	0.11659184843301773	91	11	0.12087912087912088	97	1	0.010309278350515464	1	0	0.0	1	0	0.0
CSK	232	-0.18552006781101227	-1.5330262184143066	1.148553729057312	0		83	17	0.20481927710843373	94	7	0.07446808510638298	0	0		0	0	
NFKB1	232	-0.20395949482917786	-0.964892566204071	0.5209634304046631	1	0.09021414816379547	15	0	0.0	16	0	0.0	0	0		0	0	
HDAC3	232	-0.2051198035478592	-1.140255093574524	1.1832081079483032	0		21	7	0.3333333333333333	24	1	0.041666666666666664	0	0		0	0	
AHI1	231	-0.20781077444553375	-1.1238675117492676	0.645028293132782	1	0.10030738264322281	25	8	0.32	29	2	0.06896551724137931	0	0		0	0	
ABL2	232	-0.21062050759792328	-1.2487449645996094	0.8426686525344849	0		19	0	0.0	23	0	0.0	0	0		0	0	
IL7	232	-0.21906313300132751	-1.3636984825134277	0.8144229650497437	2	0.020860543474555016	26	1	0.038461538461538464	27	0	0.0	0	0		0	0	
CIDEA	232	-0.21908064186573029	-1.2107738256454468	0.4388459324836731	1	0.009302480146288872	22	0	0.0	24	0	0.0	0	0		0	0	
LY75	232	-0.22637777030467987	-1.2563273906707764	1.1410741806030273	0		24	10	0.4166666666666667	27	1	0.037037037037037035	0	0		0	0	
TLR3	232	-0.22994501888751984	-1.1407318115234375	1.1238038539886475	2	0.02136620134115219	24	1	0.041666666666666664	27	0	0.0	1	0	0.0	1	0	0.0
CALM1	232	-0.2322709560394287	-1.2557259798049927	0.8033232092857361	0		55	12	0.21818181818181817	61	2	0.03278688524590164	0	0		0	0	
IGFBP3	232	-0.23275071382522583	-2.0771148204803467	1.7679872512817383	174	0.06394773721694946	190	27	0.14210526315789473	206	5	0.024271844660194174	80	1	0.0125	90	1	0.011111111111111112
IGFBP6	232	-0.23433269560337067	-1.587916374206543	1.2010066509246826	9	0.29213055968284607	81	15	0.18518518518518517	87	2	0.022988505747126436	7	1	0.14285714285714285	7	1	0.14285714285714285
INS	232	-0.23813959956169128	-1.0148041248321533	0.5397790670394897	0		13	0	0.0	14	0	0.0	0	0		0	0	
NANOG	232	-0.24034383893013	-1.3028672933578491	0.6092504858970642	2	0.07949181646108627	20	0	0.0	21	0	0.0	0	0		0	0	
SAA1	232	-0.2541394531726837	-1.1621456146240234	0.530460000038147	13	0.08222944289445877	67	1	0.014925373134328358	73	1	0.0136986301369863	5	0	0.0	7	0	0.0
MMP10	232	-0.26125645637512207	-1.1916383504867554	0.4923115074634552	16	0.049313001334667206	52	1	0.019230769230769232	54	1	0.018518518518518517	3	0	0.0	5	0	0.0
COL9A1	232	-0.2632824182510376	-1.0816946029663086	0.819841206073761	11	0.07471928000450134	44	0	0.0	48	0	0.0	2	0	0.0	2	0	0.0
SOSTDC1	232	-0.2646457552909851	-1.4241149425506592	0.8408554792404175	0		31	2	0.06451612903225806	32	0	0.0	0	0		0	0	
RAD51	232	-0.26492446660995483	-0.9495775699615479	0.43310144543647766	0		19	0	0.0	22	0	0.0	0	0		0	0	
SCGB3A1	232	-0.26726818084716797	-1.0360599756240845	0.6953351497650146	30	0.053667452186346054	63	3	0.047619047619047616	73	0	0.0	2	0	0.0	3	0	0.0
HDAC5	232	-0.2717269957065582	-1.179011583328247	0.6623968482017517	0		15	0	0.0	19	0	0.0	0	0		0	0	
OXGR1	232	-0.273439884185791	-1.2012144327163696	0.5985125303268433	1	0.003603339660912752	21	0	0.0	21	0	0.0	0	0		0	0	
MSMB	231	-0.27411043643951416	-1.2339959144592285	0.9608167409896851	14	0.08355712890625	60	22	0.36666666666666664	66	1	0.015151515151515152	7	0	0.0	7	0	0.0
IL36G	232	-0.2742955684661865	-1.2466890811920166	0.6450512409210205	0		25	4	0.16	26	0	0.0	0	0		0	0	
ACVR2A	232	-0.27930837869644165	-1.0586103200912476	0.6080523133277893	0		18	1	0.05555555555555555	22	0	0.0	0	0		0	0	
TNFRSF11B	232	-0.2832493484020233	-1.2057353258132935	0.6114797592163086	2	0.08562415838241577	28	1	0.03571428571428571	29	0	0.0	1	0	0.0	1	0	0.0
SYK	232	-0.2849242091178894	-1.1233000755310059	0.6129641532897949	1	0.02219412848353386	53	4	0.07547169811320754	55	0	0.0	0	0		0	0	
CHGA	232	-0.28964436054229736	-1.1847981214523315	0.43552732467651367	2	0.03289390727877617	24	0	0.0	26	0	0.0	0	0		0	0	
VTN	232	-0.29183489084243774	-1.3512787818908691	0.6605009436607361	2	0.06853213906288147	26	0	0.0	30	0	0.0	0	0		1	0	0.0
CTSG	232	-0.291854590177536	-1.301506519317627	0.7075263261795044	1	0.182716965675354	40	0	0.0	41	0	0.0	0	0		1	0	0.0
ATG5	232	-0.300418496131897	-1.1199867725372314	0.7061746716499329	0		20	5	0.25	21	0	0.0	0	0		0	0	
ABL1	232	-0.3037218451499939	-1.0721712112426758	0.38606399297714233	0		19	0	0.0	21	0	0.0	0	0		0	0	
ICAM1	232	-0.3071269989013672	-1.6662265062332153	1.19294011592865	30	0.44812607765197754	151	26	0.17218543046357615	164	12	0.07317073170731707	20	14	0.7	20	14	0.7
NFKBIA	232	-0.3131166994571686	-3.2363266944885254	2.418794870376587	85	0.14340555667877197	176	26	0.14772727272727273	194	6	0.030927835051546393	34	0	0.0	42	0	0.0
NPR2	231	-0.31379467248916626	-1.034883737564087	0.5841411352157593	0		23	0	0.0	26	0	0.0	0	0		0	0	
IFNL2	232	-0.31680789589881897	-1.3778696060180664	0.48462921380996704	2	0.03715936094522476	36	0	0.0	40	0	0.0	1	0	0.0	1	0	0.0
CALB1	232	-0.317257285118103	-1.2801685333251953	0.7396880984306335	1	0.05586453527212143	39	0	0.0	43	0	0.0	0	0		1	0	0.0
ACE	232	-0.32341301441192627	-1.3815009593963623	0.5721135139465332	1	0.037572793662548065	42	4	0.09523809523809523	46	0	0.0	1	0	0.0	1	0	0.0
ANGPT4	232	-0.3281572163105011	-1.1652345657348633	0.38079744577407837	1	0.010566129349172115	20	0	0.0	21	0	0.0	0	0		0	0	
PPBP	232	-0.3294823467731476	-1.2409849166870117	0.5533997416496277	1	0.023347321897745132	20	0	0.0	20	0	0.0	0	0		0	0	
BMX	232	-0.33213603496551514	-1.0920592546463013	0.6205646991729736	1	0.06885747611522675	39	2	0.05128205128205128	44	1	0.022727272727272728	0	0		0	0	
FZD3	232	-0.3324570059776306	-1.2403955459594727	0.6923573017120361	0		30	4	0.13333333333333333	31	0	0.0	0	0		0	0	
CHEK2	232	-0.33491307497024536	-1.126257300376892	0.6166641712188721	1	0.0500313937664032	32	4	0.125	35	0	0.0	0	0		0	0	
BMP3	232	-0.3388054370880127	-1.183078646659851	0.7049745321273804	0		34	4	0.11764705882352941	35	0	0.0	0	0		0	0	
ANGPTL1	232	-0.34142279624938965	-1.2477937936782837	0.29897382855415344	0		30	0	0.0	31	0	0.0	0	0		0	0	
ACE2	232	-0.34745901823043823	-1.290030598640442	0.4677072763442993	0		29	1	0.034482758620689655	31	0	0.0	0	0		0	0	
TGFBR2	232	-0.3477495312690735	-2.2543766498565674	0.8976463675498962	14	0.007472524419426918	126	17	0.1349206349206349	141	1	0.0070921985815602835	0	0		0	0	
FCGBP	232	-0.3508718013763428	-1.6892460584640503	0.5989784002304077	14	0.019086813554167747	60	2	0.03333333333333333	65	1	0.015384615384615385	8	0	0.0	8	0	0.0
ADGRE1	232	-0.3563804030418396	-1.1057581901550293	0.607666015625	1	-0.008942490443587303	26	0	0.0	28	1	0.03571428571428571	0	0		0	0	
NOTCH1	232	-0.3577460050582886	-1.4432597160339355	0.8567256927490234	0		77	9	0.11688311688311688	85	1	0.011764705882352941	0	0		0	0	
PTGS1	232	-0.36373773217201233	-2.222435474395752	2.036376953125	27	0.19064699113368988	109	21	0.1926605504587156	114	7	0.06140350877192982	7	0	0.0	12	0	0.0
INSR	232	-0.3687942922115326	-2.9121756553649902	1.0197465419769287	58	0.03519086539745331	165	8	0.048484848484848485	183	1	0.00546448087431694	21	0	0.0	25	0	0.0
TTR	232	-0.37408900260925293	-1.301984429359436	0.40784454345703125	0		29	0	0.0	31	0	0.0	0	0		0	0	
OASL	232	-0.37425172328948975	-2.0167999267578125	0.6859772205352783	13	0.05268854275345802	71	2	0.028169014084507043	78	0	0.0	3	0	0.0	5	0	0.0
PROKR1	232	-0.3853195011615753	-1.5117993354797363	0.5817300081253052	1	-0.011535834521055222	23	0	0.0	26	0	0.0	1	0	0.0	1	0	0.0
SEC23A	232	-0.3887600898742676	-1.3142457008361816	0.5769502520561218	1	0.008412114344537258	20	2	0.1	22	1	0.045454545454545456	0	0		0	0	
FZD8	232	-0.3904838562011719	-1.312963843345642	0.451786607503891	0		34	0	0.0	36	0	0.0	0	0		0	0	
NPPB	232	-0.3909038305282593	-1.1857436895370483	0.37445175647735596	0		21	0	0.0	27	0	0.0	0	0		0	0	
LEFTY2	232	-0.3910267651081085	-1.3301688432693481	0.4555245041847229	2	0.017423994839191437	24	0	0.0	27	0	0.0	0	0		0	0	
IL1A	232	-0.3935745358467102	-1.2505251169204712	0.6350170969963074	0		44	3	0.06818181818181818	47	0	0.0	0	0		0	0	
IL20	232	-0.3966989517211914	-1.3952454328536987	0.6458047032356262	1	0.13660261034965515	36	8	0.2222222222222222	44	2	0.045454545454545456	0	0		0	0	
CSHL1	231	-0.3989477753639221	-1.448779821395874	0.35942453145980835	1	0.03802210092544556	28	0	0.0	30	0	0.0	1	0	0.0	1	0	0.0
TGFB2	232	-0.40242576599121094	-1.347517728805542	0.7791204452514648	4	0.08992849290370941	66	12	0.18181818181818182	70	1	0.014285714285714285	1	0	0.0	1	0	0.0
SST	232	-0.40347033739089966	-1.0414373874664307	0.5019719004631042	1	0.006251597311347723	22	0	0.0	23	0	0.0	1	0	0.0	1	0	0.0
ARG1	232	-0.40597885847091675	-1.1046202182769775	0.31140992045402527	0		22	0	0.0	24	0	0.0	0	0		0	0	
EPHA7	231	-0.40778645873069763	-1.0487895011901855	0.6941511631011963	1	0.04434972628951073	47	12	0.2553191489361702	53	4	0.07547169811320754	0	0		0	0	
DNTT	232	-0.4178624749183655	-1.4029327630996704	0.4961422383785248	0		20	0	0.0	21	0	0.0	0	0		0	0	
GDF3	231	-0.4185711443424225	-1.235090970993042	0.7068606615066528	0		27	1	0.037037037037037035	29	0	0.0	0	0		0	0	
KRT24	232	-0.42342498898506165	-1.3414103984832764	0.32879766821861267	3	0.050740666687488556	41	0	0.0	41	0	0.0	0	0		0	0	
WNT5A	232	-0.4234706163406372	-1.6445238590240479	0.9136958718299866	12	0.11862729489803314	89	11	0.12359550561797752	100	4	0.04	4	0	0.0	5	0	0.0
FFAR4	232	-0.4266093373298645	-1.5625330209732056	0.47217994928359985	5	0.02802019566297531	40	0	0.0	43	0	0.0	2	0	0.0	3	0	0.0
TFEB	232	-0.4292585849761963	-1.325837254524231	0.4221089780330658	0		21	0	0.0	21	0	0.0	0	0		0	0	
LEFTY1	232	-0.43179851770401	-1.0456228256225586	0.5244686603546143	2	0.07787821441888809	32	2	0.0625	32	0	0.0	0	0		0	0	
ADGRG2	232	-0.43251198530197144	-1.1696650981903076	0.5134277939796448	0		19	0	0.0	20	0	0.0	0	0		0	0	
GAS6	232	-0.432831346988678	-2.427300214767456	1.3647698163986206	20	0.042066603899002075	142	13	0.09154929577464789	158	1	0.006329113924050633	6	0	0.0	6	0	0.0
CSF2	232	-0.4330694079399109	-1.6034131050109863	0.40468254685401917	1	0.06505147367715836	36	0	0.0	38	0	0.0	0	0		0	0	
DHRS2	232	-0.43485522270202637	-1.5228465795516968	0.5294628739356995	2	0.024620596319437027	39	0	0.0	41	0	0.0	0	0		1	0	0.0
LEP	231	-0.4363022744655609	-1.3125977516174316	0.6335345506668091	3	0.04018894582986832	42	0	0.0	43	0	0.0	1	0	0.0	2	0	0.0
CLEC4D	232	-0.4364500045776367	-1.4180858135223389	0.4112241864204407	1	0.0281112939119339	30	0	0.0	34	0	0.0	1	0	0.0	1	0	0.0
ICAM2	231	-0.4378235340118408	-1.145051121711731	0.4613582491874695	0		64	0	0.0	67	0	0.0	0	0		0	0	
KRT10	232	-0.44087010622024536	-1.2935137748718262	0.511994481086731	12	0.05052502453327179	53	4	0.07547169811320754	58	1	0.017241379310344827	3	0	0.0	3	0	0.0
HCAR3	232	-0.4413522481918335	-1.6099977493286133	0.41353780031204224	0		42	0	0.0	46	0	0.0	0	0		0	0	
TNF	232	-0.4446399509906769	-1.433221459388733	0.5406891107559204	5	0.06046350300312042	66	2	0.030303030303030304	68	0	0.0	2	0	0.0	2	0	0.0
IFIH1	232	-0.44836968183517456	-1.672234296798706	0.4826899766921997	16	0.07972226291894913	88	4	0.045454545454545456	94	0	0.0	6	0	0.0	8	0	0.0
NTRK2	232	-0.45671021938323975	-1.3558995723724365	0.39320459961891174	28	-0.0022638621740043163	39	0	0.0	51	0	0.0	0	0		0	0	
NRG4	232	-0.45770689845085144	-1.4836716651916504	0.39626768231391907	0		17	0	0.0	24	0	0.0	0	0		0	0	
ADIPOQ	232	-0.4629691541194916	-1.4408318996429443	0.3028203845024109	3	0.00994827225804329	21	0	0.0	24	0	0.0	0	0		0	0	
TAP2	232	-0.4796689748764038	-1.729093074798584	0.7446634769439697	2	-0.09646373987197876	84	4	0.047619047619047616	88	0	0.0	1	0	0.0	1	0	0.0
XBP1	232	-0.4830102324485779	-2.3459198474884033	1.4645713567733765	91	0.10492919385433197	181	15	0.08287292817679558	198	3	0.015151515151515152	40	0	0.0	46	0	0.0
KRT86	232	-0.49197497963905334	-1.3003358840942383	0.29034796357154846	0		20	0	0.0	22	0	0.0	0	0		0	0	
RPS4Y1	232	-0.4939177632331848	-1.4094434976577759	0.35748016834259033	8	0.4669334888458252	50	19	0.38	59	5	0.0847457627118644	7	5	0.7142857142857143	7	5	0.7142857142857143
CD5L	232	-0.49712079763412476	-1.5792006254196167	0.3946336805820465	0		32	0	0.0	32	0	0.0	0	0		0	0	
IFNL3	232	-0.49817556142807007	-1.4880154132843018	0.35872796177864075	1	0.03215634077787399	38	0	0.0	43	0	0.0	1	0	0.0	1	0	0.0
IFITM1	232	-0.49969619512557983	-3.423541784286499	3.2207114696502686	107	0.13400141894817352	174	19	0.10919540229885058	193	5	0.025906735751295335	37	14	0.3783783783783784	45	14	0.3111111111111111
BST2	232	-0.5012637376785278	-2.0969250202178955	1.0937323570251465	8	0.059029124677181244	89	17	0.19101123595505617	101	1	0.009900990099009901	2	0	0.0	3	0	0.0
CCL15	232	-0.5099250674247742	-1.5809178352355957	0.5895503163337708	2	0.05521215498447418	45	7	0.15555555555555556	48	1	0.020833333333333332	1	0	0.0	1	0	0.0
LTF	232	-0.5159245133399963	-1.839421272277832	0.9368866086006165	111	0.0742272287607193	116	10	0.08620689655172414	131	2	0.015267175572519083	42	0	0.0	45	0	0.0
ADGRL2	232	-0.5218309164047241	-2.0754456520080566	0.6616603136062622	3	0.03383602574467659	87	12	0.13793103448275862	95	3	0.031578947368421054	1	0	0.0	1	0	0.0
CYP19A1	232	-0.5246855020523071	-1.4663540124893188	0.41116610169410706	2	0.05785488337278366	26	0	0.0	32	0	0.0	0	0		0	0	
IL32	232	-0.5267555713653564	-2.885840654373169	1.4675631523132324	148	0.03886924684047699	186	8	0.043010752688172046	205	2	0.00975609756097561	67	0	0.0	76	0	0.0
IL17D	232	-0.5281981229782104	-1.555241584777832	0.3243524134159088	0		23	0	0.0	24	0	0.0	0	0		0	0	
TAP1	232	-0.53148353099823	-1.3245925903320312	0.6720661520957947	1	-0.17115995287895203	93	3	0.03225806451612903	99	0	0.0	1	0	0.0	1	0	0.0
APOB	232	-0.5337240695953369	-1.5919876098632812	0.529522716999054	1	0.08451831340789795	28	1	0.03571428571428571	29	0	0.0	0	0		1	0	0.0
SUCNR1	232	-0.5341554880142212	-1.5392553806304932	0.2711489796638489	0		43	1	0.023255813953488372	43	1	0.023255813953488372	0	0		0	0	
IL10	231	-0.5345286130905151	-1.3125391006469727	0.4563067555427551	4	0.07557553797960281	37	0	0.0	41	0	0.0	0	0		1	0	0.0
LAMP3	232	-0.5356140732765198	-1.9061884880065918	0.4085654020309448	53	0.0868692621588707	126	7	0.05555555555555555	142	0	0.0	6	0	0.0	7	0	0.0
ADGRF3	232	-0.5391753911972046	-1.3603523969650269	0.5181537866592407	1	0.050090111792087555	24	2	0.08333333333333333	26	0	0.0	1	0	0.0	1	0	0.0
GPER1	232	-0.5392355918884277	-1.5035603046417236	0.35823145508766174	1	0.0595945343375206	42	0	0.0	43	0	0.0	1	0	0.0	1	0	0.0
RSPO3	232	-0.5460779666900635	-1.414724588394165	0.2636946439743042	2	0.041766032576560974	40	12	0.3	43	3	0.06976744186046512	0	0		0	0	
NPR3	232	-0.5517634749412537	-1.385839819908142	0.7284792065620422	5	0.11261725425720215	65	4	0.06153846153846154	75	0	0.0	0	0		0	0	
TNFSF18	232	-0.5519126653671265	-1.460200309753418	0.253095805644989	0		21	0	0.0	21	0	0.0	0	0		0	0	
CUZD1	232	-0.5558973550796509	-1.4214638471603394	0.4121362566947937	1	0.07835087925195694	31	0	0.0	32	0	0.0	0	0		1	0	0.0
STAT5A	232	-0.5573983192443848	-1.4886502027511597	0.3588395416736603	0		27	0	0.0	28	0	0.0	0	0		0	0	
NRIP3	232	-0.5672701597213745	-1.6480655670166016	0.2602410614490509	1	-0.0945950523018837	25	0	0.0	26	0	0.0	0	0		0	0	
MT1X	232	-0.5682291984558105	-2.6633243560791016	0.8047719597816467	148	0.0713309645652771	178	38	0.21348314606741572	198	5	0.025252525252525252	58	0	0.0	63	0	0.0
FOS	232	-0.5719165802001953	-2.1030101776123047	2.0392985343933105	110	0.1083911806344986	179	44	0.24581005586592178	199	16	0.08040201005025126	39	6	0.15384615384615385	41	6	0.14634146341463414
CCR10	232	-0.5733652710914612	-1.7404087781906128	0.27946242690086365	1	0.03635305538773537	24	0	0.0	28	0	0.0	0	0		0	0	
JAK1	232	-0.5765572786331177	-1.5523110628128052	0.43860214948654175	0		59	1	0.01694915254237288	63	0	0.0	0	0		0	0	
RBPJ	232	-0.577655553817749	-2.268153667449951	0.9121339321136475	0		86	2	0.023255813953488372	88	0	0.0	0	0		0	0	
FABP4	232	-0.5801199078559875	-1.4800727367401123	0.40691691637039185	7	0.020401351153850555	33	0	0.0	38	0	0.0	1	0	0.0	1	0	0.0
HLA-A	232	-0.5844452381134033	-5.3850932121276855	3.094944953918457	216	0.0021456924732774496	194	23	0.11855670103092783	214	6	0.028037383177570093	95	6	0.06315789473684211	106	7	0.0660377358490566
COTL1	232	-0.5858993530273438	-2.1649677753448486	1.1861788034439087	20	-0.0651400238275528	153	11	0.0718954248366013	165	4	0.024242424242424242	12	0	0.0	12	0	0.0
TNFRSF19	232	-0.587592363357544	-1.802687644958496	0.8254370093345642	4	0.06579943001270294	100	6	0.06	108	4	0.037037037037037035	1	0	0.0	2	0	0.0
FGG	232	-0.5949540138244629	-1.5794422626495361	0.41439780592918396	16	0.04231880605220795	63	7	0.1111111111111111	72	1	0.013888888888888888	1	0	0.0	1	0	0.0
ICOSLG	232	-0.5973951816558838	-1.6696491241455078	0.501249372959137	4	0.07932218909263611	47	1	0.02127659574468085	51	0	0.0	0	0		2	0	0.0
CCL23	232	-0.5989344120025635	-1.4118363857269287	0.3307569622993469	0		24	0	0.0	26	0	0.0	0	0		0	0	
VPREB3	232	-0.6022686958312988	-1.7814736366271973	0.3318248391151428	0		46	0	0.0	48	0	0.0	0	0		0	0	
NRXN3	232	-0.6079069375991821	-1.4946233034133911	0.40307027101516724	3	0.0966261550784111	56	13	0.23214285714285715	59	3	0.05084745762711865	1	0	0.0	2	0	0.0
CASP8	232	-0.6085020303726196	-1.7010021209716797	0.536732017993927	3	0.005352070089429617	55	7	0.12727272727272726	59	0	0.0	0	0		0	0	
RSPO1	232	-0.6089297533035278	-1.4251309633255005	0.23593555390834808	1	0.05595042556524277	22	0	0.0	24	0	0.0	0	0		0	0	
PDGFD	231	-0.6092104911804199	-1.6129302978515625	0.3148137927055359	1	0.020176930353045464	28	0	0.0	31	0	0.0	0	0		0	0	
IL12A	232	-0.6143903732299805	-1.5251964330673218	0.22619017958641052	0		42	1	0.023809523809523808	47	0	0.0	0	0		0	0	
IAPP	232	-0.6195132732391357	-1.5806419849395752	0.10769403725862503	2	0.06867314875125885	30	0	0.0	32	0	0.0	0	0		0	0	
IL23A	232	-0.6199077367782593	-1.6147042512893677	0.34569934010505676	1	0.10469092428684235	31	0	0.0	33	0	0.0	0	0		0	0	
CXCL10	232	-0.620763897895813	-1.6269510984420776	0.7053465247154236	125	0.06276477873325348	160	3	0.01875	172	0	0.0	72	0	0.0	82	0	0.0
SELENOP	232	-0.6213436126708984	-3.2198381423950195	1.586624026298523	58	0.008497629314661026	158	9	0.056962025316455694	175	3	0.017142857142857144	14	0	0.0	16	0	0.0
PTHLH	232	-0.6244441270828247	-1.8373907804489136	0.4585561752319336	17	0.019868090748786926	53	2	0.03773584905660377	65	1	0.015384615384615385	0	0		0	0	
MMP8	232	-0.6244884133338928	-1.5554863214492798	0.05318054184317589	2	0.04667242616415024	22	0	0.0	25	0	0.0	2	0	0.0	2	0	0.0
ADGRF5	232	-0.6248887777328491	-1.7008745670318604	0.5462806820869446	1	0.01026777271181345	79	5	0.06329113924050633	91	1	0.01098901098901099	0	0		0	0	
DDX58	232	-0.625708818435669	-1.625101089477539	0.4963715970516205	9	0.13187050819396973	59	2	0.03389830508474576	68	0	0.0	5	0	0.0	6	0	0.0
RSPO2	232	-0.6265047192573547	-1.3696602582931519	0.2102014124393463	0		14	0	0.0	16	0	0.0	0	0		0	0	
INHBB	232	-0.6276834011077881	-1.551732063293457	0.571617603302002	1	0.1133289635181427	43	0	0.0	49	0	0.0	0	0		0	0	
IL2	232	-0.6300849914550781	-1.6863722801208496	0.23578748106956482	0		31	0	0.0	34	0	0.0	0	0		0	0	
