nhood	n_samples_present	n_cells	spearman_rho	p	testable	BH_FDR	SpatialFDR
0	1	31			False		
1	1	31			False		
2	1	31			False		
3	4	31			False		
4	1	31			False		
5	4	31			False		
6	1	31			False		
7	1	31			False		
8	1	31			False		
9	3	31			False		
10	1	31			False		
11	7	31	0.7500000000000002	0.0521814004570578	True	0.7019875193562681	0.769959264436903
12	10	31	-0.4424242424242424	0.20042268671194213	True	0.8016432432432432	0.8172341259511722
13	1	31			False		
14	2	31			False		
15	1	31			False		
16	2	31			False		
17	1	31			False		
18	1	31			False		
19	3	31			False		
20	4	31			False		
21	1	31			False		
22	2	31			False		
23	1	31			False		
24	1	31			False		
25	3	31			False		
26	0	31			False		
27	6	31	0.14285714285714288	0.7871720116618076	True	0.940135274213113	0.9363445121305675
28	1	31			False		
29	4	31			False		
30	1	31			False		
31	1	31			False		
32	3	31			False		
33	12	31	0.46153846153846156	0.13094806950717272	True	0.8016432432432432	0.8172341259511722
34	1	31			False		
35	7	31	0.42857142857142866	0.3373683110858243	True	0.8515227089114471	0.848075082201284
36	1	31			False		
37	1	31			False		
38	4	31			False		
39	2	31			False		
40	1	31			False		
41	7	31	-0.6071428571428572	0.14823116148116164	True	0.8016432432432432	0.8172341259511722
42	4	31			False		
43	3	31			False		
44	1	31			False		
45	1	31			False		
46	1	31			False		
47	1	31			False		
48	1	31			False		
49	6	31	-0.5428571428571429	0.26570262390670546	True	0.8287009250773654	0.8266271402413851
50	2	31			False		
51	1	31			False		
52	1	31			False		
53	2	31			False		
54	1	31			False		
55	1	31			False		
56	1	31			False		
57	1	31			False		
58	1	31			False		
59	1	31			False		
60	1	31			False		
61	6	31	0.2571428571428572	0.6227871720116619	True	0.936413168397695	0.9363445121305675
62	4	31			False		
63	1	31			False		
64	3	31			False		
65	4	31			False		
66	1	31			False		
67	1	31			False		
68	6	31	-0.6	0.208	True	0.8016432432432432	0.8172341259511722
69	9	31	0.08333333333333334	0.831214097710308	True	0.940135274213113	0.9363445121305675
70	1	31			False		
71	5	31	0.39999999999999997	0.5046315754686912	True	0.9178630441560633	0.9268039996051419
72	3	31			False		
73	1	31			False		
74	1	31			False		
75	1	31			False		
76	4	31			False		
77	1	31			False		
78	5	31	0.7	0.1881204043741873	True	0.8016432432432432	0.8172341259511722
79	1	31			False		
80	2	31			False		
81	5	31	0.6	0.28475697986529386	True	0.8287009250773654	0.8266271402413851
82	1	31			False		
83	1	31			False		
84	1	31			False		
85	1	31			False		
86	2	31			False		
87	3	31			False		
88	2	31			False		
89	1	31			False		
90	1	31			False		
91	5	31	0.3	0.623837664781073	True	0.936413168397695	0.9363445121305675
92	1	31			False		
93	3	31			False		
94	2	31			False		
95	3	31			False		
96	4	31			False		
97	1	31			False		
98	1	31			False		
99	1	31			False		
100	4	31			False		
101	2	31			False		
102	1	31			False		
103	7	31	-0.4642857142857144	0.29393410760025196	True	0.8316468996784906	0.8275148919925439
104	2	31			False		
105	1	31			False		
106	2	31			False		
107	3	31			False		
108	1	31			False		
109	1	31			False		
110	4	31			False		
111	2	31			False		
112	1	31			False		
113	1	31			False		
114	1	31			False		
115	1	31			False		
116	1	31			False		
117	1	31			False		
118	1	31			False		
119	5	31	0.39999999999999997	0.5046315754686912	True	0.9178630441560633	0.9268039996051419
120	1	31			False		
121	1	31			False		
122	1	31			False		
123	1	31			False		
124	5	31	-0.3	0.623837664781073	True	0.936413168397695	0.9363445121305675
125	1	31			False		
126	8	31	-0.1666666666666667	0.693238811728395	True	0.940135274213113	0.9363445121305675
127	3	31			False		
128	1	31			False		
129	3	31			False		
130	1	31			False		
131	5	31	-0.49999999999999994	0.3910022189557703	True	0.8515227089114471	0.848075082201284
132	1	31			False		
133	2	31			False		
134	1	31			False		
135	1	31			False		
136	1	31			False		
137	1	31			False		
138	2	31			False		
139	8	31	0.8333333333333335	0.010175540123456752	True	0.5580892390788204	0.5551076418927736
140	6	31	0.7142857142857143	0.11078717201166179	True	0.8016432432432432	0.8172341259511722
141	1	31			False		
142	2	31			False		
143	1	31			False		
144	3	31			False		
145	7	31	0.5714285714285715	0.18020198891152767	True	0.8016432432432432	0.8172341259511722
146	3	31			False		
147	1	31			False		
148	6	31	0.3142857142857143	0.5440932944606415	True	0.936413168397695	0.9363445121305675
149	1	31			False		
150	3	31			False		
151	1	31			False		
152	1	31			False		
153	3	31			False		
154	7	31	-0.7857142857142859	0.03623846267982715	True	0.6058243268872636	0.6512529401602589
155	1	31			False		
156	6	31	-0.3714285714285715	0.4684781341107872	True	0.9151367386876472	0.9223383337135242
157	1	31			False		
158	1	31			False		
159	2	31			False		
160	1	31			False		
161	1	31			False		
162	1	31			False		
163	4	31			False		
164	1	31			False		
165	2	31			False		
166	1	31			False		
167	2	31			False		
168	2	31			False		
169	3	31			False		
170	5	31	-0.49999999999999994	0.3910022189557703	True	0.8515227089114471	0.848075082201284
171	1	31			False		
172	0	31			False		
173	4	31			False		
174	1	31			False		
175	1	31			False		
176	2	31			False		
177	1	31			False		
178	8	31	0.880952380952381	0.0038503204637324005	True	0.31142963159289594	0.2900561115582314
179	9	31	-0.45	0.22421610749233675	True	0.8287009250773654	0.8266271402413851
180	1	31			False		
181	1	31			False		
182	2	31			False		
183	1	31			False		
184	1	31			False		
185	1	31			False		
186	1	31			False		
187	3	31			False		
188	4	31			False		
189	1	31			False		
190	1	31			False		
191	1	31			False		
192	1	31			False		
193	1	31			False		
194	4	31			False		
195	1	31			False		
196	1	31			False		
197	1	31			False		
198	2	31			False		
199	1	31			False		
200	1	31			False		
201	1	31			False		
202	1	31			False		
203	4	31			False		
204	6	31	-0.028571428571428574	0.9571545189504373	True	0.9794727011812718	0.981762124322228
205	1	31			False		
206	1	31			False		
207	1	31			False		
208	2	31			False		
209	5	31	-0.3	0.623837664781073	True	0.936413168397695	0.9363445121305675
210	3	31			False		
211	3	31			False		
212	1	31			False		
213	2	31			False		
214	5	31	0.3	0.623837664781073	True	0.936413168397695	0.9363445121305675
215	2	31			False		
216	1	31			False		
217	3	31			False		
218	1	31			False		
219	1	31			False		
220	2	31			False		
221	1	31			False		
222	2	31			False		
223	1	31			False		
224	4	31			False		
225	1	31			False		
226	6	31	-0.4285714285714286	0.3965014577259473	True	0.8515227089114471	0.848075082201284
227	7	31	0.6071428571428572	0.14823116148116164	True	0.8016432432432432	0.8172341259511722
228	3	31			False		
229	1	31			False		
230	1	31			False		
231	1	31			False		
232	3	31			False		
233	1	31			False		
234	0	31			False		
235	1	31			False		
236	9	31	-0.5166666666666667	0.15439012098622507	True	0.8016432432432432	0.8172341259511722
237	1	31			False		
238	1	31			False		
239	4	31			False		
240	3	31			False		
