accession	sample	arm	Tacstd2	Cldn4	Cldn3	Cldn6	Cldn7	Cdh1	F11r	Ocln	TJ7	cohort
GSE137244	KL155mix-control-2-RNA	KL	5.703211467391146	7.9645141540866495	8.150102669536803	8.914175814063894	7.281234584647019	6.656067273725599	6.456313341355182	4.06177619758669	7.069169147857404	
GSE137244	KL47-1-untreated-1-RNA	KL	5.189429245809757	8.533524414856684	8.250298417906333	9.090906345231911	7.136581051666501	6.641112461829298	6.9342805936400245	4.112700132749362	7.242771916840016	
GSE137244	KLC-RNA	KL	5.7398481026993275	9.168446483540569	8.315511889134802	7.909473111409926	6.917909073852982	6.669735462797983	6.970623614470605	4.896756218474805	7.264065121954524	
GSE137244	KLD-RNA	KL	6.584661907941469	9.618513980828808	8.775643199837265	8.687305690470208	7.034083626615416	7.439456918876031	7.3473113163652854	5.506843098969815	7.7727368331375475	
GSE137244	KLE-RNA	KL	6.060912049587874	9.08992710748277	8.430661622753629	8.229780166733326	6.8052924556007115	6.928133407829852	7.190516096215559	5.0785244453890765	7.393262186000705	
GSE137244	B6AL10-1-RNA	KP	3.403267722339301	3.743084055549586	5.033863451866284	0.632268215499513	3.5801454844233804	7.226604860396028	7.199279721336625	3.48155728070859	4.4138290099685715	
GSE137244	B6AL10-2-RNA	KP	3.028569152196771	4.247927513443585	4.963936452144486	0.7048719644563528	3.3881895371560837	7.4239142676731	7.208770848447551	3.8787253414801053	4.545190846400181	
GSE137244	B6AL10-3-RNA	KP	0.0	1.5260688116675876	0.632268215499513	0.5459683691052925	0.43295940727610627	7.693905069381947	6.837564863157148	2.3132458517875616	2.854568655410737	
GSE137244	B6AL10-4-RNA	KP	3.3950627995175777	3.403267722339301	5.417177411906387	0.6415460290875237	3.29130885982897	7.029563314432658	6.97338167497138	3.1651079851445365	4.274478999672965	
GSE137244	B6AL10-5-RNA	KP	3.2600256559614555	3.6064422281316078	5.078951341394822	0.36737106564852945	3.0959244199985356	7.374430937662357	7.168321115739722	3.488000770834068	4.311348839915664	
GSE137396	KL77-Kras-Lkb1-NA	KL	13.171489577065655	13.726005231128596	13.243769031961852	12.32755264408124	13.769731424419591	16.382978149207947	14.143462992118181	11.891783817115282	13.640754755718957	
