accession	cohort	family	name	fair_genotype	scale	n_kl	n_kp	mean_kl	mean_kp	delta_mean	kl_gt_kp	mwu_p	welch_p	mwu_floor	enough_n	note	mwu_fdr_bh
GSE164758	all_tumors	gene	Cldn3	True	log2(FPKM+1)	9	8	8.454307597167762	4.611186757555243	3.843120839612519	True	8.227067050596462e-05	5.70745987626977e-10	8.227067050596462e-05	True	Eichner primary tumors. No histology field in GEO (genotype, tissue, treatment, guide RNA only). Bulk FPKM. Unannotated KL-H457 and KPa columns excluded.	0.00018804724687077626
GSE164758	all_tumors	gene	Tjp3	True	log2(FPKM+1)	9	8	3.720844702878099	2.034250433067578	1.686594269810521	True	8.227067050596462e-05	3.54995542154802e-09	8.227067050596462e-05	True	Eichner primary tumors. No histology field in GEO (genotype, tissue, treatment, guide RNA only). Bulk FPKM. Unannotated KL-H457 and KPa columns excluded.	0.00018804724687077626
GSE164758	all_tumors	pathway_gene	Irf3	True	analysis scale	9	8	4.721542865323731	3.951681928964785	0.7698609363589464	True	8.227067050596462e-05	1.6043076506439174e-08	8.227067050596462e-05	True	Eichner primary tumors. No histology field in GEO (genotype, tissue, treatment, guide RNA only). Bulk FPKM. Unannotated KL-H457 and KPa columns excluded.	0.0004278074866310161
GSE164758	all_tumors	gene	Cldn7	True	log2(FPKM+1)	9	8	6.469934932932176	5.259017355211286	1.21091757772089	True	8.227067050596462e-05	2.3781069660628603e-07	8.227067050596462e-05	True	Eichner primary tumors. No histology field in GEO (genotype, tissue, treatment, guide RNA only). Bulk FPKM. Unannotated KL-H457 and KPa columns excluded.	0.00018804724687077626
GSE164758	all_tumors	gene	Tacstd2	True	log2(FPKM+1)	9	8	6.496560479497545	5.638497582888118	0.858062896609427	True	8.227067050596462e-05	0.0006758470524404931	8.227067050596462e-05	True	Eichner primary tumors. No histology field in GEO (genotype, tissue, treatment, guide RNA only). Bulk FPKM. Unannotated KL-H457 and KPa columns excluded.	0.00018804724687077626
GSE6135	mouse_all_histology	pathway_gene	Irf1	True	analysis scale	7	5	8.56238179507143	7.6937881742	0.8685936208714296	True	0.0025252525252525255	0.00015020043259627867	0.0025252525252525255	True	GSE6135 GPL8321 deposited array values, not re-logged. L/L and L/- primaries, all histologies. Mouse mean. L/+ and metastasis excluded.	0.02777777777777778
GSE6135	mouse_all_histology	pathway_gene	Tbk1	True	analysis scale	7	5	7.08630981275	6.1958620698	0.8904477429499993	True	0.0025252525252525255	0.00031013306018885974	0.0025252525252525255	True	GSE6135 GPL8321 deposited array values, not re-logged. L/L and L/- primaries, all histologies. Mouse mean. L/+ and metastasis excluded.	0.02777777777777778
GSE6135	mouse_all_histology	gene	Tacstd2	True	deposited_array_value	7	5	6.009807698285714	4.2148414484	1.7949662498857144	True	0.0025252525252525255	0.003523669997883253	0.0025252525252525255	True	GSE6135 GPL8321 deposited array values, not re-logged. L/L and L/- primaries, all histologies. Mouse mean. L/+ and metastasis excluded.	0.01893939393939394
GSE6135	mouse_all_histology	probe	Tacstd2:1423323_at	True	deposited_array_value	7	5	6.009807698285714	4.2148414484	1.7949662498857144	True	0.0025252525252525255	0.003523669997883253	0.0025252525252525255	True	GSE6135 GPL8321 deposited array values, not re-logged. L/L and L/- primaries, all histologies. Mouse mean. L/+ and metastasis excluded. Single probe. Tacstd2 has 1 exact-symbol probe(s) on GPL8321.	0.03282828282828283
GSE164758	all_tumors	pathway_gene	Tmem173	True	analysis scale	9	8	5.233526302210476	4.612857379733249	0.6206689224772264	True	0.0037021801727684074	0.010625265132816135	8.227067050596462e-05	True	Eichner primary tumors. No histology field in GEO (genotype, tissue, treatment, guide RNA only). Bulk FPKM. Unannotated KL-H457 and KPa columns excluded.	0.012032085561497324
