accession	cohort	family	name	fair_genotype	scale	n_kl	n_kp	mean_kl	mean_kp	delta_mean	kl_gt_kp	mwu_p	welch_p	mwu_floor	enough_n	note	mwu_fdr_bh
GSE6135	mouse_all_histology	gene	Cldn4	True	deposited_array_value	7	5	6.119266131428572	5.8952590655999995	0.22400706582857222	True	0.8762626262626263	0.6252609051170812	0.0025252525252525255	True	GSE6135 GPL8321 deposited array values, not re-logged. L/L and L/- primaries, all histologies. Mouse mean. L/+ and metastasis excluded.	1.0
GSE6135	mouse_all_histology	module	TJ7	True	mean gene z within contrast samples	7	5	0.07584259223403876	-0.1061796291276563	0.18202222136169505	True	0.8762626262626263	0.5525027696337891	0.0025252525252525255	True	GSE6135 GPL8321 deposited array values, not re-logged. L/L and L/- primaries, all histologies. Mouse mean. L/+ and metastasis excluded. Genes used: Cldn3,Cldn4,Cldn6,Cldn7,Cdh1,F11r,Ocln.	1.0
GSE6135	mouse_all_histology	module	TJ_CORE	True	mean gene z within contrast samples	7	5	0.18847493812999921	-0.26386491338200013	0.45233985151199935	True	0.26767676767676774	0.12359180830964367	0.0025252525252525255	True	GSE6135 GPL8321 deposited array values, not re-logged. L/L and L/- primaries, all histologies. Mouse mean. L/+ and metastasis excluded. Genes used: Ocln,Tjp1,Tjp2,Tjp3,F11r,Marveld2,Cldn3,Cldn4,Cldn7.	0.4461279461279462
GSE6135	mouse_all_histology	module	TJ_CORE_NO_CLDN4	True	mean gene z within contrast samples	7	5	0.19830793802221952	-0.2776311132311083	0.4759390512533278	True	0.10606060606060606	0.09184633055710915	0.0025252525252525255	True	GSE6135 GPL8321 deposited array values, not re-logged. L/L and L/- primaries, all histologies. Mouse mean. L/+ and metastasis excluded. Genes used: Ocln,Tjp1,Tjp2,Tjp3,F11r,Marveld2,Cldn3,Cldn7.	0.26515151515151514
GSE6135	mouse_all_histology	module	CLDN_STRAND	True	mean gene z within contrast samples	7	5	-0.03035523181899476	0.04249732454659143	-0.07285255636558619	False	1.0	0.8244571078297798	0.0025252525252525255	True	GSE6135 GPL8321 deposited array values, not re-logged. L/L and L/- primaries, all histologies. Mouse mean. L/+ and metastasis excluded. Genes used: Cldn3,Cldn4,Cldn7,Ocln.	1.0
GSE6135	mouse_all_histology	module	PLAQUE	True	mean gene z within contrast samples	7	5	0.4044178034863335	-0.5661849248808668	0.9706027283672003	True	0.030303030303030304	0.01931077008819501	0.0025252525252525255	True	GSE6135 GPL8321 deposited array values, not re-logged. L/L and L/- primaries, all histologies. Mouse mean. L/+ and metastasis excluded. Genes used: Tjp1,Tjp2,Tjp3,Marveld2.	0.15151515151515152
GSE6135	mouse_all_histology	norm	Cldn4_minus_Epcam	True	Cldn4 minus Epcam on the analysis scale	7	5	-3.5658967030714286	-3.8579613496	0.29206464652857145	True	0.5303030303030304	0.5376426139280422	0.0025252525252525255	True	GSE6135 GPL8321 deposited array values, not re-logged. L/L and L/- primaries, all histologies. Mouse mean. L/+ and metastasis excluded. Epithelial ratio, not raw Cldn4.	0.638888888888889
GSE6135	mouse_all_histology	norm	Cldn4_residual_Epcam_Krt8	True	OLS residual of Cldn4 on Epcam and Krt8	7	5	0.13266064743907208	-0.18572490641469824	0.3183855538537703	True	0.638888888888889	0.4735616228783199	0.0025252525252525255	True	GSE6135 GPL8321 deposited array values, not re-logged. L/L and L/- primaries, all histologies. Mouse mean. L/+ and metastasis excluded. Residual removes linear epithelial-marker content. Fit uses KL and KP samples together.	0.638888888888889
GSE6135	mouse_all_histology	norm	TJ_CORE_minus_Epcam_z	True	TJ_CORE z minus Epcam z	7	5	0.2528064476256959	-0.3539290266759826	0.6067354743016784	True	0.3434343434343435	0.39892753859659974	0.0025252525252525255	True	GSE6135 GPL8321 deposited array values, not re-logged. L/L and L/- primaries, all histologies. Mouse mean. L/+ and metastasis excluded. Module after subtracting the Epcam z-score.	0.638888888888889
GSE6135	mouse_all_histology	pathway	NHEJ	True	mean gene z within contrast samples	7	5	-0.16218828354328324	0.2270635969605938	-0.38925188050387705	False	0.26767676767676774	0.22418969613148823	0.0025252525252525255	True	GSE6135 GPL8321 deposited array values, not re-logged. L/L and L/- primaries, all histologies. Mouse mean. L/+ and metastasis excluded. Genes used: Xrcc4,Xrcc5,Xrcc6,Prkdc,Nhej1.	0.26767676767676774
GSE6135	mouse_all_histology	pathway	STING	True	mean gene z within contrast samples	7	5	0.10244449312647237	-0.1434222903770587	0.24586678350353108	True	0.26767676767676774	0.3934137030351659	0.0025252525252525255	True	GSE6135 GPL8321 deposited array values, not re-logged. L/L and L/- primaries, all histologies. Mouse mean. L/+ and metastasis excluded. Genes used: Tmem173,Tbk1,Irf3.	0.26767676767676774
GSE6135	mouse_all_histology	pathway	IFN	True	mean gene z within contrast samples	7	5	0.23757962862580342	-0.332611480076125	0.5701911087019285	True	0.07323232323232323	0.05067167476945767	0.0025252525252525255	True	GSE6135 GPL8321 deposited array values, not re-logged. L/L and L/- primaries, all histologies. Mouse mean. L/+ and metastasis excluded. Genes used: Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ifnb1.	0.2196969696969697
GSE6135	mouse_all_histology	probe	Cldn4:1418283_at	True	deposited_array_value	7	5	6.119266131428572	5.8952590655999995	0.22400706582857222	True	0.8762626262626263	0.6252609051170812	0.0025252525252525255	True	GSE6135 GPL8321 deposited array values, not re-logged. L/L and L/- primaries, all histologies. Mouse mean. L/+ and metastasis excluded. Single probe. Cldn4 has 1 exact-symbol probe(s) on GPL8321.	0.9492845117845118
GSE6135	mouse_adeno_only	gene	Tacstd2	True	deposited_array_value	4	5	5.203869650125	4.2148414484	0.9890282017250005	True	0.015873015873015872	0.01064308939136458	0.015873015873015872	True	GSE6135 GPL8321 deposited array values, not re-logged. Pathologist adenocarcinoma only. Matched to KP, which are all Ad.	0.11904761904761904
GSE6135	mouse_adeno_only	gene	Cldn4	True	deposited_array_value	4	5	5.3048649091249995	5.8952590655999995	-0.5903941564749999	False	0.19047619047619047	0.1751247297778291	0.015873015873015872	True	GSE6135 GPL8321 deposited array values, not re-logged. Pathologist adenocarcinoma only. Matched to KP, which are all Ad.	0.3571428571428571
GSE6135	mouse_adeno_only	module	TJ7	True	mean gene z within contrast samples	4	5	-0.09136183805998077	0.07308947044798515	-0.1644513085079659	False	0.4126984126984127	0.6063622588073989	0.015873015873015872	True	GSE6135 GPL8321 deposited array values, not re-logged. Pathologist adenocarcinoma only. Matched to KP, which are all Ad. Genes used: Cldn3,Cldn4,Cldn6,Cldn7,Cdh1,F11r,Ocln.	0.6878306878306878
GSE6135	mouse_adeno_only	module	TJ_CORE	True	mean gene z within contrast samples	4	5	0.0217401513015193	-0.01739212104121604	0.039132272342735336	True	1.0	0.8962551992893271	0.015873015873015872	True	GSE6135 GPL8321 deposited array values, not re-logged. Pathologist adenocarcinoma only. Matched to KP, which are all Ad. Genes used: Ocln,Tjp1,Tjp2,Tjp3,F11r,Marveld2,Cldn3,Cldn4,Cldn7.	1.0
GSE6135	mouse_adeno_only	module	TJ_CORE_NO_CLDN4	True	mean gene z within contrast samples	4	5	0.10021559448304516	-0.08017247558643686	0.18038807006948204	True	0.5555555555555556	0.551410442657193	0.015873015873015872	True	GSE6135 GPL8321 deposited array values, not re-logged. Pathologist adenocarcinoma only. Matched to KP, which are all Ad. Genes used: Ocln,Tjp1,Tjp2,Tjp3,F11r,Marveld2,Cldn3,Cldn7.	0.6944444444444444
GSE6135	mouse_adeno_only	module	CLDN_STRAND	True	mean gene z within contrast samples	4	5	-0.26810407921395746	0.21448326337116672	-0.48258734258512415	False	0.4126984126984127	0.2564841848461393	0.015873015873015872	True	GSE6135 GPL8321 deposited array values, not re-logged. Pathologist adenocarcinoma only. Matched to KP, which are all Ad. Genes used: Cldn3,Cldn4,Cldn7,Ocln.	0.6878306878306878
GSE6135	mouse_adeno_only	module	PLAQUE	True	mean gene z within contrast samples	4	5	0.2967233043662372	-0.23737864349299298	0.5341019478592302	True	0.4126984126984127	0.25488562816444954	0.015873015873015872	True	GSE6135 GPL8321 deposited array values, not re-logged. Pathologist adenocarcinoma only. Matched to KP, which are all Ad. Genes used: Tjp1,Tjp2,Tjp3,Marveld2.	0.6878306878306878
GSE6135	mouse_adeno_only	norm	Cldn4_minus_Epcam	True	Cldn4 minus Epcam on the analysis scale	4	5	-4.2219500844999995	-3.8579613496	-0.3639887348999995	False	0.5555555555555556	0.500228366468207	0.015873015873015872	True	GSE6135 GPL8321 deposited array values, not re-logged. Pathologist adenocarcinoma only. Matched to KP, which are all Ad. Epithelial ratio, not raw Cldn4.	0.8333333333333334
GSE6135	mouse_adeno_only	norm	Cldn4_residual_Epcam_Krt8	True	OLS residual of Cldn4 on Epcam and Krt8	4	5	-0.029321256607122814	0.023457005285704113	-0.05277826189282693	False	0.9047619047619049	0.7487667362739686	0.015873015873015872	True	GSE6135 GPL8321 deposited array values, not re-logged. Pathologist adenocarcinoma only. Matched to KP, which are all Ad. Residual removes linear epithelial-marker content. Fit uses KL and KP samples together.	0.9047619047619048
GSE6135	mouse_adeno_only	norm	TJ_CORE_minus_Epcam_z	True	TJ_CORE z minus Epcam z	4	5	0.2805492433758465	-0.22443939470068078	0.5049886380765273	True	0.5555555555555556	0.6094595342294779	0.015873015873015872	True	GSE6135 GPL8321 deposited array values, not re-logged. Pathologist adenocarcinoma only. Matched to KP, which are all Ad. Module after subtracting the Epcam z-score.	0.8333333333333334
GSE6135	mouse_adeno_only	pathway	NHEJ	True	mean gene z within contrast samples	4	5	-0.3785731280049061	0.3028585024039274	-0.6814316304088335	False	0.4126984126984127	0.10779375690408793	0.015873015873015872	True	GSE6135 GPL8321 deposited array values, not re-logged. Pathologist adenocarcinoma only. Matched to KP, which are all Ad. Genes used: Xrcc4,Xrcc5,Xrcc6,Prkdc,Nhej1.	0.6190476190476191
GSE6135	mouse_adeno_only	pathway	STING	True	mean gene z within contrast samples	4	5	0.3800040634317244	-0.304003250745381	0.6840073141771054	True	0.06349206349206349	0.0616265567945761	0.015873015873015872	True	GSE6135 GPL8321 deposited array values, not re-logged. Pathologist adenocarcinoma only. Matched to KP, which are all Ad. Genes used: Tmem173,Tbk1,Irf3.	0.19047619047619047
GSE6135	mouse_adeno_only	pathway	IFN	True	mean gene z within contrast samples	4	5	0.07055132519570925	-0.056441060156569675	0.1269923853522789	True	0.7301587301587302	0.5521068190586841	0.015873015873015872	True	GSE6135 GPL8321 deposited array values, not re-logged. Pathologist adenocarcinoma only. Matched to KP, which are all Ad. Genes used: Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ifnb1.	0.7301587301587302
GSE6135	mouse_adeno_only	probe	Cldn4:1418283_at	True	deposited_array_value	4	5	5.3048649091249995	5.8952590655999995	-0.5903941564749999	False	0.19047619047619047	0.1751247297778291	0.015873015873015872	True	GSE6135 GPL8321 deposited array values, not re-logged. Pathologist adenocarcinoma only. Matched to KP, which are all Ad. Single probe. Cldn4 has 1 exact-symbol probe(s) on GPL8321.	0.45021645021645024
GSE6135	mouse_adeno_plus_mixed	gene	Tacstd2	True	deposited_array_value	5	5	5.5516463659	4.2148414484	1.3368049175000003	True	0.007936507936507936	0.02229862859972844	0.007936507936507936	True	GSE6135 GPL8321 deposited array values, not re-logged. Adenocarcinoma plus adenosquamous. Pure squamous dropped. KP remain Ad.	0.05952380952380952
GSE6135	mouse_adeno_plus_mixed	gene	Cldn4	True	deposited_array_value	5	5	5.6515478423	5.8952590655999995	-0.24371122329999917	False	0.5476190476190477	0.6105446459454154	0.007936507936507936	True	GSE6135 GPL8321 deposited array values, not re-logged. Adenocarcinoma plus adenosquamous. Pure squamous dropped. KP remain Ad.	0.7467532467532468
GSE6135	mouse_adeno_plus_mixed	module	TJ7	True	mean gene z within contrast samples	5	5	0.030606955495584696	-0.030606955495584343	0.06121391099116904	True	0.8412698412698413	0.8612576032781553	0.007936507936507936	True	GSE6135 GPL8321 deposited array values, not re-logged. Adenocarcinoma plus adenosquamous. Pure squamous dropped. KP remain Ad. Genes used: Cldn3,Cldn4,Cldn6,Cldn7,Cdh1,F11r,Ocln.	0.8412698412698413
GSE6135	mouse_adeno_plus_mixed	module	TJ_CORE	True	mean gene z within contrast samples	5	5	0.15861709789477163	-0.1586170978947717	0.31723419578954337	True	0.6904761904761905	0.3878372010456774	0.007936507936507936	True	GSE6135 GPL8321 deposited array values, not re-logged. Adenocarcinoma plus adenosquamous. Pure squamous dropped. KP remain Ad. Genes used: Ocln,Tjp1,Tjp2,Tjp3,F11r,Marveld2,Cldn3,Cldn4,Cldn7.	0.8412698412698413
GSE6135	mouse_adeno_plus_mixed	module	TJ_CORE_NO_CLDN4	True	mean gene z within contrast samples	5	5	0.20095480555931475	-0.20095480555931436	0.4019096111186291	True	0.30952380952380953	0.2513358814262313	0.007936507936507936	True	GSE6135 GPL8321 deposited array values, not re-logged. Adenocarcinoma plus adenosquamous. Pure squamous dropped. KP remain Ad. Genes used: Ocln,Tjp1,Tjp2,Tjp3,F11r,Marveld2,Cldn3,Cldn7.	0.7738095238095238
GSE6135	mouse_adeno_plus_mixed	module	CLDN_STRAND	True	mean gene z within contrast samples	5	5	-0.12061244634155707	0.12061244634155695	-0.24122489268311403	False	0.6904761904761905	0.5198534076299638	0.007936507936507936	True	GSE6135 GPL8321 deposited array values, not re-logged. Adenocarcinoma plus adenosquamous. Pure squamous dropped. KP remain Ad. Genes used: Cldn3,Cldn4,Cldn7,Ocln.	0.8412698412698413
GSE6135	mouse_adeno_plus_mixed	module	PLAQUE	True	mean gene z within contrast samples	5	5	0.4251756650903366	-0.425175665090337	0.8503513301806735	True	0.09523809523809523	0.10872918695710515	0.007936507936507936	True	GSE6135 GPL8321 deposited array values, not re-logged. Adenocarcinoma plus adenosquamous. Pure squamous dropped. KP remain Ad. Genes used: Tjp1,Tjp2,Tjp3,Marveld2.	0.47619047619047616
GSE6135	mouse_adeno_plus_mixed	norm	Cldn4_minus_Epcam	True	Cldn4 minus Epcam on the analysis scale	5	5	-3.9480162469999995	-3.8579613496	-0.0900548973999995	False	1.0	0.8615941042809732	0.007936507936507936	True	GSE6135 GPL8321 deposited array values, not re-logged. Adenocarcinoma plus adenosquamous. Pure squamous dropped. KP remain Ad. Epithelial ratio, not raw Cldn4.	1.0
GSE6135	mouse_adeno_plus_mixed	norm	Cldn4_residual_Epcam_Krt8	True	OLS residual of Cldn4 on Epcam and Krt8	5	5	0.09959469590947859	-0.09959469590977577	0.19918939181925435	True	0.6904761904761905	0.36509751072750507	0.007936507936507936	True	GSE6135 GPL8321 deposited array values, not re-logged. Adenocarcinoma plus adenosquamous. Pure squamous dropped. KP remain Ad. Residual removes linear epithelial-marker content. Fit uses KL and KP samples together.	1.0
GSE6135	mouse_adeno_plus_mixed	norm	TJ_CORE_minus_Epcam_z	True	TJ_CORE z minus Epcam z	5	5	0.3240731617651595	-0.3240731617651572	0.6481463235303166	True	0.30952380952380953	0.438329795514639	0.007936507936507936	True	GSE6135 GPL8321 deposited array values, not re-logged. Adenocarcinoma plus adenosquamous. Pure squamous dropped. KP remain Ad. Module after subtracting the Epcam z-score.	0.9285714285714286
GSE6135	mouse_adeno_plus_mixed	probe	Cldn4:1418283_at	True	deposited_array_value	5	5	5.6515478423	5.8952590655999995	-0.24371122329999917	False	0.5476190476190477	0.6105446459454154	0.007936507936507936	True	GSE6135 GPL8321 deposited array values, not re-logged. Adenocarcinoma plus adenosquamous. Pure squamous dropped. KP remain Ad. Single probe. Cldn4 has 1 exact-symbol probe(s) on GPL8321.	0.8898809523809524
GSE6135	mouse_sq_mixed_vs_ad_KP	gene	Tacstd2	False	deposited_array_value	3	5	7.0843917625	4.2148414484	2.8695503141000005	True	0.03571428571428571	9.143624028216299e-05	0.03571428571428571	True	GSE6135 GPL8321 deposited array values, not re-logged. UNFAIR histology: squamous or mixed KL versus adenocarcinoma KP.	0.06696428571428571
GSE6135	mouse_sq_mixed_vs_ad_KP	gene	Cldn4	False	deposited_array_value	3	5	7.205134427833333	5.8952590655999995	1.309875362233334	True	0.03571428571428571	7.491051276995132e-05	0.03571428571428571	True	GSE6135 GPL8321 deposited array values, not re-logged. UNFAIR histology: squamous or mixed KL versus adenocarcinoma KP.	0.06696428571428571
GSE6135	mouse_sq_mixed_vs_ad_KP	module	TJ7	False	mean gene z within contrast samples	3	5	0.35413775323213276	-0.21248265193927982	0.5666204051714125	True	0.14285714285714285	0.10502596571957841	0.03571428571428571	True	GSE6135 GPL8321 deposited array values, not re-logged. UNFAIR histology: squamous or mixed KL versus adenocarcinoma KP. Genes used: Cldn3,Cldn4,Cldn6,Cldn7,Cdh1,F11r,Ocln.	0.17857142857142855
GSE6135	mouse_sq_mixed_vs_ad_KP	module	TJ_CORE	False	mean gene z within contrast samples	3	5	0.5586116123345757	-0.3351669674007458	0.8937785797353215	True	0.03571428571428571	0.010118222071012114	0.03571428571428571	True	GSE6135 GPL8321 deposited array values, not re-logged. UNFAIR histology: squamous or mixed KL versus adenocarcinoma KP. Genes used: Ocln,Tjp1,Tjp2,Tjp3,F11r,Marveld2,Cldn3,Cldn4,Cldn7.	0.059523809523809514
GSE6135	mouse_sq_mixed_vs_ad_KP	module	TJ_CORE_NO_CLDN4	False	mean gene z within contrast samples	3	5	0.4834723905857847	-0.2900834343514712	0.7735558249372558	True	0.03571428571428571	0.033433371405488875	0.03571428571428571	True	GSE6135 GPL8321 deposited array values, not re-logged. UNFAIR histology: squamous or mixed KL versus adenocarcinoma KP. Genes used: Ocln,Tjp1,Tjp2,Tjp3,F11r,Marveld2,Cldn3,Cldn7.	0.059523809523809514
GSE6135	mouse_sq_mixed_vs_ad_KP	module	CLDN_STRAND	False	mean gene z within contrast samples	3	5	0.22102463569485475	-0.13261478141691296	0.3536394171117677	True	0.5714285714285714	0.28558509079776545	0.03571428571428571	True	GSE6135 GPL8321 deposited array values, not re-logged. UNFAIR histology: squamous or mixed KL versus adenocarcinoma KP. Genes used: Cldn3,Cldn4,Cldn7,Ocln.	0.5714285714285714
GSE6135	mouse_sq_mixed_vs_ad_KP	module	PLAQUE	False	mean gene z within contrast samples	3	5	0.9030556013321475	-0.5418333607992892	1.4448889621314367	True	0.03571428571428571	0.034785155203666096	0.03571428571428571	True	GSE6135 GPL8321 deposited array values, not re-logged. UNFAIR histology: squamous or mixed KL versus adenocarcinoma KP. Genes used: Tjp1,Tjp2,Tjp3,Marveld2.	0.059523809523809514
GSE6135	mouse_sq_mixed_vs_ad_KP	norm	Cldn4_minus_Epcam	False	Cldn4 minus Epcam on the analysis scale	3	5	-2.6911588611666666	-3.8579613496	1.1668024884333335	True	0.03571428571428571	0.0058906646698998226	0.03571428571428571	True	GSE6135 GPL8321 deposited array values, not re-logged. UNFAIR histology: squamous or mixed KL versus adenocarcinoma KP. Epithelial ratio, not raw Cldn4.	0.05357142857142857
GSE6135	mouse_sq_mixed_vs_ad_KP	norm	Cldn4_residual_Epcam_Krt8	False	OLS residual of Cldn4 on Epcam and Krt8	3	5	0.6457992730313077	-0.38747956381878	1.0332788368500876	True	0.03571428571428571	0.005139190647454912	0.03571428571428571	True	GSE6135 GPL8321 deposited array values, not re-logged. UNFAIR histology: squamous or mixed KL versus adenocarcinoma KP. Residual removes linear epithelial-marker content. Fit uses KL and KP samples together.	0.05357142857142857
GSE6135	mouse_sq_mixed_vs_ad_KP	norm	TJ_CORE_minus_Epcam_z	False	TJ_CORE z minus Epcam z	3	5	0.2730929599721348	-0.16385577598328577	0.43694873595542055	True	1.0	0.6030017410613767	0.03571428571428571	True	GSE6135 GPL8321 deposited array values, not re-logged. UNFAIR histology: squamous or mixed KL versus adenocarcinoma KP. Module after subtracting the Epcam z-score.	1.0
GSE6135	mouse_sq_mixed_vs_ad_KP	probe	Cldn4:1418283_at	False	deposited_array_value	3	5	7.205134427833333	5.8952590655999995	1.309875362233334	True	0.03571428571428571	7.491051276995132e-05	0.03571428571428571	True	GSE6135 GPL8321 deposited array values, not re-logged. UNFAIR histology: squamous or mixed KL versus adenocarcinoma KP. Single probe. Cldn4 has 1 exact-symbol probe(s) on GPL8321.	0.10317460317460317
GSE6135	tumor_level_all_histology	gene	Tacstd2	False	deposited_array_value	10	5	6.1424045291	4.2148414484	1.9275630807000006	True	0.000666000666000666	0.0002601169367028751	0.000666000666000666	True	Tumor-level, not mouse-level. Two primaries from the same mouse are not independent. Shown so the unit choice is visible.	0.00999000999000999
GSE6135	tumor_level_all_histology	gene	Cldn4	False	deposited_array_value	10	5	6.335658315600001	5.8952590655999995	0.44039925000000135	True	0.594072594072594	0.2390827245944768	0.000666000666000666	True	Tumor-level, not mouse-level. Two primaries from the same mouse are not independent. Shown so the unit choice is visible.	0.7425907425907425
GSE6135	tumor_level_all_histology	module	TJ7	False	mean gene z within contrast samples	10	5	0.09471654011443524	-0.1894330802288715	0.28414962034330676	True	0.37096237096237095	0.3144028256658786	0.000666000666000666	True	Tumor-level, not mouse-level. Two primaries from the same mouse are not independent. Shown so the unit choice is visible. Genes used: Cldn3,Cldn4,Cldn6,Cldn7,Cdh1,F11r,Ocln.	0.4637029637029637
GSE6135	tumor_level_all_histology	module	TJ_CORE	False	mean gene z within contrast samples	10	5	0.18209104498815193	-0.36418208997630386	0.5462731349644558	True	0.12920412920412921	0.031432966801180205	0.000666000666000666	True	Tumor-level, not mouse-level. Two primaries from the same mouse are not independent. Shown so the unit choice is visible. Genes used: Ocln,Tjp1,Tjp2,Tjp3,F11r,Marveld2,Cldn3,Cldn4,Cldn7.	0.21534021534021539
GSE6135	tumor_level_all_histology	module	TJ_CORE_NO_CLDN4	False	mean gene z within contrast samples	10	5	0.18421574934719012	-0.3684314986943801	0.5526472480415702	True	0.07525807525807525	0.02679421381056886	0.000666000666000666	True	Tumor-level, not mouse-level. Two primaries from the same mouse are not independent. Shown so the unit choice is visible. Genes used: Ocln,Tjp1,Tjp2,Tjp3,F11r,Marveld2,Cldn3,Cldn7.	0.18814518814518813
GSE6135	tumor_level_all_histology	module	CLDN_STRAND	False	mean gene z within contrast samples	10	5	-0.009975560857809174	0.019951121715618036	-0.02992668257342721	False	1.0	0.918650420728853	0.000666000666000666	True	Tumor-level, not mouse-level. Two primaries from the same mouse are not independent. Shown so the unit choice is visible. Genes used: Cldn3,Cldn4,Cldn7,Ocln.	1.0
GSE6135	tumor_level_all_histology	module	PLAQUE	False	mean gene z within contrast samples	10	5	0.36765837635264875	-0.7353167527052961	1.1029751290579448	True	0.007992007992007992	0.0013287212699800433	0.000666000666000666	True	Tumor-level, not mouse-level. Two primaries from the same mouse are not independent. Shown so the unit choice is visible. Genes used: Tjp1,Tjp2,Tjp3,Marveld2.	0.03996003996003996
