stratum	score	n_cells	rho	p	unit
chan_normal_epithelial	REACTOME_STING	754	0.32431525752139806	6.31678341872508e-20	cell_descriptive
chan_normal_epithelial	CGAS	754	0.0591814478671604	0.10441972877069254	cell_descriptive
chan_normal_epithelial	STING1	754	0.2731443315475344	2.285236987881469e-14	cell_descriptive
chan_normal_epithelial	H2AX	754	0.1673925584071367	3.810444869677988e-06	cell_descriptive
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	21855	0.4658214123862345	0.0	cell_descriptive
glasner_luad_epithelium	DDR_DSB	21855	0.16483647010054917	6.2377096867895626e-133	cell_descriptive
glasner_luad_epithelium	PROLIF	21855	-0.025256779679697097	0.00018831123877018267	cell_descriptive
glasner_luad_epithelium	STING_SENSOR	21855	0.43725582752690534	0.0	cell_descriptive
glasner_luad_epithelium	STING_ISG	21855	0.4958886764527237	0.0	cell_descriptive
glasner_luad_epithelium	REACTOME_STING	21855	0.34695333048200155	0.0	cell_descriptive
glasner_luad_epithelium	CGAS	21855	0.20567316832409302	2.067055385202225e-207	cell_descriptive
glasner_luad_epithelium	STING1	21855	0.4734679791695076	0.0	cell_descriptive
glasner_luad_epithelium	H2AX	21855	0.3208549908941939	0.0	cell_descriptive
glasner_met_epithelium	HALLMARK_DNA_REPAIR	9862	0.3254593214008795	4.662823773283673e-242	cell_descriptive
glasner_met_epithelium	DDR_DSB	9862	0.16132623489191966	1.7132354258407315e-58	cell_descriptive
glasner_met_epithelium	PROLIF	9862	-0.001541043038574987	0.878384094269983	cell_descriptive
glasner_met_epithelium	STING_SENSOR	9862	0.2658043457592309	3.9748735146750664e-159	cell_descriptive
glasner_met_epithelium	STING_ISG	9862	0.2920033300870184	4.195003586676039e-193	cell_descriptive
glasner_met_epithelium	REACTOME_STING	9862	0.22677333287486862	3.231186623265273e-115	cell_descriptive
glasner_met_epithelium	CGAS	9862	0.19083496275244502	1.5645832894172782e-81	cell_descriptive
glasner_met_epithelium	STING1	9862	0.35165006405498395	5.496857245709929e-285	cell_descriptive
glasner_met_epithelium	H2AX	9862	0.22868301614751235	3.480303805867759e-117	cell_descriptive
glasner_primary_epithelium	HALLMARK_DNA_REPAIR	11353	0.5378883577846524	0.0	cell_descriptive
glasner_primary_epithelium	DDR_DSB	11353	0.13157076054228317	5.140352574464199e-45	cell_descriptive
glasner_primary_epithelium	PROLIF	11353	-0.011594666326080394	0.21671050616260462	cell_descriptive
glasner_primary_epithelium	STING_SENSOR	11353	0.5756440945458738	0.0	cell_descriptive
glasner_primary_epithelium	STING_ISG	11353	0.643312742707711	0.0	cell_descriptive
glasner_primary_epithelium	REACTOME_STING	11353	0.43518136560491405	0.0	cell_descriptive
glasner_primary_epithelium	CGAS	11353	0.19682367799194106	1.5627227753524572e-99	cell_descriptive
glasner_primary_epithelium	STING1	11353	0.5456518177433118	0.0	cell_descriptive
glasner_primary_epithelium	H2AX	11353	0.3591629283693978	0.0	cell_descriptive
