stratum	score	n_cells	rho	p	unit
chan_sclc_malignant	HALLMARK_DNA_REPAIR	54313	0.06184394845414051	3.5353253128409694e-47	cell_descriptive
chan_sclc_malignant	DDR_DSB	54313	-0.0373742864695276	2.9599718296921704e-18	cell_descriptive
chan_sclc_malignant	PROLIF	54313	-0.09396236208895856	9.429383007540147e-107	cell_descriptive
chan_sclc_malignant	STING_SENSOR	54313	0.17748493971984888	0.0	cell_descriptive
chan_sclc_malignant	STING_ISG	54313	0.14592645649323482	3.3173755768548594e-256	cell_descriptive
chan_sclc_malignant	REACTOME_STING	54313	0.024559726588935918	1.0379218058865946e-08	cell_descriptive
chan_sclc_malignant	CGAS	54313	-0.037261179004256614	3.734810684781747e-18	cell_descriptive
chan_sclc_malignant	STING1	54313	0.12348449703025506	1.6795170171928838e-183	cell_descriptive
chan_sclc_malignant	H2AX	54313	0.07562757576991783	1.0176746126453116e-69	cell_descriptive
chan_nsclc_malignant	HALLMARK_DNA_REPAIR	3121	0.42045621238881953	5.953583230802525e-134	cell_descriptive
chan_nsclc_malignant	DDR_DSB	3121	0.3292444033913249	8.414424332965758e-80	cell_descriptive
chan_nsclc_malignant	PROLIF	3121	0.23363101621703097	5.866370147113278e-40	cell_descriptive
chan_nsclc_malignant	STING_SENSOR	3121	0.37746563338283645	2.960509518936081e-106	cell_descriptive
chan_nsclc_malignant	STING_ISG	3121	0.4250659556258897	3.595438678745903e-137	cell_descriptive
chan_nsclc_malignant	REACTOME_STING	3121	0.3930731568614852	7.729149307732687e-116	cell_descriptive
chan_nsclc_malignant	CGAS	3121	0.1149326059741205	1.197953428384023e-10	cell_descriptive
chan_nsclc_malignant	STING1	3121	0.1855369870999581	1.436001126623532e-25	cell_descriptive
chan_nsclc_malignant	H2AX	3121	0.2897861835731562	1.9276472406830792e-61	cell_descriptive
chan_nsclc_label_in_sclc	HALLMARK_DNA_REPAIR	220	-0.14838960389022762	0.027762034197874822	cell_descriptive
chan_nsclc_label_in_sclc	DDR_DSB	220	-0.13630535702495714	0.043419322022026044	cell_descriptive
chan_nsclc_label_in_sclc	PROLIF	220	-0.06737423893443531	0.3198533013060087	cell_descriptive
chan_nsclc_label_in_sclc	STING_SENSOR	220	-0.07562363095389779	0.2640413872327908	cell_descriptive
chan_nsclc_label_in_sclc	STING_ISG	220	-0.07546630720947906	0.26503912362055443	cell_descriptive
chan_nsclc_label_in_sclc	REACTOME_STING	220	-0.1671872984140707	0.013022108733142395	cell_descriptive
chan_nsclc_label_in_sclc	CGAS	220	-0.07208013881252583	0.2871403269399367	cell_descriptive
chan_nsclc_label_in_sclc	STING1	220	-0.014253090106460172	0.833500779403812	cell_descriptive
chan_nsclc_label_in_sclc	H2AX	220	-0.01655107650391937	0.8071453505888422	cell_descriptive
chan_normal_epithelial	HALLMARK_DNA_REPAIR	754	0.4444587849233837	7.516352625823804e-38	cell_descriptive
chan_normal_epithelial	DDR_DSB	754	0.261955270715526	2.6889545447832534e-13	cell_descriptive
chan_normal_epithelial	PROLIF	754	0.14087019438011103	0.00010397867789379119	cell_descriptive
chan_normal_epithelial	STING_SENSOR	754	0.3065726498141481	7.150739841073103e-18	cell_descriptive
chan_normal_epithelial	STING_ISG	754	0.21735840814976395	1.6314854244716284e-09	cell_descriptive
