stratum	score	donor	n_cells	rho	p
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1020	387	0.23696447020995332	2.430604866688035e-06
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1023	1727	0.23371009843083734	7.428871685812599e-23
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1024	224	0.4016786940478068	4.290882092281163e-10
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1025	640	0.059309510878438776	0.13392252369538873
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1026	128	0.5054390341459379	1.1653755230869182e-09
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1027	502	0.37130717844765104	7.42276503223227e-18
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1028	584	0.45120764623066234	1.2390759204644738e-30
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1029	6552	0.04585668282486776	0.00020474577194100625
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1030	3024	0.22623777311990143	2.1227342153652715e-36
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1031	5844	0.13302094018479418	1.74922357940667e-24
glasner_luad_epithelium	DDR_DSB	HTA8_1002	89	0.005975342696020713	0.9556804921491786
glasner_luad_epithelium	DDR_DSB	HTA8_1005	746	0.5805128364092386	2.019628636288362e-68
glasner_luad_epithelium	DDR_DSB	HTA8_1006	102	0.29351752283044413	0.0027526600315105464
glasner_luad_epithelium	DDR_DSB	HTA8_1007	163	0.04955701157870107	0.529860796220922
glasner_luad_epithelium	DDR_DSB	HTA8_1009	308	0.39749893871255065	4.2120754045323585e-13
glasner_luad_epithelium	DDR_DSB	HTA8_1011	75	0.034136655885319056	0.771241429013407
glasner_luad_epithelium	DDR_DSB	HTA8_1013	220	0.3162637259528001	1.687158031854449e-06
glasner_luad_epithelium	DDR_DSB	HTA8_1014	95	0.10195080994442336	0.32555658289671396
glasner_luad_epithelium	DDR_DSB	HTA8_1016	242	0.0900335209308008	0.16266083007520793
glasner_luad_epithelium	DDR_DSB	HTA8_1017	75	0.31225242035108997	0.006385126077661177
glasner_luad_epithelium	DDR_DSB	HTA8_1019	119	0.0909359096995358	0.32533066859828896
glasner_luad_epithelium	DDR_DSB	HTA8_1020	387	0.09814262159561576	0.0537176237367413
glasner_luad_epithelium	DDR_DSB	HTA8_1023	1727	0.134978823974403	1.7909857835155756e-08
glasner_luad_epithelium	DDR_DSB	HTA8_1024	224	0.3099093531040255	2.2529195932053524e-06
glasner_luad_epithelium	DDR_DSB	HTA8_1025	640	-0.003939073066773415	0.9207753316271827
glasner_luad_epithelium	DDR_DSB	HTA8_1026	128	0.38832734061155655	5.915658444122697e-06
glasner_luad_epithelium	DDR_DSB	HTA8_1027	502	0.34300105823028415	2.6359404082091157e-15
glasner_luad_epithelium	DDR_DSB	HTA8_1028	584	0.21407318053392133	1.7614748459175186e-07
glasner_luad_epithelium	DDR_DSB	HTA8_1029	6552	0.016560097861425472	0.180153113133937
glasner_luad_epithelium	DDR_DSB	HTA8_1030	3024	0.09091238163940284	5.509574300518925e-07
glasner_luad_epithelium	DDR_DSB	HTA8_1031	5844	0.06483529520503276	7.028947391434682e-07
glasner_luad_epithelium	PROLIF	HTA8_1002	89	0.08407033920458185	0.4334544102764744
glasner_luad_epithelium	PROLIF	HTA8_1005	746	0.3793326953984179	6.080908647272617e-27
glasner_luad_epithelium	PROLIF	HTA8_1006	102	0.11093043058849993	0.26701434834550564
glasner_luad_epithelium	PROLIF	HTA8_1007	163	-0.10748996941006608	0.17202089232088144
glasner_luad_epithelium	PROLIF	HTA8_1009	308	0.20618430525448966	0.00026945069402782335
glasner_luad_epithelium	PROLIF	HTA8_1011	75	0.002230880589740052	0.9848446846724108
glasner_luad_epithelium	PROLIF	HTA8_1013	220	0.17909317272244174	0.007749073456913891
glasner_luad_epithelium	PROLIF	HTA8_1014	95	0.025445333099258578	0.8066369805142491
glasner_luad_epithelium	PROLIF	HTA8_1016	242	0.01060316042115079	0.8696547435258581
glasner_luad_epithelium	PROLIF	HTA8_1017	75	0.19716845355386628	0.08997350520507003
glasner_luad_epithelium	PROLIF	HTA8_1019	119	0.2590784143047706	0.004439372110143249
glasner_luad_epithelium	PROLIF	HTA8_1020	387	0.151982101196829	0.0027211431478166544
glasner_luad_epithelium	PROLIF	HTA8_1023	1727	0.11383598186830866	2.1088615521728554e-06
glasner_luad_epithelium	PROLIF	HTA8_1024	224	0.2590825788682497	8.74187988684422e-05
glasner_luad_epithelium	PROLIF	HTA8_1025	640	-0.013357132009307339	0.7359162751044663
glasner_luad_epithelium	PROLIF	HTA8_1026	128	0.16783134089515897	0.058275106637413226
glasner_luad_epithelium	PROLIF	HTA8_1027	502	0.07711581409098846	0.0843346179011738
glasner_luad_epithelium	PROLIF	HTA8_1028	584	-0.22891736825947206	2.210757188052811e-08
glasner_luad_epithelium	PROLIF	HTA8_1029	6552	-0.004432971431785566	0.71977641566463
glasner_luad_epithelium	PROLIF	HTA8_1030	3024	-0.010545170537965748	0.562140635266924
glasner_luad_epithelium	PROLIF	HTA8_1031	5844	0.027762933783947535	0.033810712541673636
glasner_luad_epithelium	STING_SENSOR	HTA8_1002	89	0.11931398836877506	0.26541758608051685
glasner_luad_epithelium	STING_SENSOR	HTA8_1005	746	0.4968639129526637	9.179699160133506e-48
glasner_luad_epithelium	STING_SENSOR	HTA8_1006	102	0.2971242847514606	0.002424377547123593
glasner_luad_epithelium	STING_SENSOR	HTA8_1007	163	0.11893429660869935	0.13049876005162342
glasner_luad_epithelium	STING_SENSOR	HTA8_1009	308	0.31569180944381237	1.4847157385766722e-08
glasner_luad_epithelium	STING_SENSOR	HTA8_1011	75	0.23367140382398538	0.04362348854035146
glasner_luad_epithelium	STING_SENSOR	HTA8_1013	220	0.15674457058530022	0.020015898625544072
glasner_luad_epithelium	STING_SENSOR	HTA8_1014	95	0.1942754091410628	0.059226056164044714
glasner_luad_epithelium	STING_SENSOR	HTA8_1016	242	0.20781490564565638	0.0011472692649305467
glasner_luad_epithelium	STING_SENSOR	HTA8_1017	75	0.18920057753575673	0.10400822488445043
glasner_luad_epithelium	STING_SENSOR	HTA8_1019	119	0.47393158749460557	5.203436053061259e-08
glasner_luad_epithelium	STING_SENSOR	HTA8_1020	387	0.10456588187704487	0.039778820449383856
glasner_luad_epithelium	STING_SENSOR	HTA8_1023	1727	0.18677748890965654	5.065021524246032e-15
glasner_luad_epithelium	STING_SENSOR	HTA8_1024	224	0.20873347805150663	0.0016823851971957905
glasner_luad_epithelium	STING_SENSOR	HTA8_1025	640	0.06734990267259162	0.08867379242542076
glasner_luad_epithelium	STING_SENSOR	HTA8_1026	128	0.2910926797313193	0.0008575322601530584
glasner_luad_epithelium	STING_SENSOR	HTA8_1027	502	0.37162545578656836	6.925018194527985e-18
glasner_luad_epithelium	STING_SENSOR	HTA8_1028	584	0.4893439844834288	1.715047487698864e-36
glasner_luad_epithelium	STING_SENSOR	HTA8_1029	6552	0.07403745143397515	1.9730398554106496e-09
glasner_luad_epithelium	STING_SENSOR	HTA8_1030	3024	0.1769729338426343	1.067561723322268e-22
glasner_luad_epithelium	STING_SENSOR	HTA8_1031	5844	0.1194646449801727	5.0250028727774385e-20
glasner_luad_epithelium	STING_ISG	HTA8_1002	89	0.1313509289807258	0.21983435401874918
glasner_luad_epithelium	STING_ISG	HTA8_1005	746	0.3752911774410468	2.3070230077390063e-26
glasner_luad_epithelium	STING_ISG	HTA8_1006	102	0.2443203798141752	0.01333369463191548
glasner_luad_epithelium	STING_ISG	HTA8_1007	163	0.06391005891259043	0.41765369434521665
glasner_luad_epithelium	STING_ISG	HTA8_1009	308	0.28542493663867796	3.483707921841061e-07
glasner_luad_epithelium	STING_ISG	HTA8_1011	75	0.19863803259580648	0.0875561849004183
glasner_luad_epithelium	STING_ISG	HTA8_1013	220	0.20410030558283146	0.002349036995115656
glasner_luad_epithelium	STING_ISG	HTA8_1014	95	-0.05186961142278459	0.6176343162295997
glasner_luad_epithelium	STING_ISG	HTA8_1016	242	0.32853608946149954	1.6926824976551387e-07
glasner_luad_epithelium	STING_ISG	HTA8_1017	75	0.009441347367537004	0.935924753334769
glasner_luad_epithelium	STING_ISG	HTA8_1019	119	0.3426285743761376	0.00013656638897523217
glasner_luad_epithelium	STING_ISG	HTA8_1020	387	0.16529181639317223	0.0010999424778372858
glasner_luad_epithelium	STING_ISG	HTA8_1023	1727	0.19604788421294544	2.014713876644515e-16
glasner_luad_epithelium	STING_ISG	HTA8_1024	224	0.21394827743189643	0.0012749736252593454
glasner_luad_epithelium	STING_ISG	HTA8_1025	640	0.09723739642478338	0.013856645648272516
glasner_luad_epithelium	STING_ISG	HTA8_1026	128	0.30522417782241923	0.0004594861096912878
glasner_luad_epithelium	STING_ISG	HTA8_1027	502	0.269421462245115	8.502854626610981e-10
glasner_luad_epithelium	STING_ISG	HTA8_1028	584	0.5958624324124482	2.0629360099882615e-57
glasner_luad_epithelium	STING_ISG	HTA8_1029	6552	0.0920908874907953	8.099324565335323e-14
glasner_luad_epithelium	STING_ISG	HTA8_1030	3024	0.2815867608795049	3.157530896462354e-56
glasner_luad_epithelium	STING_ISG	HTA8_1031	5844	0.07636047929985691	5.073486956631619e-09
glasner_luad_epithelium	REACTOME_STING	HTA8_1002	89	0.03947547380485673	0.7134030953525777
glasner_luad_epithelium	REACTOME_STING	HTA8_1005	746	0.5162755331911272	4.69329898005136e-52
glasner_luad_epithelium	REACTOME_STING	HTA8_1006	102	0.36082096708970096	0.00019491332641505211
glasner_luad_epithelium	REACTOME_STING	HTA8_1007	163	0.05979429099737465	0.4483276209877238
glasner_luad_epithelium	REACTOME_STING	HTA8_1009	308	0.3008245809920285	7.317875708104799e-08
glasner_luad_epithelium	REACTOME_STING	HTA8_1011	75	0.3611015859678195	0.0014584183952068572
glasner_luad_epithelium	REACTOME_STING	HTA8_1013	220	0.21863611522871113	0.0010984987770461347
glasner_luad_epithelium	REACTOME_STING	HTA8_1014	95	0.1303587768872735	0.20797955309591049
glasner_luad_epithelium	REACTOME_STING	HTA8_1016	242	0.07339361075137635	0.255387929048372
glasner_luad_epithelium	REACTOME_STING	HTA8_1017	75	0.29186671101979444	0.011060941729452635
glasner_luad_epithelium	REACTOME_STING	HTA8_1019	119	0.416471306652103	2.464254027258898e-06
glasner_luad_epithelium	REACTOME_STING	HTA8_1020	387	0.10987483865376106	0.030691680613761645
glasner_luad_epithelium	REACTOME_STING	HTA8_1023	1727	0.1802176866490447	4.4958700569743586e-14
glasner_luad_epithelium	REACTOME_STING	HTA8_1024	224	0.3102817815880519	2.1874869738175374e-06
glasner_luad_epithelium	REACTOME_STING	HTA8_1025	640	-0.02371635882014833	0.5492442138935677
glasner_luad_epithelium	REACTOME_STING	HTA8_1026	128	0.37615403295290895	1.210091827558836e-05
glasner_luad_epithelium	REACTOME_STING	HTA8_1027	502	0.3566971262634824	1.6549788233845944e-16
glasner_luad_epithelium	REACTOME_STING	HTA8_1028	584	0.39517509435071824	2.882449223905596e-23
glasner_luad_epithelium	REACTOME_STING	HTA8_1029	6552	0.05105198064259031	3.560681108904761e-05
glasner_luad_epithelium	REACTOME_STING	HTA8_1030	3024	0.15704647565030813	3.7374428979048186e-18
glasner_luad_epithelium	REACTOME_STING	HTA8_1031	5844	0.07555035703001517	7.357362537130284e-09
glasner_luad_epithelium	CGAS	HTA8_1002	89	0.029034201151650896	0.7870887646443837
glasner_luad_epithelium	CGAS	HTA8_1005	746	0.2576141597481417	8.9759808011932e-13
glasner_luad_epithelium	CGAS	HTA8_1006	102	0.2260599448905855	0.022335414844415927
glasner_luad_epithelium	CGAS	HTA8_1007	163	0.028824114486468533	0.7149281841255858
glasner_luad_epithelium	CGAS	HTA8_1009	308	0.05577814271828006	0.329222097444993
glasner_luad_epithelium	CGAS	HTA8_1011	75	0.1701151408771876	0.14452248821354752
glasner_luad_epithelium	CGAS	HTA8_1013	220	0.05872833636434044	0.3860142437113043
glasner_luad_epithelium	CGAS	HTA8_1014	95	0.0034322312322648593	0.9736662292608742
glasner_luad_epithelium	CGAS	HTA8_1016	242	0.08535354170526734	0.18572536357621364
glasner_luad_epithelium	CGAS	HTA8_1017	75	0.09309805116653351	0.42694018706391507
glasner_luad_epithelium	CGAS	HTA8_1019	119	0.3102019913709067	0.0005963168915773163
glasner_luad_epithelium	CGAS	HTA8_1020	387	0.010878410574581426	0.8310792601414114
glasner_luad_epithelium	CGAS	HTA8_1023	1727	0.05460545776160503	0.02325011833811385
glasner_luad_epithelium	CGAS	HTA8_1024	224	0.2106196629405688	0.0015229811652458661
glasner_luad_epithelium	CGAS	HTA8_1025	640	0.0483332632941657	0.22205990268707163
glasner_luad_epithelium	CGAS	HTA8_1026	128	0.021787989043810588	0.8071426896090753
glasner_luad_epithelium	CGAS	HTA8_1027	502	0.21496691214605582	1.1658735190276066e-06
glasner_luad_epithelium	CGAS	HTA8_1028	584	0.1419396783466678	0.0005812608493711022
glasner_luad_epithelium	CGAS	HTA8_1029	6552	0.06515816910683418	1.3003677289191294e-07
glasner_luad_epithelium	CGAS	HTA8_1030	3024	0.23455428807061127	4.525132467170712e-39
glasner_luad_epithelium	CGAS	HTA8_1031	5844	0.05076387880282501	0.00010344269870273748
glasner_luad_epithelium	STING1	HTA8_1002	89	0.041273705642760554	0.700952766163551
glasner_luad_epithelium	STING1	HTA8_1005	746	0.4604731860557584	2.000457202471829e-40
glasner_luad_epithelium	STING1	HTA8_1006	102	0.24050822512168746	0.014894590107584336
glasner_luad_epithelium	STING1	HTA8_1007	163	0.012448279596622744	0.8746837437841727
glasner_luad_epithelium	STING1	HTA8_1009	308	0.22312606474306695	7.820590357821265e-05
glasner_luad_epithelium	STING1	HTA8_1011	75	0.5365117747981517	6.996124819891853e-07
glasner_luad_epithelium	STING1	HTA8_1013	220	0.21383310592553648	0.0014199039321563395
glasner_luad_epithelium	STING1	HTA8_1014	95	0.12914042573925588	0.2122976296548219
glasner_luad_epithelium	STING1	HTA8_1016	242	0.0947944797247638	0.14147137646364735
glasner_luad_epithelium	STING1	HTA8_1017	75	0.15050095865071098	0.19745364779861
glasner_luad_epithelium	STING1	HTA8_1019	119	0.37779207452406044	2.277396307679064e-05
glasner_luad_epithelium	STING1	HTA8_1020	387	0.10458482525085064	0.03974273626022008
glasner_luad_epithelium	STING1	HTA8_1023	1727	0.10101090308085932	2.6056341847411502e-05
glasner_luad_epithelium	STING1	HTA8_1024	224	0.22743195631601387	0.0006037939988430684
glasner_luad_epithelium	STING1	HTA8_1025	640	0.00800966083375876	0.8397312158704862
glasner_luad_epithelium	STING1	HTA8_1026	128	0.3517353461687305	4.675671773344974e-05
glasner_luad_epithelium	STING1	HTA8_1027	502	0.29079706854244575	3.068045911865327e-11
glasner_luad_epithelium	STING1	HTA8_1028	584	0.4781342246085638	1.080489450024427e-34
glasner_luad_epithelium	STING1	HTA8_1029	6552	0.16382021918450618	1.2155497553360116e-40
glasner_luad_epithelium	STING1	HTA8_1030	3024	0.27612181374593026	4.747884060745815e-54
glasner_luad_epithelium	STING1	HTA8_1031	5844	0.22577304042601154	1.966398103031719e-68
glasner_luad_epithelium	H2AX	HTA8_1002	89	0.05541308068135139	0.6060133695911897
glasner_luad_epithelium	H2AX	HTA8_1005	746	0.5071987551859527	5.158324625614191e-50
glasner_luad_epithelium	H2AX	HTA8_1006	102	0.20462682580529196	0.03910852611505911
glasner_luad_epithelium	H2AX	HTA8_1007	163	0.015653703645142337	0.8427890645716425
glasner_luad_epithelium	H2AX	HTA8_1009	308	0.28298285356209046	4.424429203663104e-07
glasner_luad_epithelium	H2AX	HTA8_1011	75	0.30502975067477167	0.007790791852221879
glasner_luad_epithelium	H2AX	HTA8_1013	220	0.3460163593626757	1.389700509210611e-07
glasner_luad_epithelium	H2AX	HTA8_1014	95	0.2008469567265835	0.05098156622068731
glasner_luad_epithelium	H2AX	HTA8_1016	242	0.17744298972090258	0.005638880906433195
glasner_luad_epithelium	H2AX	HTA8_1017	75	0.3619249097396624	0.0014196602640925888
glasner_luad_epithelium	H2AX	HTA8_1019	119	0.3133912228313424	0.0005195642480647541
glasner_luad_epithelium	H2AX	HTA8_1020	387	0.05908828525193977	0.2461885922520467
glasner_luad_epithelium	H2AX	HTA8_1023	1727	0.13638785270956824	1.2674132244276666e-08
glasner_luad_epithelium	H2AX	HTA8_1024	224	0.23988721860782664	0.00029090737954936397
glasner_luad_epithelium	H2AX	HTA8_1025	640	0.13714379482266187	0.0005029810139913248
glasner_luad_epithelium	H2AX	HTA8_1026	128	0.21381061450191766	0.015377927576268973
glasner_luad_epithelium	H2AX	HTA8_1027	502	0.3264942617062921	6.209545542332077e-14
glasner_luad_epithelium	H2AX	HTA8_1028	584	0.29686868992494136	2.397105546592417e-13
glasner_luad_epithelium	H2AX	HTA8_1029	6552	0.01508763376539468	0.22204954970233512
glasner_luad_epithelium	H2AX	HTA8_1030	3024	0.14915705158638493	1.6508885527423585e-16
glasner_luad_epithelium	H2AX	HTA8_1031	5844	0.07804011264673928	2.3193985593843794e-09
glasner_met_epithelium	HALLMARK_DNA_REPAIR	HTA8_1005	410	0.26105786074035386	8.177783271042998e-08
glasner_met_epithelium	HALLMARK_DNA_REPAIR	HTA8_1028	584	0.4767751142241333	1.7672116281993913e-34
glasner_met_epithelium	HALLMARK_DNA_REPAIR	HTA8_1030	3024	0.23637074067158012	1.1429631858620513e-39
glasner_met_epithelium	HALLMARK_DNA_REPAIR	HTA8_1031	5844	0.1339432135487186	8.353970549687387e-25
glasner_met_epithelium	DDR_DSB	HTA8_1005	410	0.2766491750305152	1.2253171834164161e-08
glasner_met_epithelium	DDR_DSB	HTA8_1028	584	0.2326696126178894	1.278419193923251e-08
glasner_met_epithelium	DDR_DSB	HTA8_1030	3024	0.10112507431239308	2.5045954057676373e-08
glasner_met_epithelium	DDR_DSB	HTA8_1031	5844	0.06733183243661875	2.5772406293663836e-07
glasner_met_epithelium	PROLIF	HTA8_1005	410	0.1764379968492583	0.0003308147640660255
glasner_met_epithelium	PROLIF	HTA8_1028	584	-0.22778730127872251	2.602440615906968e-08
glasner_met_epithelium	PROLIF	HTA8_1030	3024	-0.010474329720714307	0.5647702743592337
glasner_met_epithelium	PROLIF	HTA8_1031	5844	0.027529837237740704	0.03533518430005754
glasner_met_epithelium	STING_SENSOR	HTA8_1005	410	0.17750139254747216	0.0003039880684686553
glasner_met_epithelium	STING_SENSOR	HTA8_1028	584	0.5015803611814208	1.5580838208425662e-38
glasner_met_epithelium	STING_SENSOR	HTA8_1030	3024	0.18828551029843374	1.5733733141325017e-25
glasner_met_epithelium	STING_SENSOR	HTA8_1031	5844	0.12362550225738482	2.4223221728058228e-21
glasner_met_epithelium	STING_ISG	HTA8_1005	410	0.13961059707837528	0.004623601005771484
glasner_met_epithelium	STING_ISG	HTA8_1028	584	0.5958929601116242	2.0292447545880514e-57
glasner_met_epithelium	STING_ISG	HTA8_1030	3024	0.28248456793041266	1.3706610125540893e-56
glasner_met_epithelium	STING_ISG	HTA8_1031	5844	0.0797107859562716	1.0476062510222553e-09
glasner_met_epithelium	REACTOME_STING	HTA8_1005	410	0.21527486576934027	1.0958605872055e-05
glasner_met_epithelium	REACTOME_STING	HTA8_1028	584	0.40498020295600784	1.857026933562e-24
glasner_met_epithelium	REACTOME_STING	HTA8_1030	3024	0.16381614309272963	1.234869843751039e-19
glasner_met_epithelium	REACTOME_STING	HTA8_1031	5844	0.07595214031914264	6.121726694605919e-09
glasner_met_epithelium	CGAS	HTA8_1005	410	0.10310773029985011	0.036891436292752496
glasner_met_epithelium	CGAS	HTA8_1028	584	0.1419396783466678	0.0005812608493711022
glasner_met_epithelium	CGAS	HTA8_1030	3024	0.23455428807061127	4.525132467170712e-39
glasner_met_epithelium	CGAS	HTA8_1031	5844	0.05076387880282501	0.00010344269870273748
glasner_met_epithelium	STING1	HTA8_1005	410	0.21375726611620705	1.2677404324368603e-05
glasner_met_epithelium	STING1	HTA8_1028	584	0.4781342246085638	1.080489450024427e-34
glasner_met_epithelium	STING1	HTA8_1030	3024	0.27612181374593026	4.747884060745815e-54
glasner_met_epithelium	STING1	HTA8_1031	5844	0.22577304042601154	1.966398103031719e-68
glasner_met_epithelium	H2AX	HTA8_1005	410	0.2616278141162944	7.645728184339958e-08
glasner_met_epithelium	H2AX	HTA8_1028	584	0.29686868992494136	2.397105546592417e-13
glasner_met_epithelium	H2AX	HTA8_1030	3024	0.14915705158638493	1.6508885527423585e-16
glasner_met_epithelium	H2AX	HTA8_1031	5844	0.07804011264673928	2.3193985593843794e-09
glasner_primary_epithelium	HALLMARK_DNA_REPAIR	HTA8_1002	89	-0.03819493780858785	0.7223152595911407
glasner_primary_epithelium	HALLMARK_DNA_REPAIR	HTA8_1005	336	0.2652020536956781	8.151562206274785e-07
glasner_primary_epithelium	HALLMARK_DNA_REPAIR	HTA8_1006	102	0.3147328418592139	0.00127406323576421
glasner_primary_epithelium	HALLMARK_DNA_REPAIR	HTA8_1007	163	0.13836248294180262	0.07817392017820964
glasner_primary_epithelium	HALLMARK_DNA_REPAIR	HTA8_1009	308	0.41063569880203493	5.858318266162301e-14
glasner_primary_epithelium	HALLMARK_DNA_REPAIR	HTA8_1011	75	0.11385984773785163	0.33072169274643365
glasner_primary_epithelium	HALLMARK_DNA_REPAIR	HTA8_1013	220	0.3923901562299364	1.6341635044538572e-09
glasner_primary_epithelium	HALLMARK_DNA_REPAIR	HTA8_1014	95	0.15075227217472834	0.14477226796780338
glasner_primary_epithelium	HALLMARK_DNA_REPAIR	HTA8_1016	242	0.2796655368489298	1.0031496161296645e-05
glasner_primary_epithelium	HALLMARK_DNA_REPAIR	HTA8_1017	75	0.3059276175517959	0.007602427556039964
glasner_primary_epithelium	HALLMARK_DNA_REPAIR	HTA8_1019	119	0.4094634350467463	3.764730090722467e-06
glasner_primary_epithelium	HALLMARK_DNA_REPAIR	HTA8_1020	387	0.23651037868919245	2.5440462027852883e-06
glasner_primary_epithelium	HALLMARK_DNA_REPAIR	HTA8_1023	1727	0.2320324560625649	1.5256218570951159e-22
glasner_primary_epithelium	HALLMARK_DNA_REPAIR	HTA8_1024	224	0.4013523434054041	4.4457356302849716e-10
glasner_primary_epithelium	HALLMARK_DNA_REPAIR	HTA8_1026	128	0.5049987865172322	1.2110607233820095e-09
glasner_primary_epithelium	HALLMARK_DNA_REPAIR	HTA8_1027	502	0.35958286112211707	9.07721796847047e-17
glasner_primary_epithelium	HALLMARK_DNA_REPAIR	HTA8_1029	6552	0.047515819737765655	0.0001192902961989144
glasner_primary_epithelium	DDR_DSB	HTA8_1002	89	0.013896546269996297	0.8971577152408231
glasner_primary_epithelium	DDR_DSB	HTA8_1005	336	0.3451764636947048	7.789495897454634e-11
glasner_primary_epithelium	DDR_DSB	HTA8_1006	102	0.2938507359032224	0.002720736446714662
glasner_primary_epithelium	DDR_DSB	HTA8_1007	163	0.03935599532021203	0.6179272526468101
glasner_primary_epithelium	DDR_DSB	HTA8_1009	308	0.3997656464771771	3.015448160515598e-13
glasner_primary_epithelium	DDR_DSB	HTA8_1011	75	0.02015646731074395	0.8637161309735734
glasner_primary_epithelium	DDR_DSB	HTA8_1013	220	0.30659687162731597	3.591115049196549e-06
glasner_primary_epithelium	DDR_DSB	HTA8_1014	95	0.08935552122189716	0.38916940744329315
glasner_primary_epithelium	DDR_DSB	HTA8_1016	242	0.07771650846935566	0.22837778086913416
glasner_primary_epithelium	DDR_DSB	HTA8_1017	75	0.3280975750866986	0.004057063181870027
glasner_primary_epithelium	DDR_DSB	HTA8_1019	119	0.08154827879145439	0.37795720772313857
glasner_primary_epithelium	DDR_DSB	HTA8_1020	387	0.09951953631404022	0.050429150106466036
glasner_primary_epithelium	DDR_DSB	HTA8_1023	1727	0.13508821878568825	1.7437640587255742e-08
glasner_primary_epithelium	DDR_DSB	HTA8_1024	224	0.31101181040946557	2.0644483788050777e-06
glasner_primary_epithelium	DDR_DSB	HTA8_1026	128	0.39716772760803143	3.454648385498342e-06
glasner_primary_epithelium	DDR_DSB	HTA8_1027	502	0.3334720024276731	1.671449527579781e-14
glasner_primary_epithelium	DDR_DSB	HTA8_1029	6552	0.017077859249391654	0.16691197534956512
glasner_primary_epithelium	PROLIF	HTA8_1002	89	0.08549560286068933	0.4256706200274372
glasner_primary_epithelium	PROLIF	HTA8_1005	336	0.1577615419637627	0.0037409610408496155
glasner_primary_epithelium	PROLIF	HTA8_1006	102	0.11065816937143438	0.26819738525402453
glasner_primary_epithelium	PROLIF	HTA8_1007	163	-0.11019662540170551	0.1614122778223642
glasner_primary_epithelium	PROLIF	HTA8_1009	308	0.20824397074641907	0.0002330205883775308
glasner_primary_epithelium	PROLIF	HTA8_1011	75	0.0027036499862412556	0.9816334692233273
glasner_primary_epithelium	PROLIF	HTA8_1013	220	0.18172575637254842	0.00687966331026042
glasner_primary_epithelium	PROLIF	HTA8_1014	95	0.02339527403550909	0.8219473708567423
glasner_primary_epithelium	PROLIF	HTA8_1016	242	0.008558575049801726	0.8946257904451075
glasner_primary_epithelium	PROLIF	HTA8_1017	75	0.20140321450976623	0.08314704976606044
glasner_primary_epithelium	PROLIF	HTA8_1019	119	0.259625790213583	0.004353364669521186
glasner_primary_epithelium	PROLIF	HTA8_1020	387	0.15165643679178192	0.0027797292670290793
glasner_primary_epithelium	PROLIF	HTA8_1023	1727	0.11331551725552322	2.348296328835986e-06
glasner_primary_epithelium	PROLIF	HTA8_1024	224	0.25919534374007336	8.677914039864505e-05
glasner_primary_epithelium	PROLIF	HTA8_1026	128	0.16676297386077607	0.059918048542586935
glasner_primary_epithelium	PROLIF	HTA8_1027	502	0.07880122744934741	0.07774680386537265
glasner_primary_epithelium	PROLIF	HTA8_1029	6552	-0.004378760982947942	0.7230613411082832
glasner_primary_epithelium	STING_SENSOR	HTA8_1002	89	0.11999185873728357	0.26269215193830914
glasner_primary_epithelium	STING_SENSOR	HTA8_1005	336	0.28107699431971966	1.614319980859387e-07
glasner_primary_epithelium	STING_SENSOR	HTA8_1006	102	0.3111246588149143	0.0014582624499755847
glasner_primary_epithelium	STING_SENSOR	HTA8_1007	163	0.12986548552764945	0.09848234790644989
glasner_primary_epithelium	STING_SENSOR	HTA8_1009	308	0.31563732159205715	1.4936633182395484e-08
glasner_primary_epithelium	STING_SENSOR	HTA8_1011	75	0.19387360343539944	0.0955843489901093
glasner_primary_epithelium	STING_SENSOR	HTA8_1013	220	0.15854778396799557	0.018615092967130254
glasner_primary_epithelium	STING_SENSOR	HTA8_1014	95	0.18487819876115275	0.07287535554181389
glasner_primary_epithelium	STING_SENSOR	HTA8_1016	242	0.22543816155316118	0.0004086334810280236
glasner_primary_epithelium	STING_SENSOR	HTA8_1017	75	0.16719950779496656	0.15163374402082502
glasner_primary_epithelium	STING_SENSOR	HTA8_1019	119	0.4424792360686797	4.6915288921469653e-07
glasner_primary_epithelium	STING_SENSOR	HTA8_1020	387	0.0935707159067968	0.06593954970341001
glasner_primary_epithelium	STING_SENSOR	HTA8_1023	1727	0.17874968461544635	7.247839653234419e-14
glasner_primary_epithelium	STING_SENSOR	HTA8_1024	224	0.21458637329144842	0.00123188794111224
glasner_primary_epithelium	STING_SENSOR	HTA8_1026	128	0.2750540228045803	0.0016768808048788924
glasner_primary_epithelium	STING_SENSOR	HTA8_1027	502	0.38009876007698706	1.0605435904202643e-18
glasner_primary_epithelium	STING_SENSOR	HTA8_1029	6552	0.07297727433236487	3.341765273405365e-09
glasner_primary_epithelium	STING_ISG	HTA8_1002	89	0.13561382184407011	0.2050997704856363
