stratum	n_cells	n_donors	cldn4_mean	cldn4_pct_gt0	cldn4_median
chan_sclc_malignant	54313	19	0.7987868804825837	0.620698543626756	0.638583779335022
chan_nsclc_malignant	3121	20	1.0700907696996962	0.7318167254085229	0.9867737889289856
chan_nsclc_label_in_sclc	220	18	1.6599348070946607	0.5045454545454545	0.5918499231338501
chan_normal_epithelial	754	4	1.3257395251992528	0.649867374005305	1.2650946974754333
glasner_luad_epithelium	21855	23	0.5706901679286366	0.303408830931137	0.0
glasner_met_epithelium	9862	4	0.4845094251490055	0.24295274792131413	0.0
glasner_primary_epithelium	11353	19	0.5638204378569	0.31973927596230073	0.0
