dataset	unit_id	gene	umi
GSE123902	LX680	FEN1	228.0
GSE123902	LX680	FGL2	7.0
GSE123902	LX680	FPR1	1.0
GSE123902	LX680	GBP2	100.0
GSE123902	LX680	GBP4	17.0
GSE123902	LX680	GCH1	169.0
GSE123902	LX680	GMPR	9.0
GSE123902	LX680	GPR18	0.0
GSE123902	LX680	GZMA	54.0
GSE123902	LX680	HELZ2	70.0
GSE123902	LX680	HERC6	16.0
GSE123902	LX680	HIF1A	288.0
GSE123902	LX680	HLA-A	12858.0
GSE123902	LX680	HLA-B	8765.0
GSE123902	LX680	HLA-C	6940.0
GSE123902	LX680	HLA-DMA	142.0
GSE123902	LX680	HLA-DQA1	238.0
GSE123902	LX680	HLA-DRB1	734.0
GSE123902	LX680	HLA-E	1374.0
GSE123902	LX680	HLA-F	287.0
GSE123902	LX680	HLA-G	5.0
GSE123902	LX680	ICAM1	317.0
GSE123902	LX680	IDO1	5.0
GSE123902	LX680	IFI16	20.0
GSE123902	LX680	IFI27	241.0
GSE123902	LX680	IFI30	155.0
GSE123902	LX680	IFI35	74.0
GSE123902	LX680	IFI44	6.0
GSE123902	LX680	IFI44L	6.0
GSE123902	LX680	IFIH1	33.0
GSE123902	LX680	IFIT1	7.0
GSE123902	LX680	IFIT2	62.0
GSE123902	LX680	IFIT3	80.0
GSE123902	LX680	IFITM1	80.0
GSE123902	LX680	IFITM2	506.0
GSE123902	LX680	IFITM3	1673.0
GSE123902	LX680	IFNAR2	95.0
GSE123902	LX680	IL10RA	16.0
GSE123902	LX680	IL15	99.0
GSE123902	LX680	IL15RA	10.0
GSE123902	LX680	IL18BP	15.0
GSE123902	LX680	IL2RB	103.0
GSE123902	LX680	IL4R	116.0
GSE123902	LX680	IL6	15.0
GSE123902	LX680	IL7	3.0
GSE123902	LX680	IRF1	997.0
GSE123902	LX680	IRF2	131.0
GSE123902	LX680	IRF3	451.0
GSE123902	LX680	IRF4	6.0
GSE123902	LX680	IRF5	9.0
GSE123902	LX680	IRF7	247.0
GSE123902	LX680	IRF8	17.0
GSE123902	LX680	IRF9	89.0
GSE123902	LX680	ISG15	403.0
GSE123902	LX680	ISG20	1014.0
GSE123902	LX680	ISOC1	181.0
GSE123902	LX680	ITGB7	19.0
GSE123902	LX680	JAK2	5.0
GSE123902	LX680	KLRK1	0.0
GSE123902	LX680	LAMP3	20.0
GSE123902	LX680	LAP3	372.0
GSE123902	LX680	LATS2	11.0
GSE123902	LX680	LCP2	20.0
GSE123902	LX680	LGALS3BP	2629.0
GSE123902	LX680	LIG4	29.0
GSE123902	LX680	LPAR6	9.0
GSE123902	LX680	LY6E	229.0
GSE123902	LX680	LYSMD2	158.0
GSE123902	LX680	MCM6	90.0
GSE123902	LX680	METTL7B	59.0
GSE123902	LX680	MKI67	312.0
GSE123902	LX680	MOV10	35.0
GSE123902	LX680	MRE11	103.0
GSE123902	LX680	MT2A	1327.0
GSE123902	LX680	MTHFD2	658.0
GSE123902	LX680	MVB12A	69.0
GSE123902	LX680	MVP	332.0
GSE123902	LX680	MX1	42.0
GSE123902	LX680	MX2	69.0
GSE123902	LX680	MYD88	44.0
GSE123902	LX680	NAMPT	2043.0
GSE123902	LX680	NCOA3	72.0
GSE123902	LX680	NCOA7	642.0
GSE123902	LX680	NFKB1	176.0
GSE123902	LX680	NFKBIA	6896.0
GSE123902	LX680	NHEJ1	0.0
GSE123902	LX680	NLRC5	37.0
GSE123902	LX680	NMI	161.0
GSE123902	LX680	NOD1	18.0
GSE123902	LX680	NUB1	397.0
GSE123902	LX680	NUP93	107.0
GSE123902	LX680	OAS1	106.0
GSE123902	LX680	OAS2	9.0
GSE123902	LX680	OAS3	84.0
GSE123902	LX680	OASL	12.0
GSE123902	LX680	OGFR	146.0
GSE123902	LX680	P2RY14	1.0
GSE123902	LX680	PARP12	107.0
GSE123902	LX680	PARP14	315.0
GSE123902	LX680	PARP9	215.0
GSE123902	LX680	PCNA	807.0
GSE123902	LX680	PDE4B	12.0
GSE123902	LX680	PDIA3	3223.0
GSE123902	LX680	PELI1	203.0
GSE123902	LX680	PFKP	321.0
GSE123902	LX680	PIM1	210.0
GSE123902	LX680	PLA2G4A	13.0
GSE123902	LX680	PLSCR1	873.0
GSE123902	LX680	PML	40.0
GSE123902	LX680	PNP	331.0
GSE123902	LX680	PNPT1	174.0
GSE123902	LX680	POLL	64.0
GSE123902	LX680	POLM	20.0
GSE123902	LX680	PRKDC	676.0
GSE123902	LX680	PROCR	17.0
GSE123902	LX680	PSMA2	923.0
GSE123902	LX680	PSMA3	1468.0
GSE123902	LX680	PSMB10	14.0
GSE123902	LX680	PSMB2	878.0
GSE123902	LX680	PSMB8	818.0
GSE123902	LX680	PSMB9	667.0
GSE123902	LX680	PSME1	2497.0
GSE123902	LX680	PSME2	1284.0
GSE123902	LX680	PTGS2	35.0
GSE123902	LX680	PTPN1	153.0
GSE123902	LX680	PTPN2	310.0
GSE123902	LX680	PTPN6	156.0
GSE123902	LX680	RAD50	308.0
GSE123902	LX680	RAPGEF6	41.0
GSE123902	LX680	RBCK1	822.0
GSE123902	LX680	RIPK1	56.0
GSE123902	LX680	RIPK2	358.0
GSE123902	LX680	RNF213	509.0
GSE123902	LX680	RNF31	4.0
GSE123902	LX680	RSAD2	2.0
GSE123902	LX680	RTP4	14.0
GSE123902	LX680	SAMD9	46.0
GSE123902	LX680	SAMD9L	48.0
GSE123902	LX680	SAMHD1	56.0
GSE123902	LX680	SECTM1	8.0
GSE123902	LX680	SELL	6.0
GSE123902	LX680	SERPING1	100.0
GSE123902	LX680	SLAMF7	9.0
GSE123902	LX680	SLC25A28	35.0
GSE123902	LX680	SOCS1	533.0
GSE123902	LX680	SOCS3	1013.0
GSE123902	LX680	SOD2	1599.0
GSE123902	LX680	SP110	53.0
GSE123902	LX680	SPPL2A	136.0
GSE123902	LX680	SRI	1979.0
GSE123902	LX680	SSPN	28.0
GSE123902	LX680	ST3GAL5	64.0
GSE123902	LX680	ST8SIA4	53.0
GSE123902	LX680	STAT1	380.0
GSE123902	LX680	STAT2	73.0
GSE123902	LX680	STAT3	1069.0
GSE123902	LX680	STAT4	5.0
GSE123902	LX680	STING1	72.0
GSE123902	LX680	TAP1	240.0
GSE123902	LX680	TAP2	98.0
GSE123902	LX680	TAPBP	576.0
GSE123902	LX680	TAPBPL	225.0
GSE123902	LX680	TBK1	107.0
GSE123902	LX680	TDRD7	21.0
GSE123902	LX680	TMEM140	30.0
GSE123902	LX680	TNFAIP2	111.0
GSE123902	LX680	TNFAIP3	287.0
GSE123902	LX680	TNFAIP6	1.0
GSE123902	LX680	TNFSF10	46.0
GSE123902	LX680	TOP2A	827.0
GSE123902	LX680	TOR1B	78.0
GSE123902	LX680	TRAFD1	260.0
GSE123902	LX680	TRIM14	34.0
GSE123902	LX680	TRIM21	42.0
GSE123902	LX680	TRIM25	28.0
GSE123902	LX680	TRIM26	116.0
GSE123902	LX680	TRIM5	32.0
GSE123902	LX680	TXNIP	1820.0
GSE123902	LX680	UBA7	24.0
GSE123902	LX680	UBE2L6	539.0
GSE123902	LX680	UPP1	340.0
GSE123902	LX680	USP18	102.0
GSE123902	LX680	VAMP5	258.0
GSE123902	LX680	VAMP8	1320.0
GSE123902	LX680	VCAM1	0.0
GSE123902	LX680	XAF1	10.0
GSE123902	LX680	XCL1	11.0
GSE123902	LX680	XRCC4	86.0
GSE123902	LX680	XRCC5	1032.0
GSE123902	LX680	XRCC6	939.0
GSE123902	LX680	ZBP1	7.0
GSE123902	LX680	ZNFX1	64.0
GSE123902	LX681	ADAR	2727.0
GSE123902	LX681	APOL6	236.0
GSE123902	LX681	ARID5B	2908.0
GSE123902	LX681	ARL4A	372.0
GSE123902	LX681	AUTS2	588.0
GSE123902	LX681	B2M	25570.0
GSE123902	LX681	BANK1	160.0
GSE123902	LX681	BATF2	50.0
GSE123902	LX681	BPGM	294.0
GSE123902	LX681	BST2	7335.0
GSE123902	LX681	BTG1	5537.0
GSE123902	LX681	C1R	255.0
GSE123902	LX681	C1S	13.0
GSE123902	LX681	CALR	5971.0
GSE123902	LX681	CANX	4541.0
GSE123902	LX681	CASP1	27.0
GSE123902	LX681	CASP3	237.0
GSE123902	LX681	CASP4	760.0
GSE123902	LX681	CASP7	278.0
GSE123902	LX681	CASP8	754.0
GSE123902	LX681	CCL2	73.0
GSE123902	LX681	CCL5	31.0
GSE123902	LX681	CCL7	7.0
GSE123902	LX681	CCNB1	76.0
GSE123902	LX681	CCRL2	56.0
GSE123902	LX681	CD274	8.0
GSE123902	LX681	CD38	127.0
GSE123902	LX681	CD40	606.0
GSE123902	LX681	CD47	2893.0
GSE123902	LX681	CD69	6.0
GSE123902	LX681	CD74	5487.0
GSE123902	LX681	CD86	11.0
GSE123902	LX681	CDK1	93.0
GSE123902	LX681	CDKN1A	1206.0
GSE123902	LX681	CFB	112.0
GSE123902	LX681	CFH	421.0
GSE123902	LX681	CGAS	202.0
GSE123902	LX681	CIITA	19.0
GSE123902	LX681	CLDN4	6002.0
GSE123902	LX681	CMKLR1	4.0
GSE123902	LX681	CMPK2	265.0
GSE123902	LX681	CMTR1	80.0
GSE123902	LX681	CNP	1013.0
GSE123902	LX681	CSF1	75.0
GSE123902	LX681	CSF2RB	3.0
GSE123902	LX681	CXCL10	0.0
GSE123902	LX681	CXCL11	3.0
GSE123902	LX681	CXCL9	0.0
GSE123902	LX681	DCLRE1C	211.0
GSE123902	LX681	DDX41	381.0
GSE123902	LX681	DDX58	124.0
GSE123902	LX681	DDX60	69.0
GSE123902	LX681	DHX58	60.0
GSE123902	LX681	EIF2AK2	1256.0
GSE123902	LX681	EIF4E3	237.0
GSE123902	LX681	ELF1	467.0
GSE123902	LX681	EPSTI1	42.0
GSE123902	LX681	ERAP1	121.0
GSE123902	LX681	ERAP2	13.0
GSE123902	LX681	FAS	38.0
GSE123902	LX681	FCGR1A	4.0
GSE123902	LX681	FEN1	73.0
GSE123902	LX681	FGL2	17.0
GSE123902	LX681	FPR1	3.0
GSE123902	LX681	GBP2	147.0
GSE123902	LX681	GBP4	14.0
GSE123902	LX681	GCH1	123.0
GSE123902	LX681	GMPR	234.0
GSE123902	LX681	GPR18	0.0
GSE123902	LX681	GZMA	5.0
GSE123902	LX681	HELZ2	4326.0
GSE123902	LX681	HERC6	77.0
GSE123902	LX681	HIF1A	1501.0
GSE123902	LX681	HLA-A	10264.0
GSE123902	LX681	HLA-B	6728.0
GSE123902	LX681	HLA-C	8168.0
GSE123902	LX681	HLA-DMA	419.0
GSE123902	LX681	HLA-DQA1	11.0
GSE123902	LX681	HLA-DRB1	80.0
GSE123902	LX681	HLA-E	2227.0
GSE123902	LX681	HLA-F	276.0
GSE123902	LX681	HLA-G	136.0
GSE123902	LX681	ICAM1	2800.0
GSE123902	LX681	IDO1	2.0
GSE123902	LX681	IFI16	733.0
GSE123902	LX681	IFI27	46729.0
GSE123902	LX681	IFI30	82.0
GSE123902	LX681	IFI35	367.0
GSE123902	LX681	IFI44	238.0
GSE123902	LX681	IFI44L	163.0
GSE123902	LX681	IFIH1	181.0
GSE123902	LX681	IFIT1	160.0
GSE123902	LX681	IFIT2	27.0
GSE123902	LX681	IFIT3	168.0
GSE123902	LX681	IFITM1	2872.0
GSE123902	LX681	IFITM2	7029.0
GSE123902	LX681	IFITM3	22736.0
GSE123902	LX681	IFNAR2	264.0
GSE123902	LX681	IL10RA	14.0
GSE123902	LX681	IL15	20.0
GSE123902	LX681	IL15RA	17.0
GSE123902	LX681	IL18BP	17.0
GSE123902	LX681	IL2RB	10.0
GSE123902	LX681	IL4R	477.0
GSE123902	LX681	IL6	264.0
GSE123902	LX681	IL7	2.0
GSE123902	LX681	IRF1	923.0
GSE123902	LX681	IRF2	362.0
GSE123902	LX681	IRF3	1029.0
GSE123902	LX681	IRF4	4.0
GSE123902	LX681	IRF5	53.0
GSE123902	LX681	IRF7	1187.0
GSE123902	LX681	IRF8	88.0
GSE123902	LX681	IRF9	167.0
GSE123902	LX681	ISG15	7669.0
GSE123902	LX681	ISG20	1891.0
GSE123902	LX681	ISOC1	491.0
GSE123902	LX681	ITGB7	4.0
GSE123902	LX681	JAK2	297.0
GSE123902	LX681	LAMP3	1593.0
GSE123902	LX681	LAP3	763.0
GSE123902	LX681	LATS2	239.0
GSE123902	LX681	LCP2	29.0
GSE123902	LX681	LGALS3BP	10849.0
GSE123902	LX681	LIG4	27.0
GSE123902	LX681	LPAR6	29.0
GSE123902	LX681	LY6E	35430.0
GSE123902	LX681	LYSMD2	469.0
GSE123902	LX681	MCM6	55.0
GSE123902	LX681	METTL7B	48.0
GSE123902	LX681	MKI67	13.0
GSE123902	LX681	MOV10	207.0
GSE123902	LX681	MRE11	177.0
GSE123902	LX681	MT2A	10740.0
GSE123902	LX681	MTHFD2	1480.0
GSE123902	LX681	MVB12A	280.0
GSE123902	LX681	MVP	1231.0
GSE123902	LX681	MX1	1068.0
GSE123902	LX681	MX2	1129.0
GSE123902	LX681	MYD88	166.0
GSE123902	LX681	NAMPT	1859.0
GSE123902	LX681	NCOA3	402.0
GSE123902	LX681	NCOA7	3733.0
GSE123902	LX681	NFKB1	265.0
GSE123902	LX681	NFKBIA	6953.0
GSE123902	LX681	NHEJ1	1.0
GSE123902	LX681	NLRC5	11.0
GSE123902	LX681	NMI	341.0
GSE123902	LX681	NOD1	36.0
GSE123902	LX681	NUB1	569.0
GSE123902	LX681	NUP93	122.0
GSE123902	LX681	OAS1	877.0
GSE123902	LX681	OAS2	173.0
GSE123902	LX681	OAS3	410.0
GSE123902	LX681	OASL	45.0
GSE123902	LX681	OGFR	1437.0
GSE123902	LX681	P2RY14	0.0
GSE123902	LX681	PARP12	210.0
GSE123902	LX681	PARP14	2737.0
GSE123902	LX681	PARP9	1114.0
GSE123902	LX681	PCNA	404.0
GSE123902	LX681	PDE4B	34.0
GSE123902	LX681	PDIA3	11040.0
GSE123902	LX681	PELI1	2163.0
GSE123902	LX681	PFKP	506.0
GSE123902	LX681	PIM1	386.0
GSE123902	LX681	PLA2G4A	273.0
GSE123902	LX681	PLSCR1	627.0
GSE123902	LX681	PML	277.0
GSE123902	LX681	PNP	213.0
GSE123902	LX681	PNPT1	370.0
GSE123902	LX681	POLL	192.0
GSE123902	LX681	POLM	223.0
GSE123902	LX681	PRKDC	374.0
GSE123902	LX681	PROCR	24.0
GSE123902	LX681	PSMA2	900.0
GSE123902	LX681	PSMA3	1607.0
GSE123902	LX681	PSMB10	6.0
GSE123902	LX681	PSMB2	1820.0
GSE123902	LX681	PSMB8	780.0
GSE123902	LX681	PSMB9	195.0
GSE123902	LX681	PSME1	2922.0
GSE123902	LX681	PSME2	2631.0
GSE123902	LX681	PTGS2	37.0
GSE123902	LX681	PTPN1	492.0
GSE123902	LX681	PTPN2	642.0
GSE123902	LX681	PTPN6	314.0
GSE123902	LX681	RAD50	698.0
GSE123902	LX681	RAPGEF6	92.0
GSE123902	LX681	RBCK1	1390.0
GSE123902	LX681	RIPK1	190.0
GSE123902	LX681	RIPK2	131.0
GSE123902	LX681	RNF213	2876.0
GSE123902	LX681	RNF31	7.0
GSE123902	LX681	RSAD2	66.0
GSE123902	LX681	RTP4	26.0
GSE123902	LX681	SAMD9	88.0
GSE123902	LX681	SAMD9L	25.0
GSE123902	LX681	SAMHD1	153.0
GSE123902	LX681	SECTM1	182.0
GSE123902	LX681	SELL	6.0
GSE123902	LX681	SERPING1	353.0
GSE123902	LX681	SLC25A28	151.0
GSE123902	LX681	SOCS1	512.0
GSE123902	LX681	SOCS3	3483.0
GSE123902	LX681	SOD2	1511.0
GSE123902	LX681	SP110	523.0
GSE123902	LX681	SPPL2A	580.0
GSE123902	LX681	SRI	2558.0
GSE123902	LX681	SSPN	5.0
GSE123902	LX681	ST3GAL5	2801.0
GSE123902	LX681	ST8SIA4	7.0
GSE123902	LX681	STAT1	1265.0
GSE123902	LX681	STAT2	932.0
GSE123902	LX681	STAT3	2701.0
GSE123902	LX681	STAT4	5.0
GSE123902	LX681	STING1	460.0
GSE123902	LX681	TAP1	185.0
GSE123902	LX681	TAP2	55.0
GSE123902	LX681	TAPBP	1411.0
GSE123902	LX681	TAPBPL	192.0
GSE123902	LX681	TBK1	270.0
GSE123902	LX681	TDRD7	82.0
GSE123902	LX681	TMEM140	22.0
GSE123902	LX681	TNFAIP2	283.0
GSE123902	LX681	TNFAIP3	123.0
GSE123902	LX681	TNFAIP6	24.0
GSE123902	LX681	TNFSF10	1715.0
GSE123902	LX681	TOP2A	59.0
GSE123902	LX681	TOR1B	167.0
GSE123902	LX681	TRAFD1	242.0
GSE123902	LX681	TRIM14	341.0
GSE123902	LX681	TRIM21	133.0
GSE123902	LX681	TRIM25	244.0
GSE123902	LX681	TRIM26	174.0
GSE123902	LX681	TRIM5	266.0
GSE123902	LX681	TXNIP	550.0
GSE123902	LX681	UBA7	102.0
GSE123902	LX681	UBE2L6	846.0
GSE123902	LX681	UPP1	614.0
GSE123902	LX681	USP18	250.0
GSE123902	LX681	VAMP5	3656.0
GSE123902	LX681	VAMP8	7569.0
GSE123902	LX681	VCAM1	11.0
GSE123902	LX681	XAF1	271.0
GSE123902	LX681	XCL1	0.0
GSE123902	LX681	XRCC4	88.0
GSE123902	LX681	XRCC5	2672.0
GSE123902	LX681	XRCC6	2368.0
GSE123902	LX681	ZBP1	6.0
GSE123902	LX681	ZNFX1	403.0
GSE123902	LX682	ADAR	311.0
GSE123902	LX682	APOL6	229.0
GSE123902	LX682	ARID5B	657.0
GSE123902	LX682	ARL4A	315.0
GSE123902	LX682	AUTS2	28.0
GSE123902	LX682	B2M	56576.0
GSE123902	LX682	BANK1	122.0
GSE123902	LX682	BATF2	96.0
GSE123902	LX682	BPGM	155.0
GSE123902	LX682	BST2	2283.0
GSE123902	LX682	BTG1	4606.0
GSE123902	LX682	C1R	2092.0
GSE123902	LX682	C1S	1827.0
GSE123902	LX682	CALR	2167.0
GSE123902	LX682	CANX	734.0
GSE123902	LX682	CASP1	143.0
GSE123902	LX682	CASP3	142.0
GSE123902	LX682	CASP4	577.0
GSE123902	LX682	CASP7	121.0
GSE123902	LX682	CASP8	106.0
GSE123902	LX682	CCL2	1099.0
GSE123902	LX682	CCL5	693.0
GSE123902	LX682	CCL7	13.0
GSE123902	LX682	CCNB1	105.0
GSE123902	LX682	CCRL2	25.0
GSE123902	LX682	CD274	100.0
GSE123902	LX682	CD38	29.0
GSE123902	LX682	CD40	373.0
GSE123902	LX682	CD47	834.0
GSE123902	LX682	CD69	1722.0
GSE123902	LX682	CD74	14452.0
GSE123902	LX682	CD86	44.0
GSE123902	LX682	CDK1	65.0
GSE123902	LX682	CDKN1A	1028.0
GSE123902	LX682	CFB	45.0
GSE123902	LX682	CFH	397.0
GSE123902	LX682	CGAS	98.0
GSE123902	LX682	CIITA	34.0
GSE123902	LX682	CLDN4	1831.0
GSE123902	LX682	CMKLR1	11.0
GSE123902	LX682	CMPK2	87.0
GSE123902	LX682	CMTR1	37.0
GSE123902	LX682	CNP	240.0
GSE123902	LX682	CSF1	88.0
GSE123902	LX682	CSF2RB	20.0
GSE123902	LX682	CXCL10	456.0
GSE123902	LX682	CXCL11	214.0
GSE123902	LX682	CXCL9	127.0
GSE123902	LX682	DCLRE1C	49.0
GSE123902	LX682	DDX41	97.0
GSE123902	LX682	DDX58	113.0
GSE123902	LX682	DDX60	119.0
GSE123902	LX682	DHX58	38.0
GSE123902	LX682	EIF2AK2	194.0
GSE123902	LX682	EIF4E3	39.0
GSE123902	LX682	ELF1	399.0
GSE123902	LX682	EPSTI1	463.0
GSE123902	LX682	ERAP1	85.0
GSE123902	LX682	ERAP2	41.0
GSE123902	LX682	FAS	113.0
GSE123902	LX682	FCGR1A	37.0
GSE123902	LX682	FEN1	36.0
GSE123902	LX682	FGL2	59.0
GSE123902	LX682	FPR1	27.0
GSE123902	LX682	GBP2	747.0
GSE123902	LX682	GBP4	290.0
GSE123902	LX682	GBP6	9.0
GSE123902	LX682	GCH1	66.0
GSE123902	LX682	GMPR	27.0
GSE123902	LX682	GPR18	46.0
GSE123902	LX682	GZMA	229.0
GSE123902	LX682	HELZ2	101.0
GSE123902	LX682	HERC6	48.0
GSE123902	LX682	HIF1A	556.0
GSE123902	LX682	HLA-A	19854.0
GSE123902	LX682	HLA-B	34568.0
GSE123902	LX682	HLA-C	17725.0
GSE123902	LX682	HLA-DMA	681.0
GSE123902	LX682	HLA-DQA1	469.0
GSE123902	LX682	HLA-DRB1	3329.0
GSE123902	LX682	HLA-E	4678.0
GSE123902	LX682	HLA-F	1597.0
GSE123902	LX682	HLA-G	3227.0
GSE123902	LX682	ICAM1	808.0
GSE123902	LX682	IDO1	475.0
GSE123902	LX682	IFI16	894.0
GSE123902	LX682	IFI27	6258.0
GSE123902	LX682	IFI30	170.0
GSE123902	LX682	IFI35	480.0
GSE123902	LX682	IFI44	142.0
GSE123902	LX682	IFI44L	338.0
GSE123902	LX682	IFIH1	124.0
GSE123902	LX682	IFIT1	92.0
GSE123902	LX682	IFIT2	142.0
GSE123902	LX682	IFIT3	379.0
GSE123902	LX682	IFITM1	1182.0
GSE123902	LX682	IFITM2	2161.0
GSE123902	LX682	IFITM3	8896.0
GSE123902	LX682	IFNAR2	116.0
GSE123902	LX682	IL10RA	62.0
GSE123902	LX682	IL15	82.0
GSE123902	LX682	IL15RA	164.0
GSE123902	LX682	IL18BP	61.0
GSE123902	LX682	IL2RB	37.0
GSE123902	LX682	IL4R	225.0
GSE123902	LX682	IL6	211.0
GSE123902	LX682	IL7	19.0
GSE123902	LX682	IRF1	1553.0
GSE123902	LX682	IRF2	167.0
GSE123902	LX682	IRF3	206.0
GSE123902	LX682	IRF4	44.0
GSE123902	LX682	IRF5	10.0
GSE123902	LX682	IRF7	324.0
GSE123902	LX682	IRF8	259.0
GSE123902	LX682	IRF9	76.0
GSE123902	LX682	ISG15	2292.0
GSE123902	LX682	ISG20	645.0
GSE123902	LX682	ISOC1	50.0
GSE123902	LX682	ITGB7	42.0
GSE123902	LX682	JAK2	38.0
GSE123902	LX682	KLRK1	2.0
GSE123902	LX682	LAMP3	18.0
GSE123902	LX682	LAP3	663.0
GSE123902	LX682	LATS2	44.0
GSE123902	LX682	LCP2	64.0
GSE123902	LX682	LGALS3BP	1925.0
GSE123902	LX682	LIG4	10.0
GSE123902	LX682	LPAR6	67.0
GSE123902	LX682	LY6E	3958.0
GSE123902	LX682	LYSMD2	92.0
GSE123902	LX682	MCM6	33.0
GSE123902	LX682	METTL7B	1.0
GSE123902	LX682	MKI67	86.0
GSE123902	LX682	MOV10	49.0
GSE123902	LX682	MRE11	25.0
GSE123902	LX682	MT2A	13017.0
GSE123902	LX682	MTHFD2	352.0
GSE123902	LX682	MVB12A	157.0
GSE123902	LX682	MVP	435.0
GSE123902	LX682	MX1	251.0
GSE123902	LX682	MX2	172.0
GSE123902	LX682	MYD88	54.0
GSE123902	LX682	NAMPT	775.0
GSE123902	LX682	NCOA3	136.0
GSE123902	LX682	NCOA7	364.0
GSE123902	LX682	NFKB1	219.0
GSE123902	LX682	NFKBIA	5207.0
GSE123902	LX682	NHEJ1	0.0
GSE123902	LX682	NLRC5	68.0
GSE123902	LX682	NMI	247.0
GSE123902	LX682	NOD1	20.0
GSE123902	LX682	NUB1	217.0
GSE123902	LX682	NUP93	46.0
GSE123902	LX682	OAS1	319.0
GSE123902	LX682	OAS2	111.0
GSE123902	LX682	OAS3	95.0
GSE123902	LX682	OASL	79.0
GSE123902	LX682	OGFR	202.0
GSE123902	LX682	P2RY14	15.0
GSE123902	LX682	PARP12	129.0
GSE123902	LX682	PARP14	361.0
GSE123902	LX682	PARP9	184.0
GSE123902	LX682	PCNA	179.0
GSE123902	LX682	PDE4B	129.0
GSE123902	LX682	PDIA3	1332.0
GSE123902	LX682	PELI1	165.0
GSE123902	LX682	PFKP	325.0
GSE123902	LX682	PIM1	273.0
GSE123902	LX682	PLA2G4A	4.0
GSE123902	LX682	PLSCR1	437.0
GSE123902	LX682	PML	220.0
GSE123902	LX682	PNP	205.0
GSE123902	LX682	PNPT1	51.0
GSE123902	LX682	POLL	28.0
GSE123902	LX682	POLM	58.0
GSE123902	LX682	PRKDC	120.0
GSE123902	LX682	PROCR	150.0
GSE123902	LX682	PSMA2	583.0
GSE123902	LX682	PSMA3	558.0
GSE123902	LX682	PSMB10	14.0
GSE123902	LX682	PSMB2	689.0
GSE123902	LX682	PSMB8	1228.0
GSE123902	LX682	PSMB9	2425.0
GSE123902	LX682	PSME1	1673.0
GSE123902	LX682	PSME2	1454.0
GSE123902	LX682	PTGS2	93.0
GSE123902	LX682	PTPN1	213.0
GSE123902	LX682	PTPN2	222.0
GSE123902	LX682	PTPN6	91.0
GSE123902	LX682	RAD50	158.0
GSE123902	LX682	RAPGEF6	17.0
GSE123902	LX682	RBCK1	597.0
GSE123902	LX682	RIPK1	52.0
GSE123902	LX682	RIPK2	163.0
GSE123902	LX682	RNF213	502.0
GSE123902	LX682	RNF31	3.0
GSE123902	LX682	RSAD2	72.0
GSE123902	LX682	RTP4	69.0
GSE123902	LX682	SAMD9	117.0
GSE123902	LX682	SAMD9L	161.0
GSE123902	LX682	SAMHD1	146.0
GSE123902	LX682	SECTM1	252.0
GSE123902	LX682	SELL	131.0
GSE123902	LX682	SELP	24.0
GSE123902	LX682	SERPING1	2085.0
GSE123902	LX682	SLAMF7	39.0
GSE123902	LX682	SLC25A28	54.0
GSE123902	LX682	SOCS1	438.0
GSE123902	LX682	SOCS3	1094.0
GSE123902	LX682	SOD2	1848.0
GSE123902	LX682	SP110	118.0
GSE123902	LX682	SPPL2A	182.0
GSE123902	LX682	SRI	806.0
GSE123902	LX682	SSPN	202.0
GSE123902	LX682	ST3GAL5	59.0
GSE123902	LX682	ST8SIA4	93.0
GSE123902	LX682	STAT1	668.0
GSE123902	LX682	STAT2	256.0
GSE123902	LX682	STAT3	570.0
GSE123902	LX682	STAT4	30.0
GSE123902	LX682	STING1	272.0
GSE123902	LX682	TAP1	939.0
GSE123902	LX682	TAP2	299.0
GSE123902	LX682	TAPBP	831.0
GSE123902	LX682	TAPBPL	155.0
GSE123902	LX682	TBK1	78.0
GSE123902	LX682	TDRD7	16.0
GSE123902	LX682	TMEM140	91.0
GSE123902	LX682	TNFAIP2	230.0
GSE123902	LX682	TNFAIP3	823.0
GSE123902	LX682	TNFAIP6	319.0
GSE123902	LX682	TNFSF10	968.0
GSE123902	LX682	TOP2A	82.0
GSE123902	LX682	TOR1B	48.0
GSE123902	LX682	TRAFD1	61.0
GSE123902	LX682	TRIM14	34.0
GSE123902	LX682	TRIM21	40.0
GSE123902	LX682	TRIM25	39.0
GSE123902	LX682	TRIM26	81.0
GSE123902	LX682	TRIM5	48.0
GSE123902	LX682	TXNIP	2993.0
GSE123902	LX682	UBA7	54.0
GSE123902	LX682	UBE2L6	858.0
GSE123902	LX682	UPP1	688.0
GSE123902	LX682	USP18	59.0
GSE123902	LX682	VAMP5	812.0
GSE123902	LX682	VAMP8	1167.0
GSE123902	LX682	VCAM1	476.0
GSE123902	LX682	XAF1	239.0
GSE123902	LX682	XCL1	27.0
GSE123902	LX682	XRCC4	42.0
GSE123902	LX682	XRCC5	456.0
GSE123902	LX682	XRCC6	493.0
GSE123902	LX682	ZBP1	19.0
GSE123902	LX682	ZNFX1	150.0
GSE123902	LX684	ADAR	125.0
GSE123902	LX684	APOL6	75.0
GSE123902	LX684	ARID5B	63.0
GSE123902	LX684	ARL4A	45.0
GSE123902	LX684	AUTS2	71.0
GSE123902	LX684	B2M	5476.0
GSE123902	LX684	BANK1	43.0
GSE123902	LX684	BPGM	24.0
GSE123902	LX684	BST2	28.0
GSE123902	LX684	BTG1	661.0
