dataset	unit_id	gene	umi
GSE205335	P1018	SSPN	461
GSE205335	P1018	ST3GAL5	609
GSE205335	P1018	ST8SIA4	561
GSE205335	P1018	STAT1	4412
GSE205335	P1018	STAT2	1502
GSE205335	P1018	STAT3	4626
GSE205335	P1018	STAT4	121
GSE205335	P1018	TAP1	4456
GSE205335	P1018	TAP2	1933
GSE205335	P1018	TAPBP	8900
GSE205335	P1018	TAPBPL	3609
GSE205335	P1018	TBK1	768
GSE205335	P1018	TDRD7	306
GSE205335	P1018	TENT5A	1971
GSE205335	P1018	TMEM140	280
GSE205335	P1018	TMEM173	2113
GSE205335	P1018	TNFAIP2	4573
GSE205335	P1018	TNFAIP3	4176
GSE205335	P1018	TNFAIP6	3
GSE205335	P1018	TNFSF10	6173
GSE205335	P1018	TOP2A	1796
GSE205335	P1018	TOR1B	679
GSE205335	P1018	TRAFD1	573
GSE205335	P1018	TRIM14	688
GSE205335	P1018	TRIM21	406
GSE205335	P1018	TRIM25	679
GSE205335	P1018	TRIM26	905
GSE205335	P1018	TRIM5	674
GSE205335	P1018	TXNIP	7140
GSE205335	P1018	UBA7	1060
GSE205335	P1018	UBE2L6	4068
GSE205335	P1018	UPP1	4296
GSE205335	P1018	USP18	665
GSE205335	P1018	VAMP5	1703
GSE205335	P1018	VAMP8	14127
GSE205335	P1018	VCAM1	45
GSE205335	P1018	XAF1	1816
GSE205335	P1018	XCL1	166
GSE205335	P1018	XRCC4	310
GSE205335	P1018	XRCC5	4939
GSE205335	P1018	XRCC6	3959
GSE205335	P1018	ZBP1	134
GSE205335	P1018	ZNFX1	1433
GSE205335	P1025	ADAR	2105
GSE205335	P1025	APOL6	296
GSE205335	P1025	ARID5B	635
GSE205335	P1025	ARL4A	3503
GSE205335	P1025	AUTS2	1251
GSE205335	P1025	B2M	29008
GSE205335	P1025	BANK1	8
GSE205335	P1025	BATF2	90
GSE205335	P1025	BPGM	719
GSE205335	P1025	BST2	5036
GSE205335	P1025	BTG1	8266
GSE205335	P1025	C1R	61
GSE205335	P1025	C1S	1
GSE205335	P1025	CALR	13939
GSE205335	P1025	CANX	3867
GSE205335	P1025	CASP1	11
GSE205335	P1025	CASP3	749
GSE205335	P1025	CASP4	491
GSE205335	P1025	CASP7	252
GSE205335	P1025	CASP8	225
GSE205335	P1025	CCL2	17
GSE205335	P1025	CCL5	8
GSE205335	P1025	CCL7	0
GSE205335	P1025	CCNB1	1534
GSE205335	P1025	CCRL2	17
GSE205335	P1025	CD274	30
GSE205335	P1025	CD38	17
GSE205335	P1025	CD3D	46
GSE205335	P1025	CD3E	11
GSE205335	P1025	CD40	120
GSE205335	P1025	CD47	2392
GSE205335	P1025	CD69	17
GSE205335	P1025	CD74	785
GSE205335	P1025	CD86	1
GSE205335	P1025	CD8A	1
GSE205335	P1025	CDK1	2932
GSE205335	P1025	CDKN1A	1600
GSE205335	P1025	CFB	33
GSE205335	P1025	CFH	25
GSE205335	P1025	CGAS	137
GSE205335	P1025	CIITA	4
GSE205335	P1025	CLDN4	14630
GSE205335	P1025	CMKLR1	1
GSE205335	P1025	CMPK2	295
GSE205335	P1025	CMTR1	364
GSE205335	P1025	CNP	923
GSE205335	P1025	CSF1	165
GSE205335	P1025	CSF2RB	0
GSE205335	P1025	CXCL10	56
GSE205335	P1025	CXCL11	2
GSE205335	P1025	CXCL9	1
GSE205335	P1025	DCLRE1C	525
GSE205335	P1025	DDX41	659
GSE205335	P1025	DDX58	121
GSE205335	P1025	DDX60	350
GSE205335	P1025	DHX58	114
GSE205335	P1025	DNTT	0
GSE205335	P1025	EIF2AK2	1961
GSE205335	P1025	EIF4E3	215
GSE205335	P1025	ELF1	460
GSE205335	P1025	EPCAM	13088
GSE205335	P1025	EPSTI1	586
GSE205335	P1025	ERAP1	92
GSE205335	P1025	ERAP2	22
GSE205335	P1025	FAS	14
GSE205335	P1025	FCGR1A	0
GSE205335	P1025	FEN1	1502
GSE205335	P1025	FGL2	5
GSE205335	P1025	FPR1	0
GSE205335	P1025	GBP2	17
GSE205335	P1025	GBP4	20
GSE205335	P1025	GBP6	1
GSE205335	P1025	GCH1	1157
GSE205335	P1025	GMPR	159
GSE205335	P1025	GNLY	8
GSE205335	P1025	GPR18	5
GSE205335	P1025	GZMA	27
GSE205335	P1025	HELZ2	528
GSE205335	P1025	HERC6	373
GSE205335	P1025	HIF1A	896
GSE205335	P1025	HLA-A	29244
GSE205335	P1025	HLA-B	4005
GSE205335	P1025	HLA-C	13802
GSE205335	P1025	HLA-DMA	218
GSE205335	P1025	HLA-DQA1	30
GSE205335	P1025	HLA-DRB1	37
GSE205335	P1025	HLA-E	1086
GSE205335	P1025	HLA-F	13
GSE205335	P1025	HLA-G	5
GSE205335	P1025	ICAM1	86
GSE205335	P1025	IDO1	36
GSE205335	P1025	IFI16	292
GSE205335	P1025	IFI27	114594
GSE205335	P1025	IFI30	2699
GSE205335	P1025	IFI35	587
GSE205335	P1025	IFI44	1256
GSE205335	P1025	IFI44L	356
GSE205335	P1025	IFIH1	199
GSE205335	P1025	IFIT1	307
GSE205335	P1025	IFIT2	97
GSE205335	P1025	IFIT3	750
GSE205335	P1025	IFITM1	341
GSE205335	P1025	IFITM2	379
GSE205335	P1025	IFITM3	4694
GSE205335	P1025	IFNAR2	689
GSE205335	P1025	IL10RA	22
GSE205335	P1025	IL15	28
GSE205335	P1025	IL15RA	4
GSE205335	P1025	IL18BP	36
GSE205335	P1025	IL2RB	56
GSE205335	P1025	IL4R	9
GSE205335	P1025	IL6	29
GSE205335	P1025	IL7	3
GSE205335	P1025	IRF1	2622
GSE205335	P1025	IRF2	492
GSE205335	P1025	IRF3	722
GSE205335	P1025	IRF4	2
GSE205335	P1025	IRF5	12
GSE205335	P1025	IRF7	2061
GSE205335	P1025	IRF8	22
GSE205335	P1025	IRF9	4083
GSE205335	P1025	ISG15	13278
GSE205335	P1025	ISG20	728
GSE205335	P1025	ISOC1	684
GSE205335	P1025	ITGB7	66
GSE205335	P1025	JAK2	38
GSE205335	P1025	KLRD1	1
GSE205335	P1025	KLRK1	10
GSE205335	P1025	KRT18	24358
GSE205335	P1025	KRT19	15643
GSE205335	P1025	KRT8	22877
GSE205335	P1025	LAMP3	56
GSE205335	P1025	LAP3	568
GSE205335	P1025	LATS2	17
GSE205335	P1025	LCP2	3
GSE205335	P1025	LGALS3BP	4691
GSE205335	P1025	LIG4	48
GSE205335	P1025	LPAR6	4
GSE205335	P1025	LY6E	6666
GSE205335	P1025	LYSMD2	589
GSE205335	P1025	MCM6	935
GSE205335	P1025	METTL7B	0
GSE205335	P1025	MKI67	2370
GSE205335	P1025	MOV10	261
GSE205335	P1025	MRE11	524
GSE205335	P1025	MT2A	2201
GSE205335	P1025	MTHFD2	2363
GSE205335	P1025	MVB12A	1382
GSE205335	P1025	MVP	92
GSE205335	P1025	MX1	1952
GSE205335	P1025	MX2	302
GSE205335	P1025	MYD88	178
GSE205335	P1025	NAMPT	1851
GSE205335	P1025	NCOA3	298
GSE205335	P1025	NCOA7	469
GSE205335	P1025	NFKB1	167
GSE205335	P1025	NFKBIA	2473
GSE205335	P1025	NHEJ1	70
GSE205335	P1025	NKG7	20
GSE205335	P1025	NLRC5	49
GSE205335	P1025	NMI	337
GSE205335	P1025	NOD1	80
GSE205335	P1025	NUB1	1253
GSE205335	P1025	NUP93	271
GSE205335	P1025	OAS1	890
GSE205335	P1025	OAS2	149
GSE205335	P1025	OAS3	772
GSE205335	P1025	OASL	24
GSE205335	P1025	OGFR	694
GSE205335	P1025	P2RY14	1
GSE205335	P1025	PARP12	601
GSE205335	P1025	PARP14	969
GSE205335	P1025	PARP9	642
GSE205335	P1025	PCNA	5267
GSE205335	P1025	PDE4B	10
GSE205335	P1025	PDIA3	6041
GSE205335	P1025	PELI1	425
GSE205335	P1025	PFKP	527
GSE205335	P1025	PIM1	1482
GSE205335	P1025	PLA2G4A	0
GSE205335	P1025	PLSCR1	1475
GSE205335	P1025	PML	241
GSE205335	P1025	PNP	415
GSE205335	P1025	PNPT1	434
GSE205335	P1025	POLL	247
GSE205335	P1025	POLM	226
GSE205335	P1025	PRKDC	1847
GSE205335	P1025	PROCR	32
GSE205335	P1025	PSMA2	9461
GSE205335	P1025	PSMA3	4369
GSE205335	P1025	PSMB10	971
GSE205335	P1025	PSMB2	4989
GSE205335	P1025	PSMB8	1804
GSE205335	P1025	PSMB9	922
GSE205335	P1025	PSME1	5766
GSE205335	P1025	PSME2	4571
GSE205335	P1025	PTGS2	35
GSE205335	P1025	PTPN1	854
GSE205335	P1025	PTPN2	2403
GSE205335	P1025	PTPN6	333
GSE205335	P1025	PTPRC	25
GSE205335	P1025	RAD50	1226
GSE205335	P1025	RAPGEF6	263
GSE205335	P1025	RBCK1	2140
GSE205335	P1025	RIPK1	443
GSE205335	P1025	RIPK2	649
GSE205335	P1025	RNF213	1047
GSE205335	P1025	RNF31	331
GSE205335	P1025	RSAD2	129
GSE205335	P1025	RTP4	83
GSE205335	P1025	SAMD9	295
GSE205335	P1025	SAMD9L	161
GSE205335	P1025	SAMHD1	821
GSE205335	P1025	SECTM1	11
GSE205335	P1025	SELL	14
GSE205335	P1025	SELP	0
GSE205335	P1025	SERPING1	56
GSE205335	P1025	SLAMF7	2
GSE205335	P1025	SLC25A28	220
GSE205335	P1025	SOCS1	266
GSE205335	P1025	SOCS3	2275
GSE205335	P1025	SOD2	619
GSE205335	P1025	SP110	297
GSE205335	P1025	SPPL2A	758
GSE205335	P1025	SRI	4003
GSE205335	P1025	SSPN	6
GSE205335	P1025	ST3GAL5	74
GSE205335	P1025	ST8SIA4	391
GSE205335	P1025	STAT1	1820
GSE205335	P1025	STAT2	330
GSE205335	P1025	STAT3	2019
GSE205335	P1025	STAT4	4
GSE205335	P1025	TAP1	782
GSE205335	P1025	TAP2	188
GSE205335	P1025	TAPBP	2235
GSE205335	P1025	TAPBPL	322
GSE205335	P1025	TBK1	347
GSE205335	P1025	TDRD7	137
GSE205335	P1025	TENT5A	2430
GSE205335	P1025	TMEM140	27
GSE205335	P1025	TMEM173	378
GSE205335	P1025	TNFAIP2	8
GSE205335	P1025	TNFAIP3	86
GSE205335	P1025	TNFAIP6	2
GSE205335	P1025	TNFSF10	481
GSE205335	P1025	TOP2A	9604
GSE205335	P1025	TOR1B	130
GSE205335	P1025	TRAFD1	378
GSE205335	P1025	TRIM14	371
GSE205335	P1025	TRIM21	117
GSE205335	P1025	TRIM25	429
GSE205335	P1025	TRIM26	586
GSE205335	P1025	TRIM5	16
GSE205335	P1025	TXNIP	2338
GSE205335	P1025	UBA7	103
GSE205335	P1025	UBE2L6	1656
GSE205335	P1025	UPP1	223
GSE205335	P1025	USP18	1451
GSE205335	P1025	VAMP5	357
GSE205335	P1025	VAMP8	2717
GSE205335	P1025	VCAM1	0
GSE205335	P1025	XAF1	290
GSE205335	P1025	XCL1	125
GSE205335	P1025	XRCC4	186
GSE205335	P1025	XRCC5	3928
GSE205335	P1025	XRCC6	2974
GSE205335	P1025	ZBP1	3
GSE205335	P1025	ZNFX1	354
GSE205335	P1027	ADAR	3809
GSE205335	P1027	APOL6	5845
GSE205335	P1027	ARID5B	1298
GSE205335	P1027	ARL4A	4043
GSE205335	P1027	AUTS2	1719
GSE205335	P1027	B2M	130516
GSE205335	P1027	BANK1	378
GSE205335	P1027	BATF2	431
GSE205335	P1027	BPGM	360
GSE205335	P1027	BST2	8816
GSE205335	P1027	BTG1	5622
GSE205335	P1027	C1R	446
GSE205335	P1027	C1S	591
GSE205335	P1027	CALR	12934
GSE205335	P1027	CANX	7708
GSE205335	P1027	CASP1	608
GSE205335	P1027	CASP3	509
GSE205335	P1027	CASP4	2895
GSE205335	P1027	CASP7	559
GSE205335	P1027	CASP8	916
GSE205335	P1027	CCL2	168
GSE205335	P1027	CCL5	1553
GSE205335	P1027	CCL7	0
GSE205335	P1027	CCNB1	616
GSE205335	P1027	CCRL2	308
GSE205335	P1027	CD274	659
GSE205335	P1027	CD38	204
GSE205335	P1027	CD3D	392
GSE205335	P1027	CD3E	504
GSE205335	P1027	CD40	1239
GSE205335	P1027	CD47	8238
GSE205335	P1027	CD69	349
GSE205335	P1027	CD74	62525
GSE205335	P1027	CD86	21
GSE205335	P1027	CD8A	473
GSE205335	P1027	CDK1	417
GSE205335	P1027	CDKN1A	11985
GSE205335	P1027	CFB	1526
GSE205335	P1027	CFH	2336
GSE205335	P1027	CGAS	331
GSE205335	P1027	CIITA	258
GSE205335	P1027	CLDN4	52272
GSE205335	P1027	CMKLR1	7
GSE205335	P1027	CMPK2	746
GSE205335	P1027	CMTR1	384
GSE205335	P1027	CNP	1043
GSE205335	P1027	CSF1	387
GSE205335	P1027	CSF2RB	2
GSE205335	P1027	CXCL10	99
GSE205335	P1027	CXCL11	100
GSE205335	P1027	CXCL9	119
GSE205335	P1027	DCLRE1C	374
GSE205335	P1027	DDX41	483
GSE205335	P1027	DDX58	1169
GSE205335	P1027	DDX60	1146
GSE205335	P1027	DHX58	463
GSE205335	P1027	DNTT	0
GSE205335	P1027	EIF2AK2	3295
GSE205335	P1027	EIF4E3	302
GSE205335	P1027	ELF1	2298
GSE205335	P1027	EPCAM	19489
GSE205335	P1027	EPSTI1	1659
GSE205335	P1027	ERAP1	614
GSE205335	P1027	ERAP2	176
GSE205335	P1027	FAS	1904
GSE205335	P1027	FCGR1A	14
GSE205335	P1027	FEN1	456
GSE205335	P1027	FGL2	48
GSE205335	P1027	FPR1	63
GSE205335	P1027	GBP2	1481
GSE205335	P1027	GBP4	572
GSE205335	P1027	GBP6	77
GSE205335	P1027	GCH1	232
GSE205335	P1027	GMPR	152
GSE205335	P1027	GNLY	182
GSE205335	P1027	GPR18	10
GSE205335	P1027	GZMA	382
GSE205335	P1027	HELZ2	885
GSE205335	P1027	HERC6	1024
GSE205335	P1027	HIF1A	2542
GSE205335	P1027	HLA-A	103315
GSE205335	P1027	HLA-B	56899
GSE205335	P1027	HLA-C	62556
GSE205335	P1027	HLA-DMA	3317
GSE205335	P1027	HLA-DQA1	1380
GSE205335	P1027	HLA-DRB1	14792
GSE205335	P1027	HLA-E	14478
GSE205335	P1027	HLA-F	4631
GSE205335	P1027	HLA-G	1650
GSE205335	P1027	ICAM1	13027
GSE205335	P1027	IDO1	411
GSE205335	P1027	IFI16	4852
GSE205335	P1027	IFI27	53122
GSE205335	P1027	IFI30	2265
GSE205335	P1027	IFI35	2996
GSE205335	P1027	IFI44	1514
GSE205335	P1027	IFI44L	3222
GSE205335	P1027	IFIH1	1035
GSE205335	P1027	IFIT1	2002
GSE205335	P1027	IFIT2	813
GSE205335	P1027	IFIT3	2311
GSE205335	P1027	IFITM1	14359
GSE205335	P1027	IFITM2	4212
GSE205335	P1027	IFITM3	31679
GSE205335	P1027	IFNAR2	1884
GSE205335	P1027	IL10RA	133
GSE205335	P1027	IL15	202
GSE205335	P1027	IL15RA	328
GSE205335	P1027	IL18BP	91
GSE205335	P1027	IL2RB	84
GSE205335	P1027	IL4R	1236
GSE205335	P1027	IL6	1259
GSE205335	P1027	IL7	274
GSE205335	P1027	IRF1	6382
GSE205335	P1027	IRF2	1225
GSE205335	P1027	IRF3	1859
GSE205335	P1027	IRF4	32
GSE205335	P1027	IRF5	879
GSE205335	P1027	IRF7	2205
GSE205335	P1027	IRF8	19
GSE205335	P1027	IRF9	3789
GSE205335	P1027	ISG15	17188
GSE205335	P1027	ISG20	3776
GSE205335	P1027	ISOC1	447
GSE205335	P1027	ITGB7	111
GSE205335	P1027	JAK2	380
GSE205335	P1027	KLRD1	35
GSE205335	P1027	KLRK1	67
GSE205335	P1027	KRT18	74768
GSE205335	P1027	KRT19	78595
GSE205335	P1027	KRT8	68300
GSE205335	P1027	LAMP3	135
GSE205335	P1027	LAP3	3119
GSE205335	P1027	LATS2	230
GSE205335	P1027	LCP2	180
GSE205335	P1027	LGALS3BP	11525
GSE205335	P1027	LIG4	451
GSE205335	P1027	LPAR6	92
GSE205335	P1027	LY6E	34134
GSE205335	P1027	LYSMD2	560
GSE205335	P1027	MCM6	352
GSE205335	P1027	METTL7B	558
GSE205335	P1027	MKI67	1028
GSE205335	P1027	MOV10	750
GSE205335	P1027	MRE11	422
GSE205335	P1027	MT2A	29510
GSE205335	P1027	MTHFD2	1511
GSE205335	P1027	MVB12A	680
GSE205335	P1027	MVP	6710
GSE205335	P1027	MX1	5281
GSE205335	P1027	MX2	2642
GSE205335	P1027	MYD88	1056
GSE205335	P1027	NAMPT	7698
GSE205335	P1027	NCOA3	743
GSE205335	P1027	NCOA7	4280
GSE205335	P1027	NFKB1	1372
GSE205335	P1027	NFKBIA	56697
GSE205335	P1027	NHEJ1	178
GSE205335	P1027	NKG7	1131
GSE205335	P1027	NLRC5	938
GSE205335	P1027	NMI	1326
GSE205335	P1027	NOD1	249
GSE205335	P1027	NUB1	1769
GSE205335	P1027	NUP93	425
GSE205335	P1027	OAS1	2230
GSE205335	P1027	OAS2	1307
GSE205335	P1027	OAS3	1935
GSE205335	P1027	OASL	614
GSE205335	P1027	OGFR	1427
GSE205335	P1027	P2RY14	2
GSE205335	P1027	PARP12	1474
GSE205335	P1027	PARP14	5194
GSE205335	P1027	PARP9	2190
GSE205335	P1027	PCNA	1035
GSE205335	P1027	PDE4B	72
GSE205335	P1027	PDIA3	6680
GSE205335	P1027	PELI1	3201
GSE205335	P1027	PFKP	1593
GSE205335	P1027	PIM1	2079
GSE205335	P1027	PLA2G4A	110
GSE205335	P1027	PLSCR1	3989
GSE205335	P1027	PML	1827
GSE205335	P1027	PNP	1274
GSE205335	P1027	PNPT1	935
GSE205335	P1027	POLL	370
GSE205335	P1027	POLM	246
GSE205335	P1027	PRKDC	3727
GSE205335	P1027	PROCR	361
GSE205335	P1027	PSMA2	4972
GSE205335	P1027	PSMA3	3358
GSE205335	P1027	PSMB10	3206
GSE205335	P1027	PSMB2	5942
GSE205335	P1027	PSMB8	7988
GSE205335	P1027	PSMB9	7698
GSE205335	P1027	PSME1	8744
GSE205335	P1027	PSME2	11218
GSE205335	P1027	PTGS2	4303
GSE205335	P1027	PTPN1	1795
GSE205335	P1027	PTPN2	1099
GSE205335	P1027	PTPN6	1097
GSE205335	P1027	PTPRC	461
GSE205335	P1027	RAD50	1808
GSE205335	P1027	RAPGEF6	421
GSE205335	P1027	RBCK1	3679
GSE205335	P1027	RIPK1	555
GSE205335	P1027	RIPK2	1784
GSE205335	P1027	RNF213	8527
GSE205335	P1027	RNF31	538
GSE205335	P1027	RSAD2	1216
GSE205335	P1027	RTP4	585
GSE205335	P1027	SAMD9	1608
GSE205335	P1027	SAMD9L	1798
GSE205335	P1027	SAMHD1	1558
GSE205335	P1027	SECTM1	531
GSE205335	P1027	SELL	221
GSE205335	P1027	SELP	0
GSE205335	P1027	SERPING1	1706
GSE205335	P1027	SLAMF7	638
GSE205335	P1027	SLC25A28	587
GSE205335	P1027	SOCS1	1163
GSE205335	P1027	SOCS3	4762
GSE205335	P1027	SOD2	3615
GSE205335	P1027	SP110	2013
GSE205335	P1027	SPPL2A	1009
GSE205335	P1027	SRI	8521
GSE205335	P1027	SSPN	550
GSE205335	P1027	ST3GAL5	1399
GSE205335	P1027	ST8SIA4	911
GSE205335	P1027	STAT1	3777
GSE205335	P1027	STAT2	1481
GSE205335	P1027	STAT3	4494
GSE205335	P1027	STAT4	60
GSE205335	P1027	TAP1	3364
GSE205335	P1027	TAP2	3308
GSE205335	P1027	TAPBP	4249
GSE205335	P1027	TAPBPL	651
GSE205335	P1027	TBK1	516
GSE205335	P1027	TDRD7	358
GSE205335	P1027	TENT5A	1359
GSE205335	P1027	TMEM140	290
GSE205335	P1027	TMEM173	2663
GSE205335	P1027	TNFAIP2	1597
GSE205335	P1027	TNFAIP3	3409
GSE205335	P1027	TNFAIP6	0
GSE205335	P1027	TNFSF10	3691
GSE205335	P1027	TOP2A	949
GSE205335	P1027	TOR1B	297
GSE205335	P1027	TRAFD1	950
GSE205335	P1027	TRIM14	713
GSE205335	P1027	TRIM21	386
GSE205335	P1027	TRIM25	972
GSE205335	P1027	TRIM26	756
GSE205335	P1027	TRIM5	531
GSE205335	P1027	TXNIP	5445
GSE205335	P1027	UBA7	774
GSE205335	P1027	UBE2L6	5112
GSE205335	P1027	UPP1	2915
GSE205335	P1027	USP18	706
GSE205335	P1027	VAMP5	1278
GSE205335	P1027	VAMP8	25528
GSE205335	P1027	VCAM1	47
GSE205335	P1027	XAF1	3257
GSE205335	P1027	XCL1	32
GSE205335	P1027	XRCC4	260
GSE205335	P1027	XRCC5	3547
GSE205335	P1027	XRCC6	5846
GSE205335	P1027	ZBP1	235
GSE205335	P1027	ZNFX1	1862
GSE205335	P1030	ADAR	782
GSE205335	P1030	APOL6	90
GSE205335	P1030	ARID5B	108
GSE205335	P1030	ARL4A	531
GSE205335	P1030	AUTS2	328
GSE205335	P1030	B2M	28114
GSE205335	P1030	BANK1	64
GSE205335	P1030	BATF2	49
GSE205335	P1030	BPGM	50
GSE205335	P1030	BST2	1231
GSE205335	P1030	BTG1	750
GSE205335	P1030	C1R	32
GSE205335	P1030	C1S	11
GSE205335	P1030	CALR	4095
GSE205335	P1030	CANX	3257
GSE205335	P1030	CASP1	17
GSE205335	P1030	CASP3	300
GSE205335	P1030	CASP4	279
GSE205335	P1030	CASP7	117
GSE205335	P1030	CASP8	192
GSE205335	P1030	CCL2	53
GSE205335	P1030	CCL5	119
GSE205335	P1030	CCL7	0
GSE205335	P1030	CCNB1	108
GSE205335	P1030	CCRL2	5
GSE205335	P1030	CD274	4
GSE205335	P1030	CD38	17
GSE205335	P1030	CD3D	24
GSE205335	P1030	CD3E	25
GSE205335	P1030	CD40	153
GSE205335	P1030	CD47	850
GSE205335	P1030	CD69	24
GSE205335	P1030	CD74	4846
GSE205335	P1030	CD86	2
GSE205335	P1030	CD8A	22
GSE205335	P1030	CDK1	103
GSE205335	P1030	CDKN1A	908
GSE205335	P1030	CFB	260
GSE205335	P1030	CFH	46
GSE205335	P1030	CGAS	91
GSE205335	P1030	CIITA	8
GSE205335	P1030	CLDN4	9640
GSE205335	P1030	CMKLR1	0
GSE205335	P1030	CMPK2	65
GSE205335	P1030	CMTR1	52
GSE205335	P1030	CNP	291
GSE205335	P1030	CSF1	69
GSE205335	P1030	CSF2RB	0
GSE205335	P1030	CXCL10	38
GSE205335	P1030	CXCL11	3
GSE205335	P1030	CXCL9	4
GSE205335	P1030	DCLRE1C	65
GSE205335	P1030	DDX41	400
GSE205335	P1030	DDX58	78
GSE205335	P1030	DDX60	46
GSE205335	P1030	DHX58	36
GSE205335	P1030	DNTT	1
GSE205335	P1030	EIF2AK2	267
GSE205335	P1030	EIF4E3	39
GSE205335	P1030	ELF1	180
GSE205335	P1030	EPCAM	2209
GSE205335	P1030	EPSTI1	22
GSE205335	P1030	ERAP1	29
GSE205335	P1030	ERAP2	41
GSE205335	P1030	FAS	76
GSE205335	P1030	FCGR1A	1
GSE205335	P1030	FEN1	159
GSE205335	P1030	FGL2	3
GSE205335	P1030	FPR1	2
GSE205335	P1030	GBP2	57
GSE205335	P1030	GBP4	12
GSE205335	P1030	GBP6	22
GSE205335	P1030	GCH1	153
GSE205335	P1030	GMPR	29
GSE205335	P1030	GNLY	61
GSE205335	P1030	GPR18	0
GSE205335	P1030	GZMA	27
GSE205335	P1030	HELZ2	312
GSE205335	P1030	HERC6	54
GSE205335	P1030	HIF1A	730
GSE205335	P1030	HLA-A	8429
GSE205335	P1030	HLA-B	13014
GSE205335	P1030	HLA-C	10843
GSE205335	P1030	HLA-DMA	408
GSE205335	P1030	HLA-DQA1	27
GSE205335	P1030	HLA-DRB1	699
GSE205335	P1030	HLA-E	2453
GSE205335	P1030	HLA-F	686
GSE205335	P1030	HLA-G	66
GSE205335	P1030	ICAM1	1724
GSE205335	P1030	IDO1	26
GSE205335	P1030	IFI16	116
GSE205335	P1030	IFI27	5147
GSE205335	P1030	IFI30	352
GSE205335	P1030	IFI35	445
GSE205335	P1030	IFI44	48
GSE205335	P1030	IFI44L	34
GSE205335	P1030	IFIH1	100
GSE205335	P1030	IFIT1	38
GSE205335	P1030	IFIT2	73
GSE205335	P1030	IFIT3	81
GSE205335	P1030	IFITM1	590
GSE205335	P1030	IFITM2	1797
GSE205335	P1030	IFITM3	6823
GSE205335	P1030	IFNAR2	154
GSE205335	P1030	IL10RA	23
GSE205335	P1030	IL15	16
GSE205335	P1030	IL15RA	27
GSE205335	P1030	IL18BP	29
GSE205335	P1030	IL2RB	3
GSE205335	P1030	IL4R	156
GSE205335	P1030	IL6	55
GSE205335	P1030	IL7	18
GSE205335	P1030	IRF1	256
GSE205335	P1030	IRF2	267
GSE205335	P1030	IRF3	225
GSE205335	P1030	IRF4	3
GSE205335	P1030	IRF5	74
GSE205335	P1030	IRF7	163
GSE205335	P1030	IRF8	1
GSE205335	P1030	IRF9	496
GSE205335	P1030	ISG15	1098
GSE205335	P1030	ISG20	421
GSE205335	P1030	ISOC1	42
GSE205335	P1030	ITGB7	15
GSE205335	P1030	JAK2	9
GSE205335	P1030	KLRD1	3
GSE205335	P1030	KLRK1	1
GSE205335	P1030	KRT18	6381
GSE205335	P1030	KRT19	33584
GSE205335	P1030	KRT8	10170
GSE205335	P1030	LAMP3	25
GSE205335	P1030	LAP3	192
GSE205335	P1030	LATS2	49
GSE205335	P1030	LCP2	15
GSE205335	P1030	LGALS3BP	2728
GSE205335	P1030	LIG4	20
GSE205335	P1030	LPAR6	4
GSE205335	P1030	LY6E	4220
GSE205335	P1030	LYSMD2	44
GSE205335	P1030	MCM6	118
GSE205335	P1030	METTL7B	38
GSE205335	P1030	MKI67	172
GSE205335	P1030	MOV10	81
GSE205335	P1030	MRE11	109
GSE205335	P1030	MT2A	4156
GSE205335	P1030	MTHFD2	660
GSE205335	P1030	MVB12A	330
GSE205335	P1030	MVP	782
GSE205335	P1030	MX1	207
GSE205335	P1030	MX2	138
GSE205335	P1030	MYD88	133
GSE205335	P1030	NAMPT	1158
GSE205335	P1030	NCOA3	174
GSE205335	P1030	NCOA7	1588
GSE205335	P1030	NFKB1	205
GSE205335	P1030	NFKBIA	8206
GSE205335	P1030	NHEJ1	48
GSE205335	P1030	NKG7	85
GSE205335	P1030	NLRC5	87
GSE205335	P1030	NMI	314
GSE205335	P1030	NOD1	32
GSE205335	P1030	NUB1	466
GSE205335	P1030	NUP93	95
GSE205335	P1030	OAS1	373
GSE205335	P1030	OAS2	39
GSE205335	P1030	OAS3	145
GSE205335	P1030	OASL	39
GSE205335	P1030	OGFR	469
GSE205335	P1030	P2RY14	0
GSE205335	P1030	PARP12	295
GSE205335	P1030	PARP14	195
GSE205335	P1030	PARP9	89
GSE205335	P1030	PCNA	185
GSE205335	P1030	PDE4B	4
GSE205335	P1030	PDIA3	3499
GSE205335	P1030	PELI1	245
GSE205335	P1030	PFKP	1085
GSE205335	P1030	PIM1	267
GSE205335	P1030	PLA2G4A	62
GSE205335	P1030	PLSCR1	869
GSE205335	P1030	PML	189
GSE205335	P1030	PNP	477
GSE205335	P1030	PNPT1	119
GSE205335	P1030	POLL	90
GSE205335	P1030	POLM	73
GSE205335	P1030	PRKDC	697
GSE205335	P1030	PROCR	23
GSE205335	P1030	PSMA2	2015
GSE205335	P1030	PSMA3	1991
GSE205335	P1030	PSMB10	441
GSE205335	P1030	PSMB2	1334
GSE205335	P1030	PSMB8	988
GSE205335	P1030	PSMB9	797
GSE205335	P1030	PSME1	2060
GSE205335	P1030	PSME2	1695
GSE205335	P1030	PTGS2	123
GSE205335	P1030	PTPN1	236
GSE205335	P1030	PTPN2	212
GSE205335	P1030	PTPN6	79
GSE205335	P1030	PTPRC	33
GSE205335	P1030	RAD50	193
GSE205335	P1030	RAPGEF6	56
