dataset	unit_id	mal_CLDN4_pct	mal_CLDN4_pct_locked	n_malignant	n_malignant_locked
GSE205335	P0031	59.2476489028213	59.2476489028213	319	319
GSE205335	P1006	74.1809672386895	74.1809672386895	1282	1282
GSE205335	P1015	41.5807560137457	41.5807560137457	291	291
GSE205335	P1016	82.6461769115442	82.6461769115442	5336	5336
GSE205335	P1017	64.3183897529735	64.3183897529735	2186	2186
GSE205335	P1018	67.0338983050847	67.0338983050847	1180	1180
GSE205335	P1025	92.8571428571429	92.8571428571429	980	980
GSE205335	P1027	78.0728376327769	78.0728376327769	1318	1318
GSE205335	P1030	61.6915422885572	61.6915422885572	603	603
GSE205335	P1037	86.0528466357941	86.0528466357941	3671	3671
GSE205335	P1056	49.7066219614417	49.7066219614417	2386	2386
GSE205335	P1062	45.2127659574468	45.2127659574468	188	188
GSE205335	P1063	35.1145038167939	35.1145038167939	131	131
GSE205335	P1072	58.8669950738916	58.8669950738916	406	406
GSE205335	P1076	59.3639575971731	59.3639575971731	849	849
GSE205335	P1079	51.3812154696133	51.3812154696133	543	543
GSE205335	P1084	86.734693877551	86.734693877551	196	196
GSE205335	P1089	87.7704609595484	87.7704609595484	1063	1063
GSE205335	P1090	38.1625441696113	38.1625441696113	566	566
GSE205335	P1115	88.8829928362961	88.8829928362961	3769	3769
GSE205335	P1119	36.088379705401	36.088379705401	1222	1222
GSE205335	P4001	48.1481481481481	48.1481481481481	27	27
GSE123902	LX255B	35.08771929824561	35.0877192982456	228	228
GSE123902	LX653	71.72413793103448	71.7241379310345	145	145
GSE123902	LX661	58.97435897435898	58.974358974359	117	117
GSE123902	LX666	67.17557251908397	67.175572519084	786	786
GSE123902	LX675	31.3915857605178	31.3915857605178	618	618
GSE123902	LX676	42.17687074829932	42.1768707482993	147	147
GSE123902	LX679	43.25955734406438	43.2595573440644	497	497
GSE123902	LX680	73.25581395348837	73.2558139534884	258	258
GSE123902	LX681	63.29743164871583	63.2974316487158	1207	1207
GSE123902	LX682	18.76484560570071	18.7648456057007	421	421
GSE123902	LX684	72.83236994219652	72.8323699421965	173	173
GSE123902	LX699	15.217391304347828	15.2173913043478	46	46
GSE123902	LX701	11.11111111111111	11.1111111111111	90	90
GSE189357	TD1	56.1299176578225	56.1299176578225	2186	2186
GSE189357	TD2	35.62551781275891	35.6255178127589	1207	1207
GSE189357	TD3	48.04216867469879	48.0421686746988	664	664
GSE189357	TD4	30.346232179226067	30.3462321792261	491	491
GSE189357	TD5	36.86635944700461	36.8663594470046	1736	1736
GSE189357	TD6	63.501238645747314	63.5012386457473	1211	1211
GSE189357	TD7	36.63133097762073	36.6313309776207	849	849
GSE189357	TD8	45.338567222767416	45.3385672227674	1019	1019
GSE189357	TD9	78.56412354264675	78.5641235426468	4889	4889
GSE131907	BRONCHO_11	80.78817733990148	80.7881773399015	203	203
GSE131907	BRONCHO_58	72.17391304347827	72.1739130434783	460	460
GSE131907	EBUS_06	71.16357504215851	71.1635750421585	1186	1186
GSE131907	EBUS_10	84.46866485013624	84.4686648501362	367	367
GSE131907	EBUS_12	88.32684824902724	88.3268482490272	257	257
GSE131907	EBUS_13	0.2659574468085106	0.265957446808511	376	376
GSE131907	EBUS_15	47.265625	47.265625	256	256
GSE131907	EBUS_19	94.00921658986177	94.0092165898618	217	217
GSE131907	EBUS_28	96.33620689655172	96.3362068965517	4640	4640
GSE131907	EBUS_49	49.12280701754386	49.1228070175439	114	114
GSE131907	EBUS_51	85.36964980544747	85.3696498054475	1285	1285
GSE131907	NS_02	58.56353591160221	58.5635359116022	181	181
GSE131907	NS_03	93.1441208993734	93.1441208993734	2713	2713
GSE131907	NS_04	89.34092758340114	89.3409275834011	1229	1229
GSE131907	NS_06	60.24096385542169	60.2409638554217	83	83
GSE131907	NS_07	90.407204385278	90.407204385278	5108	5108
GSE131907	NS_12	86.33938100320171	86.3393810032017	2811	2811
GSE131907	NS_13	72.41124260355029	72.4112426035503	1352	1352
GSE131907	NS_16	11.39240506329114	11.3924050632911	79	79
GSE131907	NS_17	88.21942446043165	88.2194244604317	1112	1112
GSE131907	NS_19	67.1523178807947	67.1523178807947	755	755
