dataset	unit_id	n_cells	n_malignant	n_tnk	mal_CLDN4_pct	mal_CLDN4_mean	lib_umi	cldn4_logcpm	n_nhej	nhej_score	n_nhej_core	nhej_core_score	n_sting	sting_score	n_ifn	ifn_score	n_mhc	mhc_score	n_prolif	prolif_score	n_ifn_not_mhc	ifn_not_mhc_score	sting_z	ifn_z	sting_ifn	cldn4_z	nhej_z	mhc_z	prolif_z	ifn_not_mhc_z	nhej_core_z	pct_z
GSE205335	P0031	6428	319	3824	59.2476489028213	1.03210740001313	3940822.0	8.490067203611677	13	3.713762917793508	9	3.9883827084168155	6	4.1316903496118345	222	4.2829078182108455	21	6.6191147546516005	6	3.6712238425253587	210	4.1169504480077235	-0.49602969087688387	0.05499107890262279	-0.22051930598713054	-0.753946278654493	-1.292038436794094	0.003682299265413497	-1.4851563853834355	0.0559047138939733	-1.321016974874552	-0.22080582205316027
GSE205335	P1006	6090	1282	2998	74.1809672386895	1.45441994167518	19918728.0	8.888352270842145	13	4.404425820905775	9	4.73167341048762	6	3.9802834643373335	222	3.4242297862869338	21	5.142486544632053	6	5.292669515865981	210	3.298419623642095	-0.6958421660375776	-1.0069653008920567	-0.8514037334648172	-0.30582766166248226	0.23719406540612062	-1.3191755171558937	-0.1608879323155715	-0.9750011137545871	0.31146385059125303	0.5882078595667836
GSE205335	P1015	1195	291	473	41.5807560137457	1.01379491643033	5627892.0	9.160083600049159	13	3.9113935772343913	9	4.152006227017491	6	4.685590990749927	222	4.318728997944347	21	6.998478180789881	6	5.461922477985428	210	4.145470230038814	0.23495594361550506	0.09929235241317462	0.16712414801433984	-9.722520806435405e-05	-0.8544541587238786	0.34354027443219476	-0.022655512933125625	0.0918242035746514	-0.9616525216845995	-1.1779111175752282
GSE205335	P1016	6924	5336	763	82.6461769115442	1.69304935632742	81985165.0	9.192433091739835	13	5.046981221692183	9	5.1663970893547475	6	3.4182237250009693	222	3.317147347553848	21	6.549156207980008	6	7.720002487429112	210	3.098171895708492	-1.4375954059999563	-1.1393978014904296	-1.2884966037451928	0.036299844804183384	1.6599092552896237	-0.05899103289906238	1.8215654623207724	-1.2272048714568402	1.2662424697094268	1.0468112515986574
GSE205335	P1017	6266	2186	2370	64.3183897529735	1.55462084717452	35962022.0	10.111424575345938	13	4.243592757772787	9	4.636728684271123	6	5.477738098775936	222	5.004274637969654	21	6.69492184461447	6	5.634556241702427	210	4.887295335823127	1.2803567129338809	0.9471300040113371	1.1137433584726089	1.070275824683702	-0.11891474898521046	0.07159512987306348	0.11833807752975273	1.0261223410232312	0.10293783971056433	0.053901957655051236
GSE205335	P1018	5029	1180	2546	67.0338983050847	2.10443933372545	33232599.0	9.790974229086169	13	4.402452696425986	9	4.818986404975167	6	5.412752894844739	222	5.377635075481415	21	7.791741655683073	6	5.644533144010082	210	5.208337595066165	1.1945953922200083	1.4088775785826646	1.3017364854013365	0.7097306328213007	0.23282526831019398	1.054196336075562	0.12648642144444416	1.4304618309032966	0.5032283767958936	0.20101484454351
GSE205335	P1025	1222	980	128	92.8571428571429	2.31069442860223	24236357.0	9.239929213111681	13	4.210914592102315	9	4.286310060144069	6	4.031851771050997	222	3.567991066492786	21	5.470404482186772	6	6.879029319874877	210	3.4189410800345836	-0.6277871962413114	-0.829170827287096	-0.7284790117642037	0.08973869544861547	-0.19126916795050275	-1.0254056948705188	1.1347251604966881	-0.8232093081765859	-0.6666825566966451	1.5999911254049437
GSE205335	P1027	4600	1318	2619	78.0728376327769	2.17399784893951	29254299.0	10.803981182252077	13	4.347461231279412	9	4.727221841567914	6	5.3152309516490295	222	5.329611913196579	21	7.673339374255086	6	4.587065880015623	210	5.150598953846522	1.0658951629200861	1.3494856974930414	1.2076904302065636	1.8494853266454616	0.11106581740179396	0.9481240137358343	-0.7371691181054576	1.3577423926830319	0.3016869209398896	0.7990502406834951
GSE205335	P1030	861	603	140	61.6915422885572	1.48410735953157	6284387.0	10.583985601974407	13	4.084710028834162	9	4.331885117754284	6	4.711417950286178	222	4.384809875626801	21	6.998600074428925	6	4.5436659672143245	210	4.206729850870507	0.2690399200572453	0.18101682541510225	0.22502837273617377	1.6019638318932148	-0.47070522743185395	0.34364947453557	-0.7726147308284824	0.16897817045656713	-0.5665865815137224	-0.08840770791586565
GSE205335	P1037	4983	3671	611	86.0528466357941	1.19727181814975	58701715.0	7.6179870565800485	13	3.3439647979480993	9	3.650107998165373	6	3.5407200555915863	222	2.750810114635339	21	5.176212478683656	6	3.0664268641452495	210	2.5808751132549044	-1.275936344266811	-1.8398063542346426	-1.5578713492507268	-1.7351413611401458	-2.1108276052463713	-1.2889616724158683	-1.9791066744051111	-1.8787188423186645	-2.063965832820682	1.2313678487120325
