contrast_id	accession	gene	module	module_short	n_genes	delta_mean	delta_median	frac_genes_down	frac_genes_up	p_sample	p_gene_mw	p_gene_wilcoxon	n_kd	n_ctrl	q_sample_bh
GSE234513_DLD1_sh1_vs_shNTC	GSE234513	CLDN1	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	197	-0.3438084365910452	-0.3492600199282969	0.8071065989847716	0.16751269035532995	0.21590181763633995	6.537402318676871e-23	1.045838455014577e-18	2	2	0.4986288715677265
GSE234513_DLD1_sh1_vs_shNTC	GSE234513	CLDN1	HALLMARK_DNA_REPAIR	DNA_REPAIR	149	-0.4204213272444788	-0.42152748103661697	0.9328859060402684	0.06711409395973154	0.3862178402492329	9.214428659072416e-35	8.450981858900691e-24	2	2	0.4986288715677265
GSE234513_DLD1_sh2_vs_shNTC	GSE234513	CLDN1	NHEJ_CORE	NHEJ_CORE	14	0.09486518693295132	0.12441753660777355	0.2857142857142857	0.7142857142857143	0.6173711839786779	0.04794255958996458	0.0418701171875	2	2	0.6446473220592396
GSE234513_DLD1_sh2_vs_shNTC	GSE234513	CLDN1	NHEJ_53BP1_SHIELDIN	NHEJ_53BP1	6	0.07084206154911366	0.048969895975030875	0.3333333333333333	0.6666666666666666	0.6446473220592396	0.40989277341274166	0.5625	2	2	0.6446473220592396
GSE234513_DLD1_sh2_vs_shNTC	GSE234513	CLDN1	HALLMARK_INTERFERON_ALPHA_RESPONSE	IFN_ALPHA	96	0.16456812965013334	0.12227389617902906	0.3020833333333333	0.6875	0.24208513031296336	1.2683208236450015e-07	1.4793562344705666e-05	2	2	0.6446473220592396
GSE234513_DLD1_sh2_vs_shNTC	GSE234513	CLDN1	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	197	0.18305401044847747	0.1257928537956987	0.34517766497461927	0.6294416243654822	0.410665283197035	6.645440034254302e-09	3.306849230643206e-07	2	2	0.6446473220592396
GSE234513_DLD1_sh2_vs_shNTC	GSE234513	CLDN1	HALLMARK_DNA_REPAIR	DNA_REPAIR	149	0.11411149306082358	0.11710319536473346	0.26174496644295303	0.738255033557047	0.5062887451227346	3.4790753544386237e-13	9.995719191981827e-11	2	2	0.6446473220592396
GSE234513_LoVo_sh1_vs_shNTC	GSE234513	CLDN1	NHEJ_CORE	NHEJ_CORE	14	-1.2619634211856638	-1.13958182260349	1.0	0.0	0.23130208919400402	3.143923685786464e-08	0.0001220703125	2	2	0.289127611492505
GSE234513_LoVo_sh1_vs_shNTC	GSE234513	CLDN1	NHEJ_53BP1_SHIELDIN	NHEJ_53BP1	6	-0.5113960453997306	-0.5158109160905339	0.8333333333333334	0.16666666666666666	0.08431202729125804	0.09354043738990665	0.3125	2	2	0.2684096717034154
GSE234513_LoVo_sh1_vs_shNTC	GSE234513	CLDN1	HALLMARK_INTERFERON_ALPHA_RESPONSE	IFN_ALPHA	96	-0.6632318586070118	-0.626027770555293	0.7291666666666666	0.2604166666666667	0.19246581565109902	1.6109454123412852e-10	5.414504495607656e-07	2	2	0.289127611492505
GSE234513_LoVo_sh1_vs_shNTC	GSE234513	CLDN1	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	197	-0.24320927145689364	-0.3197429181639926	0.5939086294416244	0.38578680203045684	0.32810693184112644	0.0011328087179927377	0.0013556636894757434	2	2	0.32810693184112644
GSE234513_LoVo_sh1_vs_shNTC	GSE234513	CLDN1	HALLMARK_DNA_REPAIR	DNA_REPAIR	149	-0.6186838275479758	-0.5467132879288137	0.7516778523489933	0.2483221476510067	0.10736386868136617	2.97068112737423e-16	5.164033350482878e-12	2	2	0.2684096717034154
GSE234513_LoVo_sh2_vs_shNTC	GSE234513	CLDN1	NHEJ_CORE	NHEJ_CORE	14	-0.17267293566319708	-0.19618280179415581	0.7857142857142857	0.21428571428571427	0.3656811296006156	0.011228372097634932	0.0245361328125	2	2	0.4571014120007695
GSE234513_LoVo_sh2_vs_shNTC	GSE234513	CLDN1	NHEJ_53BP1_SHIELDIN	NHEJ_53BP1	6	0.007784234065295603	-0.0006777124333379181	0.5	0.5	0.9666832969684798	0.8879828613851705	1.0	2	2	0.9666832969684798
GSE234513_LoVo_sh2_vs_shNTC	GSE234513	CLDN1	HALLMARK_INTERFERON_ALPHA_RESPONSE	IFN_ALPHA	96	-0.5169819479356375	-0.49828395472570897	0.7916666666666666	0.20833333333333334	0.15101293864542326	4.098861215834567e-18	9.30070610806465e-10	2	2	0.3775323466135581
GSE234513_LoVo_sh2_vs_shNTC	GSE234513	CLDN1	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	197	-0.2890627308246545	-0.20771237056094094	0.6395939086294417	0.34517766497461927	0.12000408207426472	1.8077996764043756e-08	4.046624831868408e-07	2	2	0.3775323466135581
GSE234513_LoVo_sh2_vs_shNTC	GSE234513	CLDN1	HALLMARK_DNA_REPAIR	DNA_REPAIR	149	-0.1850187988504981	-0.16028493439894653	0.6375838926174496	0.3624161073825503	0.22956298799000882	2.000488434753645e-05	5.63335297164544e-06	2	2	0.382604979983348
GSE296175_siCLDN1_vs_untreated	GSE296175	CLDN1	NHEJ_CORE	NHEJ_CORE	14	0.051327566414497205	0.04078819568102787	0.35714285714285715	0.6428571428571429	0.003579960522613935	0.06705542142741674	0.3909912109375	3	3	0.017899802613069674
GSE296175_siCLDN1_vs_untreated	GSE296175	CLDN1	NHEJ_53BP1_SHIELDIN	NHEJ_53BP1	6	0.015958019473556462	0.003157524978398829	0.5	0.5	0.46093036869668996	0.8607931638008025	0.6875	3	3	0.46093036869668996
GSE296175_siCLDN1_vs_untreated	GSE296175	CLDN1	HALLMARK_INTERFERON_ALPHA_RESPONSE	IFN_ALPHA	97	-0.01872215637276886	-0.012382330525957164	0.5360824742268041	0.44329896907216493	0.2503074697434187	0.2232599070137672	0.20427850374048628	3	3	0.4171791162390312
GSE296175_siCLDN1_vs_untreated	GSE296175	CLDN1	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	200	-0.009342180685234514	0.0	0.465	0.48	0.1806820890219453	0.531555010629319	0.6245969487015128	3	3	0.4171791162390312
GSE296175_siCLDN1_vs_untreated	GSE296175	CLDN1	HALLMARK_DNA_REPAIR	DNA_REPAIR	150	-0.004978552955785531	-0.001351929115209316	0.5066666666666667	0.49333333333333335	0.41037892911369267	0.6882308920104948	0.8299003142937252	3	3	0.46093036869668996
GSE296175_PDS0330_vs_untreated	GSE296175	CLDN1	NHEJ_CORE	NHEJ_CORE	14	0.09135105868837723	0.06522846182896358	0.35714285714285715	0.6428571428571429	0.03264831687794741	0.050515671095223605	0.267578125	3	3	0.05441386146324569
GSE296175_PDS0330_vs_untreated	GSE296175	CLDN1	NHEJ_53BP1_SHIELDIN	NHEJ_53BP1	6	-0.026610536795368844	-0.027729027845938004	0.5	0.5	0.10858605614398878	0.899800871758862	0.6875	3	3	0.13573257017998597
GSE296175_PDS0330_vs_untreated	GSE296175	CLDN1	HALLMARK_INTERFERON_ALPHA_RESPONSE	IFN_ALPHA	97	0.6566913358149207	0.3224485204920762	0.12371134020618557	0.865979381443299	2.7353804240898975e-06	7.863094084860375e-38	3.481195121254081e-14	3	3	6.838451060224744e-06
GSE296175_PDS0330_vs_untreated	GSE296175	CLDN1	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	200	0.4251734195048047	0.17487001651855505	0.195	0.765	4.882497639343555e-07	7.596456443031754e-45	1.6989878541632417e-19	3	3	2.4412488196717774e-06
GSE296175_PDS0330_vs_untreated	GSE296175	CLDN1	HALLMARK_DNA_REPAIR	DNA_REPAIR	150	-0.007297304540744065	-0.005423916365972836	0.5133333333333333	0.4866666666666667	0.6337880107739529	0.8550093685977538	0.3743259516908011	3	3	0.6337880107739529
GSE159914_Cldn3KO_vs_WT_baseline_liver	GSE159914	CLDN3	NHEJ_CORE	NHEJ_CORE	14	-0.04606565370970728	-0.007078032329407069	0.5714285714285714	0.42857142857142855	0.5306616320600634	0.2603394921064055	0.5830078125	3	3	0.8844360534334391
GSE159914_Cldn3KO_vs_WT_baseline_liver	GSE159914	CLDN3	NHEJ_53BP1_SHIELDIN	NHEJ_53BP1	5	0.265073761516049	0.18032062484098255	0.2	0.8	0.05692924033875038	0.03008283894439425	0.3125	3	3	0.2846462016937519
GSE159914_Cldn3KO_vs_WT_baseline_liver	GSE159914	CLDN3	HALLMARK_INTERFERON_ALPHA_RESPONSE	IFN_ALPHA	91	-0.005301583252585118	0.00882971733019211	0.4725274725274725	0.5164835164835165	0.8892097094202811	0.7038257482091774	0.9182772172466372	3	3	0.9662685324682494
GSE159914_Cldn3KO_vs_WT_baseline_liver	GSE159914	CLDN3	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	186	0.05515000321191765	0.0437083488573935	0.40860215053763443	0.5806451612903226	0.11552210335598906	0.009471195528077693	0.03636881475959512	3	3	0.2888052583899726
GSE159914_Cldn3KO_vs_WT_baseline_liver	GSE159914	CLDN3	HALLMARK_DNA_REPAIR	DNA_REPAIR	144	0.0013245411376696659	-0.001166547117415595	0.5069444444444444	0.4930555555555556	0.9662685324682494	0.27702900140557185	0.6622907282584369	3	3	0.9662685324682494
GSE159914_Cldn3KO_vs_WT_48h_hepatectomy	GSE159914	CLDN3	NHEJ_CORE	NHEJ_CORE	14	-0.045861271923271385	-0.05129037020978422	0.6428571428571429	0.35714285714285715	0.24950957848339766	0.14524629219661112	0.42626953125	3	3	0.5989207808719524
GSE159914_Cldn3KO_vs_WT_48h_hepatectomy	GSE159914	CLDN3	NHEJ_53BP1_SHIELDIN	NHEJ_53BP1	5	-0.07055411243826626	-0.015615380970422699	0.6	0.4	0.5386164364287582	0.6194935253232855	1.0	3	3	0.6132303143637804
GSE159914_Cldn3KO_vs_WT_48h_hepatectomy	GSE159914	CLDN3	HALLMARK_INTERFERON_ALPHA_RESPONSE	IFN_ALPHA	91	-0.02891362090026739	-0.03999271726825704	0.5714285714285714	0.4175824175824176	0.6132303143637804	0.03350761425063955	0.13708005739219595	3	3	0.6132303143637804
GSE159914_Cldn3KO_vs_WT_48h_hepatectomy	GSE159914	CLDN3	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	186	-0.048145567170534864	-0.06777822321596894	0.6236559139784946	0.3655913978494624	0.35935246852317143	1.1563017354852951e-07	0.0005267490228902742	3	3	0.5989207808719524
GSE159914_Cldn3KO_vs_WT_48h_hepatectomy	GSE159914	CLDN3	HALLMARK_DNA_REPAIR	DNA_REPAIR	144	-0.06351902709232515	-0.07335123052058101	0.6458333333333334	0.3541666666666667	0.1226148068153424	3.9539977627557775e-08	2.8137481633032405e-05	3	3	0.5989207808719524
GSE159914_Cldn3KO_vs_WT_aged_liver	GSE159914	CLDN3	NHEJ_CORE	NHEJ_CORE	14	0.06951370357471509	0.06278167477265639	0.2857142857142857	0.7142857142857143	0.7130408039122966	0.07941178796246197	0.118896484375	3	3	0.8916881469701287
GSE159914_Cldn3KO_vs_WT_aged_liver	GSE159914	CLDN3	NHEJ_53BP1_SHIELDIN	NHEJ_53BP1	5	0.15806060085618023	0.19565913339709073	0.4	0.6	0.3272035348128589	0.4712108455583627	0.4375	3	3	0.8916881469701287
GSE159914_Cldn3KO_vs_WT_aged_liver	GSE159914	CLDN3	HALLMARK_INTERFERON_ALPHA_RESPONSE	IFN_ALPHA	91	0.07440629687102351	0.05183772924029695	0.4065934065934066	0.5824175824175825	0.8916881469701287	0.12456283746157076	0.06743458758473636	3	3	0.8916881469701287
GSE159914_Cldn3KO_vs_WT_aged_liver	GSE159914	CLDN3	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	186	0.1343043752194948	0.10957342293596284	0.3602150537634409	0.6344086021505376	0.8213599647944757	1.8259259207676475e-06	9.389149587614784e-06	3	3	0.8916881469701287
GSE159914_Cldn3KO_vs_WT_aged_liver	GSE159914	CLDN3	HALLMARK_DNA_REPAIR	DNA_REPAIR	144	0.12159655643734357	0.09530204886720561	0.3125	0.6875	0.5847090147464415	7.216355974126897e-09	8.109335167729763e-08	3	3	0.8916881469701287
GSE274940_EpH4_allCldnNull_vs_WT	GSE274940	CLDN4	NHEJ_CORE	NHEJ_CORE	14	0.019094195624561827	-0.0708881263603156	0.5714285714285714	0.42857142857142855	0.8442167190809303	0.3742002837482563	0.7608642578125	3	3	0.8442167190809303
GSE274940_EpH4_allCldnNull_vs_WT	GSE274940	CLDN4	NHEJ_53BP1_SHIELDIN	NHEJ_53BP1	5	-0.1360288462620005	0.04295386669179546	0.4	0.6	0.4905060161754569	0.7521072419817679	0.8125	3	3	0.7462254805835357
GSE274940_EpH4_allCldnNull_vs_WT	GSE274940	CLDN4	HALLMARK_INTERFERON_ALPHA_RESPONSE	IFN_ALPHA	91	-0.1635186127386774	0.0	0.4835164835164835	0.43956043956043955	0.30061531633066113	0.22213618836323634	0.08355998499431838	3	3	0.7462254805835357
GSE274940_EpH4_allCldnNull_vs_WT	GSE274940	CLDN4	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	186	-0.11205400938877919	0.0	0.43548387096774194	0.3870967741935484	0.1538172332947898	0.10512681730418229	0.03563166521713004	3	3	0.7462254805835357
GSE274940_EpH4_allCldnNull_vs_WT	GSE274940	CLDN4	HALLMARK_DNA_REPAIR	DNA_REPAIR	144	0.04636227051775865	0.00974311931362859	0.4861111111111111	0.5	0.5969803844668286	0.4363098611027332	0.1519626034400432	3	3	0.7462254805835357
GSE273512_shCldn7_pooled_vs_shControl	GSE273512	CLDN7	NHEJ_CORE	NHEJ_CORE	14	-0.011698324967387208	0.01378824458134531	0.42857142857142855	0.5714285714285714	0.8083300794015615	0.697356265881147	1.0	8	4	0.9112026021873416
GSE273512_shCldn7_pooled_vs_shControl	GSE273512	CLDN7	NHEJ_53BP1_SHIELDIN	NHEJ_53BP1	4	0.004524711447223773	-0.005533242398537697	0.5	0.5	0.9112026021873416			8	4	0.9112026021873416
GSE273512_shCldn7_pooled_vs_shControl	GSE273512	CLDN7	HALLMARK_INTERFERON_ALPHA_RESPONSE	IFN_ALPHA	91	0.10018130932789315	0.08953360341699224	0.21978021978021978	0.7802197802197802	0.5589443029412972	1.7621642268510986e-09	1.238217328127636e-07	8	4	0.9112026021873416
GSE273512_shCldn7_pooled_vs_shControl	GSE273512	CLDN7	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	186	0.08304482036991434	0.07281353281657979	0.34408602150537637	0.6559139784946236	0.30083738637704216	2.744713580069098e-07	7.978817855961304e-09	8	4	0.9112026021873416
GSE273512_shCldn7_pooled_vs_shControl	GSE273512	CLDN7	HALLMARK_DNA_REPAIR	DNA_REPAIR	145	0.026019858937850415	0.019432508212513966	0.3931034482758621	0.6068965517241379	0.6471271756744349	0.42270127870120155	0.01565360282536496	8	4	0.9112026021873416
GSE273512_sh1Cldn7_vs_shControl	GSE273512	CLDN7	NHEJ_CORE	NHEJ_CORE	14	-0.019608689016583192	-0.039630960295283124	0.5714285714285714	0.42857142857142855	0.6978171733756284	0.34455947483085736	0.625732421875	4	4	0.9404793092057406
GSE273512_sh1Cldn7_vs_shControl	GSE273512	CLDN7	NHEJ_53BP1_SHIELDIN	NHEJ_53BP1	4	-0.03333387103223506	-0.006507211066251406	0.5	0.5	0.5805047375976368			4	4	0.9404793092057406
GSE273512_sh1Cldn7_vs_shControl	GSE273512	CLDN7	HALLMARK_INTERFERON_ALPHA_RESPONSE	IFN_ALPHA	91	0.01645515012401777	0.007138692449144557	0.4835164835164835	0.5164835164835165	0.9430254289679416	0.7238750986033347	0.3947972550924089	4	4	0.9430254289679416
GSE273512_sh1Cldn7_vs_shControl	GSE273512	CLDN7	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	186	0.03545235119002399	0.0208263245930769	0.46236559139784944	0.5376344086021505	0.7523834473645925	0.12692204736705995	0.020804900577461774	4	4	0.9404793092057406
GSE273512_sh1Cldn7_vs_shControl	GSE273512	CLDN7	HALLMARK_DNA_REPAIR	DNA_REPAIR	145	0.044527824489439816	0.022167967453977866	0.3793103448275862	0.6206896551724138	0.5353017399956281	0.0008036136766370591	7.421161618598842e-05	4	4	0.9404793092057406
GSE273512_sh2Cldn7_vs_shControl	GSE273512	CLDN7	NHEJ_CORE	NHEJ_CORE	14	-0.003787960918190336	-0.0013182289327271501	0.5	0.5	0.9376647166416137	0.5240218067188054	0.9515380859375	4	4	0.9376647166416137
GSE273512_sh2Cldn7_vs_shControl	GSE273512	CLDN7	NHEJ_53BP1_SHIELDIN	NHEJ_53BP1	4	0.042383293926683496	0.04985998059360375	0.25	0.75	0.26324779865650844			4	4	0.5948809723210862
GSE273512_sh2Cldn7_vs_shControl	GSE273512	CLDN7	HALLMARK_INTERFERON_ALPHA_RESPONSE	IFN_ALPHA	91	0.18390746853176854	0.18286380510421374	0.1978021978021978	0.8021978021978022	0.35692858339265165	1.1659081782775147e-12	9.525770263150247e-09	4	4	0.5948809723210862
GSE273512_sh2Cldn7_vs_shControl	GSE273512	CLDN7	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	186	0.1306372895498047	0.09867884721406406	0.34946236559139787	0.6505376344086021	0.2371169996666994	7.29567385559754e-07	9.835450494153424e-09	4	4	0.5948809723210862
GSE273512_sh2Cldn7_vs_shControl	GSE273512	CLDN7	HALLMARK_DNA_REPAIR	DNA_REPAIR	145	0.007511893386261015	0.0014602680725364081	0.496551724137931	0.503448275862069	0.9019439442154679	0.043071548607827116	0.6850278966706427	4	4	0.9376647166416137
GSE26055_OVCA420_siCLDN7_vs_ctrl	GSE26055	CLDN7	NHEJ_CORE	NHEJ_CORE	12	0.058378717468343666	0.02804171691653279	0.4166666666666667	0.5833333333333334	0.8116079587762254	0.6438290272929889	0.423828125	2	2	0.8651003842436982
GSE26055_OVCA420_siCLDN7_vs_ctrl	GSE26055	CLDN7	NHEJ_53BP1_SHIELDIN	NHEJ_53BP1	3	0.10062124058163135	0.09941726598255762	0.0	1.0	0.6517892682194963			2	2	0.8651003842436982
GSE26055_OVCA420_siCLDN7_vs_ctrl	GSE26055	CLDN7	HALLMARK_INTERFERON_ALPHA_RESPONSE	IFN_ALPHA	92	0.04930717301721188	0.0391758277068881	0.44565217391304346	0.5543478260869565	0.8651003842436982	0.44978386377795176	0.23961220013758777	2	2	0.8651003842436982
GSE26055_OVCA420_siCLDN7_vs_ctrl	GSE26055	CLDN7	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	192	0.06096005761654766	0.03360147891160015	0.4427083333333333	0.5572916666666666	0.814103894015148	0.08950346203187357	0.03224367726237322	2	2	0.8651003842436982
GSE26055_OVCA420_siCLDN7_vs_ctrl	GSE26055	CLDN7	HALLMARK_DNA_REPAIR	DNA_REPAIR	139	0.06934576776068546	0.05506209769178483	0.4172661870503597	0.5827338129496403	0.7917488851099309	0.015559060490285877	0.007534371061046166	2	2	0.8651003842436982
GSE26055_OVCAR2_siCLDN7_vs_ctrl	GSE26055	CLDN7	NHEJ_CORE	NHEJ_CORE	12	-0.24149968574167424	-0.23350468592525475	0.8333333333333334	0.16666666666666666	0.24875083715233934	0.09255606339434079	0.00244140625	2	2	0.5278223060644117
GSE26055_OVCAR2_siCLDN7_vs_ctrl	GSE26055	CLDN7	NHEJ_53BP1_SHIELDIN	NHEJ_53BP1	3	-0.22625683539903463	-0.20476225169778406	0.6666666666666666	0.3333333333333333	0.4222578448515294			2	2	0.5278223060644117
GSE26055_OVCAR2_siCLDN7_vs_ctrl	GSE26055	CLDN7	HALLMARK_INTERFERON_ALPHA_RESPONSE	IFN_ALPHA	92	0.14222802202973206	0.030416879823944587	0.43478260869565216	0.5652173913043478	0.32566308138996775	8.318322088199086e-14	0.008100560118172206	2	2	0.5278223060644117
GSE26055_OVCAR2_siCLDN7_vs_ctrl	GSE26055	CLDN7	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	192	-0.0083165394507283	-0.03379086729856251	0.5729166666666666	0.4270833333333333	0.9514375015530476	4.354426563500569e-09	0.24308271618422295	2	2	0.9514375015530476
GSE26055_OVCAR2_siCLDN7_vs_ctrl	GSE26055	CLDN7	HALLMARK_DNA_REPAIR	DNA_REPAIR	139	-0.36779579710968413	-0.35653351743420103	0.8776978417266187	0.1223021582733813	0.27278232533186747	3.4093804126797255e-16	7.194571244612978e-18	2	2	0.5278223060644117
GSE256329_Cldn7KO_vs_WT_small_intestine	GSE256329	CLDN7	NHEJ_CORE	NHEJ_CORE	12	-0.4360064888464521	-0.46568011783241214	0.9166666666666666	0.08333333333333333	0.12438365607033028	0.0011987368727477943	0.0009765625	2	2	0.59731904242221
GSE256329_Cldn7KO_vs_WT_small_intestine	GSE256329	CLDN7	NHEJ_53BP1_SHIELDIN	NHEJ_53BP1	2	0.12930252439018552	0.12930252439018464	0.5	0.5	0.3373156834034059			2	2	0.59731904242221
GSE256329_Cldn7KO_vs_WT_small_intestine	GSE256329	CLDN7	HALLMARK_INTERFERON_ALPHA_RESPONSE	IFN_ALPHA	85	-0.12766306332460609	-0.21992619894323262	0.6352941176470588	0.36470588235294116	0.7206648438948493	0.005921597117573022	0.03126869096286406	2	2	0.9008310548685616
GSE256329_Cldn7KO_vs_WT_small_intestine	GSE256329	CLDN7	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	180	0.03416039852723429	-0.09921615959686214	0.55	0.45	0.9020150078179188	0.2816108455573525	0.5194146844863112	2	2	0.9020150078179188
GSE256329_Cldn7KO_vs_WT_small_intestine	GSE256329	CLDN7	HALLMARK_DNA_REPAIR	DNA_REPAIR	137	-0.05550250918203936	-0.1136561506309306	0.6204379562043796	0.3795620437956204	0.358391425453326	0.059712937343350626	0.0023227259398555795	2	2	0.59731904242221
GSE256329_Cldn7KO_vs_WT_large_intestine	GSE256329	CLDN7	NHEJ_CORE	NHEJ_CORE	12	-0.04973248032875155	-0.03818845838179197	0.5833333333333334	0.4166666666666667	0.5444037556826614	0.7028502649554207	0.6220703125	2	2	0.6805046946033267
GSE256329_Cldn7KO_vs_WT_large_intestine	GSE256329	CLDN7	NHEJ_53BP1_SHIELDIN	NHEJ_53BP1	2	0.008111916078281212	0.008111916078279435	0.5	0.5	0.9561445655130842			2	2	0.9561445655130842
