contrast_id	gene_symbol	log2_diff	in_nhej_core	in_shieldin	is_target
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	APLF	0.04657861418952525	True	False	False
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	APTX	-0.6994762968966306	True	False	False
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	CLDN1	-0.2978819356645399	False	False	True
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	CYREN	-0.27589850368644164	True	False	False
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	DCLRE1C	-0.2802653568597657	True	False	False
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	LIG4	-0.13928202460105066	True	False	False
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	MAD2L2	-0.35974065522929166	False	True	False
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	NHEJ1	-0.004393664213278886	True	False	False
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	PAXX	-0.15916205654539262	True	False	False
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	PNKP	-0.22577146557515082	True	False	False
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	POLL	-0.11068742657575337	True	False	False
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	POLM	-7.086659666111217e-05	True	False	False
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	PRKDC	-0.5821728269868132	True	False	False
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	RIF1	-0.06753576578879894	False	True	False
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	SHLD1	-0.10402014322589492	False	True	False
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	SHLD2	0.03683822638006884	False	True	False
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	SHLD3	0.5876689430267521	False	True	False
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	TP53BP1	0.22027691524858284	False	True	False
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	XRCC4	1.1387526198642188	True	False	False
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	XRCC5	-0.10892547349147819	True	False	False
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	XRCC6	-0.016420229716876733	True	False	False
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	APLF	0.04310997661366578	True	False	False
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	APTX	-0.2528446160211013	True	False	False
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	CLDN1	-0.2771040246395682	False	False	True
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	CYREN	0.5752897521097355	True	False	False
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	DCLRE1C	-0.042883292043905286	True	False	False
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	LIG4	-0.160827103354384	True	False	False
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	MAD2L2	-0.26283084350985675	False	True	False
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	NHEJ1	-0.12117384463846742	True	False	False
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	PAXX	0.07367740964946368	True	False	False
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	PNKP	0.4512966594283334	True	False	False
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	POLL	0.10923586431619281	True	False	False
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	POLM	0.4178646395795065	True	False	False
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	PRKDC	-0.45442310184335444	True	False	False
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	RIF1	-0.5160601350989609	False	True	False
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	SHLD1	0.06828109406436456	False	True	False
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	SHLD2	-0.4858446157351688	False	True	False
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	SHLD3	0.06300474430696656	False	True	False
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	TP53BP1	-0.15824863859506344	False	True	False
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	XRCC4	0.2703046255422761	True	False	False
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	XRCC5	-0.24629351674744093	True	False	False
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	XRCC6	-0.20144788376998157	True	False	False
GSE312713_PDM217_shCLDN1_vs_ctrl	APLF	-0.2474233847984897	True	False	False
GSE312713_PDM217_shCLDN1_vs_ctrl	APTX	-0.012311051477308155	True	False	False
GSE312713_PDM217_shCLDN1_vs_ctrl	CLDN1	-1.8254730021344567	False	False	True
GSE312713_PDM217_shCLDN1_vs_ctrl	CYREN	0.275887757239917	True	False	False
GSE312713_PDM217_shCLDN1_vs_ctrl	DCLRE1C	-0.23631287490839625	True	False	False
GSE312713_PDM217_shCLDN1_vs_ctrl	LIG4	-0.27272827933251964	True	False	False
GSE312713_PDM217_shCLDN1_vs_ctrl	MAD2L2	-0.15251333822126867	False	True	False
GSE312713_PDM217_shCLDN1_vs_ctrl	NHEJ1	0.23248684672813613	True	False	False
GSE312713_PDM217_shCLDN1_vs_ctrl	PAXX	0.031778723695466304	True	False	False
GSE312713_PDM217_shCLDN1_vs_ctrl	PNKP	0.253784671258555	True	False	False
GSE312713_PDM217_shCLDN1_vs_ctrl	POLL	0.3265207262128449	True	False	False
GSE312713_PDM217_shCLDN1_vs_ctrl	POLM	0.3609581603046701	True	False	False
GSE312713_PDM217_shCLDN1_vs_ctrl	PRKDC	0.04870220025614813	True	False	False
GSE312713_PDM217_shCLDN1_vs_ctrl	RIF1	-0.37273773944227173	False	True	False
GSE312713_PDM217_shCLDN1_vs_ctrl	SHLD1	-0.29288284303378154	False	True	False
GSE312713_PDM217_shCLDN1_vs_ctrl	SHLD2	-0.18580429670225396	False	True	False
GSE312713_PDM217_shCLDN1_vs_ctrl	SHLD3	-0.24938806496039923	False	True	False
GSE312713_PDM217_shCLDN1_vs_ctrl	TP53BP1	-0.35433283285548356	False	True	False
GSE312713_PDM217_shCLDN1_vs_ctrl	XRCC4	-0.15105351258928446	True	False	False
GSE312713_PDM217_shCLDN1_vs_ctrl	XRCC5	-0.09078114467682497	True	False	False
GSE312713_PDM217_shCLDN1_vs_ctrl	XRCC6	-0.056904616960681054	True	False	False
GSE234513_DLD1_sh1_vs_shNTC	APLF	-0.30335337192908796	True	False	False
GSE234513_DLD1_sh1_vs_shNTC	APTX	0.07965173770302858	True	False	False
GSE234513_DLD1_sh1_vs_shNTC	CLDN1	-0.8014893004040602	False	False	True
GSE234513_DLD1_sh1_vs_shNTC	CYREN	-0.617574358478779	True	False	False
GSE234513_DLD1_sh1_vs_shNTC	DCLRE1C	-0.5426809644075317	True	False	False
GSE234513_DLD1_sh1_vs_shNTC	LIG4	-0.8338678842072778	True	False	False
GSE234513_DLD1_sh1_vs_shNTC	MAD2L2	-0.7884099565404252	False	True	False
GSE234513_DLD1_sh1_vs_shNTC	NHEJ1	-0.4459616543923106	True	False	False
GSE234513_DLD1_sh1_vs_shNTC	PAXX	-0.6057036002932197	True	False	False
GSE234513_DLD1_sh1_vs_shNTC	PNKP	-0.40363179839449437	True	False	False
GSE234513_DLD1_sh1_vs_shNTC	POLL	-0.42152748103661697	True	False	False
GSE234513_DLD1_sh1_vs_shNTC	POLM	-0.5338132322963465	True	False	False
GSE234513_DLD1_sh1_vs_shNTC	PRKDC	-1.3898503572797098	True	False	False
