panel,role,symbol,measured,n_probes_annotated,n_arrays_with_value,probe_ids,GSM558700,GSM558701,GSM558702,mean_log2_KD_over_ctrl,median_log2_KD_over_ctrl,t_1samp,p_1samp,q_BH_within_panel,direction_median,direction_mean,mapping_note
NHEJ,primary,XRCC6,yes,1,3,3128,-1.7370,0.0704,-1.5564,-1.0743,-1.5564,-1.8693,0.2025,0.5832,DOWN,DOWN,G22P1->XRCC6;ORF
NHEJ,primary,XRCC5,yes,1,3,18962,-1.1844,0.4222,-0.8365,-0.5329,-0.8365,-1.0920,0.3888,0.5832,DOWN,DOWN,ORF
NHEJ,primary,PRKDC,yes,2,3,"20613,32709",0.4343,-0.1288,0.7728,0.3594,0.4343,1.3668,0.3051,0.5832,UP,UP,ORF
NHEJ,primary,LIG4,yes,1,3,31572,-0.6439,2.4568,0.0000,0.6043,0.0000,0.6397,0.5879,0.7055,ZERO,UP,ORF
NHEJ,primary,XRCC4,yes,1,3,31377,-2.9434,0.2630,2.4931,-0.0624,0.2630,-0.0396,0.972,0.9720,UP,DOWN,ORF
NHEJ,primary,NHEJ1,no,0,0,,,,,,,,,,NA,NA,
NHEJ,primary,DCLRE1C,yes,2,3,"2649,32890",-0.7714,-1.9784,-4.1904,-2.3134,-1.9784,-2.3109,0.147,0.5832,DOWN,DOWN,ORF
NHEJ,primary,PAXX,no,0,0,,,,,,,,,,NA,NA,
