panel,role,symbol,measured,n_probes_annotated,n_arrays_with_value,probe_ids,GSM558700,GSM558701,GSM558702,mean_log2_KD_over_ctrl,median_log2_KD_over_ctrl,t_1samp,p_1samp,q_BH_within_panel,direction_median,direction_mean,mapping_note
NHEJ_ACCESSORY,secondary,PNKP,yes,1,3,29508,-0.6215,0.1375,2.2357,0.5839,0.1375,0.6833,0.5649,0.6109,UP,UP,ORF
NHEJ_ACCESSORY,secondary,APLF,no,0,0,,,,,,,,,,NA,NA,
NHEJ_ACCESSORY,secondary,APTX,yes,3,3,"1052,7100,32803",1.4436,0.7312,-0.5995,0.5251,0.7312,0.8770,0.473,0.6109,UP,UP,ORF
NHEJ_ACCESSORY,secondary,POLL,yes,1,3,28447,1.6554,-0.0145,0.1506,0.5972,0.1506,1.1241,0.3778,0.6109,UP,UP,ORF
NHEJ_ACCESSORY,secondary,POLM,yes,2,3,"12309,24405",-0.9900,1.1020,-1.5639,-0.4840,-0.9900,-0.5974,0.6109,0.6109,DOWN,DOWN,ORF
NHEJ_ACCESSORY,secondary,DNTT,yes,1,1,31889,0.3334,,,0.3334,0.3334,,,,UP,UP,ORF
NHEJ_ACCESSORY,secondary,WRN,yes,1,3,10294,2.9635,-0.3585,-0.1047,0.8334,-0.1047,0.7807,0.5167,0.6109,DOWN,UP,ORF
