panel,role,symbol,measured,n_probes_annotated,n_arrays_with_value,probe_ids,GSM558700,GSM558701,GSM558702,mean_log2_KD_over_ctrl,median_log2_KD_over_ctrl,t_1samp,p_1samp,q_BH_within_panel,direction_median,direction_mean,mapping_note
STING_REG,secondary,TREX1,yes,1,2,35984,-0.5146,,1.7093,0.5974,0.5974,0.5372,0.6862,0.9778,UP,UP,ORF
STING_REG,secondary,ENPP1,yes,1,3,21336,-3.1844,0.7398,-1.7859,-1.4102,-1.7859,-1.2281,0.3443,0.9778,DOWN,DOWN,ORF
STING_REG,secondary,IFI16,yes,2,3,"9522,21618",-0.0367,1.1243,-1.0291,0.0195,-0.0367,0.0313,0.9778,0.9778,DOWN,UP,ORF
STING_REG,secondary,DDX41,yes,1,3,28321,0.2510,0.1763,-0.3219,0.0351,0.1763,0.1954,0.8631,0.9778,UP,UP,ORF
STING_REG,secondary,SAMHD1,yes,1,2,4644,1.1827,-1.3219,,-0.0696,-0.0696,-0.0556,0.9647,0.9778,DOWN,DOWN,ORF
STING_REG,secondary,RNASEH2A,yes,1,3,19779,-0.6215,-2.3959,0.0704,-0.9823,-0.6215,-1.3375,0.3129,0.9778,DOWN,DOWN,ORF
STING_REG,secondary,RNASEH2B,no,0,0,,,,,,,,,,NA,NA,
STING_REG,secondary,RNASEH2C,no,0,0,,,,,,,,,,NA,NA,
