interaction_name	prob_high_207422	prob_low_207422	delta_prob_207422	pval_high_207422	pval_low_207422	sig_high_207422	sig_low_207422	sig_207422	detected_207422	prob_high_131907	prob_low_131907	delta_prob_131907	pval_high_131907	pval_low_131907	sig_high_131907	sig_low_131907	sig_131907	detected_131907	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	ligand_class	arm_207422	arm_131907	concordance	sig_either	mean_delta	abs_mean_delta	key_pair	n_mal_high_207422	n_mal_low_207422	n_tnk_207422	n_patients_207422	n_mal_high_131907	n_mal_low_131907	n_tnk_131907	n_patients_131907	n_patients_pair
MIF_CD74_CXCR4	0.0	0.0090967153390686	-0.0090967153390686	1.0	0.0099009900990099	False	True	True	True	0.8055277572321492	0.8330643345873006	-0.0275365773551513	1.0	0.0099009900990099	False	True	True	True	MIF	Secreted Signaling	MIF	CD74_CXCR4	MIF	CD74|CXCR4	other	low	low	both_sig_same	True	-0.01831664634710995	0.01831664634710995	True	4203	4204	33760	12	10379	10379	34741	32	44
CXCL16_CXCR6	0.1448394996635509	0.1255337379297946	0.0193057617337562	0.0099009900990099	1.0	True	False	True	True	0.0221730925619678	0.0151297913993571	0.0070433011626107	0.0099009900990099	1.0	True	False	True	True	CXCL	Secreted Signaling	CXCL16	CXCR6	CXCL16	CXCR6	recruit	high	high	both_sig_same	True	0.01317453144818345	0.01317453144818345	True	4203	4204	33760	12	10379	10379	34741	32	44
PVR_TIGIT	0.0177173366998305	0.0321060560288924	-0.0143887193290619	0.99009900990099	0.0198019801980198	False	True	True	True	0.0008375273932706	0.0035789696665844	-0.0027414422733137	1.0	0.0099009900990099	False	True	True	True	PVR	Cell-Cell Contact	PVR	TIGIT	PVR	TIGIT	barrier|inhibitory	low	low	both_sig_same	True	-0.0085650808011878	0.0085650808011878	True	4203	4204	33760	12	10379	10379	34741	32	44
CDH1_KLRG1	0.0115332258599901	0.0091894038298326	0.0023438220301575	0.0099009900990099	1.0	True	False	True	True	0.0142767472781007	0.0087433493031319	0.0055333979749687	0.0099009900990099	1.0	True	False	True	True	CDH1	Cell-Cell Contact	CDH1	KLRG1	CDH1	KLRG1	barrier|inhibitory	high	high	both_sig_same	True	0.0039386100025631	0.0039386100025631	True	4203	4204	33760	12	10379	10379	34741	32	44
HLA-G_CD8A	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.006448058309571	0.0	0.006448058309571	0.0099009900990099	1.0	True	False	True	True	MHC-I	Cell-Cell Contact	HLA-G	CD8A	HLA-G	CD8A	inhibitory	ns	high	only_131907_undetected_207422	True	0.0032240291547855	0.0032240291547855	True	4203	4204	33760	12	10379	10379	34741	32	44
CD274_PDCD1	0.0032836762292214	0.0096915927889999	-0.0064079165597785	1.0	0.0099009900990099	False	True	True	True	0.0	0.0	0.0	1.0	1.0	False	False	False	False	PD-L1	Cell-Cell Contact	CD274	PDCD1	CD274	PDCD1	inhibitory	low	ns	only_207422_undetected_131907	True	-0.00320395827988925	0.00320395827988925	True	4203	4204	33760	12	10379	10379	34741	32	44
HLA-G_CD8B	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0039485417258744	0.0	0.0039485417258744	0.0099009900990099	1.0	True	False	True	True	MHC-I	Cell-Cell Contact	HLA-G	CD8B	HLA-G	CD8B	inhibitory	ns	high	only_131907_undetected_207422	True	0.0019742708629372	0.0019742708629372	True	4203	4204	33760	12	10379	10379	34741	32	44
COL1A1_CD44	0.0650645832495498	0.0606826556113714	0.0043819276381783	0.396039603960396	0.6039603960396039	False	False	False	True	0.4003661341615914	0.2052288308212956	0.1951373033402957	0.0099009900990099	1.0	True	False	True	True	COLLAGEN	ECM-Receptor	COL1A1	CD44	COL1A1	CD44	other	ns	high	only_131907	True	0.099759615489237	0.099759615489237	False	4203	4204	33760	12	10379	10379	34741	32	44
LAMB3_CD44	0.2522764191264217	0.2772453979701199	-0.0249689788436982	0.9603960396039604	0.0495049504950495	False	True	True	True	0.4903755430665371	0.333063110865179	0.1573124322013581	0.0099009900990099	1.0	True	False	True	True	LAMININ	ECM-Receptor	LAMB3	CD44	LAMB3	CD44	other	low	high	both_sig_discordant	True	0.06617172667882995	0.06617172667882995	False	4203	4204	33760	12	10379	10379	34741	32	44
IGFBP3_TMEM219	0.0123830206353049	0.0220189515882601	-0.0096359309529552	1.0	0.0099009900990099	False	True	True	True	0.2366314358017281	0.0962042011264346	0.1404272346752934	0.0099009900990099	1.0	True	False	True	True	IGFBP	Secreted Signaling	IGFBP3	TMEM219	IGFBP3	TMEM219	other	low	high	both_sig_discordant	True	0.0653956518611691	0.0653956518611691	False	4203	4204	33760	12	10379	10379	34741	32	44
CD99_CD99	0.691807742812046	0.6544762015078545	0.0373315413041915	0.0099009900990099	1.0	True	False	True	True	0.6411297584286981	0.5627295795481788	0.0784001788805193	0.0099009900990099	1.0	True	False	True	True	CD99	Cell-Cell Contact	CD99	CD99	CD99	CD99	other	high	high	both_sig_same	True	0.0578658600923554	0.0578658600923554	False	4203	4204	33760	12	10379	10379	34741	32	44
LAMB1_CD44	0.0190366862874148	0.1252204603501117	-0.1061837740626969	1.0	0.0099009900990099	False	True	True	True	0.0	0.0	0.0	1.0	1.0	False	False	False	False	LAMININ	ECM-Receptor	LAMB1	CD44	LAMB1	CD44	other	low	ns	only_207422_undetected_131907	True	-0.05309188703134845	0.05309188703134845	False	4203	4204	33760	12	10379	10379	34741	32	44
LAMC1_CD44	0.2041471121737989	0.2886865749431528	-0.0845394627693539	1.0	0.0099009900990099	False	True	True	True	0.098790199493097	0.1170846709887652	-0.0182944714956681	1.0	0.0099009900990099	False	True	True	True	LAMININ	ECM-Receptor	LAMC1	CD44	LAMC1	CD44	other	low	low	both_sig_same	True	-0.051416967132510996	0.051416967132510996	False	4203	4204	33760	12	10379	10379	34741	32	44
ICAM1_ITGAL_ITGB2	0.1524446026896865	0.0982239476171534	0.054220655072533	0.0099009900990099	1.0	True	False	True	True	0.1353533809014031	0.0903120776471182	0.0450413032542848	0.0099009900990099	1.0	True	False	True	True	ICAM	Cell-Cell Contact	ICAM1	ITGAL_ITGB2	ICAM1	ITGAL|ITGB2	other	high	high	both_sig_same	True	0.0496309791634089	0.0496309791634089	False	4203	4204	33760	12	10379	10379	34741	32	44
ICAM1_SPN	0.1193265068991679	0.0758312168037636	0.0434952900954043	0.0099009900990099	1.0	True	False	True	True	0.1654777548359812	0.1117071136433579	0.0537706411926233	0.0099009900990099	1.0	True	False	True	True	ICAM	Cell-Cell Contact	ICAM1	SPN	ICAM1	SPN	other	high	high	both_sig_same	True	0.0486329656440138	0.0486329656440138	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A5_CD44	0.168228906803122	0.2593783152640893	-0.0911494084609673	1.0	0.0099009900990099	False	True	True	True	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A5	CD44	COL4A5	CD44	other	low	ns	only_207422_undetected_131907	True	-0.04557470423048365	0.04557470423048365	False	4203	4204	33760	12	10379	10379	34741	32	44
LAMC2_CD44	0.425030142538158	0.3695098225364511	0.0555203200017069	0.0099009900990099	1.0	True	False	True	True	0.06589220137231	0.0304202992982737	0.0354719020740362	0.0099009900990099	1.0	True	False	True	True	LAMININ	ECM-Receptor	LAMC2	CD44	LAMC2	CD44	other	high	high	both_sig_same	True	0.04549611103787155	0.04549611103787155	False	4203	4204	33760	12	10379	10379	34741	32	44
LAMA5_CD44	0.2559007298803336	0.2939271367412425	-0.0380264068609089	1.0	0.0099009900990099	False	True	True	True	0.2813663287424084	0.1648450722923131	0.1165212564500952	0.0099009900990099	1.0	True	False	True	True	LAMININ	ECM-Receptor	LAMA5	CD44	LAMA5	CD44	other	low	high	both_sig_discordant	True	0.03924742479459315	0.03924742479459315	False	4203	4204	33760	12	10379	10379	34741	32	44
COL6A1_CD44	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0827854272165627	0.0162294274842698	0.0665559997322929	0.0099009900990099	1.0	True	False	True	True	COLLAGEN	ECM-Receptor	COL6A1	CD44	COL6A1	CD44	other	ns	high	only_131907_undetected_207422	True	0.03327799986614645	0.03327799986614645	False	4203	4204	33760	12	10379	10379	34741	32	44
GDF15_TGFBR2	0.1497098116787462	0.0849614551828366	0.0647483564959096	0.0099009900990099	1.0	True	False	True	True	0.0	0.0	0.0	1.0	1.0	False	False	False	False	GDF	Secreted Signaling	GDF15	TGFBR2	GDF15	TGFBR2	other	high	ns	only_207422_undetected_131907	True	0.0323741782479548	0.0323741782479548	False	4203	4204	33760	12	10379	10379	34741	32	44
HLA-DRB1_CD4	0.294675252323127	0.2239912706260977	0.0706839816970293	0.0099009900990099	1.0	True	False	True	True	0.0067400451577881	0.0127532438944186	-0.0060131987366304	1.0	0.0099009900990099	False	True	True	True	MHC-II	Cell-Cell Contact	HLA-DRB1	CD4	HLA-DRB1	CD4	other	high	low	both_sig_discordant	True	0.032335391480199455	0.032335391480199455	False	4203	4204	33760	12	10379	10379	34741	32	44
APP_CD74	0.8727520947960686	0.8701325113503021	0.0026195834457665	0.0891089108910891	0.9207920792079208	False	False	False	True	0.7396298021912932	0.6787091478855315	0.0609206543057616	0.0099009900990099	1.0	True	False	True	True	APP	Cell-Cell Contact	APP	CD74	APP	CD74	other	ns	high	only_131907	True	0.03177011887576405	0.03177011887576405	False	4203	4204	33760	12	10379	10379	34741	32	44
ICAM1_ITGAL	0.145866871487261	0.0937270301793317	0.0521398413079292	0.0099009900990099	1.0	True	False	True	True	0.0292572414871721	0.018755531783648	0.0105017097035241	0.0099009900990099	1.0	True	False	True	True	ICAM	Cell-Cell Contact	ICAM1	ITGAL	ICAM1	ITGAL	other	high	high	both_sig_same	True	0.03132077550572665	0.03132077550572665	False	4203	4204	33760	12	10379	10379	34741	32	44
LAMA3_CD44	0.1568249066539005	0.2168984222228907	-0.0600735155689902	1.0	0.0099009900990099	False	True	True	True	0.0	0.0	0.0	1.0	1.0	False	False	False	False	LAMININ	ECM-Receptor	LAMA3	CD44	LAMA3	CD44	other	low	ns	only_207422_undetected_131907	True	-0.0300367577844951	0.0300367577844951	False	4203	4204	33760	12	10379	10379	34741	32	44
MDK_ITGA4_ITGB1	0.5338672981805612	0.5072735102743391	0.0265937879062221	0.0099009900990099	1.0	True	False	True	True	0.2982044562873834	0.2700620397509283	0.0281424165364551	0.0099009900990099	1.0	True	False	True	True	MK	Secreted Signaling	MDK	ITGA4_ITGB1	MDK	ITGA4|ITGB1	other	high	high	both_sig_same	True	0.0273681022213386	0.0273681022213386	False	4203	4204	33760	12	10379	10379	34741	32	44
MDK_NCL	0.6930177627030887	0.669889404747418	0.0231283579556706	0.0099009900990099	1.0	True	False	True	True	0.6911876147397192	0.6608831494330211	0.0303044653066981	0.0099009900990099	1.0	True	False	True	True	MK	Secreted Signaling	MDK	NCL	MDK	NCL	other	high	high	both_sig_same	True	0.02671641163118435	0.02671641163118435	False	4203	4204	33760	12	10379	10379	34741	32	44
HLA-B_CD8A	0.8688857279200646	0.869903236401462	-0.0010175084813974	0.9504950495049505	0.0495049504950495	False	True	True	True	0.5698391404788649	0.5169688991957541	0.0528702412831108	0.0099009900990099	1.0	True	False	True	True	MHC-I	Cell-Cell Contact	HLA-B	CD8A	HLA-B	CD8A	other	low	high	both_sig_discordant	True	0.025926366400856698	0.025926366400856698	False	4203	4204	33760	12	10379	10379	34741	32	44
HLA-F_CD8A	0.59397670978288	0.5812464196516299	0.01273029013125	0.0495049504950495	0.9603960396039604	True	False	True	True	0.0801674358433774	0.0415998862520848	0.0385675495912926	0.0099009900990099	1.0	True	False	True	True	MHC-I	Cell-Cell Contact	HLA-F	CD8A	HLA-F	CD8A	inhibitory	high	high	both_sig_same	True	0.0256489198612713	0.0256489198612713	False	4203	4204	33760	12	10379	10379	34741	32	44
HLA-B_CD8B	0.5372378080656685	0.53946490020798	-0.0022270921423115	0.9504950495049505	0.0495049504950495	False	True	True	True	0.4472593147255703	0.395310486899005	0.0519488278265652	0.0099009900990099	1.0	True	False	True	True	MHC-I	Cell-Cell Contact	HLA-B	CD8B	HLA-B	CD8B	other	low	high	both_sig_discordant	True	0.02486086784212685	0.02486086784212685	False	4203	4204	33760	12	10379	10379	34741	32	44
HLA-C_CD8A	0.8826408441894403	0.8827173620649001	-7.651787545981392e-05	0.5247524752475248	0.495049504950495	False	False	False	True	0.5418727457096025	0.4925330446789173	0.0493397010306851	0.0099009900990099	1.0	True	False	True	True	MHC-I	Cell-Cell Contact	HLA-C	CD8A	HLA-C	CD8A	other	ns	high	only_131907	True	0.024631591577612643	0.024631591577612643	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A5_ITGA1_ITGB1	0.0749283810917807	0.1230014694181707	-0.04807308832639	1.0	0.0099009900990099	False	True	True	True	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A5	ITGA1_ITGB1	COL4A5	ITGB1|ITGA1	other	low	ns	only_207422_undetected_131907	True	-0.024036544163195	0.024036544163195	False	4203	4204	33760	12	10379	10379	34741	32	44
HLA-C_CD8B	0.568507556560693	0.568688804104691	-0.000181247543998	0.5247524752475248	0.495049504950495	False	False	False	True	0.4194428152040931	0.3721941486199598	0.0472486665841332	0.0099009900990099	1.0	True	False	True	True	MHC-I	Cell-Cell Contact	HLA-C	CD8B	HLA-C	CD8B	other	ns	high	only_131907	True	0.0235337095200676	0.0235337095200676	False	4203	4204	33760	12	10379	10379	34741	32	44
LAMC1_ITGA1_ITGB1	0.0931572427111104	0.1398088726165907	-0.0466516299054803	1.0	0.0099009900990099	False	True	True	True	0.0	0.0	0.0	1.0	1.0	False	False	False	False	LAMININ	ECM-Receptor	LAMC1	ITGA1_ITGB1	LAMC1	ITGB1|ITGA1	other	low	ns	only_207422_undetected_131907	True	-0.02332581495274015	0.02332581495274015	False	4203	4204	33760	12	10379	10379	34741	32	44
LAMB1_ITGA1_ITGB1	0.0077117092352062	0.0542178138028371	-0.0465061045676308	1.0	0.0099009900990099	False	True	True	True	0.0	0.0	0.0	1.0	1.0	False	False	False	False	LAMININ	ECM-Receptor	LAMB1	ITGA1_ITGB1	LAMB1	ITGB1|ITGA1	other	low	ns	only_207422_undetected_131907	True	-0.0232530522838154	0.0232530522838154	False	4203	4204	33760	12	10379	10379	34741	32	44
HLA-DQB1_CD4	0.0994720998940414	0.051989526701455	0.0474825731925863	0.0099009900990099	1.0	True	False	True	True	0.0073110359319365	0.0086438302168407	-0.0013327942849041	1.0	0.0099009900990099	False	True	True	True	MHC-II	Cell-Cell Contact	HLA-DQB1	CD4	HLA-DQB1	CD4	other	high	low	both_sig_discordant	True	0.0230748894538411	0.0230748894538411	False	4203	4204	33760	12	10379	10379	34741	32	44
HLA-DPA1_CD4	0.2574699678042617	0.2134966771884845	0.0439732906157772	0.0099009900990099	1.0	True	False	True	True	0.0054792901506242	0.0074888673979457	-0.0020095772473214	1.0	0.0099009900990099	False	True	True	True	MHC-II	Cell-Cell Contact	HLA-DPA1	CD4	HLA-DPA1	CD4	other	high	low	both_sig_discordant	True	0.0209818566842279	0.0209818566842279	False	4203	4204	33760	12	10379	10379	34741	32	44
SPP1_ITGA4_ITGB1	0.1965729404342822	0.2222385851815894	-0.0256656447473072	0.99009900990099	0.0198019801980198	False	True	True	True	0.006402064397706	0.020084550920304	-0.0136824865225979	1.0	0.0099009900990099	False	True	True	True	SPP1	Secreted Signaling	SPP1	ITGA4_ITGB1	SPP1	ITGA4|ITGB1	other	low	low	both_sig_same	True	-0.01967406563495255	0.01967406563495255	False	4203	4204	33760	12	10379	10379	34741	32	44
COL6A2_CD44	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0433148703883182	0.004777186951654	0.0385376834366641	0.0099009900990099	1.0	True	False	True	True	COLLAGEN	ECM-Receptor	COL6A2	CD44	COL6A2	CD44	other	ns	high	only_131907_undetected_207422	True	0.01926884171833205	0.01926884171833205	False	4203	4204	33760	12	10379	10379	34741	32	44
LAMC2_ITGA1_ITGB1	0.2284182470094764	0.1900897680635476	0.0383284789459288	0.0099009900990099	1.0	True	False	True	True	0.0	0.0	0.0	1.0	1.0	False	False	False	False	LAMININ	ECM-Receptor	LAMC2	ITGA1_ITGB1	LAMC2	ITGB1|ITGA1	other	high	ns	only_207422_undetected_131907	True	0.0191642394729644	0.0191642394729644	False	4203	4204	33760	12	10379	10379	34741	32	44
CD55_ADGRE5	0.3357899621498365	0.2933936828770472	0.0423962792727892	0.0099009900990099	1.0	True	False	True	True	0.265625891562454	0.270043250461603	-0.004417358899149	0.7227722772277227	0.0693069306930693	False	False	False	True	ADGRE	Cell-Cell Contact	CD55	ADGRE5	CD55	ADGRE5	other	high	ns	only_207422	True	0.0189894601868201	0.0189894601868201	False	4203	4204	33760	12	10379	10379	34741	32	44
HLA-A_CD8A	0.8652692408796789	0.8720749898314822	-0.0068057489518033	1.0	0.0099009900990099	False	True	True	True	0.5807598700394653	0.537787150159243	0.0429727198802222	0.0099009900990099	1.0	True	False	True	True	MHC-I	Cell-Cell Contact	HLA-A	CD8A	HLA-A	CD8A	other	low	high	both_sig_discordant	True	0.018083485464209452	0.018083485464209452	False	4203	4204	33760	12	10379	10379	34741	32	44
HLA-DRA_CD4	0.4032439759328839	0.362025112909081	0.0412188630238029	0.0099009900990099	1.0	True	False	True	True	0.0128802463357775	0.0180840962153693	-0.0052038498795918	1.0	0.0099009900990099	False	True	True	True	MHC-II	Cell-Cell Contact	HLA-DRA	CD4	HLA-DRA	CD4	other	high	low	both_sig_discordant	True	0.01800750657210555	0.01800750657210555	False	4203	4204	33760	12	10379	10379	34741	32	44
HLA-DRB5_CD4	0.0346093110239887	0.0	0.0346093110239887	0.0099009900990099	1.0	True	False	True	True	0.0032793239901297	0.0028162594677678	0.0004630645223619	0.0099009900990099	1.0	True	False	True	True	MHC-II	Cell-Cell Contact	HLA-DRB5	CD4	HLA-DRB5	CD4	other	high	high	both_sig_same	True	0.0175361877731753	0.0175361877731753	False	4203	4204	33760	12	10379	10379	34741	32	44
HLA-DMA_CD4	0.0910810841160386	0.0569294845853699	0.0341515995306686	0.0099009900990099	1.0	True	False	True	True	0.0038620857789593	0.0045306206997309	-0.0006685349207715	1.0	0.0099009900990099	False	True	True	True	MHC-II	Cell-Cell Contact	HLA-DMA	CD4	HLA-DMA	CD4	other	high	low	both_sig_discordant	True	0.01674153230494855	0.01674153230494855	False	4203	4204	33760	12	10379	10379	34741	32	44
HLA-DPB1_CD4	0.1990059578738872	0.1623850537739031	0.036620904099984	0.0099009900990099	1.0	True	False	True	True	0.0046341301859337	0.0078536445613383	-0.0032195143754046	1.0	0.0099009900990099	False	True	True	True	MHC-II	Cell-Cell Contact	HLA-DPB1	CD4	HLA-DPB1	CD4	other	high	low	both_sig_discordant	True	0.0167006948622897	0.0167006948622897	False	4203	4204	33760	12	10379	10379	34741	32	44
HLA-F_CD8B	0.2039990181230093	0.1956003523102518	0.0083986658127575	0.0495049504950495	0.9603960396039604	True	False	True	True	0.0505452181105276	0.0258283897889975	0.0247168283215301	0.0099009900990099	1.0	True	False	True	True	MHC-I	Cell-Cell Contact	HLA-F	CD8B	HLA-F	CD8B	inhibitory	high	high	both_sig_same	True	0.016557747067143802	0.016557747067143802	False	4203	4204	33760	12	10379	10379	34741	32	44
FN1_CD44	0.0024833278676789	0.0	0.0024833278676789	0.0099009900990099	1.0	True	False	True	True	0.1977599086012127	0.1680896791131129	0.0296702294880998	0.0099009900990099	1.0	True	False	True	True	FN1	ECM-Receptor	FN1	CD44	FN1	CD44	other	high	high	both_sig_same	True	0.01607677867788935	0.01607677867788935	False	4203	4204	33760	12	10379	10379	34741	32	44
LAMA3_ITGA1_ITGB1	0.0693219739743182	0.0998457167240105	-0.0305237427496923	1.0	0.0099009900990099	False	True	True	True	0.0	0.0	0.0	1.0	1.0	False	False	False	False	LAMININ	ECM-Receptor	LAMA3	ITGA1_ITGB1	LAMA3	ITGB1|ITGA1	other	low	ns	only_207422_undetected_131907	True	-0.01526187137484615	0.01526187137484615	False	4203	4204	33760	12	10379	10379	34741	32	44
HLA-A_CD8B	0.5294278211099177	0.5442629159829985	-0.0148350948730807	1.0	0.0099009900990099	False	True	True	True	0.4583339026980784	0.415443224900844	0.0428906777972343	0.0099009900990099	1.0	True	False	True	True	MHC-I	Cell-Cell Contact	HLA-A	CD8B	HLA-A	CD8B	other	low	high	both_sig_discordant	True	0.014027791462076802	0.014027791462076802	False	4203	4204	33760	12	10379	10379	34741	32	44
KLK6_F2R	0.0422176382213443	0.0162409388617902	0.025976699359554	0.0099009900990099	1.0	True	False	True	True	0.0	0.0	0.0	1.0	1.0	False	False	False	False	KLK	Secreted Signaling	KLK6	F2R	KLK6	F2R	other	high	ns	only_207422_undetected_131907	True	0.012988349679777	0.012988349679777	False	4203	4204	33760	12	10379	10379	34741	32	44
LAMA5_ITGA1_ITGB1	0.1210534826273053	0.1428897411407537	-0.0218362585134484	1.0	0.0099009900990099	False	True	True	True	0.0	0.0	0.0	1.0	1.0	False	False	False	False	LAMININ	ECM-Receptor	LAMA5	ITGA1_ITGB1	LAMA5	ITGB1|ITGA1	other	low	ns	only_207422_undetected_131907	True	-0.0109181292567242	0.0109181292567242	False	4203	4204	33760	12	10379	10379	34741	32	44
HLA-DMB_CD4	0.0345287255059296	0.0133975779485895	0.0211311475573401	0.0099009900990099	1.0	True	False	True	True	0.0004714744794023	0.0006513896222675	-0.0001799151428651	1.0	0.0099009900990099	False	True	True	True	MHC-II	Cell-Cell Contact	HLA-DMB	CD4	HLA-DMB	CD4	other	high	low	both_sig_discordant	True	0.0104756162072375	0.0104756162072375	False	4203	4204	33760	12	10379	10379	34741	32	44
LGALS9_P4HB	0.0754427269646615	0.0709921955939563	0.0044505313707052	0.1089108910891089	0.900990099009901	False	False	False	True	0.0722272833649656	0.0560670638005342	0.0161602195644313	0.0099009900990099	1.0	True	False	True	True	GALECTIN	Secreted Signaling	LGALS9	P4HB	LGALS9	P4HB	inhibitory	ns	high	only_131907	True	0.01030537546756825	0.01030537546756825	False	4203	4204	33760	12	10379	10379	34741	32	44
HLA-DQA1_CD4	0.2181978140126317	0.1972899580234405	0.0209078559891912	0.0099009900990099	1.0	True	False	True	True	0.0003966574956168	0.000739976344038	-0.0003433188484211	1.0	0.0099009900990099	False	True	True	True	MHC-II	Cell-Cell Contact	HLA-DQA1	CD4	HLA-DQA1	CD4	other	high	low	both_sig_discordant	True	0.01028226857038505	0.01028226857038505	False	4203	4204	33760	12	10379	10379	34741	32	44
APP_SORL1	0.2293349502440794	0.2252283268731405	0.0041066233709388	0.0891089108910891	0.9207920792079208	False	False	False	True	0.0647231995774684	0.0489427845908726	0.0157804149865957	0.0099009900990099	1.0	True	False	True	True	APP	Cell-Cell Contact	APP	SORL1	APP	SORL1	other	ns	high	only_131907	True	0.00994351917876725	0.00994351917876725	False	4203	4204	33760	12	10379	10379	34741	32	44
