cohort	sample_id	CLAUDIN7	ECADHERIN	EMA	KU80	HLADQA1	EPITHELIAL_ZMEAN
LUAD	TCGA-95-7948	0.59181	1.6787	1.792204	-0.16378		0.7431614586522173
LUAD	TCGA-95-A4VK	-0.10175	0.26198	2.810019	0.022773		0.1779226435575756
LUAD	TCGA-95-A4VN	-0.14963	0.060684	2.054547	0.010834		-0.08323330959499986
LUAD	TCGA-95-A4VP	-0.41795	-0.75773	0.4091099	-0.1796		-0.8560316441795711
LUAD	TCGA-97-7546	0.14474	0.16315	2.262093	-0.19668		0.11078962348317134
LUAD	TCGA-97-7552	1.7756	1.2741	0.9001526	-0.57056		0.832981308609185
LUAD	TCGA-97-7553	0.7804	0.087473	1.755107	-0.81324		0.20610298710511846
LUAD	TCGA-97-7554	-0.16994	-0.10975	3.291844	-0.5883		0.1195486504157844
LUAD	TCGA-97-7937	-0.27501	0.22641	1.364959	-0.3686		-0.22043517320110037
LUAD	TCGA-97-7938	0.21932	0.15538	1.804691	-0.41378		0.03411582902784116
LUAD	TCGA-97-7941	0.71318	0.69699	-0.04098001	-0.26977		0.012093111252302094
LUAD	TCGA-97-8179	0.12796	-0.57874	1.140673	-0.35871		-0.42346383305795693
LUAD	TCGA-97-A4M0	0.45792	0.67891	2.903595	0.11624		0.5636330992931047
LUAD	TCGA-97-A4M2	-0.30861	-0.62852	1.736302	-0.5289		-0.47233445294418663
LUAD	TCGA-97-A4M5	0.10832	-0.23936	1.850613	-0.41474		-0.1455312670496962
LUAD	TCGA-97-A4M6	0.54521	1.0154	2.720207	0.02779		0.6820472876575686
LUAD	TCGA-97-A4M7	-0.52289	0.76729	0.5988935	0.196		-0.2789294297211183
LUAD	TCGA-99-7458	0.77694	0.97943	2.667803	-0.62209		0.743014374370471
LUAD	TCGA-99-8028	0.48365	0.40457	0.002693594	0.046007		-0.17359645016115258
LUAD	TCGA-J2-8192	-0.20072	0.18188	1.626504	0.061517		-0.15156231258956884
LUAD	TCGA-J2-8194	2.0368	-1.6157	1.681103	-0.89605		0.015613268331079863
LUAD	TCGA-J2-A4AD	0.76557	0.2375	2.309415	0.035661		0.38002709586484423
LUAD	TCGA-J2-A4AG	-0.51214	-0.34795	1.364288	-0.089662		-0.5249069563933125
LUAD	TCGA-L4-A4E5	-0.10961	-0.6692	1.049589	-0.097478		-0.5660201070778955
LUAD	TCGA-L4-A4E6	-0.04645	-0.21699	0.2748402	-0.16295		-0.5442056358981834
LUAD	TCGA-L9-A443	-0.013632	0.0502	0.9550591	0.088811		-0.2805401395445312
LUAD	TCGA-L9-A444	-0.89933	-0.44051	1.912725	0.12845		-0.5819947354482277
LUAD	TCGA-L9-A50W	0.4339	1.2597	0.6444429	0.2128		0.27214152369651484
LUAD	TCGA-L9-A5IP	1.5285	0.35707	2.249463	0.45471		0.6953042603855168
LUAD	TCGA-L9-A743	-0.092928	0.1199	1.640333	0.1049		-0.13175833480571977
LUAD	TCGA-L9-A7SV	0.77525	0.65086	1.631331	0.11946		0.38878491545172794
LUAD	TCGA-L9-A8F4	0.050016	0.13917	1.432236	0.11772		-0.1175388096177963
LUAD	TCGA-MN-A4N1	0.17283	0.046648	0.07560125	0.029979		-0.4076696847682115
LUAD	TCGA-MN-A4N4	0.495	0.68284	2.5697	0.16961		0.5048235007808616
LUAD	TCGA-MP-A4SV	0.24014	0.33487	0.6973158	0.18752		-0.13624621492919978
LUAD	TCGA-MP-A4SW	-0.087065	0.58731	2.313934	-0.29311		0.19578146341283476
LUAD	TCGA-MP-A4SY	-1.1501	-0.52528	0.3620541	-0.2252		-1.0511091954617664
LUAD	TCGA-MP-A4T2	0.9742	0.87513	3.249991	-0.23527		0.9062278849086477
LUAD	TCGA-MP-A4T4	0.3343	0.34028	0.1980825	-0.1293		-0.20996133774948578
LUAD	TCGA-MP-A4T6	0.21876	1.3809	2.793801	-0.29462		0.7146072510705784
LUAD	TCGA-MP-A4T7	1.0986	0.81241	2.33195	0.073734		0.7252010313446894
LUAD	TCGA-MP-A4T8	1.8386	0.075946	1.713676	0.17851		0.585893152234491
LUAD	TCGA-MP-A4T9	-0.14604	-0.084546	1.534198	0.2603		-0.2519961967088688
LUAD	TCGA-MP-A4TA	-0.46225	-0.52643	0.3548011	-0.031109		-0.7974857047649753
LUAD	TCGA-MP-A4TC	0.032039	-0.33435	1.080479	-0.019974		-0.380483374945129
LUAD	TCGA-MP-A4TD	0.58457	0.2112	-0.273491	-0.13305		-0.2701372663945993
LUAD	TCGA-MP-A4TE	1.7498	-1.0912	1.398231	-0.93798		0.04360454316661133
LUAD	TCGA-MP-A4TF	-0.42797	-2.8174	0.50196	-1.491		-1.614401941614623
LUAD	TCGA-MP-A4TH	0.71587	0.58496	1.170435	-0.0027132		0.2396650587712956
LUAD	TCGA-MP-A4TI	-0.16954	-0.096965	0.3718186	-0.27391		-0.5232665800654571
LUAD	TCGA-MP-A4TJ	-0.015711	-0.1372	1.147343	-0.20676		-0.3091926761952725
LUAD	TCGA-MP-A4TK	-0.37346	0.52231	-0.269956	0.35591		-0.5083415863567738
LUAD	TCGA-MP-A5C7	1.7731	0.77735	2.948773	0.30664		1.0995435482702498
LUAD	TCGA-NJ-A4YF	1.6325	-0.23792	1.988128	-0.45732		0.4520358177415318
LUAD	TCGA-NJ-A4YG	-0.078048	0.19288	2.435546	0.1842		0.07765089267829468
LUAD	TCGA-NJ-A4YI	-0.31001	0.3849	3.211885	-0.13922		0.23593073814186374
LUAD	TCGA-NJ-A55A	-1.0269	-1.4011	-0.09639083	-0.31067		-1.4366701725651403
LUAD	TCGA-NJ-A55O	2.274	0.80232	2.370203	-0.15793		1.1667708975218123
LUAD	TCGA-NJ-A55R	1.5678	-0.11228	0.9162047	0.18734		0.2374829465024192
LUAD	TCGA-NJ-A7XG	2.0382	1.2109	3.801114	0.22019		1.5503454312209002
LUAD	TCGA-O1-A52J	-0.27318	0.62684	2.993019	-0.079234		0.2921312723248433
LUAD	TCGA-S2-AA1A	0.81126	0.84916	1.722902	0.017486		0.49712200273426665
LUSC	TCGA-18-4721	-0.87121	-0.98874	-2.212423	0.2657		-1.136356237223796
LUSC	TCGA-18-5592	-0.12457	-0.50842	-0.411981	-0.24742		-0.2366785501536348
LUSC	TCGA-18-5595	0.84308	0.97375	-0.4804898	-0.13294		0.6577090263381148
LUSC	TCGA-21-1070	0.84469	-1.0681	0.5525326	-0.99083		0.2639016242758077
LUSC	TCGA-21-1071	-0.57824	-2.0844	-1.58884	-0.8934		-1.1945028226902539
LUSC	TCGA-21-1072	-0.58464	0.44571	-0.9186092	0.43166		-0.2745935312711598
LUSC	TCGA-21-1075	-0.45806	0.49956	-0.07450528	-0.045159		-0.010584562332357753
LUSC	TCGA-21-1076	0.80536	0.54293	-1.045328	0.13168		0.3824660985766135
LUSC	TCGA-21-1078	2.1289	2.1051	-0.2886042	0.74664		1.652803504298282
LUSC	TCGA-21-1079	-1.3784	0.5237	-3.922978	0.79689		-1.2936657065081
LUSC	TCGA-21-1080	-0.30435	0.34252	-1.315145	0.46164		-0.26221058789210144
LUSC	TCGA-21-1081	0.92964	0.043142	1.815991	-0.11939		0.9249789700851184
LUSC	TCGA-21-1082	0.28193	1.3846	-0.6816801	-0.059065		0.4739461959027628
LUSC	TCGA-21-1083	0.30658	0.80686	-2.246637	0.39849		-0.039378963756094364
LUSC	TCGA-21-5782	-0.52344	0.52006	-1.573786	-0.27144		-0.36879467211965244
LUSC	TCGA-21-5784	0.32651	0.95474	3.807755	-0.69926		1.3625751894792097
LUSC	TCGA-21-5786	-1.0115	0.13121	-3.692362	-0.48977		-1.1893482624356373
LUSC	TCGA-21-5787	1.1522	-0.49661	1.6517	-0.024214		0.8283070499643227
LUSC	TCGA-21-A5DI	1.0481	0.93175	-2.318462	0.078681		0.3325343498867036
LUSC	TCGA-22-0940	0.52702	-0.51951	-0.5987094	-0.72848		0.025666914736042785
LUSC	TCGA-22-1000	-0.40947	0.027042	0.3310131	0.12422		-0.04193514149231303
LUSC	TCGA-22-1011	-0.21176	-0.36254	0.6607754	0.01318		0.005545073504751086
LUSC	TCGA-22-4591	-0.64156	-0.088275	0.2560448	0.18467		-0.2033395716113869
LUSC	TCGA-22-4596	0.098385	0.55327	2.01949	-0.26732		0.7342545272538828
LUSC	TCGA-22-4605	0.3572	0.70061	-1.069809	-0.23633		0.21388780102465318
LUSC	TCGA-22-4607	2.1235	1.3889	0.2941123	-0.29771		1.5608998196951636
LUSC	TCGA-22-4609	0.10264	0.51838		0.069504		
LUSC	TCGA-22-5471	-0.81068	-1.717	-3.005401	-0.33136		-1.5069991262900544
LUSC	TCGA-22-5472	1.5277	1.5736	1.810582	-0.54931		1.673877003702896
LUSC	TCGA-22-5473	0.69577	0.84756	0.995408	-0.11417		0.8780876650381647
LUSC	TCGA-22-5474	-0.085062	-0.46927	-2.363826	-0.050333		-0.6404321282684503
LUSC	TCGA-22-5477	-0.4603	-1.4902	-0.4543614	-0.82016		-0.704695593673177
LUSC	TCGA-22-5478	-0.41576	-0.73528	-0.0854223	-0.13088		-0.3707126992943713
LUSC	TCGA-22-5479	-0.90943	0.35074	-1.874913	-0.46807		-0.6696230289620247
LUSC	TCGA-22-5480	-0.75693	0.058426	-1.141286	-0.017254		-0.5238417058757003
LUSC	TCGA-22-5482	0.059705	-0.20536	0.09008732	-0.38716		0.0546388964283003
LUSC	TCGA-22-5483	1.3366	0.028143	-0.5203052	0.084249		0.5924014516215481
LUSC	TCGA-22-5485	-0.6554	0.68818	0.9223636	-0.51157		0.1758753247916747
LUSC	TCGA-22-5489	-0.69099	-0.018412	-1.41216	0.26654		-0.5765230361866266
LUSC	TCGA-22-5491	0.14374	1.5657	-1.709718	0.30433		0.23538377631213728
LUSC	TCGA-22-5492	-0.24837	1.1628		-0.60819		
LUSC	TCGA-22-A5C4	-0.4501	0.94348	-0.6663705	0.35643		-0.0027800951737393573
LUSC	TCGA-33-4532	-0.012571	0.54431	0.8708462	-0.076724		0.4235708921902634
LUSC	TCGA-33-4547	0.17225	-0.028977	-1.469014	-0.24986		-0.18530051585413443
LUSC	TCGA-33-4566	0.9235	0.67856	0.221748	0.57463		0.7616324420138075
LUSC	TCGA-33-4582	-0.14973	1.4585	-1.859176	1.0304		0.030938058358586467
LUSC	TCGA-33-4586	-0.90448	0.61319		0.41478		
LUSC	TCGA-33-4589	-0.4199	-0.30545	-2.896249	0.041712		-0.8667259197405421
LUSC	TCGA-33-6737	-0.071691	-1.8396		-0.44248		
LUSC	TCGA-33-6738	0.073618	1.1609	0.07875895	0.13105		0.4765185528553681
LUSC	TCGA-33-A4WN	0.85898	1.3305	0.5053536	0.47762		0.9936984454885035
LUSC	TCGA-33-A5GW	0.64696	1.7392	0.3680058	0.539		0.9881358537606845
LUSC	TCGA-33-AASB	1.9539	1.1337	0.6508441	0.45717		1.4822552695789006
LUSC	TCGA-33-AASD	-0.11573	1.2207	-3.358581	0.23503		-0.35942702236404483
LUSC	TCGA-33-AASI	0.15919	-1.1259	-0.1432561	0.036708		-0.2318974626415917
LUSC	TCGA-33-AASJ	2.0398	1.3194	-2.958263	0.31445		0.7763961953009938
LUSC	TCGA-34-2596	-0.67119	-1.3755	-2.183371	0.088755		-1.1538429041519331
LUSC	TCGA-34-2604	-0.27436	-1.0067	1.534346	-0.42489		-0.026576515166147823
LUSC	TCGA-34-2605	0.018692	0.38822	-3.32603	0.32678		-0.5433844061419951
LUSC	TCGA-34-2608	-0.55483	0.11482	-1.355556	0.15644		-0.4589672428387172
LUSC	TCGA-34-2609	0.090745	-0.48488	-0.1450938	-0.029656		-0.06854397440553084
LUSC	TCGA-34-5231	-0.39689	1.1094	-2.060223	-0.18412		-0.2371278181033837
LUSC	TCGA-34-5232	0.72591	0.29485	-1.255827	-0.15293		0.22228381999727995
LUSC	TCGA-34-5234	0.071427	0.22702	1.049466	-0.35984		0.40589826764107384
LUSC	TCGA-34-5236	-0.59752	-1.2948	-3.047052	-0.47309		-1.2866211751134566
LUSC	TCGA-34-5239	0.0080539	1.0858	-1.851524	0.49692		-0.006929613795198741
LUSC	TCGA-34-5241	0.57814	0.59817	0.3361381	-0.61977		0.5996306214934244
LUSC	TCGA-34-5927	0.52051	-0.75348	0.9904311	0.28197		0.3046858310342051
LUSC	TCGA-34-5928	0.032764	0.63601	-0.4558544	-0.56508		0.17775463853425322
LUSC	TCGA-34-5929	-0.27259	0.33871	0.5162269	0.020714		0.15915126497443377
LUSC	TCGA-34-7107	-0.093792	0.81603	-3.479499	-0.68682		-0.4997488361121736
LUSC	TCGA-34-8454	0.10119	-1.165	0.6470489	-0.45402		-0.09533569687862882
LUSC	TCGA-34-8455	0.34081	0.56364	-0.1162764	-0.011184		0.37646590153747606
LUSC	TCGA-34-8456	-0.61546	1.7309	-0.9135491	0.92063		0.10504360365290931
LUSC	TCGA-34-A5IX	1.1714	-2.6994	-1.621095	-1.2948		-0.564630631261838
LUSC	TCGA-37-3789	0.80985	3.0913	1.842529	-0.45655		1.8066005879781628
LUSC	TCGA-37-3792	0.30893	0.37352	-3.195496	-0.36835		-0.3819545216639577
LUSC	TCGA-37-4129	1.7443	0.28432	-2.832145	0.53965		0.3485483374869454
LUSC	TCGA-37-4133	0.10616	1.1021	-0.6037987	0.41465		0.321988104830568
LUSC	TCGA-37-4135	0.97049	0.98479	-1.390536	0.81155		0.5186527399594585
LUSC	TCGA-37-4141	-0.026408	1.203	-0.8034937	0.30217		0.24588708405362558
LUSC	TCGA-37-5819	0.50278	0.10134	-1.026256	0.43621		0.10896283335008584
LUSC	TCGA-37-A5EL	0.11074	0.86998	2.350695	1.0695		0.9106451921532841
LUSC	TCGA-37-A5EM	0.20911	-1.2061	-3.009381	-0.88041		-0.8707027650100884
LUSC	TCGA-37-A5EN	0.74092	1.2106	-2.114789	0.6448		0.31827239449390354
LUSC	TCGA-39-5011	0.20875	0.18963	-0.9042334	-0.47405		0.024453766687182802
LUSC	TCGA-39-5016	-0.76046	0.32954	-2.24097	0.3818		-0.687313428042526
LUSC	TCGA-39-5019	-0.46124	-0.49148	-0.9127643	-0.20061		-0.5017151708505382
LUSC	TCGA-39-5021	-0.057315	-0.5535	-2.123647	-0.17355		-0.5996575573719718
LUSC	TCGA-39-5022	0.24142	0.19483	0.02449061	0.15251		0.24812724982241974
LUSC	TCGA-39-5024	0.14765	0.93557	1.36977	-0.032484		0.7298185944650964
LUSC	TCGA-39-5027	-0.54698	0.51525	0.7755071	-0.0013166		0.1414386647741417
LUSC	TCGA-39-5028	0.077383	-0.55248	-0.7838067	-0.3453		-0.23765701743004483
LUSC	TCGA-39-5029	-0.25607	0.65478	-2.56621	0.053318		-0.42235300336150167
LUSC	TCGA-39-5030	-0.92627	-0.4367	-2.031553	-0.023523		-0.953243525755087
LUSC	TCGA-39-5031	0.23578	1.1913	-2.393929	0.14986		0.012025760851466302
LUSC	TCGA-39-5034	-0.3885	0.44166	1.235499	0.66878		0.29603780193593293
LUSC	TCGA-39-5035	0.1343	0.057316	-1.912143	0.018567		-0.2754199121291445
LUSC	TCGA-39-5037	-0.49485	1.1324	-0.8356903	-0.14414		-0.0037874518606499743
LUSC	TCGA-39-5040	0.013402	1.0151	-1.88677	-0.072091		-0.03387296806200413
LUSC	TCGA-43-2578	2.4436	0.60501	-2.49622	0.88666		0.8511712237428463
LUSC	TCGA-43-2581	-0.049776	-1.2481	-0.5986367	-0.60906		-0.46915758749984704
LUSC	TCGA-43-3394	0.34275	0.67686	-0.9647247	-0.18474		0.22319495993478353
LUSC	TCGA-43-5668	0.25334	0.95729	-0.3785284	0.20419		0.3972427732919149
LUSC	TCGA-43-5670	0.90153	1.1291	-0.4108268	-0.26208		0.7482870262981903
LUSC	TCGA-43-6143	0.66109	1.6536	-2.949826	0.7882		0.23027871251250565
LUSC	TCGA-43-6770	-0.55858	0.80762	-1.627644	0.13929		-0.30940857118439274
LUSC	TCGA-43-6771	-0.58188	0.45891	-0.151322	-0.29285		-0.0985047968626361
LUSC	TCGA-43-7656	-0.45699	0.81601	-3.280111	0.65152		-0.6266685522732574
LUSC	TCGA-43-7658	0.09236	0.091417	0.3917987	0.66029		0.2279435948767472
LUSC	TCGA-43-8115	-0.17624	0.37278	-1.041097	0.15606		-0.13155336228043224
LUSC	TCGA-43-8118	0.13051	-0.47609	0.8914021	-0.042368		0.18355673402519035
LUSC	TCGA-43-A474	0.27882	0.44736	-3.462505	0.30943		-0.4329917128866064
LUSC	TCGA-43-A475	-0.38845	-0.13873	-1.060911	0.16022		-0.3924749731289274
LUSC	TCGA-43-A56V	0.95844	-0.22243	0.06294999	-0.66356		0.46722460000413824
LUSC	TCGA-46-6025	-0.37483	0.68743	-0.196199	-0.51657		0.059041179734752945
LUSC	TCGA-46-6026	0.33282	0.89153	-0.7669263	-0.021322		0.32818140822012626
LUSC	TCGA-51-6867	-0.10692	0.82816	2.386996	-0.51962		0.8032849436897997
LUSC	TCGA-52-7810	-0.13688	0.92085	-3.615747	0.49802		-0.518332727297998
LUSC	TCGA-52-7811	0.09359	-1.4069	-0.5832842	-0.62626		-0.4466947174573624
LUSC	TCGA-52-7812	0.016759	0.9311	0.1345585	-0.02988		0.39184217456016074
LUSC	TCGA-56-5897	-0.70385	-0.93799	-2.100358	-0.43471		-1.0169695324376105
LUSC	TCGA-56-5898	0.01849	1.1181	1.360381	-0.10078		0.7226396808645532
LUSC	TCGA-56-6545	-0.70039	-0.7688	-0.2306162	-0.5908		-0.5475071971413542
LUSC	TCGA-56-6546	-0.24633	-1.1658	0.01622432	-0.73406		-0.39985363599604823
LUSC	TCGA-56-7221	1.719	2.1413	-0.3826156	0.81326		1.4496437087161052
LUSC	TCGA-56-7222	1.2981	-0.79459	0.8084676	-0.068734		0.6183325924643484
LUSC	TCGA-56-7730	-0.38603	0.63996	-0.6021356	0.45805		-0.05109449935986177
LUSC	TCGA-56-8083	0.61801	0.53034	-0.4097238	1.1464		0.431706883735433
LUSC	TCGA-56-8309	-0.54217	0.86329	-0.3900526	0.42679		-0.009233661376233196
LUSC	TCGA-56-A4BX	0.23921	0.92304	-2.961949	0.27166		-0.1948035706929658
LUSC	TCGA-56-A5DS	0.63445	0.4301	-0.1841731	0.20487		0.4589974140055624
LUSC	TCGA-58-8386	-0.44575	0.60932	-0.6912301	-0.15401		-0.10845598230508402
LUSC	TCGA-58-8388	-0.60418	0.62404	-1.25051	0.47548		-0.3031308828961398
LUSC	TCGA-58-8391	2.0604	0.70958	-2.752628	-0.1182		0.6453732588463674
LUSC	TCGA-58-8392	0.58683	0.44897	0.6640428	0.2333		0.6310705504734933
LUSC	TCGA-58-8393	0.72961	0.60849	1.113164	0.19518		0.8471377372986658
LUSC	TCGA-58-A46J	2.5289	1.1814	1.461344	0.47335		1.9483810265125925
LUSC	TCGA-58-A46K	0.84793	1.1706	-2.612655	-0.084583		0.24571157732046997
LUSC	TCGA-58-A46L	0.67158	1.898	-2.463453	0.19214		0.4182061897158962
LUSC	TCGA-58-A46M	0.050272	-0.55983	-2.920037	0.18426		-0.7280818566064381
LUSC	TCGA-58-A46N	1.5304	1.2261	-1.973583	0.83922		0.726756713767899
LUSC	TCGA-60-2695	0.48974	0.16381		0.6692		
LUSC	TCGA-60-2696	0.19926	-0.78649	0.2868235	-0.25137		-0.0134907649777151
LUSC	TCGA-60-2697	-0.48483	-2.3997	-0.2722889	-0.95267		-0.9538957158301744
LUSC	TCGA-60-2698	0.93812	1.3968	0.3232739	0.058711		1.0107777959725557
LUSC	TCGA-60-2703	0.38635	-2.049	-0.6297958	-0.78086		-0.5153506244474915
LUSC	TCGA-60-2704	-0.6829	0.59305	-2.416936	0.30303		-0.6093065314963221
LUSC	TCGA-60-2706	0.34977	-0.23102	0.7013202	0.34672		0.3196088694212245
LUSC	TCGA-60-2708	0.010111	1.5278	-2.730862	0.78864		-0.06646963566399222
LUSC	TCGA-60-2709	-0.93433	-1.0168	-2.416579	0.3708		-1.2201376349601352
LUSC	TCGA-60-2710	-0.36646	0.30453	-1.614474	0.37312		-0.3697320940955479
LUSC	TCGA-60-2711	-0.2407	0.071917	-1.468264	0.44946		-0.3490255557975777
LUSC	TCGA-60-2712	-0.67962	-0.2065	-0.895189	0.40837		-0.5136378686861379
LUSC	TCGA-60-2713	-0.0045293	0.21682	-2.887099	0.2503		-0.5090757527903571
LUSC	TCGA-60-2714	0.71222	1.4779	0.7514073	0.53667		1.0243212192566329
LUSC	TCGA-60-2716	2.6582	2.9666	0.06113971	1.2289		2.2437235912932594
LUSC	TCGA-60-2719	0.17975	1.2933	-0.786489	0.79746		0.37451197934306046
LUSC	TCGA-60-2720	-0.31316	-0.35019	-1.210246	0.13696		-0.4548708831348102
LUSC	TCGA-60-2721	0.16067	1.5442	-2.152716	-0.2475		0.13820903796143483
LUSC	TCGA-60-2724	1.2541	-0.15454	-1.130822	-0.30934		0.36176198552569366
LUSC	TCGA-60-2725	-0.5099	-0.30622	-1.280781	-0.17542		-0.5499033351422892
LUSC	TCGA-60-2726	-0.11617	-0.028278	-1.424583	-0.15608		-0.31121863376445547
LUSC	TCGA-63-5128	-0.16241	0.84066	0.7760983	-0.14029		0.4224533949467992
LUSC	TCGA-63-5131	-0.022112	-0.22316	-0.4790012	-0.4686		-0.11603343948734464
LUSC	TCGA-63-6202	0.34323	-0.043917	0.07189859	-0.15338		0.23367581941399376
LUSC	TCGA-63-7020	1.1761	0.60106	3.044367	-0.54991		1.4851961699726497
LUSC	TCGA-63-7021	0.065883	0.063828	-1.594416	-0.91721		-0.23498778134863782
LUSC	TCGA-63-7022	-0.49485	-0.42925	-0.4726003	-0.43924		-0.4005810904801594
LUSC	TCGA-63-7023	0.24393	1.6124	-2.593667	0.23843		0.1002038812486965
LUSC	TCGA-63-A5MB	0.091328	0.86519	-0.4061905	0.44438		0.28651506086729883
LUSC	TCGA-63-A5MG	1.1146	-1.7732	-1.056716	-1.2218		-0.18256511945333176
LUSC	TCGA-63-A5MI	-0.23649	-2.0674	-1.282776	-0.80616		-0.960023045614019
LUSC	TCGA-63-A5MJ	-0.36535	0.57203	-3.795823	0.416		-0.7728318958767614
LUSC	TCGA-63-A5ML	0.42472	1.0174	-2.116692	0.33356		0.10964256230330001
LUSC	TCGA-63-A5MM	-0.72964	-2.974	-3.155057	-1.259		-1.8865091574273425
LUSC	TCGA-63-A5MN	0.20991	0.62408	1.761608	0.12651		0.751117132845045
LUSC	TCGA-63-A5MP	-0.079139	-0.070351	-1.666658	0.1576		-0.36049257188534395
LUSC	TCGA-63-A5MS	0.30935	0.43081	-0.6042341	0.43012		0.21241739696454406
LUSC	TCGA-63-A5MT	0.042706	-1.0265	-1.77655	-0.59854		-0.6199015308745156
LUSC	TCGA-63-A5MU	1.0	0.087629	-1.87613	-0.14857		0.1501307392385396
LUSC	TCGA-63-A5MV	-0.11263	0.74868	-3.838132	0.34171		-0.60903962676523
LUSC	TCGA-63-A5MY	1.1311	-0.90168	-2.570382	-0.99546		-0.24509679675362595
LUSC	TCGA-66-2727	0.48129	-0.22082	0.1672117	-0.0060795		0.2658942187035627
LUSC	TCGA-66-2737	0.13803	0.13655	-0.5657969	0.044002		0.05018359424756269
LUSC	TCGA-66-2758	1.1636	0.60874	-1.050863	0.29005		0.5703075397511895
LUSC	TCGA-66-2766	0.54156	1.3572	-2.720332	0.076014		0.13433201656408475
LUSC	TCGA-66-2767	-0.082121	0.96571	-0.1857537	-0.028007		0.28451335522948584
LUSC	TCGA-66-2768	0.2794	-1.9183		-0.62073		
LUSC	TCGA-66-2769	-0.85432	-1.1256	-1.556526	-0.12946		-1.0242846707263848
LUSC	TCGA-66-2770	0.54392	0.39634	-0.2090994	0.78395		0.4004315248778849
LUSC	TCGA-66-2773	0.050162	0.0025482	0.1267541	0.14106		0.12188208122108286
LUSC	TCGA-66-2777	-0.21472	1.1946	-0.467483	0.50294		0.2292848067575708
LUSC	TCGA-66-2778	0.43733	-2.8518	0.6833052	-0.62495		-0.4446120477896363
LUSC	TCGA-66-2781	-0.091851	-2.0327	-1.351785	-0.83571		-0.896555894493405
LUSC	TCGA-66-2782	0.43461	-1.7063	-2.435939	-0.78044		-0.7897188269097365
LUSC	TCGA-66-2783	1.4465	1.8845	-0.3286851	0.3966		1.2545973345729757
LUSC	TCGA-66-2785	0.067781	1.541	-0.5765697	-0.070381		0.4441754507421239
LUSC	TCGA-66-2788	-0.045413	-1.7822	0.08363936	-0.96879		-0.47861018018863577
LUSC	TCGA-66-2790	-0.082463	0.30757		0.26793		
LUSC	TCGA-66-2791	-0.76858	1.9581		-0.046734		
LUSC	TCGA-66-2794	0.6601	1.0085	-3.232242	0.50833		-0.03032535201675035
LUSC	TCGA-66-2795	1.1869	0.58023		0.26139		
LUSC	TCGA-66-2800	-0.24861	-0.28725	-0.9303958	0.090751		-0.34290304744763994
LUSC	TCGA-68-7756	1.6061	0.8516	0.3118076	-0.072412		1.1565099346558885
LUSC	TCGA-68-7757	-0.37841	-0.86937	-1.40522	-0.39568		-0.6878112270638524
LUSC	TCGA-68-A59I	-0.23422	0.22415	-2.505184	0.10452		-0.5301662201118368
LUSC	TCGA-68-A59J	0.11347	0.014674	-1.534908	-0.14035		-0.2143355147412956
LUSC	TCGA-70-6722	0.58471	0.63368	-0.8715303	-0.28659		0.34483742568036235
LUSC	TCGA-70-6723	0.57401	1.1375	-2.362109	-0.29846		0.16216336317590826
LUSC	TCGA-77-6842	-0.85587	0.91434	-2.501124	0.12074		-0.6113553548803435
LUSC	TCGA-77-6843	-0.75707	1.4252	-2.954994	0.23296		-0.5095293831103459
LUSC	TCGA-77-6844	0.3814	1.7374	-1.515597	-0.10519		0.44317442261312695
LUSC	TCGA-77-6845	0.11986	-0.64264	-2.63803	-0.47976		-0.6578324113407702
LUSC	TCGA-77-7139	-0.3948	0.67659	-0.9269427	0.61225		-0.11630977359384993
LUSC	TCGA-77-7141	-0.34833	1.1163	-2.214079	0.31893		-0.24635535100668537
LUSC	TCGA-77-7142	0.12483	0.27789	-0.4766198	-0.23721		0.10702929195551923
LUSC	TCGA-77-7335	-0.13181	1.8391	-2.758478	0.5191		-0.04434150689817229
LUSC	TCGA-77-7337	-0.25587	-1.5021	-1.648331	-0.4337		-0.87762837560203
LUSC	TCGA-77-7338	-0.025806	0.11457	0.44081	-0.5179		0.19020393690298576
LUSC	TCGA-77-7463	-0.66936	0.10182	0.06676	-0.09866		-0.20043688894489345
LUSC	TCGA-77-7465	-1.1409	0.29799	-2.074339	-0.081742		-0.8392968944936093
LUSC	TCGA-77-8143	0.11655	0.0060649	1.185508	-0.21059		0.3898787729177882
LUSC	TCGA-77-8150	0.88511	0.71169	-1.511082	0.6996		0.36803998712162106
LUSC	TCGA-77-8153	0.57228	1.0725	-3.330738	0.25496		-0.07408756780941113
LUSC	TCGA-77-8154	0.45356	0.44998	0.9602512	-0.34102		0.6344465187930836
LUSC	TCGA-77-A5FZ	-1.008	-1.3803	1.986874	-0.40823		-0.3861151426164959
LUSC	TCGA-77-A5G1	-0.51497	0.38815	-3.309716	0.10278		-0.7914514163480474
LUSC	TCGA-77-A5G3	0.7774	1.3833	0.7322169	0.51142		1.0218584175318701
LUSC	TCGA-77-A5G6	-0.031039	1.5722	-1.562261	0.34562		0.1877602379363077
LUSC	TCGA-77-A5GF	1.0163	1.7088	-3.898429	0.52224		0.2035783542331205
LUSC	TCGA-77-A5GH	0.010172	0.41849	-0.5380245	0.44764		0.08229077809148562
LUSC	TCGA-79-5596	-0.75719	-3.0741	-3.788393	-1.0707		-2.0710561065839665
LUSC	TCGA-85-6175	-0.64341	0.3639	0.1393024	0.24162		-0.09190426077084816
LUSC	TCGA-85-6560	-0.73507	-1.6438	-4.2023	-0.067375		-1.715309701746839
